station_observations
TempC, SolarRadiationWm, RH, Wetness, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-1.128, 0.6, 91.2, 75.29, 0.19, 939.95, 0.0, 2.78, 2021-01-01 00:00:00, 117.9, -2.4
-1.1, 0.6, 89.8, 68.24, 0.19, 939.25, 0.0, 2.23, 2021-01-01 01:00:00, 98.3, -2.6
-1.1, 0.6, 91.2, 65.88, 0.19, 938.35, 0.0, 1.67, 2021-01-01 02:00:00, 96.9, -2.4
-0.648, 0.6, 89.2, 60.0, 0.37, 937.45, 0.0, 2.23, 2021-01-01 03:00:00, 109.5, -2.2
-1.157, 0.6, 89.8, 57.65, 0.19, 936.15, 0.0, 1.48, 2021-01-01 04:00:00, 101.1, -2.6
-1.498, 0.6, 91.4, 54.12, 0.0, 934.75, 0.0, 0.93, 2021-01-01 05:00:00, 336.9, -2.7
-1.67, 0.6, 93.0, 52.35, 0.0, 933.55, 0.0, 0.0, 2021-01-01 06:00:00, 308.9, -2.7
-0.76, 0.6, 93.8, 70.59, 0.0, 932.15, 0.0, 0.93, 2021-01-01 07:00:00, 342.6, -1.6
0.577, 0.6, 94.3, 100.0, 0.19, 930.95, 0.0, 1.67, 2021-01-01 08:00:00, 91.3, -0.2
1.615, 6.9, 95.9, 100.0, 0.56, 930.25, 0.0, 2.78, 2021-01-01 09:00:00, 116.5, 1.0
2.503, 11.9, 92.8, 11.76, 0.74, 929.55, 0.0, 3.34, 2021-01-01 10:00:00, 120.7, 1.5
3.142, 15.6, 88.1, 7.65, 0.93, 928.95, 0.2, 3.9, 2021-01-01 11:00:00, 129.2, 1.4
3.696, 33.1, 85.7, 7.06, 0.74, 928.35, 1.4, 2.97, 2021-01-01 12:00:00, 126.4, 1.5
4.844, 41.9, 82.2, 6.47, 0.93, 927.15, 1.6, 4.08, 2021-01-01 13:00:00, 132.0, 2.1
4.999, 30.6, 79.3, 5.88, 0.74, 925.55, 0.8, 2.97, 2021-01-01 14:00:00, 137.6, 1.7
5.102, 14.4, 77.5, 5.29, 0.56, 924.75, 0.6, 3.15, 2021-01-01 15:00:00, 126.4, 1.5
5.257, 0.6, 77.2, 5.29, 0.56, 923.95, 0.4, 3.71, 2021-01-01 16:00:00, 122.1, 1.6
5.36, 0.6, 75.6, 5.29, 0.93, 923.05, 0.0, 3.71, 2021-01-01 17:00:00, 137.6, 1.4
5.462, 0.6, 76.9, 5.29, 0.93, 922.25, 0.0, 3.34, 2021-01-01 18:00:00, 129.2, 1.7
5.642, 0.6, 77.0, 82.35, 1.11, 922.25, 0.0, 4.27, 2021-01-01 19:00:00, 144.6, 1.9
3.801, 0.6, 88.2, 100.0, 0.74, 923.15, 0.4, 2.97, 2021-01-01 20:00:00, 134.8, 2.0
4.011, 0.6, 90.7, 14.71, 0.56, 922.95, 0.0, 3.15, 2021-01-01 21:00:00, 134.8, 2.6
4.011, 0.6, 88.9, 8.82, 0.74, 923.25, 0.0, 2.78, 2021-01-01 22:00:00, 134.8, 2.3
4.168, 0.6, 87.3, 7.65, 0.56, 923.05, 0.0, 2.97, 2021-01-01 23:00:00, 139.0, 2.2
3.801, 0.6, 87.0, 7.65, 0.37, 922.95, 0.0, 2.41, 2021-01-02 00:00:00, 130.6, 1.8
3.958, 0.6, 87.1, 7.06, 0.56, 922.55, 0.0, 2.78, 2021-01-02 01:00:00, 130.6, 2.0
4.115, 0.6, 84.9, 6.47, 0.74, 922.65, 0.0, 3.15, 2021-01-02 02:00:00, 132.0, 1.8
4.376, 0.6, 82.1, 6.47, 0.93, 923.15, 0.0, 3.53, 2021-01-02 03:00:00, 137.6, 1.6
4.063, 0.6, 80.6, 5.88, 0.93, 923.15, 0.0, 3.34, 2021-01-02 04:00:00, 141.8, 1.0
3.88, 0.6, 80.3, 5.88, 0.93, 922.65, 0.0, 3.34, 2021-01-02 05:00:00, 134.8, 0.8
3.854, 0.6, 80.7, 5.29, 0.56, 921.95, 0.0, 3.34, 2021-01-02 06:00:00, 129.2, 0.8
4.272, 0.6, 78.5, 5.29, 0.74, 920.85, 0.0, 2.78, 2021-01-02 07:00:00, 119.3, 0.9
4.532, 0.6, 75.3, 4.71, 0.74, 919.95, 0.0, 3.15, 2021-01-02 08:00:00, 129.2, 0.5
4.714, 11.9, 73.8, 4.12, 0.93, 919.65, 0.0, 3.34, 2021-01-02 09:00:00, 133.4, 0.4
4.999, 45.6, 72.6, 4.12, 1.11, 918.85, 0.0, 4.82, 2021-01-02 10:00:00, 132.0, 0.5
5.821, 25.6, 68.9, 3.53, 1.3, 918.25, 0.0, 5.01, 2021-01-02 11:00:00, 139.0, 0.6
6.23, 49.4, 65.9, 3.53, 1.11, 918.05, 0.0, 4.45, 2021-01-02 12:00:00, 146.0, 0.3
7.192, 43.1, 61.9, 2.35, 1.11, 916.85, 0.0, 4.64, 2021-01-02 13:00:00, 134.8, 0.4
6.94, 18.1, 60.8, 2.35, 0.56, 917.05, 0.0, 3.9, 2021-01-02 14:00:00, 137.6, -0.1
5.462, 0.6, 64.2, 100.0, 0.37, 917.45, 0.0, 2.97, 2021-01-02 15:00:00, 150.2, -0.8
2.37, 0.6, 90.4, 100.0, 0.19, 918.05, 0.6, 2.97, 2021-01-02 16:00:00, 189.5, 1.0
1.18, 0.6, 95.6, 100.0, 0.0, 918.45, 0.0, 0.37, 2021-01-02 17:00:00, 242.9, 0.6
2.85, 0.6, 95.8, 100.0, 0.0, 918.75, 0.0, 1.48, 2021-01-02 18:00:00, 161.5, 2.2
2.477, 0.6, 91.8, 100.0, 0.19, 919.05, 0.0, 1.48, 2021-01-02 19:00:00, 161.5, 1.3
2.289, 0.6, 87.3, 8.82, 0.19, 919.55, 0.0, 1.67, 2021-01-02 20:00:00, 137.6, 0.4
1.832, 0.6, 85.4, 7.65, 0.19, 919.95, 0.0, 2.78, 2021-01-02 21:00:00, 140.4, -0.4
0.742, 0.6, 88.9, 22.35, 0.0, 920.65, 0.0, 1.48, 2021-01-02 22:00:00, 133.4, -0.9
0.329, 0.6, 91.8, 15.29, 0.0, 921.95, 0.0, 0.93, 2021-01-02 23:00:00, 143.2, -0.9
0.577, 0.6, 90.0, 5.88, 0.0, 922.95, 0.0, 1.11, 2021-01-03 00:00:00, 164.3, -0.9
1.507, 0.6, 78.4, 4.71, 0.19, 923.65, 0.0, 1.48, 2021-01-03 01:00:00, 147.4, -1.8
1.67, 0.6, 75.5, 4.12, 0.19, 924.65, 0.0, 1.48, 2021-01-03 02:00:00, 140.4, -2.2
1.208, 0.6, 71.7, 2.94, 0.19, 925.35, 0.0, 1.67, 2021-01-03 03:00:00, 130.6, -3.3
1.453, 0.6, 68.5, 2.35, 0.37, 925.95, 0.0, 1.86, 2021-01-03 04:00:00, 139.0, -3.7
1.344, 0.6, 66.4, 2.35, 0.56, 926.45, 0.0, 2.6, 2021-01-03 05:00:00, 137.6, -4.2
1.289, 0.6, 64.3, 1.76, 0.56, 927.05, 0.0, 2.41, 2021-01-03 06:00:00, 134.8, -4.7
1.317, 0.6, 63.5, 1.76, 0.56, 927.95, 0.0, 2.78, 2021-01-03 07:00:00, 144.6, -4.8
1.126, 0.6, 63.8, 1.76, 0.74, 928.65, 0.0, 2.97, 2021-01-03 08:00:00, 143.2, -5.0
1.398, 10.6, 63.4, 1.18, 0.74, 929.65, 0.0, 3.71, 2021-01-03 09:00:00, 136.2, -4.8
1.778, 20.6, 60.9, 1.18, 0.56, 930.45, 0.0, 3.15, 2021-01-03 10:00:00, 153.0, -5.0
1.994, 38.1, 59.9, 1.18, 0.74, 931.25, 0.0, 3.15, 2021-01-03 11:00:00, 139.0, -5.0
2.209, 44.4, 58.7, 1.18, 0.93, 931.95, 0.0, 3.71, 2021-01-03 12:00:00, 132.0, -5.0
2.53, 55.6, 58.7, 1.18, 0.56, 932.85, 0.0, 2.78, 2021-01-03 13:00:00, 141.8, -4.7
2.637, 29.4, 58.2, 1.18, 0.56, 933.75, 0.0, 2.41, 2021-01-03 14:00:00, 137.6, -4.7
2.37, 5.6, 58.5, 1.18, 0.37, 934.25, 0.0, 1.86, 2021-01-03 15:00:00, 140.4, -4.9
2.047, 0.6, 59.0, 0.59, 0.56, 935.25, 0.0, 2.04, 2021-01-03 16:00:00, 146.0, -5.1
1.561, 0.6, 60.2, 1.18, 0.56, 936.35, 0.0, 2.04, 2021-01-03 17:00:00, 147.4, -5.3
0.825, 0.6, 62.0, 0.59, 0.56, 937.05, 0.0, 2.78, 2021-01-03 18:00:00, 130.6, -5.6
0.522, 0.6, 64.5, 0.59, 0.37, 937.65, 0.0, 2.23, 2021-01-03 19:00:00, 137.6, -5.4
-1.213, 0.6, 70.4, 1.18, 0.19, 937.75, 0.0, 2.04, 2021-01-03 20:00:00, 113.7, -5.9
-1.556, 0.6, 74.8, 1.18, 0.19, 937.35, 0.0, 1.67, 2021-01-03 21:00:00, 103.9, -5.4
-2.712, 0.6, 78.2, 1.76, 0.0, 936.95, 0.0, 0.93, 2021-01-03 22:00:00, 108.1, -6.0
-3.065, 0.6, 82.0, 2.35, 0.0, 936.85, 0.0, 0.93, 2021-01-03 23:00:00, 126.4, -5.7
-2.596, 0.6, 83.0, 2.35, 0.19, 936.85, 0.0, 1.48, 2021-01-04 00:00:00, 88.4, -5.1
-3.36, 0.6, 85.0, 3.53, 0.0, 936.55, 0.0, 0.93, 2021-01-04 01:00:00, 96.9, -5.5
-4.227, 0.6, 88.1, 6.47, 0.0, 936.05, 0.0, 0.37, 2021-01-04 02:00:00, 113.7, -5.9
