station_observations
TempC, SolarRadiationWm, RH, Wetness, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-4.865, 0.6, 93.8, 45.29, 0.0, 908.05, 0.0, 1.26, 2021-01-01 00:00:00, 153.0, -5.7
-4.773, 0.6, 93.6, 45.88, 0.0, 906.95, 0.0, 1.76, 2021-01-01 01:00:00, 151.6, -5.7
-4.499, 0.6, 93.9, 46.47, 0.0, 906.15, 0.0, 0.25, 2021-01-01 02:00:00, 146.0, -5.3
-4.197, 0.6, 94.0, 47.06, 0.0, 904.95, 0.0, 0.25, 2021-01-01 03:00:00, 146.0, -5.0
-4.378, 0.6, 94.1, 47.06, 0.0, 903.15, 0.0, 1.26, 2021-01-01 04:00:00, 150.2, -5.2
-4.197, 0.6, 93.9, 47.06, 0.0, 901.85, 0.0, 1.26, 2021-01-01 05:00:00, 132.0, -5.0
-4.197, 0.6, 93.9, 47.06, 0.0, 900.85, 0.0, 1.51, 2021-01-01 06:00:00, 144.6, -5.0
-4.197, 0.6, 94.1, 47.06, 0.0, 900.15, 0.0, 0.25, 2021-01-01 07:00:00, 134.8, -5.0
-4.106, 0.6, 94.2, 47.65, 0.0, 899.15, 0.0, 0.25, 2021-01-01 08:00:00, 151.6, -4.9
-3.538, 0.6, 93.9, 49.41, 0.0, 898.25, 0.0, 0.76, 2021-01-01 09:00:00, 158.6, -4.4
-2.537, 19.4, 93.4, 58.82, 0.0, 897.95, 0.0, 0.25, 2021-01-01 10:00:00, 127.8, -3.5
-2.305, 43.1, 93.2, 67.06, 0.0, 897.05, 0.0, 0.25, 2021-01-01 11:00:00, 143.2, -3.3
-1.613, 35.6, 92.9, 100.0, 0.0, 895.95, 0.0, 0.0, 2021-01-01 12:00:00, 148.8, -2.6
-1.356, 25.6, 92.5, 100.0, 0.0, 894.55, 0.0, 0.76, 2021-01-01 13:00:00, 155.8, -2.4
-1.071, 9.4, 93.3, 71.76, 0.0, 893.75, 0.0, 0.5, 2021-01-01 14:00:00, 151.6, -2.0
-1.128, 14.4, 93.6, 66.47, 0.0, 893.05, 0.0, 0.0, 2021-01-01 15:00:00, 147.4, -2.0
-1.413, 0.6, 94.2, 65.88, 0.0, 892.55, 0.0, 0.0, 2021-01-01 16:00:00, 146.0, -2.2
-1.128, 0.6, 94.9, 72.35, 0.0, 892.55, 0.0, 0.0, 2021-01-01 17:00:00, 112.3, -1.8
-1.015, 0.6, 95.4, 78.24, 0.0, 892.35, 0.0, 0.25, 2021-01-01 18:00:00, 39.3, -1.7
-1.128, 0.6, 95.7, 77.06, 0.0, 892.15, 0.0, 0.5, 2021-01-01 19:00:00, 96.9, -1.7
