pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,snw_dpth,dwpt_temp,week_of_year
1.2,2.9,2.879,84.8,0.0,0.0,6.9,85.0,2.6,2022-05-21 00:00:00, None,1.0,21
1.2,3.2,3.217,81.4,0.0,0.0,6.9,81.0,2.6,2022-05-21 01:00:00, None,0.0,21
1.2,3.0,2.963,85.6,0.0,0.0,6.9,86.0,2.6,2022-05-21 02:00:00, None,1.0,21
1.2,3.2,3.15,84.4,0.0,0.0,6.9,84.0,2.6,2022-05-21 03:00:00, None,1.0,21
2.5,0.4,0.442,98.3,1.3,1.0,6.9,98.0,0.4,2022-05-21 04:00:00, None,0.0,21
3.7,0.4,0.354,99.9,1.2,1.0,6.9,100.0,0.2,2022-05-21 05:00:00, None,1.0,21
4.6,0.3,0.337,99.9,0.9,1.0,6.9,100.0,0.2,2022-05-21 06:00:00, None,0.0,21
5.2,0.7,0.745,99.9,0.6,1.0,0.8,100.0,0.3,2022-05-21 07:00:00, None,1.0,21
5.2,1.9,1.865,97.4,0.0,0.0,1.9,97.0,0.3,2022-05-21 08:00:00, None,2.0,21
5.2,3.4,3.424,91.4,0.0,0.0,3.3,91.0,0.3,2022-05-21 09:00:00, None,2.0,21
5.2,4.4,4.408,90.7,0.0,0.0,4.4,91.0,0.3,2022-05-21 10:00:00, None,4.0,21
5.2,5.0,5.0,87.7,0.0,0.0,5.1,88.0,0.3,2022-05-21 11:00:00, None,3.0,21
5.2,5.7,5.735,82.4,0.0,0.0,6.3,82.0,0.3,2022-05-21 12:00:00, None,3.0,21
5.8,4.8,4.829,91.0,0.8,0.0,6.3,91.0,0.3,2022-05-21 13:00:00, None,4.0,21
5.8,6.9,6.889,82.7,0.0,0.0,7.1,83.0,0.3,2022-05-21 14:00:00, None,4.0,21
5.8,6.6,6.628,72.36,0.0,0.0,7.1,72.0,0.3,2022-05-21 15:00:00, None,2.0,21
5.8,6.5,6.455,63.36,0.0,0.0,7.1,63.0,0.3,2022-05-21 16:00:00, None,0.0,21
5.8,8.9,8.87,59.21,0.0,0.0,8.7,59.0,0.3,2022-05-21 17:00:00, None,1.0,21
5.8,8.3,8.28,60.24,0.0,0.0,8.9,60.0,0.3,2022-05-21 18:00:00, None,1.0,21
5.1,7.9,7.907,61.83,0.1,0.0,9.1,62.0,7.4,2022-05-21 19:00:00, None,1.0,21
5.1,6.1,6.08,74.97,0.0,0.0,9.1,75.0,6.1,2022-05-21 20:00:00, None,2.0,21
5.1,3.8,3.763,85.8,0.0,0.0,9.1,86.0,3.7,2022-05-21 21:00:00, None,2.0,21
5.1,2.7,2.708,86.0,0.0,0.0,9.1,86.0,2.8,2022-05-21 22:00:00, None,0.0,21
4.8,3.2,3.209,78.18,0.0,0.0,9.1,78.0,2.3,2022-05-21 23:00:00, None,0.0,21
4.8,1.7,1.7,84.8,0.0,0.0,9.1,85.0,1.7,2022-05-22 00:00:00, None,-1.0,21
4.8,1.0,0.958,86.7,0.0,0.0,9.1,87.0,0.8,2022-05-22 01:00:00, None,-1.0,21
4.8,0.2,0.22,90.1,0.0,0.0,9.1,90.0,0.1,2022-05-22 02:00:00, None,-1.0,21
4.8,0.4,0.364,84.8,0.0,0.0,9.1,85.0,0.0,2022-05-22 03:00:00, None,-2.0,21
3.5,0.1,0.114,85.3,0.0,0.0,9.1,85.0,0.0,2022-05-22 04:00:00, None,-2.0,21
2.3,0.1,0.106,82.9,0.0,0.0,9.1,83.0,-0.2,2022-05-22 05:00:00, None,-2.0,21
1.4,2.7,2.705,75.64,0.0,0.0,9.1,76.0,-0.3,2022-05-22 06:00:00, None,-1.0,21
0.8,5.6,5.554,72.44,0.0,0.0,5.5,72.0,2.7,2022-05-22 07:00:00, None,1.0,21
0.8,7.3,7.259,66.57,0.0,0.0,7.2,67.0,2.7,2022-05-22 08:00:00, None,2.0,21
0.8,9.3,9.3,57.51,0.0,0.0,9.3,58.0,2.7,2022-05-22 09:00:00, None,2.0,21
0.8,9.9,9.94,58.87,0.0,0.0,10.8,59.0,2.7,2022-05-22 10:00:00, None,2.0,21
0.8,9.8,9.83,60.9,0.0,0.0,10.8,61.0,2.7,2022-05-22 11:00:00, None,2.0,21
0.8,11.3,11.27,26.55,0.0,0.0,13.1,27.0,2.7,2022-05-22 12:00:00, None,-7.0,21
0.0,12.8,12.76,27.29,0.0,0.0,13.9,27.0,2.7,2022-05-22 13:00:00, None,-6.0,21
0.0,13.8,13.75,23.1,0.0,0.0,14.2,23.0,2.7,2022-05-22 14:00:00, None,-7.0,21
0.0,14.6,14.56,22.88,0.0,0.0,14.5,23.0,2.7,2022-05-22 15:00:00, None,-7.0,21
0.0,13.6,13.6,24.68,0.0,0.0,14.9,25.0,2.7,2022-05-22 16:00:00, None,-6.0,21
0.0,13.8,13.83,24.34,0.0,0.0,14.9,24.0,2.7,2022-05-22 17:00:00, None,-6.0,21
0.0,13.9,13.87,29.85,0.0,0.0,14.9,30.0,2.7,2022-05-22 18:00:00, None,-4.0,21
