wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
,88.0, 16.6, None,-0.3, None,1.5, None,2.0,0.2,0.2, None,2022-05-21 00:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85.0, 11.4, None,-0.7, None,1.5, None,356.0,0.0,0.2, None,2022-05-21 01:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,89.0, 10.1, None,-0.1, None,1.5, None,38.0,0.0,0.2, None,2022-05-21 02:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,89.0, 8.8, None,-0.1, None,1.5, None,41.0,0.2,0.4, None,2022-05-21 03:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92.0, 7.3, None,0.0, None,1.2, None,38.0,0.2,0.6, None,2022-05-21 04:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98.0, 9.5, None,0.1, None,0.4, None,339.0,0.0,0.6, None,2022-05-21 05:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99.0, 1.6, None,0.0, None,0.1, None,142.0,0.0,0.6, None,2022-05-21 06:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99.0, 1.7, None,0.4, None,0.5, None,166.0,0.0,0.6, None,2022-05-21 07:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91.0, 5.6, None,0.8, None,2.1, None,91.0,0.0,0.6, None,2022-05-21 08:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,88.0, 7.3, None,0.5, None,2.3, None,51.0,0.0,0.6, None,2022-05-21 09:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85.0, None, None,1.6, None,3.9, None,124.0,4.0,4.6, None,2022-05-21 10:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,80.0, 7.8, None,2.5, None,5.7, None,170.0,6.2,10.8, None,2022-05-21 11:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,76.0, 6.6, None,1.5, None,5.4, None,137.0,1.4,12.2, None,2022-05-21 12:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,80.0, 5.5, None,1.6, None,4.8, None,23.0,0.2,12.4, None,2022-05-21 13:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74.0, 7.5, None,0.9, None,5.2, None,5.0,1.8,14.2, None,2022-05-21 14:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85.0, 10.4, None,1.7, None,4.0, None,351.0,0.6,14.8, None,2022-05-21 15:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.0, 4.7, None,1.9, None,3.9, None,57.0,0.8,15.6, None,2022-05-21 16:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,70.0, 8.6, None,0.4, None,5.4, None,18.0,0.4,16.0, None,2022-05-21 17:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67.0, 15.4, None,0.8, None,6.5, None,26.0,0.0,16.0, None,2022-05-21 18:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62.0, None, None,0.5, None,7.3, None,20.0,0.0,16.0, None,2022-05-21 19:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74.0, 3.9, None,2.7, None,7.0, None,218.0,0.0,16.0, None,2022-05-21 20:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,82.0, None, None,-0.2, None,2.6, None,359.0,0.0,16.0, None,2022-05-21 21:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,89.0, 7.1, None,-0.5, None,1.1, None,0.0,0.0,16.0, None,2022-05-21 22:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,90.0, 5.7, None,-0.6, None,0.9, None,355.0,0.0,16.0, None,2022-05-21 23:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,90.0, 3.1, None,-0.8, None,0.7, None,293.0,0.0,15.8, None,2022-05-22 00:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91.0, 5.1, None,-0.9, None,0.4, None,351.0,0.0,15.8, None,2022-05-22 01:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92.0, 2.3, None,-1.3, None,-0.2, None,249.0,0.0,15.8, None,2022-05-22 02:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,90.0, 4.7, None,-2.2, None,-0.8, None,277.0,0.0,15.6, None,2022-05-22 03:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.0, 2.9, None,-2.7, None,-0.8, None,351.0,0.0,15.4, None,2022-05-22 04:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,79.0, 3.4, None,-3.0, None,0.2, None,185.0,0.0,15.4, None,2022-05-22 05:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,81.0, 2.3, None,-2.9, None,0.0, None,181.0,0.0,15.4, None,2022-05-22 06:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60.0, 2.4, None,-2.6, None,4.5, None,112.0,0.0,15.4, None,2022-05-22 07:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73.0, 3.1, None,0.6, None,5.0, None,126.0,0.0,15.4, None,2022-05-22 08:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69.0, 6.7, None,2.0, None,7.3, None,168.0,0.0,15.4, None,2022-05-22 09:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,56.0, 8.5, None,-0.1, None,8.2, None,181.0,0.0,11.4, None,2022-05-22 10:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38.0, None, None,-4.6, None,8.9, None,350.0,0.0,5.2, None,2022-05-22 11:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31.0, 10.9, None,-6.2, None,10.2, None,1.0,0.0,3.8, None,2022-05-22 12:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31.0, 17.6, None,-5.3, None,11.2, None,3.0,0.0,3.6, None,2022-05-22 13:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26.0, 12.1, None,-6.7, None,12.2, None,8.0,0.0,1.8, None,2022-05-22 14:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33.0, 9.1, None,-2.7, None,13.2, None,6.0,0.0,1.2, None,2022-05-22 15:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23.0, 4.7, None,-7.3, None,13.4, None,202.0,0.0,0.4, None,2022-05-22 16:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25.0, 9.6, None,-6.7, None,12.8, None,250.0,0.0,0.0, None,2022-05-22 17:00:00,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
