air_temp,temperature,dwpt_temp,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,snw_dpth,precipitation,time,week_of_year
-3.3, -3.0, -4.0, 95.0, 91.0, 4.7, 0.0, None, 0.0,2022-03-05 00:00:00,10
-3.0, -3.7, -4.3, 91.0, 93.0, 4.7, 0.0, None, 0.0,2022-03-05 01:00:00,10
-3.7, -4.5, -4.7, 93.0, 94.0, 4.7, 0.0, None, 0.0,2022-03-05 02:00:00,10
-4.5, -4.0, -5.3, 94.0, 92.0, 4.7, 0.0, None, 0.0,2022-03-05 03:00:00,10
-4.0, -3.4, -5.1, 92.0, 88.0, 4.7, 0.0, None, 0.0,2022-03-05 04:00:00,10
-3.4, -3.0, -5.1, 88.0, 81.0, 4.7, 0.0, None, 0.0,2022-03-05 05:00:00,10
-3.0, -4.4, -5.8, 81.0, 83.0, 4.7, 0.0, None, 0.0,2022-03-05 06:00:00,10
-4.4, -2.3, -6.8, 83.0, 66.0, 4.7, 0.0, None, 0.0,2022-03-05 07:00:00,10
-2.3, 0.3, -7.8, 66.0, 49.0, 4.7, 0.0, None, 0.0,2022-03-05 08:00:00,10
None, 0.6, None, None, 60.0, None, None, None, 0.1,2022-03-05 09:00:00,10
0.6, 1.6, -6.3, 60.0, 74.0, 4.7, 0.1, None, 0.7,2022-03-05 10:00:00,10
1.6, 2.4, -2.5, 74.0, 62.0, 4.9, 0.7, None, 1.1,2022-03-05 11:00:00,10
2.4, 2.9, -4.1, 62.0, 57.0, 4.8, 1.1, None, 0.5,2022-03-05 12:00:00,10
None, 2.6, None, None, 73.0, None, None, None, 0.8,2022-03-05 13:00:00,10
2.6, 2.9, -1.7, 73.0, 70.0, 4.6, 0.8, None, 0.5,2022-03-05 14:00:00,10
2.9, 2.8, -2.0, 70.0, 69.0, 4.4, 0.5, None, 1.0,2022-03-05 15:00:00,10
2.8, 0.9, -2.3, 69.0, 83.0, 4.9, 1.0, None, 0.4,2022-03-05 16:00:00,10
0.9, -0.3, -1.7, 83.0, 80.0, 5.1, 0.4, None, 0.0,2022-03-05 17:00:00,10
-0.3, -0.9, -3.3, 80.0, 79.0, 5.1, 0.0, None, 0.0,2022-03-05 18:00:00,10
-0.9, 0.6, -4.1, 79.0, 72.0, 5.1, 0.0, None, 0.0,2022-03-05 19:00:00,10
0.6, 0.0, -3.9, 72.0, 80.0, 5.1, 0.0, None, 0.0,2022-03-05 20:00:00,10
0.0, 0.2, -3.0, 80.0, 79.0, 5.1, 0.0, None, 0.0,2022-03-05 21:00:00,10
0.2, 0.8, -3.0, 79.0, 76.0, 5.1, 0.0, None, 0.0,2022-03-05 22:00:00,10
0.8, None, -2.9, 76.0, None, 5.1, 0.0, None, None,2022-03-05 23:00:00,10
1.0, 1.2, -2.8, 76.0, 76.0, 5.1, 0.0, None, 0.0,2022-03-06 00:00:00,10
1.2, 1.4, -2.6, 76.0, 75.0, 5.1, 0.0, None, 0.0,2022-03-06 01:00:00,10
1.4, 0.6, -2.5, 75.0, 79.0, 5.1, 0.0, None, 0.0,2022-03-06 02:00:00,10
0.6, 1.0, -2.6, 79.0, 77.0, 5.1, 0.0, None, 0.0,2022-03-06 03:00:00,10
1.0, 0.5, -2.6, 77.0, 80.0, 5.1, 0.0, None, 0.0,2022-03-06 04:00:00,10
None, 0.0, None, None, 80.0, None, None, None, 0.0,2022-03-06 05:00:00,10
0.0, 0.1, -3.0, 80.0, 83.0, 5.1, 0.0, None, 0.0,2022-03-06 06:00:00,10
0.1, 2.9, -2.4, 83.0, 67.0, 5.1, 0.0, None, 0.0,2022-03-06 07:00:00,10
2.9, 4.4, -2.6, 67.0, 58.0, 5.1, 0.0, None, 0.1,2022-03-06 08:00:00,10
4.4, 5.8, -3.1, 58.0, 44.0, 5.2, 0.1, None, 0.1,2022-03-06 09:00:00,10
5.8, 7.1, -5.5, 44.0, 49.0, 5.2, 0.1, None, 0.0,2022-03-06 10:00:00,10
7.1, 7.6, -2.9, 49.0, 36.0, 4.5, 0.0, None, 0.0,2022-03-06 11:00:00,10
7.6, 8.2, -6.5, 36.0, 43.0, 3.4, 0.0, None, 0.0,2022-03-06 12:00:00,10
8.2, 8.3, -3.6, 43.0, 38.0, 2.9, 0.0, None, 0.0,2022-03-06 13:00:00,10
8.3, 7.1, -5.2, 38.0, 49.0, 2.1, 0.0, None, 0.0,2022-03-06 14:00:00,10
7.1, 7.4, -2.9, 49.0, 48.0, 1.6, 0.0, None, 0.0,2022-03-06 15:00:00,10
7.4, 6.1, -2.9, 48.0, 42.0, 0.6, 0.0, None, 0.0,2022-03-06 16:00:00,10
6.1, 4.9, -5.8, 42.0, 39.0, 0.2, 0.0, None, 0.0,2022-03-06 17:00:00,10
4.9, 2.6, -7.9, 39.0, 48.0, 0.2, 0.0, None, 0.0,2022-03-06 18:00:00,10
2.6, 2.9, -7.3, 48.0, 49.0, 0.2, 0.0, None, 0.0,2022-03-06 19:00:00,10
2.9, 3.0, -6.8, 49.0, 47.0, 0.2, 0.0, None, 0.0,2022-03-06 20:00:00,10
3.0, 2.1, -7.2, 47.0, 54.0, 0.2, 0.0, None, 0.0,2022-03-06 21:00:00,10
2.1, 2.0, -6.2, 54.0, 57.0, 0.2, 0.0, None, 0.0,2022-03-06 22:00:00,10
2.0, None, -5.6, 57.0, None, 0.2, 0.0, None, None,2022-03-06 23:00:00,10
0.8, 1.7, -5.4, 63.0, 58.0, 0.2, 0.0, None, 0.0,2022-03-07 00:00:00,10
None, 0.4, None, None, 68.0, None, None, None, 0.0,2022-03-07 01:00:00,10
0.4, 0.2, -4.8, 68.0, 68.0, 0.2, 0.0, None, 0.0,2022-03-07 02:00:00,10
0.2, -0.1, -5.0, 68.0, 65.0, 0.2, 0.0, None, 0.0,2022-03-07 03:00:00,10
-0.1, 0.3, -5.9, 65.0, 60.0, 0.2, 0.0, None, 0.0,2022-03-07 04:00:00,10
0.3, 0.6, -6.6, 60.0, 62.0, 0.2, 0.0, None, 0.0,2022-03-07 05:00:00,10
0.6, 1.0, -5.8, 62.0, 71.0, 0.2, 0.0, None, 0.0,2022-03-07 06:00:00,10
1.0, 1.2, -3.7, 71.0, 72.0, 0.2, 0.0, None, 0.0,2022-03-07 07:00:00,10
1.2, 2.5, -3.3, 72.0, 66.0, 0.2, 0.0, None, 0.0,2022-03-07 08:00:00,10
2.5, 2.9, -3.2, 66.0, 68.0, 0.1, 0.0, None, 0.0,2022-03-07 09:00:00,10
2.9, 3.5, -2.4, 68.0, 64.0, 0.0, 0.0, None, 0.0,2022-03-07 10:00:00,10
3.5, 4.7, -2.7, 64.0, 62.0, 0.0, 0.0, None, 0.0,2022-03-07 11:00:00,10
4.7, 4.9, -2.0, 62.0, 63.0, 0.0, 0.0, None, 0.0,2022-03-07 12:00:00,10
None, 5.2, None, None, 60.0, None, None, None, 0.0,2022-03-07 13:00:00,10
5.2, 4.0, -1.9, 60.0, 69.0, 0.0, 0.0, None, 0.0,2022-03-07 14:00:00,10
4.0, 3.9, -1.2, 69.0, 71.0, 0.0, 0.0, None, 0.0,2022-03-07 15:00:00,10
None, 3.0, None, None, 75.0, None, None, None, 0.0,2022-03-07 16:00:00,10
3.0, 1.5, -1.0, 75.0, 81.0, 0.0, 0.0, None, 0.0,2022-03-07 17:00:00,10
1.5, 0.6, -1.4, 81.0, 88.0, 0.0, 0.0, None, 0.0,2022-03-07 18:00:00,10
0.6, -0.3, -1.2, 88.0, 98.0, 0.0, 0.0, None, 0.0,2022-03-07 19:00:00,10
None, -0.1, None, None, 98.0, None, None, None, 0.0,2022-03-07 20:00:00,10
