pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, -0.728, 41.52, None, None, None, None, 48.04, 0.0, 6.447, 147.8, -11.0, None, -0.7, -1.1, -0.2, None, None, 1.0, None, None, 42.0, None,2022-01-29 00:00:00, 135.0, None, 134.8,5
None, None, -1.257, 42.96, None, None, None, None, 22.65, 0.0, 9.98, 188.1, -11.0, None, -1.3, -1.8, 0.0, None, None, 1.0, None, None, 43.0, None,2022-01-29 01:00:00, 135.0, None, 135.0,5
None, None, -1.445, 45.84, None, None, None, None, 35.75, 0.0, 9.57, 173.1, -11.0, None, -1.4, -1.8, -0.1, None, None, 1.0, None, None, 46.0, None,2022-01-29 02:00:00, 135.0, None, 134.6,5
None, None, -1.148, 44.73, None, None, None, None, 23.74, 0.0, 14.75, 169.0, -11.0, None, -1.1, -1.9, -0.2, None, None, 1.0, None, None, 45.0, None,2022-01-29 03:00:00, 135.0, None, 134.5,5
None, None, -1.033, 45.64, None, None, None, None, 26.39, 0.0, 14.16, 215.3, -10.0, None, -1.0, -1.9, 0.0, None, None, 1.0, None, None, 46.0, None,2022-01-29 04:00:00, 135.0, None, 134.7,5
None, None, None, None, None, None, None, None, None, 0.0, None, None, -11.0, None, 2.3, -1.9, 0.2, None, None, 3.1, None, None, 39.0, None,2022-01-29 11:00:00, 134.0, None, None,5
None, None, 3.174, 37.24, None, None, None, None, 23.28, 0.0, 17.48, 3.822, -10.0, None, 3.2, -1.9, 0.2, None, None, 4.3, None, None, 37.0, None,2022-01-29 12:00:00, 134.0, None, 133.7,5
None, None, 4.139, 37.45, None, None, None, None, 29.66, 0.0, 18.88, 8.46, -9.0, None, 4.1, -1.9, 0.4, None, None, 4.9, None, None, 37.0, None,2022-01-29 13:00:00, 134.0, None, 134.2,5
None, None, 3.704, 38.16, None, None, None, None, 24.05, 0.0, 18.91, 12.05, -10.0, None, 3.7, -1.9, 0.2, None, None, 4.9, None, None, 38.0, None,2022-01-29 14:00:00, 134.0, None, 134.0,5
None, None, 2.835, 42.87, None, None, None, None, 17.73, 0.0, 16.96, 15.07, -7.0, None, 2.8, -1.9, 0.0, None, None, 4.9, None, None, 43.0, None,2022-01-29 15:00:00, 134.0, None, 133.5,5
None, None, 1.683, 48.84, None, None, None, None, 20.62, 0.0, 14.39, 339.8, -8.0, None, 1.7, -1.9, -0.3, None, None, 4.9, None, None, 49.0, None,2022-01-29 16:00:00, 134.0, None, 133.9,5
None, None, 0.373, 54.37, None, None, None, None, 29.52, 0.0, 15.79, 312.8, -7.0, None, 0.4, -1.9, -0.1, None, None, 4.9, None, None, 54.0, None,2022-01-29 17:00:00, 134.0, None, 133.8,5
None, None, -0.008, 55.89, None, None, None, None, 50.03, 0.0, 10.88, 275.4, -7.0, None, 0.0, -1.9, -0.2, None, None, 4.9, None, None, 56.0, None,2022-01-29 18:00:00, 134.0, None, 133.6,5
None, None, -0.379, 61.43, None, None, None, None, 33.52, 0.0, 11.77, 212.9, -6.0, None, -0.4, -0.9, 0.0, None, None, 0.2, None, None, 61.0, None,2022-01-29 19:00:00, 134.0, None, 133.6,5
None, None, -0.966, 69.27, None, None, None, None, 50.53, 0.0, 6.756, 198.8, -5.0, None, -1.0, -1.1, -0.2, None, None, 0.2, None, None, 69.0, None,2022-01-29 20:00:00, 134.0, None, 133.6,5
None, None, -1.143, 73.34, None, None, None, None, 35.65, 0.0, 14.1, 147.9, -5.0, None, -1.1, -1.4, -0.1, None, None, 0.2, None, None, 73.0, None,2022-01-29 21:00:00, 134.0, None, 133.8,5
None, None, -1.702, 81.9, None, None, None, None, 66.49, 0.0, 5.061, 34.72, -4.0, None, -1.7, -2.1, 0.0, None, None, 0.2, None, None, 82.0, None,2022-01-29 22:00:00, 134.0, None, 133.7,5
None, None, -2.224, 88.9, None, None, None, None, 28.04, 0.0, 10.44, 24.2, -4.0, None, -2.2, -2.6, 0.0, None, None, 0.2, None, None, 89.0, None,2022-01-29 23:00:00, 134.0, None, 133.7,5
None, None, -2.561, 92.0, None, None, None, None, 31.73, 0.0, 19.18, 73.35, -3.0, None, -2.6, -2.7, 0.0, None, None, 0.2, None, None, 92.0, None,2022-01-30 00:00:00, 134.0, None, 133.7,5
None, None, -2.852, 95.7, None, None, None, None, 16.35, 0.0, 25.5, 142.7, -3.0, None, -2.9, -3.1, 0.0, None, None, 0.2, None, None, 96.0, None,2022-01-30 01:00:00, 133.0, None, 133.0,5
None, None, -3.098, 96.8, None, None, None, None, 19.73, 0.0, 21.12, 231.2, -4.0, None, -3.1, -3.2, 0.0, None, None, 0.2, None, None, 97.0, None,2022-01-30 02:00:00, 133.0, None, 133.0,5
None, None, -3.288, 97.5, None, None, None, None, 17.42, 0.0, 17.48, 297.4, -4.0, None, -3.3, -3.5, 0.0, None, None, 0.2, None, None, 98.0, None,2022-01-30 03:00:00, 134.0, None, 133.5,5
None, None, -3.411, 98.2, None, None, None, None, 31.96, 0.0, 18.73, 25.8, -4.0, None, -3.4, -3.6, 0.0, None, None, 0.2, None, None, 98.0, None,2022-01-30 04:00:00, 133.0, None, 133.3,5
None, None, -3.246, 98.4, None, None, None, None, 9.12, 0.0, 19.37, 61.46, -3.0, None, -3.2, -3.6, 0.0, None, None, 0.2, None, None, 98.0, None,2022-01-30 05:00:00, 134.0, None, 133.9,5
None, None, -2.874, 98.4, None, None, None, None, 12.81, 0.0, 20.62, 78.66, -3.0, None, -2.9, -3.6, 0.3, None, None, 0.2, None, None, 98.0, None,2022-01-30 06:00:00, 134.0, None, 134.1,5
None, None, -2.579, 98.4, None, None, None, None, 10.21, 0.0, 24.69, 75.57, -3.0, None, -2.6, -2.8, 0.1, None, None, -2.3, None, None, 98.0, None,2022-01-30 07:00:00, 134.0, None, 134.2,5
None, None, -2.241, 98.5, None, None, None, None, 11.81, 0.0, 26.82, 83.7, -2.0, None, -2.2, -2.8, 0.0, None, None, -2.0, None, None, 99.0, None,2022-01-30 08:00:00, 134.0, None, 134.3,5
None, None, -2.035, 97.6, None, None, None, None, 13.2, 0.0, 21.96, 47.43, -2.0, None, -2.0, -2.8, 0.0, None, None, -1.8, None, None, 98.0, None,2022-01-30 09:00:00, 135.0, None, 134.5,5
None, None, -1.206, 89.6, None, None, None, None, 19.34, 0.0, 22.18, 17.71, -3.0, None, -1.2, -2.8, 0.0, None, None, -0.7, None, None, 90.0, None,2022-01-30 10:00:00, 134.0, None, 134.4,5
None, None, -0.033, 80.7, None, None, None, None, 24.16, 0.0, 22.48, 357.0, -3.0, None, 0.0, -2.8, -0.2, None, None, 0.4, None, None, 81.0, None,2022-01-30 11:00:00, 134.0, None, 133.5,5
None, None, 0.691, 76.61, None, None, None, None, 20.73, 0.0, 24.25, 35.33, -3.0, None, 0.7, -2.8, 0.0, None, None, 1.0, None, None, 77.0, None,2022-01-30 12:00:00, 134.0, None, 134.0,5
None, None, 0.837, 80.4, None, None, None, None, 22.53, 0.0, 24.66, 358.0, -2.0, None, 0.8, -2.8, 0.4, None, None, 1.1, None, None, 80.0, None,2022-01-30 13:00:00, 134.0, None, 134.2,5
None, None, 0.133, 89.4, None, None, None, None, 15.62, 0.0, 20.16, 333.9, -1.0, None, 0.1, -2.8, 0.4, None, None, 1.1, None, None, 89.0, None,2022-01-30 14:00:00, 134.0, None, 134.4,5
None, None, -0.595, 96.2, None, None, None, None, 14.91, 0.0, 19.61, 347.4, -1.0, None, -0.6, -2.8, 1.1, None, None, 1.1, None, None, 96.0, None,2022-01-30 15:00:00, 134.0, None, 134.2,5
None, None, -0.886, 98.8, None, None, None, None, 17.25, 0.0, 17.51, 0.714, -1.0, None, -0.9, -2.8, 1.2, None, None, 1.1, None, None, 99.0, None,2022-01-30 16:00:00, 136.0, None, 135.7,5
None, None, -1.219, 99.1, None, None, None, None, 16.86, 0.0, 18.77, 28.88, -1.0, None, -1.2, -2.8, 1.2, None, None, 1.1, None, None, 99.0, None,2022-01-30 17:00:00, 137.0, None, 136.7,5
