pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -0.365, 59.38, 0.4, None, 44.9, 3.487, 158.8, -7.0, None, -0.4, -2.1, 1021.7, 0.1, -7.0, 919.0, None, 0.0, 59.0,2022-01-29 00:00:00, 45.0, 44.6, 919.0,5
None, -0.989, 61.22, 0.4, None, 31.64, 4.891, 161.9, -6.0, None, -1.0, -2.1, 1021.7, -0.2, -6.0, 919.0, None, 0.0, 61.0,2022-01-29 01:00:00, 45.0, 44.56, 919.0,5
None, -0.504, 60.41, 0.4, None, 30.66, 4.367, 164.2, -7.0, None, -0.5, -2.1, 1020.6, 0.0, -7.0, 918.0, None, 0.0, 60.0,2022-01-29 02:00:00, 44.0, 44.46, 918.0,5
None, -0.563, 60.7, 0.4, None, 27.12, 6.195, 157.6, -7.0, None, -0.6, -2.1, 1020.5, 0.0, -7.0, 918.0, None, 0.0, 61.0,2022-01-29 03:00:00, 44.0, 44.46, 918.0,5
None, -1.664, 64.75, 0.4, None, 34.86, 4.286, 165.2, -7.0, None, -1.7, -2.1, 1019.6, -0.2, -7.0, 917.0, None, 0.0, 65.0,2022-01-29 04:00:00, 44.0, 44.38, 917.0,5
None, None, None, -0.6, None, None, None, None, -7.0, None, -1.6, -2.7, 1018.4, -0.1, None, None, None, 0.0, 63.0,2022-01-29 11:00:00, 44.0, None, 916.0,5
None, 0.369, 72.35, 0.4, None, 23.49, 10.7, 152.4, -4.0, None, 0.4, -2.7, 1018.2, 0.6, -4.0, 916.0, None, 0.0, 72.0,2022-01-29 12:00:00, 44.0, 44.47, 916.0,5
None, 0.838, 55.18, 1.2, None, 28.96, 7.459, 156.5, -7.0, None, 0.8, -2.7, 1017.1, 0.6, -7.0, 915.0, None, 0.0, 55.0,2022-01-29 13:00:00, 45.0, 44.52, 915.0,5
None, 1.552, 59.7, 1.7, None, 31.69, 8.09, 164.1, -6.0, None, 1.6, -2.7, 1016.9, 0.3, -6.0, 915.0, None, 0.0, 60.0,2022-01-29 14:00:00, 45.0, 44.6, 915.0,5
None, 0.866, 78.04, 1.7, None, 21.89, 13.8, 149.6, -3.0, None, 0.9, -2.7, 1015.9, -1.0, -3.0, 914.0, None, 0.0, 78.0,2022-01-29 15:00:00, 45.0, 44.5, 914.0,5
