pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None, 1.3, 1.289, 0.9, -0.4, 3.2, None,2022-01-29 00:00:00, None,5
None, 1.3, 1.319, 0.9, 0.8, 3.2, None,2022-01-29 01:00:00, None,5
None, 1.4, 1.408, 0.9, -0.6, 3.2, None,2022-01-29 02:00:00, None,5
None, 1.1, 1.1, 0.9, 0.6, 3.2, None,2022-01-29 03:00:00, None,5
None, 1.3, 1.278, 0.9, -0.1, 3.2, None,2022-01-29 04:00:00, None,5
None, 3.3, None, 0.8, 0.8, 3.4, None,2022-01-29 11:00:00, None,5
None, 3.8, 3.838, 0.8, 0.0, 3.8, None,2022-01-29 12:00:00, None,5
None, 4.1, 4.05, 0.8, 0.2, 4.3, None,2022-01-29 13:00:00, None,5
None, 3.7, 3.748, 0.8, -0.7, 4.5, None,2022-01-29 14:00:00, None,5
None, 3.7, 3.717, 0.8, -0.1, 4.5, None,2022-01-29 15:00:00, None,5
None, 3.2, 3.217, 0.8, -0.1, 4.5, None,2022-01-29 16:00:00, None,5
None, 3.2, 3.24, 0.8, 0.3, 4.5, None,2022-01-29 17:00:00, None,5
None, 3.9, 3.944, 0.8, 1.1, 4.5, None,2022-01-29 18:00:00, None,5
None, 3.6, 3.554, 3.5, 1.1, 4.0, None,2022-01-29 19:00:00, None,5
None, 3.3, 3.302, 3.3, 1.0, 4.0, None,2022-01-29 20:00:00, None,5
None, 3.1, 3.139, 3.1, 1.7, 4.0, None,2022-01-29 21:00:00, None,5
None, 3.3, 3.341, 3.1, 2.7, 4.0, None,2022-01-29 22:00:00, None,5
None, 3.2, 3.24, 3.1, 2.3, 4.0, None,2022-01-29 23:00:00, None,5
None, 3.5, 3.492, 3.1, 1.6, 4.0, None,2022-01-30 00:00:00, None,5
None, 3.6, 3.6, 3.1, 1.6, 4.0, None,2022-01-30 01:00:00, None,5
None, 3.6, 3.558, 3.1, 0.5, 4.0, None,2022-01-30 02:00:00, None,5
None, 3.5, 3.466, 3.1, 1.3, 4.0, None,2022-01-30 03:00:00, None,5
None, 3.4, 3.377, 3.1, 1.2, 4.0, None,2022-01-30 04:00:00, None,5
None, 3.7, 3.676, 3.1, 2.3, 4.0, None,2022-01-30 05:00:00, None,5
None, 3.6, 3.645, 3.1, 1.3, 4.0, None,2022-01-30 06:00:00, None,5
None, 3.8, 3.81, 3.6, 2.1, 4.0, None,2022-01-30 07:00:00, None,5
None, 4.0, 4.023, 3.6, 2.8, 4.0, None,2022-01-30 08:00:00, None,5
None, 4.0, 4.019, 3.6, 1.0, 4.0, None,2022-01-30 09:00:00, None,5
None, 4.3, 4.296, 3.6, 1.5, 4.3, None,2022-01-30 10:00:00, None,5
None, 4.3, 4.259, 3.6, 3.6, 4.4, None,2022-01-30 11:00:00, None,5
None, 4.4, 4.404, 3.6, 2.7, 4.5, None,2022-01-30 12:00:00, None,5
None, 4.3, 4.291, 3.6, 2.4, 4.5, None,2022-01-30 13:00:00, None,5
None, 4.1, 4.123, 3.6, 1.7, 4.5, None,2022-01-30 14:00:00, None,5
None, 4.1, 4.145, 3.6, 2.2, 4.5, None,2022-01-30 15:00:00, None,5
43.0, 4.2, 4.218, 3.6, 3.0, 4.5, None,2022-01-30 16:00:00, None,5
