RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
41.58, None, None, None, 2.4, 278.7, -12.0, -5.3, -12.0, None, None, None, None, 53.0, None, 52.87, None, None, -1.497, None, 0.9, 42.0, None, 46.09, None, -1.5, 0.1, 0.0,2022-01-29 00:00:00,5
38.12, None, None, None, 1.275, 300.8, -12.0, -5.3, -12.0, None, None, None, None, 53.0, None, 53.01, None, None, -0.9, None, 0.9, 38.0, None, 67.99, None, -0.9, 0.0, 0.0,2022-01-29 01:00:00,5
42.28, None, None, None, 2.778, 253.3, -12.0, -5.3, -12.0, None, None, None, None, 53.0, None, 53.15, None, None, -1.804, None, 0.9, 42.0, None, 33.87, None, -1.8, 0.0, 0.0,2022-01-29 02:00:00,5
44.63, None, None, None, 5.311, 251.5, -12.0, -5.3, -12.0, None, None, None, None, 53.0, None, 53.09, None, None, -2.413, None, 0.9, 45.0, None, 21.99, None, -2.4, -0.1, 0.0,2022-01-29 03:00:00,5
40.8, None, None, None, 9.72, 233.6, -12.0, -5.3, -12.0, None, None, None, None, 53.0, None, 52.79, None, None, -1.439, None, 0.9, 41.0, None, 17.0, None, -1.4, -0.2, 0.0,2022-01-29 04:00:00,5
None, None, None, None, None, None, -13.0, -0.1, None, None, None, None, None, 53.0, None, None, None, None, None, None, 1.3, 33.0, None, None, None, 1.3, -0.3, 0.0,2022-01-29 11:00:00,5
33.45, None, None, None, 8.6, 229.8, -13.0, -0.1, -13.0, None, None, None, None, 53.0, None, 52.71, None, None, 1.219, None, 1.9, 33.0, None, 45.02, None, 1.2, 0.5, 0.0,2022-01-29 12:00:00,5
50.8, None, None, None, 4.199, 217.0, -9.0, -4.5, -9.0, None, None, None, None, 53.0, None, 52.92, None, None, -1.324, None, 1.9, 51.0, None, 55.0, None, -1.3, 0.3, 0.0,2022-01-29 13:00:00,5
42.71, None, None, None, 4.806, 208.8, -10.0, -4.5, -10.0, None, None, None, None, 53.0, None, 52.74, None, None, -0.289, None, 1.9, 43.0, None, 52.32, None, -0.3, -0.1, 0.0,2022-01-29 14:00:00,5
38.5, None, None, None, 3.992, 215.2, -11.0, -4.5, -11.0, None, None, None, None, 53.0, None, 53.16, None, None, 1.766, None, 2.0, 39.0, None, 48.57, None, 1.8, 0.0, 1.0,2022-01-29 15:00:00,5
