pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
None, None, 1.0,228.0,863.0, None, None,2021-02-12 00:00:00,-24.5, None, 92.0, None,7
None, None, None,228.0,856.0, None, None,2021-02-12 01:00:00,-24.3, None, 92.0, None,7
None, None, 2.0,228.0,858.0, None, None,2021-02-12 02:00:00,-23.9, None, 92.0, None,7
None, None, None,228.0,857.0, None, None,2021-02-12 03:00:00,-23.3, None, 92.0, None,7
12.0, None, 4.0,228.0,861.0, None, None,2021-02-12 04:00:00,-23.2, None, 93.0, None,7
2.0, None, 9.0,228.0,870.0, None, None,2021-02-12 05:00:00,-23.4, None, 92.0, None,7
None, None, None,228.0,857.0, None, None,2021-02-12 06:00:00,-22.1, None, 92.0, None,7
None, None, 9.0,228.0,866.0, None, None,2021-02-12 07:00:00,-22.2, None, 92.0, None,7
23.0, None, None,228.0,857.0, None, None,2021-02-12 08:00:00,-21.7, None, 92.0, None,7
67.0, None, 0.0,228.0,857.0, None, None,2021-02-12 09:00:00,-19.5, None, 92.0, None,7
37.0, None, 2.0,228.0,859.0, None, None,2021-02-12 10:00:00,-17.2, None, 92.0, None,7
22.0, None, None,228.0,858.0, None, None,2021-02-12 11:00:00,-16.2, None, 92.0, None,7
10.0, None, 4.0,228.0,862.0, None, None,2021-02-12 12:00:00,-15.2, None, 92.0, None,7
0.0, None, 0.0,228.0,862.0, None, None,2021-02-12 13:00:00,-13.9, None, 92.0, None,7
None, None, None,228.0,861.0, None, None,2021-02-12 14:00:00,-11.7, None, 91.0, None,7
None, None, None,228.0,860.0, None, None,2021-02-12 15:00:00,-12.4, None, 91.0, None,7
None, None, None,228.0,858.0, None, None,2021-02-12 16:00:00,-13.7, None, 91.0, None,7
None, None, 0.0,228.0,858.0, None, None,2021-02-12 17:00:00,-16.4, None, 92.0, None,7
None, None, 1.0,228.0,859.0, None, None,2021-02-12 18:00:00,-18.7, None, 92.0, None,7
None, None, 2.0,228.0,861.0, None, None,2021-02-12 19:00:00,-18.7, None, 92.0, None,7
None, None, 0.0,228.0,861.0, None, None,2021-02-12 20:00:00,-18.9, None, 92.0, None,7
None, None, 1.0,228.0,862.0, None, None,2021-02-12 21:00:00,-18.2, None, 92.0, None,7
None, None, None,228.0,861.0, None, None,2021-02-12 22:00:00,-18.3, None, 92.0, None,7
None, None, 0.0,228.0,861.0, None, None,2021-02-12 23:00:00,-18.4, None, 92.0, None,7
None, None, 1.0,228.0,862.0, None, None,2021-02-13 00:00:00,-17.8, None, 92.0, None,7
5.0, None, None,228.0,861.0, None, None,2021-02-13 01:00:00,-17.9, None, 92.0, None,7
3.0, None, 0.0,228.0,861.0, None, None,2021-02-13 02:00:00,-17.9, None, 92.0, None,7
3.0, None, None,228.0,860.0, None, None,2021-02-13 03:00:00,-18.2, None, 92.0, None,7
