CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,7.03,70.1, None,2016-10-14 00:00:00, None, None, None, None, None, 2.0, None, None, None, None, None, None,42
None,5.261,70.5, None,2016-10-14 01:00:00, None, None, None, None, None, 0.0, None, None, None, None, None, None,42
None,4.401,70.2, None,2016-10-14 02:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,4.178,50.08, None,2016-10-14 03:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,42
None,4.024,51.82, None,2016-10-14 04:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,42
None,3.444,72.1, None,2016-10-14 05:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,3.807,70.0, None,2016-10-14 06:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,2.342,72.2, None,2016-10-14 07:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,42
None,1.679,71.7, None,2016-10-14 08:00:00, None, None, None, None, None, -3.0, None, None, None, None, None, None,42
None,2.004,82.5, None,2016-10-14 09:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,2.794,85.9, None,2016-10-14 10:00:00, None, None, None, None, None, 1.0, None, None, None, None, None, None,42
None,3.208,76.3, None,2016-10-14 11:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,3.363,70.9, None,2016-10-14 12:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,3.893,70.3, None,2016-10-14 13:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,3.854,70.0, None,2016-10-14 14:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,4.289,69.85, None,2016-10-14 15:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,5.19,76.8, None,2016-10-14 16:00:00, None, None, None, None, None, 1.0, None, None, None, None, None, None,42
None,4.766,74.8, None,2016-10-14 17:00:00, None, None, None, None, None, 1.0, None, None, None, None, None, None,42
None,4.571,82.4, None,2016-10-14 18:00:00, None, None, None, None, None, 2.0, None, None, None, None, None, None,42
None,4.109,84.5, None,2016-10-14 19:00:00, None, None, None, None, None, 2.0, None, None, None, None, None, None,42
None,3.665,83.9, None,2016-10-14 20:00:00, None, None, None, None, None, 1.0, None, None, None, None, None, None,42
None,3.402,73.3, None,2016-10-14 21:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,3.18,69.97, None,2016-10-14 22:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,42
None,2.957,71.5, None,2016-10-14 23:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,42
None,2.861,73.9, None,2016-10-15 00:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,3.363,83.9, None,2016-10-15 01:00:00, None, None, None, None, None, 1.0, None, None, None, None, None, None,42
None,3.159,84.7, None,2016-10-15 02:00:00, None, None, None, None, None, 1.0, None, None, None, None, None, None,42
None,3.015,81.4, None,2016-10-15 03:00:00, None, None, None, None, None, 0.0, None, None, None, None, None, None,42
None,3.131,74.2, None,2016-10-15 04:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
