station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, snwfl_amt_pst1hr, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -13.24, 73.04, None, None, None, None, None, None, None, None, None, -17.0, None, None, None, None, 2017-01-06 14:00:00, None, 42.99, None
None, -14.9, 81.2, None, None, None, None, None, None, None, None, None, -17.0, None, None, None, None, 2017-01-06 15:00:00, None, 43.18, None
None, -16.19, 82.2, None, None, None, None, None, None, None, None, None, -18.0, None, None, None, None, 2017-01-06 16:00:00, None, 43.06, None
None, -18.04, 83.0, None, None, None, None, None, None, None, None, None, -20.0, None, None, None, None, 2017-01-06 17:00:00, None, 43.08, None
None, -19.26, 82.4, None, None, None, None, None, None, None, None, None, -21.0, None, None, None, None, 2017-01-06 18:00:00, None, 43.14, None
None, -19.81, 81.9, None, None, None, None, None, None, None, None, None, -22.0, None, None, None, None, 2017-01-06 19:00:00, None, 43.17, None
None, -20.54, 81.7, None, None, None, None, None, None, None, None, None, -23.0, None, None, None, None, 2017-01-06 20:00:00, None, 43.1, None
None, -20.85, 82.7, None, None, None, None, None, None, None, None, None, -23.0, None, None, None, None, 2017-01-06 21:00:00, None, 43.15, None
None, -21.95, 79.78, None, None, None, None, None, None, None, None, None, -24.0, None, None, None, None, 2017-01-06 22:00:00, None, 42.99, None
None, -22.44, 78.64, None, None, None, None, None, None, None, None, None, -25.0, None, None, None, None, 2017-01-06 23:00:00, None, 42.78, None
None, -23.02, 80.1, None, None, None, None, None, None, None, None, None, -25.0, None, None, None, None, 2017-01-07 00:00:00, None, 42.93, None
None, -23.49, 79.9, None, None, None, None, None, None, None, None, None, -26.0, None, None, None, None, 2017-01-07 01:00:00, None, 43.14, None
None, -23.83, 79.65, None, None, None, None, None, None, None, None, None, -26.0, None, None, None, None, 2017-01-07 02:00:00, None, 42.91, None
None, -23.91, 79.38, None, None, None, None, None, None, None, None, None, -26.0, None, None, None, None, 2017-01-07 03:00:00, None, 42.89, None
None, -24.25, 80.0, None, None, None, None, None, None, None, None, None, -26.0, None, None, None, None, 2017-01-07 04:00:00, None, 42.94, None
None, -24.64, 78.02, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2017-01-07 05:00:00, None, 42.94, None
None, -24.78, 77.39, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2017-01-07 06:00:00, None, 42.8, None
None, -24.86, 77.84, None, None, None, None, None, None, None, None, None, -27.0, None, None, None, None, 2017-01-07 07:00:00, None, 42.79, None
None, -24.15, 81.2, None, None, None, None, None, None, None, None, None, -26.0, None, None, None, None, 2017-01-07 08:00:00, None, 43.29, None
None, -23.21, 79.07, None, None, None, None, None, None, None, None, None, -26.0, None, None, None, None, 2017-01-07 09:00:00, None, 42.85, None
None, -20.96, 83.9, None, None, None, None, None, None, None, None, None, -23.0, None, None, None, None, 2017-01-07 10:00:00, None, 42.8, None
None, -17.76, 80.6, None, None, None, None, None, None, None, None, None, -20.0, None, None, None, None, 2017-01-07 11:00:00, None, 42.24, None
None, -16.02, 73.33, None, None, None, None, None, None, None, None, None, -19.0, None, None, None, None, 2017-01-07 12:00:00, None, 42.2, None
None, -12.73, 69.09, None, None, None, None, None, None, None, None, None, -17.0, None, None, None, None, 2017-01-07 13:00:00, None, 42.34, None
None, -13.73, 76.03, None, None, None, None, None, None, None, None, None, -17.0, None, None, None, None, 2017-01-07 14:00:00, None, 42.76, None
None, -14.8, 81.1, None, None, None, None, None, None, None, None, None, -17.0, None, None, None, None, 2017-01-07 15:00:00, None, 42.79, None
None, -16.47, 84.7, None, None, None, None, None, None, None, None, None, -18.0, None, None, None, None, 2017-01-07 16:00:00, None, 43.03, None
None, -17.87, 82.3, None, None, None, None, None, None, None, None, None, -20.0, None, None, None, None, 2017-01-07 17:00:00, None, 42.67, None
None, -18.83, 84.3, None, None, None, None, None, None, None, None, None, -21.0, None, None, None, None, 2017-01-07 18:00:00, None, 42.97, None
None, -19.72, 81.5, None, None, None, None, None, None, None, None, None, -22.0, None, None, None, None, 2017-01-07 19:00:00, None, 42.66, None
None, -19.98, 82.8, None, None, None, None, None, None, None, None, None, -22.0, None, None, None, None, 2017-01-07 20:00:00, None, 42.92, None
None, -20.23, 83.4, None, None, None, None, None, None, None, None, None, -22.0, None, None, None, None, 2017-01-07 21:00:00, None, 42.91, None
None, -20.6, 82.4, None, None, None, None, None, None, None, None, None, -23.0, None, None, None, None, 2017-01-07 22:00:00, None, 42.7, None
None, -21.18, 81.7, None, None, None, None, None, None, None, None, None, -23.0, None, None, None, None, 2017-01-07 23:00:00, None, 42.97, None
None, -21.42, 81.9, None, None, None, None, None, None, None, None, None, -23.0, None, None, None, None, 2017-01-08 00:00:00, None, 42.81, None
None, -20.36, 82.8, None, None, None, None, None, None, None, None, None, -22.0, None, None, None, None, 2017-01-08 01:00:00, None, 42.92, None
None, -19.15, 84.4, None, None, None, None, None, None, None, None, None, -21.0, None, None, None, None, 2017-01-08 02:00:00, None, 42.96, None
None, -19.23, 83.2, None, None, None, None, None, None, None, None, None, -21.0, None, None, None, None, 2017-01-08 03:00:00, None, 42.78, None
None, -19.42, 83.7, None, None, None, None, None, None, None, None, None, -21.0, None, None, None, None, 2017-01-08 04:00:00, None, 42.74, None
None, -20.8, 80.8, None, None, None, None, None, None, None, None, None, -23.0, None, None, None, None, 2017-01-08 05:00:00, None, 42.49, None
None, -21.38, 80.7, None, None, None, None, None, None, None, None, None, -24.0, None, None, None, None, 2017-01-08 06:00:00, None, 42.22, None
None, -22.44, 80.1, None, None, None, None, None, None, None, None, None, -25.0, None, None, None, None, 2017-01-08 07:00:00, None, 42.57, None
None, -22.43, 80.3, None, None, None, None, None, None, None, None, None, -25.0, None, None, None, None, 2017-01-08 08:00:00, None, 42.24, None
None, -22.01, 79.57, None, None, None, None, None, None, None, None, None, -24.0, None, None, None, None, 2017-01-08 09:00:00, None, 42.19, None
None, -19.11, 84.5, None, None, None, None, None, None, None, None, None, -21.0, None, None, None, None, 2017-01-08 10:00:00, None, 42.3, None
None, -15.5, 78.81, None, None, None, None, None, None, None, None, None, -18.0, None, None, None, None, 2017-01-08 11:00:00, None, 41.83, None
None, None, 67.75, None, None, None, None, None, None, None, None, None, -17.0, None, None, None, None, 2017-01-08 12:00:00, None, 41.93, None
None, -12.3, 70.1, None, None, None, None, None, None, None, None, None, -16.0, None, None, None, None, 2017-01-08 13:00:00, None, 42.15, None
None, -12.32, 72.99, None, None, None, None, None, None, None, None, None, -16.0, None, None, None, None, 2017-01-08 14:00:00, None, 42.39, None
None, -13.21, 78.78, None, None, None, None, None, None, None, None, None, -16.0, None, None, None, None, 2017-01-08 15:00:00, None, 42.47, None
None, -14.0, 84.0, None, None, None, None, None, None, None, None, None, -16.0, None, None, None, None, 2017-01-08 16:00:00, None, 42.58, None
None, -14.46, 85.7, None, None, None, None, None, None, None, None, None, -16.0, None, None, None, None, 2017-01-08 17:00:00, None, 42.58, None
None, -14.32, 86.6, None, None, None, None, None, None, None, None, None, -16.0, None, None, None, None, 2017-01-08 18:00:00, None, 42.62, None
None, -13.98, 86.3, None, None, None, None, None, None, None, None, None, -16.0, None, None, None, None, 2017-01-08 19:00:00, None, 42.48, None
None, -13.83, 86.7, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, 2017-01-08 20:00:00, None, 42.31, None
None, -13.72, 87.2, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, 2017-01-08 21:00:00, None, 43.39, None
None, -13.63, 87.5, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, 2017-01-08 22:00:00, None, 45.0, None
None, -13.49, 87.8, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, 2017-01-08 23:00:00, None, 46.33, None
None, -13.3, 87.8, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, 2017-01-09 00:00:00, None, 46.65, None
None, -13.42, 87.4, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, 2017-01-09 01:00:00, None, 48.23, None
None, -13.3, 87.8, None, None, None, None, None, None, None, None, None, -15.0, None, None, None, None, 2017-01-09 02:00:00, None, 46.57, None
