station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time
61.31, None, None, None, 3.69, 154.5, None, None, None, None, None, None, None, None, None, 49.25, None, None, -6.978, None, None, None, None, 32.71, None, None, None, None, 2017-01-06 14:00:00
63.27, None, None, None, 4.529, 140.9, None, None, None, None, None, None, None, None, None, 49.14, None, None, -9.74, None, None, None, None, 37.63, None, None, None, None, 2017-01-06 15:00:00
63.95, None, None, None, 2.864, 142.8, None, None, None, None, None, None, None, None, None, 49.11, None, None, -10.55, None, None, None, None, 53.71, None, None, None, None, 2017-01-06 16:00:00
66.12, None, None, None, 5.523, 111.6, None, None, None, None, None, None, None, None, None, 48.99, None, None, -11.14, None, None, None, None, 34.35, None, None, None, None, 2017-01-06 17:00:00
65.72, None, None, None, 6.05, 129.7, None, None, None, None, None, None, None, None, None, 48.92, None, None, -13.35, None, None, None, None, 56.33, None, None, None, None, 2017-01-06 18:00:00
70.99, None, None, None, 2.222, 217.9, None, None, None, None, None, None, None, None, None, 48.96, None, None, -14.84, None, None, None, None, 55.96, None, None, None, None, 2017-01-06 19:00:00
73.94, None, None, None, 1.979, 156.0, None, None, None, None, None, None, None, None, None, 49.0, None, None, -15.63, None, None, None, None, 73.5, None, None, None, None, 2017-01-06 20:00:00
73.67, None, None, None, 1.802, 219.9, None, None, None, None, None, None, None, None, None, 48.96, None, None, -15.7, None, None, None, None, 63.53, None, None, None, None, 2017-01-06 21:00:00
73.55, None, None, None, 4.401, 115.3, None, None, None, None, None, None, None, None, None, 49.04, None, None, -15.04, None, None, None, None, 66.61, None, None, None, None, 2017-01-06 22:00:00
74.33, None, None, None, 4.43, 172.7, None, None, None, None, None, None, None, None, None, 49.06, None, None, -14.73, None, None, None, None, 60.96, None, None, None, None, 2017-01-06 23:00:00
73.97, None, None, None, 3.956, 135.5, None, None, None, None, None, None, None, None, None, 49.0, None, None, -14.96, None, None, None, None, 56.86, None, None, None, None, 2017-01-07 00:00:00
76.43, None, None, None, 3.586, 218.2, None, None, None, None, None, None, None, None, None, 48.96, None, None, -15.54, None, None, None, None, 64.87, None, None, None, None, 2017-01-07 01:00:00
71.78, None, None, None, 5.566, 151.1, None, None, None, None, None, None, None, None, None, 48.97, None, None, -15.0, None, None, None, None, 42.42, None, None, None, None, 2017-01-07 02:00:00
65.68, None, None, None, 9.5, 146.0, None, None, None, None, None, None, None, None, None, 48.89, None, None, -14.31, None, None, None, None, 55.46, None, None, None, None, 2017-01-07 03:00:00
70.15, None, None, None, 12.09, 114.1, None, None, None, None, None, None, None, None, None, 48.88, None, None, -15.0, None, None, None, None, 24.12, None, None, None, None, 2017-01-07 04:00:00
71.36, None, None, None, 13.29, 113.4, None, None, None, None, None, None, None, None, None, 48.82, None, None, -15.24, None, None, None, None, 21.08, None, None, None, None, 2017-01-07 05:00:00
70.09, None, None, None, 12.85, 99.0, None, None, None, None, None, None, None, None, None, 48.89, None, None, -14.86, None, None, None, None, 24.31, None, None, None, None, 2017-01-07 06:00:00
70.95, None, None, None, 9.42, 105.1, None, None, None, None, None, None, None, None, None, 48.79, None, None, -15.04, None, None, None, None, 31.18, None, None, None, None, 2017-01-07 07:00:00
67.01, None, None, None, 9.61, 107.9, None, None, None, None, None, None, None, None, None, 48.8, None, None, -14.66, None, None, None, None, 31.18, None, None, None, None, 2017-01-07 08:00:00
64.78, None, None, None, 6.344, 121.0, None, None, None, None, None, None, None, None, None, 48.85, None, None, -13.95, None, None, None, None, 40.63, None, None, None, None, 2017-01-07 09:00:00
62.91, None, None, None, 8.99, 107.5, None, None, None, None, None, None, None, None, None, 48.77, None, None, -13.38, None, None, None, None, 34.3, None, None, None, None, 2017-01-07 10:00:00
61.7, None, None, None, 8.47, 127.3, None, None, None, None, None, None, None, None, None, 48.78, None, None, -12.92, None, None, None, None, 38.64, None, None, None, None, 2017-01-07 11:00:00
54.96, None, None, None, 10.4, 119.4, None, None, None, None, None, None, None, None, None, 48.61, None, None, -12.26, None, None, None, None, 32.87, None, None, None, None, 2017-01-07 12:00:00
53.65, None, None, None, 9.51, 121.1, None, None, None, None, None, None, None, None, None, 48.67, None, None, -12.06, None, None, None, None, 36.03, None, None, None, None, 2017-01-07 13:00:00
51.98, None, None, None, 7.664, 119.4, None, None, None, None, None, None, None, None, None, 48.7, None, None, -12.13, None, None, None, None, 39.77, None, None, None, None, 2017-01-07 14:00:00
52.58, None, None, None, 6.595, 134.5, None, None, None, None, None, None, None, None, None, 48.68, None, None, -12.09, None, None, None, None, 45.23, None, None, None, None, 2017-01-07 15:00:00
57.74, None, None, None, 3.55, 168.9, None, None, None, None, None, None, None, None, None, 48.76, None, None, -12.22, None, None, None, None, 55.18, None, None, None, None, 2017-01-07 16:00:00
54.75, None, None, None, 3.931, 138.8, None, None, None, None, None, None, None, None, None, 48.79, None, None, -12.25, None, None, None, None, 54.13, None, None, None, None, 2017-01-07 17:00:00
51.13, None, None, None, 5.957, 149.6, None, None, None, None, None, None, None, None, None, 48.75, None, None, -11.88, None, None, None, None, 52.24, None, None, None, None, 2017-01-07 18:00:00
66.16, None, None, None, 7.727, 123.4, None, None, None, None, None, None, None, None, None, 48.44, None, None, -11.68, None, None, None, None, 42.33, None, None, None, None, 2017-01-07 19:00:00
79.73, None, None, None, 6.908, 136.0, None, None, None, None, None, None, None, None, None, 48.82, None, None, -11.16, None, None, None, None, 37.75, None, None, None, None, 2017-01-07 20:00:00
83.0, None, None, None, 6.066, 140.0, None, None, None, None, None, None, None, None, None, 48.75, None, None, -11.21, None, None, None, None, 43.21, None, None, None, None, 2017-01-07 21:00:00
86.7, None, None, None, 4.612, 152.0, None, None, None, None, None, None, None, None, None, 49.01, None, None, -12.46, None, None, None, None, 56.2, None, None, None, None, 2017-01-07 22:00:00
83.9, None, None, None, 4.214, 138.9, None, None, None, None, None, None, None, None, None, 48.79, None, None, -11.48, None, None, None, None, 61.88, None, None, None, None, 2017-01-07 23:00:00
86.6, None, None, None, 4.585, 144.2, None, None, None, None, None, None, None, None, None, 48.68, None, None, -11.72, None, None, None, None, 42.99, None, None, None, None, 2017-01-08 00:00:00
85.9, None, None, None, 3.401, 189.9, None, None, None, None, None, None, None, None, None, 48.3, None, None, -12.22, None, None, None, None, 59.38, None, None, None, None, 2017-01-08 01:00:00
85.1, None, None, None, 1.075, 240.4, None, None, None, None, None, None, None, None, None, 48.27, None, None, -11.79, None, None, None, None, 66.85, None, None, None, None, 2017-01-08 02:00:00
86.9, None, None, None, 1.064, 196.1, None, None, None, None, None, None, None, None, None, 48.31, None, None, -12.6, None, None, None, None, 67.32, None, None, None, None, 2017-01-08 03:00:00
85.2, None, None, None, 0.794, 258.4, None, None, None, None, None, None, None, None, None, 48.44, None, None, -12.45, None, None, None, None, 33.64, None, None, None, None, 2017-01-08 04:00:00
86.7, None, None, None, 1.947, 224.5, None, None, None, None, None, None, None, None, None, 48.43, None, None, -12.95, None, None, None, None, 69.89, None, None, None, None, 2017-01-08 05:00:00
85.5, None, None, None, 1.372, 196.0, None, None, None, None, None, None, None, None, None, 48.42, None, None, -13.74, None, None, None, None, 61.06, None, None, None, None, 2017-01-08 06:00:00
87.0, None, None, None, 1.717, 221.3, None, None, None, None, None, None, None, None, None, 48.39, None, None, -13.82, None, None, None, None, 62.53, None, None, None, None, 2017-01-08 07:00:00
86.2, None, None, None, 2.296, 196.0, None, None, None, None, None, None, None, None, None, 48.42, None, None, -13.19, None, None, None, None, 55.51, None, None, None, None, 2017-01-08 08:00:00
85.7, None, None, None, 2.018, 239.7, None, None, None, None, None, None, None, None, None, 48.66, None, None, -13.03, None, None, None, None, 57.97, None, None, None, None, 2017-01-08 09:00:00
87.2, None, None, None, 1.459, 235.7, None, None, None, None, None, None, None, None, None, 48.77, None, None, -12.4, None, None, None, None, 60.64, None, None, None, None, 2017-01-08 10:00:00
87.2, None, None, None, 5.839, 151.6, None, None, None, None, None, None, None, None, None, 48.84, None, None, -11.67, None, None, None, None, 54.3, None, None, None, None, 2017-01-08 11:00:00
86.2, None, None, None, 5.546, 133.2, None, None, None, None, None, None, None, None, None, 48.86, None, None, -10.64, None, None, None, None, 47.11, None, None, None, None, 2017-01-08 12:00:00
86.9, None, None, None, 5.065, 115.8, None, None, None, None, None, None, None, None, None, 48.9, None, None, -10.93, None, None, None, None, 41.42, None, None, None, None, 2017-01-08 13:00:00
88.5, None, None, None, 2.328, 152.8, None, None, None, None, None, None, None, None, None, 48.99, None, None, -11.08, None, None, None, None, 57.42, None, None, None, None, 2017-01-08 14:00:00
87.4, None, None, None, 2.358, 118.4, None, None, None, None, None, None, None, None, None, 49.03, None, None, -10.9, None, None, None, None, 44.88, None, None, None, None, 2017-01-08 15:00:00
87.5, None, None, None, 2.432, 107.8, None, None, None, None, None, None, None, None, None, 49.44, None, None, -10.26, None, None, None, None, 37.95, None, None, None, None, 2017-01-08 16:00:00
88.5, None, None, None, 1.617, 139.7, None, None, None, None, None, None, None, None, None, 50.54, None, None, -10.16, None, None, None, None, 56.25, None, None, None, None, 2017-01-08 17:00:00
88.9, None, None, None, 3.195, 128.7, None, None, None, None, None, None, None, None, None, 50.73, None, None, -9.74, None, None, None, None, 46.02, None, None, None, None, 2017-01-08 18:00:00
88.2, None, None, None, 8.43, 138.0, None, None, None, None, None, None, None, None, None, 50.44, None, None, -9.14, None, None, None, None, 39.05, None, None, None, None, 2017-01-08 19:00:00
88.8, None, None, None, 7.415, 126.8, None, None, None, None, None, None, None, None, None, 50.71, None, None, -8.59, None, None, None, None, 40.36, None, None, None, None, 2017-01-08 20:00:00
90.2, None, None, None, 4.967, 160.3, None, None, None, None, None, None, None, None, None, 50.97, None, None, -7.86, None, None, None, None, 59.15, None, None, None, None, 2017-01-08 21:00:00
90.5, None, None, None, 5.259, 202.4, None, None, None, None, None, None, None, None, None, 50.94, None, None, -8.27, None, None, None, None, 59.05, None, None, None, None, 2017-01-08 22:00:00
90.8, None, None, None, 3.598, 188.7, None, None, None, None, None, None, None, None, None, 50.93, None, None, -8.39, None, None, None, None, 56.66, None, None, None, None, 2017-01-08 23:00:00
