station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, 7.87, 110.2, None, None, None, None, None, None, None, None, None, None, None, -9.29, None, None, None, None, 21.19, None, None, None, None, 2017-01-06 14:00:00, None
None, None, None, None, 10.17, 106.1, None, None, None, None, None, None, None, None, None, None, None, -6.231, None, None, None, None, 18.31, None, None, None, None, 2017-01-06 15:00:00, None
None, None, None, None, 14.49, 99.5, None, None, None, None, None, None, None, None, None, None, None, -6.115, None, None, None, None, 17.44, None, None, None, None, 2017-01-06 16:00:00, None
None, None, None, None, 14.3, 95.6, None, None, None, None, None, None, None, None, None, None, None, -5.93, None, None, None, None, 19.44, None, None, None, None, 2017-01-06 17:00:00, None
None, None, None, None, 14.46, 97.9, None, None, None, None, None, None, None, None, None, None, None, -5.794, None, None, None, None, 19.48, None, None, None, None, 2017-01-06 18:00:00, None
None, None, None, None, 14.06, 101.1, None, None, None, None, None, None, None, None, None, None, None, -5.794, None, None, None, None, 17.9, None, None, None, None, 2017-01-06 19:00:00, None
None, None, None, None, 15.12, 96.8, None, None, None, None, None, None, None, None, None, None, None, -5.745, None, None, None, None, 18.22, None, None, None, None, 2017-01-06 20:00:00, None
None, None, None, None, 15.46, 96.4, None, None, None, None, None, None, None, None, None, None, None, -5.746, None, None, None, None, 17.52, None, None, None, None, 2017-01-06 21:00:00, None
None, None, None, None, 18.81, 98.7, None, None, None, None, None, None, None, None, None, None, None, -5.823, None, None, None, None, 16.76, None, None, None, None, 2017-01-06 22:00:00, None
None, None, None, None, 18.89, 99.8, None, None, None, None, None, None, None, None, None, None, None, -5.96, None, None, None, None, 16.06, None, None, None, None, 2017-01-06 23:00:00, None
None, None, None, None, 19.59, 99.5, None, None, None, None, None, None, None, None, None, None, None, -5.94, None, None, None, None, 16.23, None, None, None, None, 2017-01-07 00:00:00, None
None, None, None, None, 19.68, 99.0, None, None, None, None, None, None, None, None, None, None, None, -6.057, None, None, None, None, 17.25, None, None, None, None, 2017-01-07 01:00:00, None
None, None, None, None, 18.01, 100.1, None, None, None, None, None, None, None, None, None, None, None, -5.969, None, None, None, None, 17.65, None, None, None, None, 2017-01-07 02:00:00, None
None, None, None, None, 18.41, 101.3, None, None, None, None, None, None, None, None, None, None, None, -6.008, None, None, None, None, 15.85, None, None, None, None, 2017-01-07 03:00:00, None
None, None, None, None, 17.04, 100.7, None, None, None, None, None, None, None, None, None, None, None, -6.154, None, None, None, None, 17.12, None, None, None, None, 2017-01-07 04:00:00, None
None, None, None, None, 17.65, 101.9, None, None, None, None, None, None, None, None, None, None, None, -6.939, None, None, None, None, 15.69, None, None, None, None, 2017-01-07 05:00:00, None
None, None, None, None, 20.5, 99.1, None, None, None, None, None, None, None, None, None, None, None, -7.32, None, None, None, None, 16.4, None, None, None, None, 2017-01-07 06:00:00, None
None, None, None, None, 18.17, 98.1, None, None, None, None, None, None, None, None, None, None, None, -7.25, None, None, None, None, 18.5, None, None, None, None, 2017-01-07 07:00:00, None
None, None, None, None, 20.11, 98.8, None, None, None, None, None, None, None, None, None, None, None, -7.2, None, None, None, None, 15.61, None, None, None, None, 2017-01-07 08:00:00, None
None, None, None, None, 16.51, 102.9, None, None, None, None, None, None, None, None, None, None, None, -7.63, None, None, None, None, 17.26, None, None, None, None, 2017-01-07 09:00:00, None
None, None, None, None, 18.13, 99.6, None, None, None, None, None, None, None, None, None, None, None, -7.71, None, None, None, None, 16.61, None, None, None, None, 2017-01-07 10:00:00, None
None, None, None, None, 19.36, 98.7, None, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None, 16.62, None, None, None, None, 2017-01-07 11:00:00, None
None, None, None, None, 18.84, 97.8, None, None, None, None, None, None, None, None, None, None, None, -7.77, None, None, None, None, 15.79, None, None, None, None, 2017-01-07 12:00:00, None
None, None, None, None, 18.24, 96.7, None, None, None, None, None, None, None, None, None, None, None, -7.84, None, None, None, None, 16.38, None, None, None, None, 2017-01-07 13:00:00, None
None, None, None, None, 17.01, 98.5, None, None, None, None, None, None, None, None, None, None, None, -8.1, None, None, None, None, 17.61, None, None, None, None, 2017-01-07 14:00:00, None
None, None, None, None, 18.8, 97.1, None, None, None, None, None, None, None, None, None, None, None, -8.02, None, None, None, None, 17.93, None, None, None, None, 2017-01-07 15:00:00, None
None, None, None, None, 17.97, 94.9, None, None, None, None, None, None, None, None, None, None, None, -8.16, None, None, None, None, 17.47, None, None, None, None, 2017-01-07 16:00:00, None
None, None, None, None, 15.58, 94.6, None, None, None, None, None, None, None, None, None, None, None, -8.3, None, None, None, None, 19.77, None, None, None, None, 2017-01-07 17:00:00, None
None, None, None, None, 14.62, 91.7, None, None, None, None, None, None, None, None, None, None, None, -8.4, None, None, None, None, 20.27, None, None, None, None, 2017-01-07 18:00:00, None
None, None, None, None, 14.15, 88.0, None, None, None, None, None, None, None, None, None, None, None, -8.36, None, None, None, None, 23.59, None, None, None, None, 2017-01-07 19:00:00, None
None, None, None, None, 14.14, 85.5, None, None, None, None, None, None, None, None, None, None, None, -8.26, None, None, None, None, 24.27, None, None, None, None, 2017-01-07 20:00:00, None
None, None, None, None, 13.11, 99.7, None, None, None, None, None, None, None, None, None, None, None, -8.66, None, None, None, None, 21.69, None, None, None, None, 2017-01-07 21:00:00, None
None, None, None, None, 10.81, 111.3, None, None, None, None, None, None, None, None, None, None, None, -10.7, None, None, None, None, 21.23, None, None, None, None, 2017-01-07 22:00:00, None
None, None, None, None, 12.72, 110.2, None, None, None, None, None, None, None, None, None, None, None, -11.59, None, None, None, None, 18.05, None, None, None, None, 2017-01-07 23:00:00, None
None, None, None, None, 14.3, 109.9, None, None, None, None, None, None, None, None, None, None, None, -11.6, None, None, None, None, 17.24, None, None, None, None, 2017-01-08 00:00:00, None
None, None, None, None, 13.04, 110.2, None, None, None, None, None, None, None, None, None, None, None, -12.93, None, None, None, None, 20.88, None, None, None, None, 2017-01-08 01:00:00, None
None, None, None, None, 10.84, 103.1, None, None, None, None, None, None, None, None, None, None, None, -12.6, None, None, None, None, 19.05, None, None, None, None, 2017-01-08 02:00:00, None
None, None, None, None, 12.02, 108.6, None, None, None, None, None, None, None, None, None, None, None, -13.23, None, None, None, None, 21.63, None, None, None, None, 2017-01-08 03:00:00, None
None, None, None, None, 14.39, 104.2, None, None, None, None, None, None, None, None, None, None, None, -14.28, None, None, None, None, 19.8, None, None, None, None, 2017-01-08 04:00:00, None
None, None, None, None, 9.46, 107.6, None, None, None, None, None, None, None, None, None, None, None, -13.7, None, None, None, None, 23.93, None, None, None, None, 2017-01-08 05:00:00, None
None, None, None, None, 10.23, 105.7, None, None, None, None, None, None, None, None, None, None, None, -14.1, None, None, None, None, 22.09, None, None, None, None, 2017-01-08 06:00:00, None
None, None, None, None, 8.29, 101.4, None, None, None, None, None, None, None, None, None, None, None, -14.79, None, None, None, None, 25.01, None, None, None, None, 2017-01-08 07:00:00, None
None, None, None, None, 10.24, 109.4, None, None, None, None, None, None, None, None, None, None, None, -15.39, None, None, None, None, 23.68, None, None, None, None, 2017-01-08 08:00:00, None
None, None, None, None, 12.96, 104.5, None, None, None, None, None, None, None, None, None, None, None, -16.0, None, None, None, None, 19.74, None, None, None, None, 2017-01-08 09:00:00, None
None, None, None, None, 13.4, 102.3, None, None, None, None, None, None, None, None, None, None, None, -16.08, None, None, None, None, 17.64, None, None, None, None, 2017-01-08 10:00:00, None
None, None, None, None, 13.09, 106.6, None, None, None, None, None, None, None, None, None, None, None, -15.53, None, None, None, None, 21.37, None, None, None, None, 2017-01-08 11:00:00, None
None, None, None, None, 14.76, 106.2, None, None, None, None, None, None, None, None, None, None, None, -15.61, None, None, None, None, 22.26, None, None, None, None, 2017-01-08 12:00:00, None
None, None, None, None, 15.68, 105.9, None, None, None, None, None, None, None, None, None, None, None, -15.66, None, None, None, None, 19.86, None, None, None, None, 2017-01-08 13:00:00, None
None, None, None, None, 15.63, 104.9, None, None, None, None, None, None, None, None, None, None, None, -15.2, None, None, None, None, 18.32, None, None, None, None, 2017-01-08 14:00:00, None
None, None, None, None, 16.43, 103.9, None, None, None, None, None, None, None, None, None, None, None, -15.34, None, None, None, None, 18.05, None, None, None, None, 2017-01-08 15:00:00, None
None, None, None, None, 13.32, 104.4, None, None, None, None, None, None, None, None, None, None, None, -15.16, None, None, None, None, 18.71, None, None, None, None, 2017-01-08 16:00:00, None
None, None, None, None, 13.23, 105.5, None, None, None, None, None, None, None, None, None, None, None, -14.22, None, None, None, None, 19.09, None, None, None, None, 2017-01-08 17:00:00, None
None, None, None, None, 13.6, 102.5, None, None, None, None, None, None, None, None, None, None, None, -15.84, None, None, None, None, 19.85, None, None, None, None, 2017-01-08 18:00:00, None
None, None, None, None, 17.39, 99.1, None, None, None, None, None, None, None, None, None, None, None, -15.35, None, None, None, None, 18.41, None, None, None, None, 2017-01-08 19:00:00, None
None, None, None, None, 16.07, 106.1, None, None, None, None, None, None, None, None, None, None, None, -15.18, None, None, None, None, 17.38, None, None, None, None, 2017-01-08 20:00:00, None
None, None, None, None, 17.26, 103.9, None, None, None, None, None, None, None, None, None, None, None, -12.98, None, None, None, None, 18.56, None, None, None, None, 2017-01-08 21:00:00, None
None, None, None, None, 16.82, 102.7, None, None, None, None, None, None, None, None, None, None, None, -10.54, None, None, None, None, 18.32, None, None, None, None, 2017-01-08 22:00:00, None
None, None, None, None, 16.82, 102.5, None, None, None, None, None, None, None, None, None, None, None, -9.18, None, None, None, None, 19.21, None, None, None, None, 2017-01-08 23:00:00, None
None, None, None, None, 17.88, 100.9, None, None, None, None, None, None, None, None, None, None, None, -9.11, None, None, None, None, 19.66, None, None, None, None, 2017-01-09 00:00:00, None
None, None, None, None, 17.79, 101.5, None, None, None, None, None, None, None, None, None, None, None, -10.86, None, None, None, None, 18.18, None, None, None, None, 2017-01-09 01:00:00, None
None, None, None, None, 16.89, 103.3, None, None, None, None, None, None, None, None, None, None, None, -10.33, None, None, None, None, 18.48, None, None, None, None, 2017-01-09 02:00:00, None
None, None, None, None, 20.14, 100.1, None, None, None, None, None, None, None, None, None, None, None, -8.23, None, None, None, None, 15.9, None, None, None, None, 2017-01-09 08:00:00, None
None, None, None, None, 16.03, 101.2, None, None, None, None, None, None, None, None, None, None, None, -8.15, None, None, None, None, 18.45, None, None, None, None, 2017-01-09 10:00:00, None
None, None, None, None, 14.41, 99.7, None, None, None, None, None, None, None, None, None, None, None, -8.27, None, None, None, None, 18.16, None, None, None, None, 2017-01-09 11:00:00, None
None, None, None, None, 11.26, 93.6, None, None, None, None, None, None, None, None, None, None, None, -7.98, None, None, None, None, 21.75, None, None, None, None, 2017-01-09 12:00:00, None
None, None, None, None, 10.25, 85.8, None, None, None, None, None, None, None, None, None, None, None, -7.66, None, None, None, None, 21.82, None, None, None, None, 2017-01-09 13:00:00, None
None, None, None, None, 8.3, 80.3, None, None, None, None, None, None, None, None, None, None, None, -7.48, None, None, None, None, 26.38, None, None, None, None, 2017-01-09 14:00:00, None
None, None, None, None, 6.335, 99.3, None, None, None, None, None, None, None, None, None, None, None, -7.78, None, None, None, None, 24.73, None, None, None, None, 2017-01-09 15:00:00, None
