station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, time, max_air_temp_snc_last_reset, MINIMUM_AIR_TEMPERATURE, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, MAXIMUM_AIR_TEMPERATURE, PRECIPITATION_NEW, snw_dpth, HEIGHT_OF_SNOW
None, None, -15.41, None, 2017-01-07 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.54
None, None, -16.11, None, 2017-01-07 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.61
None, None, -16.27, None, 2017-01-07 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.64
None, None, -16.09, None, 2017-01-07 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.22
None, None, -16.95, None, 2017-01-07 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.66
None, None, -18.22, None, 2017-01-07 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.5
None, None, -19.02, None, 2017-01-07 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.35
None, None, -19.36, None, 2017-01-07 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.84
None, None, -20.25, None, 2017-01-07 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.68
None, None, -20.44, None, 2017-01-07 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.74
None, None, -21.07, None, 2017-01-07 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.54
None, None, -21.69, None, 2017-01-07 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.55
None, None, -21.79, None, 2017-01-08 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.64
None, None, -22.38, None, 2017-01-08 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.65
None, None, -23.17, None, 2017-01-08 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.4
None, None, -23.44, None, 2017-01-08 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.26
None, None, -23.67, None, 2017-01-08 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.34
None, None, -24.27, None, 2017-01-08 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.36
None, None, -24.19, None, 2017-01-08 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.36
None, None, -25.02, None, 2017-01-08 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.74
None, None, -25.28, None, 2017-01-08 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.75
None, None, -25.54, None, 2017-01-08 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.67
None, None, -25.28, None, 2017-01-08 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.68
None, None, -24.17, None, 2017-01-08 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.65
None, None, -23.97, None, 2017-01-08 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.71
None, None, -23.26, None, 2017-01-08 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.56
None, None, -23.23, None, 2017-01-08 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.58
None, None, -23.17, None, 2017-01-08 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.45
None, None, -23.17, None, 2017-01-08 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.52
None, None, -23.32, None, 2017-01-08 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.56
None, None, -23.55, None, 2017-01-08 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.42
None, None, -23.5, None, 2017-01-08 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.5
None, None, -23.06, None, 2017-01-08 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.57
None, None, -23.44, None, 2017-01-08 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.33
None, None, -23.32, None, 2017-01-08 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.5
None, None, -22.88, None, 2017-01-08 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.27
None, None, -23.0, None, 2017-01-09 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.39
None, None, -22.42, None, 2017-01-09 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.32
None, None, -23.41, None, 2017-01-09 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.14
None, None, -23.5, None, 2017-01-09 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.3
None, None, -23.53, None, 2017-01-09 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.18
None, None, -23.52, None, 2017-01-09 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.4
None, None, -23.18, None, 2017-01-09 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.06
None, None, -23.29, None, 2017-01-09 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.35
None, None, -23.7, None, 2017-01-09 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.11
None, None, -23.56, None, 2017-01-09 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.07
None, None, -22.83, None, 2017-01-09 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.51
None, None, -21.02, None, 2017-01-09 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.14
None, None, -20.76, None, 2017-01-09 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.36
None, None, -21.04, None, 2017-01-09 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.19
None, None, -20.73, None, 2017-01-09 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.13
None, None, -21.77, None, 2017-01-09 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.94
None, None, -21.54, None, 2017-01-09 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.03
None, None, -22.19, None, 2017-01-09 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.21
None, None, -23.26, None, 2017-01-09 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.12
None, None, -23.75, None, 2017-01-09 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.1
None, None, -23.78, None, 2017-01-09 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.24
None, None, -24.7, None, 2017-01-09 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.03
None, None, -25.29, None, 2017-01-09 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.07
None, None, -24.34, None, 2017-01-10 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.18
None, None, -25.25, None, 2017-01-10 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.15
None, None, -24.52, None, 2017-01-10 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.37
None, None, -23.95, None, 2017-01-10 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.12
None, None, -24.11, None, 2017-01-10 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.19
None, None, -24.03, None, 2017-01-10 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.1
None, None, -24.5, None, 2017-01-10 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.29
None, None, -24.22, None, 2017-01-10 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.2
None, None, -24.47, None, 2017-01-10 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.23
None, None, -23.9, None, 2017-01-10 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.23
None, None, -23.26, None, 2017-01-10 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.15
None, None, -22.59, None, 2017-01-10 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.26
None, None, -21.95, None, 2017-01-10 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.17
None, None, -21.49, None, 2017-01-10 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.97
None, None, -21.91, None, 2017-01-10 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.14
None, None, -22.56, None, 2017-01-10 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.23
None, None, -23.04, None, 2017-01-10 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.17
None, None, -22.79, None, 2017-01-10 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.02
None, None, -23.9, None, 2017-01-10 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.13
None, None, -23.56, None, 2017-01-10 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.16
None, None, -24.58, None, 2017-01-11 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.88
None, None, -25.08, None, 2017-01-11 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.06
None, None, -24.69, None, 2017-01-11 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.15
None, None, -24.73, None, 2017-01-11 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.01
None, None, -25.0, None, 2017-01-11 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.92
None, None, -25.16, None, 2017-01-11 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.85
None, None, -25.62, None, 2017-01-11 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.88
None, None, -25.64, None, 2017-01-11 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.32
None, None, -24.23, None, 2017-01-11 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.3
None, None, -23.35, None, 2017-01-11 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.28
None, None, -23.02, None, 2017-01-11 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.22
None, None, -22.72, None, 2017-01-11 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.13
None, None, -18.15, None, 2017-01-11 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.8
None, None, -17.8, None, 2017-01-11 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.82
None, None, -19.12, None, 2017-01-11 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.81
None, None, -20.14, None, 2017-01-11 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.71
None, None, -21.14, None, 2017-01-11 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.69
None, None, -21.49, None, 2017-01-11 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.74
None, None, -22.41, None, 2017-01-11 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.97
None, None, -23.64, None, 2017-01-11 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.93
None, None, -23.72, None, 2017-01-11 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.91
None, None, -24.08, None, 2017-01-12 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.71
None, None, -23.7, None, 2017-01-12 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.69
None, None, -23.35, None, 2017-01-12 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.9
None, None, -22.88, None, 2017-01-12 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.71
None, None, -22.08, None, 2017-01-12 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.9
None, None, -20.41, None, 2017-01-12 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.91
None, None, -18.46, None, 2017-01-12 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.81
None, None, -17.37, None, 2017-01-12 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.76
None, None, -16.0, None, 2017-01-12 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.6
None, None, -15.73, None, 2017-01-12 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.62
None, None, -14.93, None, 2017-01-12 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.69
None, None, -14.19, None, 2017-01-12 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.63
None, None, -13.75, None, 2017-01-12 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.69
None, None, -12.73, None, 2017-01-12 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.06
None, None, -12.49, None, 2017-01-12 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.7
None, None, -12.14, None, 2017-01-12 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.7
None, None, -12.58, None, 2017-01-12 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.71
None, None, -12.75, None, 2017-01-12 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.96
None, None, -13.05, None, 2017-01-12 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.66
None, None, -12.89, None, 2017-01-12 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.62
None, None, -12.99, None, 2017-01-12 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.45
None, None, -12.97, None, 2017-01-12 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.54
None, None, -12.75, None, 2017-01-12 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.97
None, None, -12.83, None, 2017-01-12 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.28
None, None, -12.66, None, 2017-01-13 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.84
None, None, -12.45, None, 2017-01-13 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.49
None, None, -11.96, None, 2017-01-13 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.84
None, None, -11.74, None, 2017-01-13 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.52
None, None, -11.42, None, 2017-01-13 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.2
None, None, -11.61, None, 2017-01-13 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.21
None, None, -11.57, None, 2017-01-13 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.42
None, None, -11.6, None, 2017-01-13 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.51
None, None, -10.87, None, 2017-01-13 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.07
None, None, -10.74, None, 2017-01-13 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.24
None, None, -10.32, None, 2017-01-13 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.0
None, None, -9.45, None, 2017-01-13 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.92
None, None, -7.52, None, 2017-01-13 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 31.3
None, None, -6.621, None, 2017-01-13 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 31.29
None, None, -6.044, None, 2017-01-13 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 32.3
None, None, -5.557, None, 2017-01-13 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 33.63
None, None, -5.558, None, 2017-01-13 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 33.72
None, None, -5.032, None, 2017-01-13 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.73
None, None, -4.594, None, 2017-01-13 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 34.79
None, None, -5.501, None, 2017-01-13 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.27
None, None, -5.128, None, 2017-01-13 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.89
None, None, -5.013, None, 2017-01-13 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.88
None, None, -4.737, None, 2017-01-13 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.0
None, None, -3.553, None, 2017-01-13 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.92
None, None, -3.345, None, 2017-01-14 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.22
None, None, -2.573, None, 2017-01-14 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 38.0
None, None, -2.451, None, 2017-01-14 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.74
None, None, -2.169, None, 2017-01-14 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.98
None, None, -1.493, None, 2017-01-14 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.52
None, None, -1.297, None, 2017-01-14 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.53
None, None, -1.484, None, 2017-01-14 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 48.4
None, None, -1.193, None, 2017-01-14 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 48.28
None, None, -1.109, None, 2017-01-14 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 50.24
None, None, -0.94, None, 2017-01-14 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 51.24
None, None, -1.212, None, 2017-01-14 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 52.04
None, None, -0.931, None, 2017-01-14 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 51.62
None, None, -0.706, None, 2017-01-14 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 53.25
None, None, 0.024, None, 2017-01-14 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 55.12
None, None, 0.277, None, 2017-01-14 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 53.55
None, None, 0.267, None, 2017-01-14 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 51.46
None, None, 0.062, None, 2017-01-14 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 51.07
None, None, -0.107, None, 2017-01-14 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 51.47
None, None, -0.163, None, 2017-01-14 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 51.13
None, None, -0.369, None, 2017-01-14 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 51.67
None, None, -0.004, None, 2017-01-14 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 51.47
None, None, -0.116, None, 2017-01-14 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 52.24
None, None, 0.006, None, 2017-01-14 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 52.08
None, None, -0.004, None, 2017-01-14 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 51.77
None, None, -0.032, None, 2017-01-15 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 51.68
None, None, 0.015, None, 2017-01-15 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 51.47
None, None, 0.006, None, 2017-01-15 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 51.08
None, None, 0.006, None, 2017-01-15 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 50.78
None, None, -0.051, None, 2017-01-15 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 50.28
None, None, 0.071, None, 2017-01-15 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 49.74
None, None, -0.088, None, 2017-01-15 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 49.48
None, None, -0.125, None, 2017-01-15 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 49.3
None, None, -0.369, None, 2017-01-15 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 49.19
None, None, -0.725, None, 2017-01-15 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 48.8
None, None, -0.462, None, 2017-01-15 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 48.94
None, None, -0.303, None, 2017-01-15 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 48.66
None, None, -0.088, None, 2017-01-15 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 48.54
None, None, 0.39, None, 2017-01-15 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 48.46
None, None, 0.267, None, 2017-01-15 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 48.37
None, None, 0.212, None, 2017-01-15 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 48.18
None, None, 0.155, None, 2017-01-15 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 48.0
None, None, 0.614, None, 2017-01-15 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 47.85
None, None, 0.483, None, 2017-01-15 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 47.78
None, None, 0.296, None, 2017-01-15 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 47.0
None, None, 1.054, None, 2017-01-15 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 47.03
None, None, 1.242, None, 2017-01-15 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 47.34
None, None, 2.582, None, 2017-01-15 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 47.75
None, None, 1.551, None, 2017-01-15 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 47.04
None, None, 0.895, None, 2017-01-16 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.87
None, None, 0.502, None, 2017-01-16 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.6
None, None, 0.427, None, 2017-01-16 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.28
None, None, 0.577, None, 2017-01-16 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 46.01
None, None, 0.464, None, 2017-01-16 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.76
None, None, 0.38, None, 2017-01-16 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.67
None, None, 0.586, None, 2017-01-16 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 45.46
None, None, 0.436, None, 2017-01-16 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.92
None, None, 0.483, None, 2017-01-16 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.72
None, None, 0.539, None, 2017-01-16 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.47
None, None, 0.558, None, 2017-01-16 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 44.16
None, None, 0.633, None, 2017-01-16 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.95
None, None, 0.773, None, 2017-01-16 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.75
None, None, 1.269, None, 2017-01-16 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.42
None, None, 1.194, None, 2017-01-16 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 43.17
None, None, 1.008, None, 2017-01-16 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.74
None, None, 0.988, None, 2017-01-16 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.43
None, None, 1.063, None, 2017-01-16 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.34
None, None, 0.352, None, 2017-01-16 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 42.05
None, None, 0.427, None, 2017-01-16 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.88
None, None, 0.268, None, 2017-01-16 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.74
None, None, 0.23, None, 2017-01-16 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.53
None, None, 0.184, None, 2017-01-16 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.45
None, None, 0.212, None, 2017-01-16 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.45
None, None, 0.287, None, 2017-01-17 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.19
None, None, 0.371, None, 2017-01-17 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.13
None, None, 0.343, None, 2017-01-17 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.08
None, None, 0.343, None, 2017-01-17 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.09
None, None, 0.267, None, 2017-01-17 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 41.13
None, None, 0.128, None, 2017-01-17 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.73
None, None, 0.193, None, 2017-01-17 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.72
None, None, -0.088, None, 2017-01-17 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.44
None, None, 0.389, None, 2017-01-17 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.62
None, None, 0.895, None, 2017-01-17 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.5
None, None, 1.401, None, 2017-01-17 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.52
None, None, 2.254, None, 2017-01-17 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.47
None, None, 2.263, None, 2017-01-17 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.29
None, None, 2.45, None, 2017-01-17 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.23
None, None, 2.439, None, 2017-01-17 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 40.02
None, None, 1.99, None, 2017-01-17 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.97
None, None, 0.912, None, 2017-01-17 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.74
None, None, 0.586, None, 2017-01-17 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.55
None, None, 1.766, None, 2017-01-17 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 39.43
