station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, 0.239, 77.3, None, None, 47.85, 2.247, 179.9, None, None, None, None, None, None, -3.0, 973.0, None, None, None, 2017-01-06 14:00:00, None, 8.79, None
None, 0.283, 77.3, None, None, 48.87, 1.205, 171.7, None, None, None, None, None, None, -3.0, 973.0, None, None, None, 2017-01-06 15:00:00, None, 8.71, None
None, 0.7, 74.88, None, None, 62.95, 1.407, 355.7, None, None, None, None, None, None, -3.0, 973.0, None, None, None, 2017-01-06 16:00:00, None, 8.84, None
None, -0.04, 79.14, None, None, 16.22, 4.384, 33.99, None, None, None, None, None, None, -3.0, 973.0, None, None, None, 2017-01-06 17:00:00, None, 8.72, None
None, -0.25, 78.1, None, None, 23.74, 2.633, 21.86, None, None, None, None, None, None, -3.0, 973.0, None, None, None, 2017-01-06 18:00:00, None, 8.61, None
None, -0.626, 75.41, None, None, 19.81, 2.231, 15.12, None, None, None, None, None, None, -4.0, 973.0, None, None, None, 2017-01-06 19:00:00, None, 8.63, None
None, -0.436, 67.24, None, None, 19.29, 3.753, 28.45, None, None, None, None, None, None, -5.0, 973.0, None, None, None, 2017-01-06 20:00:00, None, 8.7, None
None, -0.425, 64.57, None, None, 19.35, 3.885, 28.94, None, None, None, None, None, None, -6.0, 973.0, None, None, None, 2017-01-06 21:00:00, None, 8.69, None
None, -0.251, 66.74, None, None, 20.13, 2.472, 10.9, None, None, None, None, None, None, -5.0, 972.0, None, None, None, 2017-01-06 22:00:00, None, 8.69, None
None, 0.098, 69.13, None, None, 23.53, 3.065, 4.458, None, None, None, None, None, None, -5.0, 972.0, None, None, None, 2017-01-06 23:00:00, None, 8.77, None
