station_observations
CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
-13.51, None, None, None, 33.78, 8.47, 137.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 14:00:00, None, None, None, None
-13.53, None, None, None, 37.17, 7.01, 140.4, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 15:00:00, None, None, None, None
-13.9, None, None, None, 55.83, 4.441, 181.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 16:00:00, None, None, None, None
-13.42, None, None, None, 45.61, 9.97, 139.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 17:00:00, None, None, None, None
-13.81, None, None, None, 57.58, 5.765, 180.8, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 18:00:00, None, None, None, None
-13.77, None, None, None, 51.68, 6.113, 209.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 19:00:00, None, None, None, None
-14.08, None, None, None, 55.33, 5.244, 189.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 20:00:00, None, None, None, None
-13.89, None, None, None, 38.97, 10.11, 145.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 21:00:00, None, None, None, None
-14.23, None, None, None, 36.52, 10.76, 138.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 22:00:00, None, None, None, None
-14.54, None, None, None, 40.17, 9.58, 148.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-06 23:00:00, None, None, None, None
-14.53, None, None, None, 25.97, 20.54, 133.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 00:00:00, None, None, None, None
-14.73, None, None, None, 22.66, 24.74, 130.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 01:00:00, None, None, None, None
-15.06, None, None, None, 36.59, 10.92, 136.4, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 02:00:00, None, None, None, None
-15.32, None, None, None, 30.09, 11.83, 124.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 03:00:00, None, None, None, None
-15.85, None, None, None, 53.08, 4.058, 152.0, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 04:00:00, None, None, None, None
-15.62, None, None, None, 59.34, 3.553, 150.1, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 05:00:00, None, None, None, None
-16.5, None, None, None, 64.17, 2.472, 188.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 06:00:00, None, None, None, None
-16.5, None, None, None, 58.41, 2.746, 164.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 07:00:00, None, None, None, None
-16.62, None, None, None, 64.56, 2.294, 137.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 08:00:00, None, None, None, None
-17.8, None, None, None, 51.27, 4.331, 120.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 09:00:00, None, None, None, None
-18.24, None, None, None, 37.45, 4.713, 126.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 10:00:00, None, None, None, None
-17.87, None, None, None, 29.58, 6.855, 130.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 11:00:00, None, None, None, None
-17.39, None, None, None, 31.69, 8.69, 138.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 12:00:00, None, None, None, None
-16.68, None, None, None, 38.63, 5.848, 128.4, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 13:00:00, None, None, None, None
-16.08, None, None, None, 34.74, 5.56, 128.5, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 14:00:00, None, None, None, None
-15.39, None, None, None, 50.27, 3.015, 111.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 15:00:00, None, None, None, None
-18.25, None, None, None, 43.7, 4.488, 142.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 16:00:00, None, None, None, None
-20.42, None, None, None, 73.7, 0.594, 108.2, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 17:00:00, None, None, None, None
-20.47, None, None, None, 54.58, 1.581, 81.8, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 18:00:00, None, None, None, None
-21.26, None, None, None, 16.81, 4.468, 122.3, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 19:00:00, None, None, None, None
-21.66, None, None, None, 17.65, 4.462, 125.9, None, None, None, None, None, None, None, None, None, None, None, 2017-01-07 20:00:00, None, None, None, None
