station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, 29.96, 2.449, None, None, None, None, None, None, None, None, None, None, None, -12.88, None, None, None, None, 6.032, None, None, None, None, 2017-01-06 14:00:00, None
None, None, None, None, 32.56, 4.691, None, None, None, None, None, None, None, None, None, None, None, -12.79, None, None, None, None, 7.86, None, None, None, None, 2017-01-06 15:00:00, None
None, None, None, None, 33.45, 4.814, None, None, None, None, None, None, None, None, None, None, None, -12.84, None, None, None, None, 9.4, None, None, None, None, 2017-01-06 16:00:00, None
None, None, None, None, 34.37, 0.05, None, None, None, None, None, None, None, None, None, None, None, -12.67, None, None, None, None, 7.78, None, None, None, None, 2017-01-06 17:00:00, None
None, None, None, None, 33.64, 3.286, None, None, None, None, None, None, None, None, None, None, None, -12.61, None, None, None, None, 6.329, None, None, None, None, 2017-01-06 18:00:00, None
None, None, None, None, 34.9, 359.6, None, None, None, None, None, None, None, None, None, None, None, -12.62, None, None, None, None, 9.74, None, None, None, None, 2017-01-06 19:00:00, None
None, None, None, None, 35.94, 5.002, None, None, None, None, None, None, None, None, None, None, None, -12.64, None, None, None, None, 6.383, None, None, None, None, 2017-01-06 20:00:00, None
None, None, None, None, 35.72, 5.69, None, None, None, None, None, None, None, None, None, None, None, -12.73, None, None, None, None, 6.37, None, None, None, None, 2017-01-06 21:00:00, None
None, None, None, None, 36.79, 6.065, None, None, None, None, None, None, None, None, None, None, None, -12.84, None, None, None, None, 4.368, None, None, None, None, 2017-01-06 22:00:00, None
None, None, None, None, 36.46, 9.4, None, None, None, None, None, None, None, None, None, None, None, -12.99, None, None, None, None, 4.594, None, None, None, None, 2017-01-06 23:00:00, None
None, None, None, None, 35.49, 8.72, None, None, None, None, None, None, None, None, None, None, None, -13.16, None, None, None, None, 4.302, None, None, None, None, 2017-01-07 00:00:00, None
None, None, None, None, 36.73, 9.39, None, None, None, None, None, None, None, None, None, None, None, -13.34, None, None, None, None, 5.053, None, None, None, None, 2017-01-07 01:00:00, None
None, None, None, None, 37.96, 9.03, None, None, None, None, None, None, None, None, None, None, None, -13.66, None, None, None, None, 5.836, None, None, None, None, 2017-01-07 02:00:00, None
None, None, None, None, 38.2, 14.17, None, None, None, None, None, None, None, None, None, None, None, -13.83, None, None, None, None, 5.087, None, None, None, None, 2017-01-07 03:00:00, None
None, None, None, None, 35.75, 12.75, None, None, None, None, None, None, None, None, None, None, None, -14.08, None, None, None, None, 6.544, None, None, None, None, 2017-01-07 04:00:00, None
None, None, None, None, 33.6, 12.75, None, None, None, None, None, None, None, None, None, None, None, -14.34, None, None, None, None, 8.73, None, None, None, None, 2017-01-07 05:00:00, None
None, None, None, None, 32.81, 14.43, None, None, None, None, None, None, None, None, None, None, None, -14.55, None, None, None, None, 5.071, None, None, None, None, 2017-01-07 06:00:00, None
