station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
-16.66, 83.9, None, None, None, 33.78, 2.394, 200.8, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-06 14:00:00, None, None, None, None
-16.59, 83.8, None, None, None, 44.68, 1.535, 140.1, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2017-01-06 15:00:00, None, None, None, None
-16.88, 83.7, None, None, None, 49.32, 1.53, 107.5, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-06 16:00:00, None, None, None, None
-15.9, 84.6, None, None, None, 32.14, 2.037, 86.1, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2017-01-06 17:00:00, None, None, None, None
-15.02, 84.8, None, None, None, 43.65, 1.056, 195.9, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2017-01-06 18:00:00, None, None, None, None
-15.51, 84.6, None, None, None, 80.0, 0.023, 137.7, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2017-01-06 19:00:00, None, None, None, None
-14.82, 85.3, None, None, None, 46.79, 1.794, 225.8, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2017-01-06 20:00:00, None, None, None, None
-14.88, 84.7, None, None, None, 34.67, 4.8, 211.4, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2017-01-06 21:00:00, None, None, None, None
-14.63, 85.4, None, None, None, 30.65, 2.706, 194.6, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-06 22:00:00, None, None, None, None
-14.53, 85.0, None, None, None, 24.6, 4.669, 198.4, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-06 23:00:00, None, None, None, None
-14.53, 84.6, None, None, None, 45.87, 1.665, 101.9, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-07 00:00:00, None, None, None, None
-14.28, 84.6, None, None, None, 38.5, 3.776, 163.2, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-07 01:00:00, None, None, None, None
-14.04, 84.2, None, None, None, 31.47, 3.684, 101.5, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-07 02:00:00, None, None, None, None
-13.06, 80.1, None, None, None, 34.67, 4.906, 134.9, None, None, None, None, None, -15.0, None, None, None, None, None, None, 2017-01-07 03:00:00, None, None, None, None
-12.87, 77.2, None, None, None, 28.54, 5.431, 125.7, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-07 04:00:00, None, None, None, None
-12.87, 74.9, None, None, None, 23.25, 4.665, 125.8, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-07 05:00:00, None, None, None, None
-12.78, 72.6, None, None, None, 26.52, 4.612, 134.8, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-07 06:00:00, None, None, None, None
-12.59, 71.8, None, None, None, 29.76, 6.389, 120.4, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-07 07:00:00, None, None, None, None
-12.45, 71.8, None, None, None, 23.34, 6.209, 110.2, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-07 08:00:00, None, None, None, None
-11.96, 68.76, None, None, None, 19.42, 5.108, 96.5, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-07 09:00:00, None, None, None, None
-11.52, 63.1, None, None, None, 26.34, 5.028, 84.6, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2017-01-07 10:00:00, None, None, None, None
-11.72, 60.18, None, None, None, 14.31, 7.2, 90.8, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2017-01-07 11:00:00, None, None, None, None
-12.18, 64.52, None, None, None, 10.84, 13.89, 92.1, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2017-01-07 12:00:00, None, None, None, None
-11.52, 60.27, None, None, None, 11.77, 12.23, 96.4, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2017-01-07 13:00:00, None, None, None, None
-10.89, 50.27, None, None, None, 17.36, 7.89, 93.3, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2017-01-07 14:00:00, None, None, None, None
-12.0, 54.42, None, None, None, 18.72, 7.03, 98.6, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-07 15:00:00, None, None, None, None
-14.17, 71.9, None, None, None, 13.88, 14.03, 100.4, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2017-01-07 16:00:00, None, None, None, None
-12.94, 59.63, None, None, None, 7.72, 17.56, 93.3, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2017-01-07 17:00:00, None, None, None, None
-14.45, 65.01, None, None, None, 5.545, 18.83, 89.9, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-07 18:00:00, None, None, None, None
-14.98, 62.36, None, None, None, 10.83, 20.56, 83.0, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-07 19:00:00, None, None, None, None
-13.85, 52.77, None, None, None, 10.73, 16.55, 92.1, None, None, None, None, None, -21.0, None, None, None, None, None, None, 2017-01-07 20:00:00, None, None, None, None
-13.22, 46.71, None, None, None, 8.52, 15.49, 91.6, None, None, None, None, None, -21.0, None, None, None, None, None, None, 2017-01-07 21:00:00, None, None, None, None
-10.35, 33.36, None, None, None, 25.53, 8.32, 105.2, None, None, None, None, None, -22.0, None, None, None, None, None, None, 2017-01-07 22:00:00, None, None, None, None
-10.6, 35.94, None, None, None, 20.58, 2.869, 209.6, None, None, None, None, None, -22.0, None, None, None, None, None, None, 2017-01-07 23:00:00, None, None, None, None
-10.79, 35.33, None, None, None, 15.53, 6.149, 196.1, None, None, None, None, None, -22.0, None, None, None, None, None, None, 2017-01-08 00:00:00, None, None, None, None
-11.23, 37.3, None, None, None, 17.26, 8.08, 190.6, None, None, None, None, None, -22.0, None, None, None, None, None, None, 2017-01-08 01:00:00, None, None, None, None
-11.82, 41.52, None, None, None, 16.05, 8.68, 194.1, None, None, None, None, None, -21.0, None, None, None, None, None, None, 2017-01-08 02:00:00, None, None, None, None
-12.45, 48.74, None, None, None, 12.18, 12.4, 194.4, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-08 03:00:00, None, None, None, None
-12.74, 50.17, None, None, None, 11.21, 15.29, 210.0, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-08 04:00:00, None, None, None, None
-12.4, 45.95, None, None, None, 29.54, 6.839, 208.4, None, None, None, None, None, -21.0, None, None, None, None, None, None, 2017-01-08 05:00:00, None, None, None, None
-12.73, 48.95, None, None, None, 59.25, 2.085, 61.23, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-08 06:00:00, None, None, None, None
-12.72, 47.87, None, None, None, 70.7, 1.281, 170.8, None, None, None, None, None, -21.0, None, None, None, None, None, None, 2017-01-08 07:00:00, None, None, None, None
-12.82, 48.82, None, None, None, 16.68, 7.66, 202.8, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-08 08:00:00, None, None, None, None
-12.44, 47.8, None, None, None, 20.16, 5.957, 85.2, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-08 09:00:00, None, None, None, None
-11.38, 48.95, None, None, None, 44.65, 2.664, 178.8, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-08 10:00:00, None, None, None, None
-12.36, 56.57, None, None, None, 41.2, 7.68, 166.8, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2017-01-08 11:00:00, None, None, None, None
-11.02, 51.58, None, None, None, 64.65, 0.788, 139.2, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2017-01-08 12:00:00, None, None, None, None
-10.85, 61.55, None, None, None, 20.37, 6.461, 99.9, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-08 13:00:00, None, None, None, None
-9.72, 64.96, None, None, None, 57.87, 1.392, 128.7, None, None, None, None, None, -14.0, None, None, None, None, None, None, 2017-01-08 14:00:00, None, None, None, None
-12.97, 69.81, None, None, None, 8.75, 19.45, 94.6, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2017-01-08 15:00:00, None, None, None, None
-12.57, 73.5, None, None, None, 7.95, 21.39, 92.9, None, None, None, None, None, -16.0, None, None, None, None, None, None, 2017-01-08 16:00:00, None, None, None, None
-12.51, 79.6, None, None, None, 7.25, 20.95, 90.2, None, None, None, None, None, -15.0, None, None, None, None, None, None, 2017-01-08 17:00:00, None, None, None, None
-11.38, 84.3, None, None, None, 8.48, 13.96, 105.6, None, None, None, None, None, -13.0, None, None, None, None, None, None, 2017-01-08 18:00:00, None, None, None, None
-12.85, 82.0, None, None, None, 13.94, 16.35, 101.0, None, None, None, None, None, -15.0, None, None, None, None, None, None, 2017-01-08 19:00:00, None, None, None, None
-12.7, 88.6, None, None, None, 7.46, 22.87, 85.8, None, None, None, None, None, -14.0, None, None, None, None, None, None, 2017-01-08 20:00:00, None, None, None, None
-10.75, 90.3, None, None, None, 7.74, 26.66, 76.8, None, None, None, None, None, -12.0, None, None, None, None, None, None, 2017-01-08 21:00:00, None, None, None, None
-11.0, 89.2, None, None, None, 9.7, 25.73, 69.74, None, None, None, None, None, -12.0, None, None, None, None, None, None, 2017-01-08 22:00:00, None, None, None, None
-9.55, 90.2, None, None, None, 12.95, 18.69, 80.3, None, None, None, None, None, -11.0, None, None, None, None, None, None, 2017-01-08 23:00:00, None, None, None, None
-7.89, 91.3, None, None, None, 51.04, 3.872, 157.6, None, None, None, None, None, -9.0, None, None, None, None, None, None, 2017-01-09 00:00:00, None, None, None, None
-8.77, 90.8, None, None, None, 16.8, 7.5, 211.9, None, None, None, None, None, -10.0, None, None, None, None, None, None, 2017-01-09 01:00:00, None, None, None, None
-8.82, 90.6, None, None, None, 26.0, 7.1, 172.8, None, None, None, None, None, -10.0, None, None, None, None, None, None, 2017-01-09 02:00:00, None, None, None, None
-9.21, 90.4, None, None, None, 27.69, 6.455, 158.3, None, None, None, None, None, -10.0, None, None, None, None, None, None, 2017-01-09 03:00:00, None, None, None, None
-9.21, 90.7, None, None, None, 38.36, 4.039, 163.1, None, None, None, None, None, -10.0, None, None, None, None, None, None, 2017-01-09 04:00:00, None, None, None, None
-9.74, 89.8, None, None, None, 48.08, 2.927, 186.1, None, None, None, None, None, -11.0, None, None, None, None, None, None, 2017-01-09 05:00:00, None, None, None, None
-9.21, 90.6, None, None, None, 43.13, 2.617, 175.9, None, None, None, None, None, -10.0, None, None, None, None, None, None, 2017-01-09 06:00:00, None, None, None, None
-9.11, 90.3, None, None, None, 48.17, 2.891, 184.9, None, None, None, None, None, -10.0, None, None, None, None, None, None, 2017-01-09 07:00:00, None, None, None, None
-8.82, 90.8, None, None, None, 39.98, 4.842, 163.3, None, None, None, None, None, -10.0, None, None, None, None, None, None, 2017-01-09 08:00:00, None, None, None, None
-9.6, 90.2, None, None, None, 30.62, 8.52, 207.4, None, None, None, None, None, -11.0, None, None, None, None, None, None, 2017-01-09 09:00:00, None, None, None, None
-10.52, 89.8, None, None, None, 24.91, 19.58, 201.4, None, None, None, None, None, -12.0, None, None, None, None, None, None, 2017-01-09 10:00:00, None, None, None, None
-10.67, 89.3, None, None, None, 28.6, 16.55, 196.8, None, None, None, None, None, -12.0, None, None, None, None, None, None, 2017-01-09 11:00:00, None, None, None, None
-11.45, 88.8, None, None, None, 29.33, 17.34, 200.3, None, None, None, None, None, -13.0, None, None, None, None, None, None, 2017-01-09 12:00:00, None, None, None, None
-11.69, 88.6, None, None, None, 32.66, 10.54, 192.1, None, None, None, None, None, -13.0, None, None, None, None, None, None, 2017-01-09 13:00:00, None, None, None, None
-11.84, 88.5, None, None, None, 27.72, 13.73, 185.1, None, None, None, None, None, -13.0, None, None, None, None, None, None, 2017-01-09 14:00:00, None, None, None, None
-12.86, 87.6, None, None, None, 25.07, 21.45, 201.8, None, None, None, None, None, -14.0, None, None, None, None, None, None, 2017-01-09 15:00:00, None, None, None, None
-13.78, 87.3, None, None, None, 21.42, 24.72, 201.0, None, None, None, None, None, -15.0, None, None, None, None, None, None, 2017-01-09 16:00:00, None, None, None, None
-14.89, 86.0, None, None, None, 22.86, 23.87, 199.9, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2017-01-09 17:00:00, None, None, None, None
-15.62, 85.4, None, None, None, 20.06, 24.67, 204.3, None, None, None, None, None, -17.0, None, None, None, None, None, None, 2017-01-09 18:00:00, None, None, None, None
-16.1, 85.0, None, None, None, 18.98, 24.72, 199.0, None, None, None, None, None, -18.0, None, None, None, None, None, None, 2017-01-09 19:00:00, None, None, None, None
-16.87, 84.4, None, None, None, 19.56, 21.16, 197.3, None, None, None, None, None, -19.0, None, None, None, None, None, None, 2017-01-09 20:00:00, None, None, None, None
-17.64, 83.6, None, None, None, 20.59, 19.61, 193.8, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-09 21:00:00, None, None, None, None
-17.98, 83.4, None, None, None, 20.9, 15.97, 184.4, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-09 22:00:00, None, None, None, None
-18.52, 82.9, None, None, None, 19.78, 18.45, 193.2, None, None, None, None, None, -20.0, None, None, None, None, None, None, 2017-01-09 23:00:00, None, None, None, None
