station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, rel_hum, time, stn_pres
-14.83, 81.2, None, None, 25.53, 0.0, 289.6, None, None, None, None, None, None, -17.0, 693.4, None, None, 2017-01-06 14:00:00, None
-14.51, 81.5, None, None, 30.41, 0.0, 307.2, None, None, None, None, None, None, -17.0, 693.7, None, None, 2017-01-06 15:00:00, None
-14.9, 83.0, None, None, 14.81, 0.0, 315.8, None, None, None, None, None, None, -17.0, 694.0, None, None, 2017-01-06 16:00:00, None
-15.12, 84.6, None, None, 46.17, 0.0, 359.5, None, None, None, None, None, None, -17.0, 694.2, None, None, 2017-01-06 17:00:00, None
-15.51, 85.5, None, None, 58.89, 0.0, 299.5, None, None, None, None, None, None, -17.0, 694.4, None, None, 2017-01-06 18:00:00, None
-15.55, 85.9, None, None, 40.98, 0.0, 348.0, None, None, None, None, None, None, -17.0, 694.5, None, None, 2017-01-06 19:00:00, None
-15.47, 86.2, None, None, 25.83, 0.0, 359.8, None, None, None, None, None, None, -17.0, 694.7, None, None, 2017-01-06 20:00:00, None
-15.43, 86.4, None, None, 32.28, 0.0, 349.9, None, None, None, None, None, None, -17.0, 694.9, None, None, 2017-01-06 21:00:00, None
-15.41, 86.5, None, None, 26.02, 0.0, 6.818, None, None, None, None, None, None, -17.0, 695.0, None, None, 2017-01-06 22:00:00, None
-15.14, 86.6, None, None, 47.51, 0.0, 329.8, None, None, None, None, None, None, -17.0, 695.3, None, None, 2017-01-06 23:00:00, None
-15.19, 86.8, None, None, 9.78, 0.0, 316.8, None, None, None, None, None, None, -17.0, 695.5, None, None, 2017-01-07 00:00:00, None
-15.28, 86.6, None, None, 22.94, 0.0, 26.06, None, None, None, None, None, None, -17.0, 695.6, None, None, 2017-01-07 01:00:00, None
-15.84, 86.5, None, None, 54.82, 0.0, 347.0, None, None, None, None, None, None, -17.0, 696.0, None, None, 2017-01-07 02:00:00, None
-17.33, 86.1, None, None, 13.39, 0.0, 38.47, None, None, None, None, None, None, -19.0, 695.9, None, None, 2017-01-07 03:00:00, None
-18.23, 85.8, None, None, 25.64, 0.0, 78.73, None, None, None, None, None, None, -20.0, 695.7, None, None, 2017-01-07 04:00:00, None
-18.3, 85.9, None, None, 35.29, 0.0, 72.88, None, None, None, None, None, None, -20.0, 695.5, None, None, 2017-01-07 05:00:00, None
-18.2, 85.4, None, None, 24.71, 0.0, 81.6, None, None, None, None, None, None, -20.0, 695.6, None, None, 2017-01-07 06:00:00, None
-17.28, 85.3, None, None, 55.99, 0.0, 19.01, None, None, None, None, None, None, -19.0, 695.8, None, None, 2017-01-07 07:00:00, None
-17.46, 85.9, None, None, 57.87, 0.0, 43.91, None, None, None, None, None, None, -19.0, 695.8, None, None, 2017-01-07 08:00:00, None
-17.92, 85.1, None, None, 61.28, 0.0, 3.65, None, None, None, None, None, None, -20.0, 695.8, None, None, 2017-01-07 09:00:00, None
-16.79, 85.5, None, None, 63.45, 0.0, 112.9, None, None, None, None, None, None, -18.0, 696.0, None, None, 2017-01-07 10:00:00, None
-14.61, 81.8, None, None, 32.05, 0.0, 358.4, None, None, None, None, None, None, -17.0, 695.6, None, None, 2017-01-07 11:00:00, None
-14.05, 79.57, None, None, 32.0, 0.0, 272.3, None, None, None, None, None, None, -16.0, 694.7, None, None, 2017-01-07 12:00:00, None
-12.17, 78.43, None, None, 12.21, 0.0, 258.8, None, None, None, None, None, None, -15.0, 694.1, None, None, 2017-01-07 13:00:00, None
-15.03, 79.92, None, None, 54.89, 0.0, 318.0, None, None, None, None, None, None, -17.0, 693.6, None, None, 2017-01-07 14:00:00, None
-16.51, 83.3, None, None, 25.02, 0.001, 101.7, None, None, None, None, None, None, -18.0, 693.4, None, None, 2017-01-07 15:00:00, None
-16.96, 84.1, None, None, 13.07, 0.0, 103.1, None, None, None, None, None, None, -19.0, 693.2, None, None, 2017-01-07 16:00:00, None
-17.74, 85.7, None, None, 7.489, 0.001, 110.7, None, None, None, None, None, None, -19.0, 693.0, None, None, 2017-01-07 17:00:00, None
-18.29, 84.6, None, None, 14.47, 0.0, 105.2, None, None, None, None, None, None, -20.0, 692.7, None, None, 2017-01-07 18:00:00, None
-18.93, 85.1, None, None, 25.86, 0.001, 97.5, None, None, None, None, None, None, -21.0, 692.6, None, None, 2017-01-07 19:00:00, None
-19.07, 84.6, None, None, 11.63, 0.001, 108.3, None, None, None, None, None, None, -21.0, 692.2, None, None, 2017-01-07 20:00:00, None
