station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, avg_wnd_spd_10m_pst10mts, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -5.689, 52.16, None, None, None, None, None, None, None, -13.0, None, None, None, 2017-01-09 11:00:00, None, 14.45, None
None, -5.166, 47.23, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-09 12:00:00, None, 14.32, None
None, -4.88, 45.74, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-09 13:00:00, None, 14.2, None
None, -4.832, 41.96, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-09 14:00:00, None, 14.13, None
None, -4.577, 40.55, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-09 15:00:00, None, 14.02, None
None, -4.48, 40.49, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-09 16:00:00, None, 13.91, None
None, -5.057, 44.81, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-09 17:00:00, None, 13.86, None
None, -4.955, 44.61, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-09 18:00:00, None, 13.72, None
None, -5.63, 48.79, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-09 19:00:00, None, 13.7, None
None, -5.582, 50.28, None, None, None, None, None, None, None, -13.0, None, None, None, 2017-01-09 20:00:00, None, 13.58, None
None, -5.631, 48.93, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-09 21:00:00, None, 13.49, None
None, -5.824, 49.74, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-09 22:00:00, None, 13.43, None
None, -6.306, 51.29, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-09 23:00:00, None, 13.45, None
None, -6.355, 51.49, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-10 00:00:00, None, 13.32, None
None, -6.838, 52.51, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-10 01:00:00, None, 13.29, None
None, -7.32, 55.21, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-10 02:00:00, None, 13.29, None
None, -7.26, 52.44, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-10 03:00:00, None, 13.2, None
None, -7.36, 51.77, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-10 04:00:00, None, 13.19, None
None, -7.5, 51.3, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-10 05:00:00, None, 13.1, None
None, -7.55, 48.19, None, None, None, None, None, None, None, -16.0, None, None, None, 2017-01-10 06:00:00, None, 12.87, None
None, -7.79, 48.06, None, None, None, None, None, None, None, -16.0, None, None, None, 2017-01-10 07:00:00, None, 12.77, None
None, -7.94, 49.68, None, None, None, None, None, None, None, -16.0, None, None, None, 2017-01-10 08:00:00, None, 12.72, None
None, -8.03, 48.46, None, None, None, None, None, None, None, -16.0, None, None, None, 2017-01-10 09:00:00, None, 12.7, None
None, -7.79, 46.1, None, None, None, None, None, None, None, -16.0, None, None, None, 2017-01-10 10:00:00, None, 12.7, None
None, -7.26, 42.59, None, None, None, None, None, None, None, -17.0, None, None, None, 2017-01-10 11:00:00, None, 12.65, None
None, -6.349, 37.26, None, None, None, None, None, None, None, -17.0, None, None, None, 2017-01-10 12:00:00, None, 12.68, None
None, -5.582, 35.09, None, None, None, None, None, None, None, -17.0, None, None, None, 2017-01-10 13:00:00, None, 12.6, None
None, -3.412, 31.72, None, None, None, None, None, None, None, -16.0, None, None, None, 2017-01-10 15:00:00, None, 12.48, None
None, -3.373, 34.48, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-10 16:00:00, None, 12.47, None
None, -3.179, 35.02, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-10 17:00:00, None, 12.44, None
None, -3.276, 36.23, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-10 18:00:00, None, 12.4, None
None, -3.229, 35.02, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-10 19:00:00, None, 12.41, None
None, -3.18, 35.69, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-10 20:00:00, None, 12.33, None
None, -3.091, 33.67, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-10 21:00:00, None, 12.28, None
None, -2.891, 34.41, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-10 22:00:00, None, 12.32, None
None, -2.656, 32.66, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-10 23:00:00, None, 12.27, None
None, -3.234, 35.96, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-11 00:00:00, None, 12.26, None
None, -3.327, 36.37, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-11 01:00:00, None, 12.23, None
None, -3.859, 38.86, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-11 02:00:00, None, 12.21, None
None, -4.001, 39.81, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-11 03:00:00, None, 12.03, None
None, -3.904, 39.88, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-11 04:00:00, None, 12.05, None
None, -4.338, 40.28, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-11 05:00:00, None, 12.02, None
None, -4.962, 43.46, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-11 06:00:00, None, 12.03, None
None, -5.101, 45.89, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-11 07:00:00, None, 11.95, None
None, -5.148, 44.27, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-11 08:00:00, None, 12.04, None
None, -5.437, 45.22, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-11 09:00:00, None, 11.96, None
None, -5.727, 45.15, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-11 10:00:00, None, 11.93, None
None, -5.824, 45.82, None, None, None, None, None, None, None, -15.0, None, None, None, 2017-01-11 11:00:00, None, 11.94, None
None, -4.956, 44.47, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-11 12:00:00, None, 11.89, None
None, -4.242, 42.04, None, None, None, None, None, None, None, -14.0, None, None, None, 2017-01-11 13:00:00, None, 11.89, None
None, -3.91, 43.86, None, None, None, None, None, None, None, -13.0, None, None, None, 2017-01-11 14:00:00, None, 11.93, None
None, -3.621, 45.68, None, None, None, None, None, None, None, -13.0, None, None, None, 2017-01-11 15:00:00, None, 11.86, None
None, -4.301, 51.54, None, None, None, None, None, None, None, -12.0, None, None, None, 2017-01-11 16:00:00, None, 11.89, None
None, -3.96, 50.87, None, None, None, None, None, None, None, -12.0, None, None, None, 2017-01-11 17:00:00, None, 11.9, None
None, -4.782, 56.61, None, None, None, None, None, None, None, -11.0, None, None, None, 2017-01-11 18:00:00, None, 11.89, None
None, -4.822, 57.22, None, None, None, None, None, None, None, -11.0, None, None, None, 2017-01-11 19:00:00, None, 11.82, None
None, -5.493, 62.22, None, None, None, None, None, None, None, -11.0, None, None, None, 2017-01-11 20:00:00, None, 11.83, None
None, -6.116, 66.34, None, None, None, None, None, None, None, -11.0, None, None, None, 2017-01-11 21:00:00, None, 11.87, None
None, -6.743, 67.42, None, None, None, None, None, None, None, -11.0, None, None, None, 2017-01-11 22:00:00, None, 11.82, None
None, -8.48, 77.3, None, None, None, None, None, None, None, -11.0, None, None, None, 2017-01-11 23:00:00, None, 11.78, None
None, -10.16, 85.9, None, None, None, None, None, None, None, -12.0, None, None, None, 2017-01-12 00:00:00, None, 11.85, None
None, -9.05, 78.3, None, None, None, None, None, None, None, -12.0, None, None, None, 2017-01-12 01:00:00, None, 11.78, None
None, -9.53, 81.6, None, None, None, None, None, None, None, -12.0, None, None, None, 2017-01-12 02:00:00, None, 11.82, None
None, -10.68, 88.3, None, None, None, None, None, None, None, -12.0, None, None, None, 2017-01-12 03:00:00, None, 11.93, None
None, -9.76, 80.7, None, None, None, None, None, None, None, -12.0, None, None, None, 2017-01-12 04:00:00, None, 11.81, None
None, -10.39, 84.7, None, None, None, None, None, None, None, -12.0, None, None, None, 2017-01-12 05:00:00, None, 11.98, None
None, -10.97, 83.0, None, None, None, None, None, None, None, -13.0, None, None, None, 2017-01-12 06:00:00, None, 11.77, None
None, -9.71, 75.2, None, None, None, None, None, None, None, -13.0, None, None, None, 2017-01-12 07:00:00, None, 11.81, None
None, -9.76, 74.5, None, None, None, None, None, None, None, -13.0, None, None, None, 2017-01-12 08:00:00, None, 11.84, None
None, -10.0, 74.6, None, None, None, None, None, None, None, -13.0, None, None, None, 2017-01-12 09:00:00, None, 11.88, None
None, -9.57, 72.6, None, None, None, None, None, None, None, -13.0, None, None, None, 2017-01-12 10:00:00, None, 11.89, None
None, -10.21, 76.1, None, None, None, None, None, None, None, -13.0, None, None, None, 2017-01-12 11:00:00, None, 11.88, None
None, -9.92, 74.7, None, None, None, None, None, None, None, -13.0, None, None, None, 2017-01-12 12:00:00, None, 11.86, None
None, -8.71, 72.1, None, None, None, None, None, None, None, -12.0, None, None, None, 2017-01-12 13:00:00, None, 11.85, None
None, -8.14, 72.2, None, None, None, None, None, None, None, -12.0, None, None, None, 2017-01-12 14:00:00, None, 11.82, None
None, -7.71, 67.89, None, None, None, None, None, None, None, -12.0, None, None, None, 2017-01-12 15:00:00, None, 11.81, None
None, -7.51, 69.98, None, None, None, None, None, None, None, -12.0, None, None, None, 2017-01-12 16:00:00, None, 11.77, None
None, -8.09, 73.4, None, None, None, None, None, None, None, -12.0, None, None, None, 2017-01-12 17:00:00, None, 11.79, None
None, -8.14, 74.8, None, None, None, None, None, None, None, -11.0, None, None, None, 2017-01-12 18:00:00, None, 11.81, None
None, -7.37, 72.6, None, None, None, None, None, None, None, -11.0, None, None, None, 2017-01-12 19:00:00, None, 11.83, None
None, -6.5, 70.7, None, None, None, None, None, None, None, -10.0, None, None, None, 2017-01-12 20:00:00, None, 11.85, None
None, -6.837, 71.7, None, None, None, None, None, None, None, -11.0, None, None, None, 2017-01-12 21:00:00, None, 11.79, None
None, -5.92, 70.3, None, None, None, None, None, None, None, -10.0, None, None, None, 2017-01-12 22:00:00, None, 11.74, None
None, -6.065, 71.8, None, None, None, None, None, None, None, -10.0, None, None, None, 2017-01-12 23:00:00, None, 11.78, None
None, -5.926, 71.7, None, None, None, None, None, None, None, -10.0, None, None, None, 2017-01-13 00:00:00, None, 11.73, None
None, -6.365, 75.1, None, None, None, None, None, None, None, -10.0, None, None, None, 2017-01-13 01:00:00, None, 11.74, None
None, -5.686, 72.7, None, None, None, None, None, None, None, -9.0, None, None, None, 2017-01-13 02:00:00, None, 11.7, None
None, -4.724, 69.03, None, None, None, None, None, None, None, -9.0, None, None, None, 2017-01-13 03:00:00, None, 11.69, None
None, -4.879, 70.3, None, None, None, None, None, None, None, -9.0, None, None, None, 2017-01-13 04:00:00, None, 11.72, None
None, -4.446, 67.74, None, None, None, None, None, None, None, -9.0, None, None, None, 2017-01-13 05:00:00, None, 11.72, None
None, -3.867, 65.51, None, None, None, None, None, None, None, -9.0, None, None, None, 2017-01-13 06:00:00, None, 11.64, None
None, -3.771, 64.36, None, None, None, None, None, None, None, -9.0, None, None, None, 2017-01-13 07:00:00, None, 11.61, None
None, -3.674, 63.35, None, None, None, None, None, None, None, -9.0, None, None, None, 2017-01-13 08:00:00, None, 11.59, None
None, -3.433, 63.08, None, None, None, None, None, None, None, -9.0, None, None, None, 2017-01-13 09:00:00, None, 11.64, None
None, -3.723, 62.88, None, None, None, None, None, None, None, -9.0, None, None, None, 2017-01-13 10:00:00, None, 11.54, None
None, -2.371, 60.45, None, None, None, None, None, None, None, -8.0, None, None, None, 2017-01-13 11:00:00, None, 11.56, None
None, -1.891, 60.38, None, None, None, None, None, None, None, -8.0, None, None, None, 2017-01-13 12:00:00, None, 11.55, None
None, -1.758, 58.62, None, None, None, None, None, None, None, -8.0, None, None, None, 2017-01-13 13:00:00, None, 11.5, None
None, -1.515, 59.02, None, None, None, None, None, None, None, -8.0, None, None, None, 2017-01-13 14:00:00, None, 11.51, None
None, -1.086, 58.95, None, None, None, None, None, None, None, -7.0, None, None, None, 2017-01-13 15:00:00, None, 11.46, None
None, -0.987, 59.22, None, None, None, None, None, None, None, -7.0, None, None, None, 2017-01-13 16:00:00, None, 11.44, None
None, -0.697, 57.87, None, None, None, None, None, None, None, -7.0, None, None, None, 2017-01-13 17:00:00, None, 11.46, None
None, -0.695, 62.26, None, None, None, None, None, None, None, -6.0, None, None, None, 2017-01-13 18:00:00, None, 11.41, None
None, -1.09, 62.79, None, None, None, None, None, None, None, -7.0, None, None, None, 2017-01-13 19:00:00, None, 11.5, None
None, -0.75, 63.47, None, None, None, None, None, None, None, -6.0, None, None, None, 2017-01-13 20:00:00, None, 11.46, None
None, -1.182, 68.53, None, None, None, None, None, None, None, -6.0, None, None, None, 2017-01-13 21:00:00, None, 11.47, None
None, -1.129, 69.07, None, None, None, None, None, None, None, -6.0, None, None, None, 2017-01-13 22:00:00, None, 11.35, None
None, -1.758, 74.9, None, None, None, None, None, None, None, -5.0, None, None, None, 2017-01-13 23:00:00, None, 11.31, None
None, -1.418, 70.7, None, None, None, None, None, None, None, -6.0, None, None, None, 2017-01-14 00:00:00, None, 11.41, None
None, -1.086, 71.8, None, None, None, None, None, None, None, -5.0, None, None, None, 2017-01-14 01:00:00, None, 11.26, None
None, -1.376, 75.1, None, None, None, None, None, None, None, -5.0, None, None, None, 2017-01-14 02:00:00, None, 11.32, None
None, -2.096, 89.2, None, None, None, None, None, None, None, -3.0, None, None, None, 2017-01-14 03:00:00, None, 10.82, None
None, -2.239, 93.7, None, None, None, None, None, None, None, -3.0, None, None, None, 2017-01-14 04:00:00, None, 11.69, None
None, -1.66, 91.1, None, None, None, None, None, None, None, -3.0, None, None, None, 2017-01-14 05:00:00, None, 12.08, None
None, -1.661, 91.3, None, None, None, None, None, None, None, -3.0, None, None, None, 2017-01-14 06:00:00, None, 12.08, None
None, -1.321, 89.7, None, None, None, None, None, None, None, -3.0, None, None, None, 2017-01-14 07:00:00, None, 12.06, None
None, -0.988, 87.0, None, None, None, None, None, None, None, -3.0, None, None, None, 2017-01-14 08:00:00, None, 12.04, None
None, -0.937, 88.4, None, None, None, None, None, None, None, -2.0, None, None, None, 2017-01-14 09:00:00, None, 12.13, None
None, -0.657, 88.3, None, None, None, None, None, None, None, -2.0, None, None, None, 2017-01-14 10:00:00, None, 12.34, None
None, -0.224, 83.3, None, None, None, None, None, None, None, -2.0, None, None, None, 2017-01-14 11:00:00, None, 12.3, None
None, -0.32, 83.9, None, None, None, None, None, None, None, -2.0, None, None, None, 2017-01-14 12:00:00, None, 12.31, None
None, -0.561, 89.2, None, None, None, None, None, None, None, -2.0, None, None, None, 2017-01-14 13:00:00, None, 12.45, None
None, -0.175, 90.4, None, None, None, None, None, None, None, -1.0, None, None, None, 2017-01-14 14:00:00, None, 12.69, None
None, 0.018, 92.8, None, None, None, None, None, None, None, -1.0, None, None, None, 2017-01-14 15:00:00, None, 12.64, None
None, 0.018, 93.1, None, None, None, None, None, None, None, -1.0, None, None, None, 2017-01-14 16:00:00, None, 12.57, None
None, 0.114, 91.9, None, None, None, None, None, None, None, -1.0, None, None, None, 2017-01-14 17:00:00, None, 12.62, None
None, 0.018, 94.6, None, None, None, None, None, None, None, -1.0, None, None, None, 2017-01-14 18:00:00, None, 12.54, None
None, 0.21, 96.0, None, None, None, None, None, None, None, 0.0, None, None, None, 2017-01-14 19:00:00, None, 12.51, None
None, 0.307, 96.8, None, None, None, None, None, None, None, 0.0, None, None, None, 2017-01-14 20:00:00, None, 12.46, None
None, 0.355, 96.8, None, None, None, None, None, None, None, 0.0, None, None, None, 2017-01-14 21:00:00, None, 12.37, None
None, 0.21, 97.3, None, None, None, None, None, None, None, 0.0, None, None, None, 2017-01-14 22:00:00, None, 12.11, None
None, 0.307, 97.3, None, None, None, None, None, None, None, 0.0, None, None, None, 2017-01-14 23:00:00, None, 11.97, None
None, 0.355, 97.6, None, None, None, None, None, None, None, None, None, None, None, 2017-01-15 00:00:00, None, 11.77, None
None, 0.307, 97.7, None, None, None, None, None, None, None, None, None, None, None, 2017-01-15 01:00:00, None, 12.08, None
None, 0.403, 97.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2017-01-15 02:00:00, None, 12.05, None
None, 0.355, 97.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2017-01-15 03:00:00, None, 11.98, None
None, 0.355, 97.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2017-01-15 04:00:00, None, 11.97, None
None, 0.403, 97.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2017-01-15 05:00:00, None, 11.96, None
None, 0.403, 97.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2017-01-15 06:00:00, None, 12.16, None
None, 0.403, 97.7, None, None, None, None, None, None, None, 0.0, None, None, None, 2017-01-15 07:00:00, None, 12.16, None
None, 0.355, 97.9, None, None, None, None, None, None, None, 0.0, None, None, None, 2017-01-15 08:00:00, None, 12.13, None
None, 0.741, 97.8, None, None, None, None, None, None, None, 0.0, None, None, None, 2017-01-15 09:00:00, None, 12.1, None
None, 1.076, 97.5, None, None, None, None, None, None, None, 1.0, None, None, None, 2017-01-15 10:00:00, None, 12.11, None
None, 1.269, 96.6, None, None, None, None, None, None, None, 1.0, None, None, None, 2017-01-15 11:00:00, None, 11.97, None
None, 1.742, 94.5, None, None, None, None, None, None, None, 1.0, None, None, None, 2017-01-15 12:00:00, None, 11.7, None
None, 1.931, 94.3, None, None, None, None, None, None, None, 1.0, None, None, None, 2017-01-15 13:00:00, None, 11.43, None
None, 2.309, 94.9, None, None, None, None, None, None, None, 2.0, None, None, None, 2017-01-15 14:00:00, None, 11.19, None
None, 1.779, 95.9, None, None, None, None, None, None, None, 1.0, None, None, None, 2017-01-15 15:00:00, None, 11.18, None
None, 1.787, 95.3, None, None, None, None, None, None, None, 1.0, None, None, None, 2017-01-15 16:00:00, None, 11.02, None
None, 2.223, 94.9, None, None, None, None, None, None, None, 1.0, None, None, None, 2017-01-15 17:00:00, None, 10.68, None
None, 2.178, 94.0, None, None, None, None, None, None, None, 1.0, None, None, None, 2017-01-15 18:00:00, None, 10.32, None
None, 1.171, 97.0, None, None, None, None, None, None, None, 1.0, None, None, None, 2017-01-15 19:00:00, None, 10.31, None
None, 1.272, 96.8, None, None, None, None, None, None, None, 1.0, None, None, None, 2017-01-15 20:00:00, None, 10.24, None
None, 1.127, 96.8, None, None, None, None, None, None, None, 1.0, None, None, None, 2017-01-15 21:00:00, None, 10.19, None
None, 1.224, 97.3, None, None, None, None, None, None, None, 1.0, None, None, None, 2017-01-15 22:00:00, None, 10.1, None
None, 1.079, 97.4, None, None, None, None, None, None, None, 1.0, None, None, None, 2017-01-15 23:00:00, None, 9.43, None
