wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
275.0, None, None,0.0, None,7.1, None,-3.8, None, None, None,90.0,2017-04-02 11:00:00,14
241.0, None, None,0.0, None,4.6, None,-2.8, None, None, None,84.0,2017-04-02 12:00:00,14
241.0, None, None,0.0, None,6.7, None,-2.9, None, None, None,85.0,2017-04-02 13:00:00,14
12.0, None, None,0.0, None,4.6, None,2.6, None, None, None,79.0,2017-04-02 14:00:00,14
3.0, None, None,0.0, None,7.6, None,-0.6, None, None, None,67.0,2017-04-02 15:00:00,14
333.0, None, None,0.0, None,9.1, None,-0.2, None, None, None,75.0,2017-04-02 16:00:00,14
345.0, None, None,0.0, None,10.1, None,-5.4, None, None, None,87.0,2017-04-02 17:00:00,14
341.0, None, None,0.0, None,10.9, None,-6.6, None, None, None,88.0,2017-04-02 18:00:00,14
325.0, None, None,0.0, None,11.1, None,-7.6, None, None, None,92.0,2017-04-02 19:00:00,14
323.0, None, None,0.0, None,10.8, None,-7.6, None, None, None,93.0,2017-04-02 20:00:00,14
329.0, None, None,0.0, None,6.6, None,-8.2, None, None, None,96.0,2017-04-02 21:00:00,14
225.0, None, None,0.0, None,2.1, None,-9.4, None, None, None,98.0,2017-04-02 22:00:00,14
341.0, None, None,0.0, None,6.0, None,-9.2, None, None, None,100.0,2017-04-02 23:00:00,14
100.0, None, None,0.0, None,1.8, None,-8.8, None, None, None,100.0,2017-04-03 00:00:00,14
317.0, None, None,0.0, None,2.8, None,-8.6, None, None, None,100.0,2017-04-03 01:00:00,14
306.0, None, None,0.0, None,5.7, None,-8.3, None, None, None,100.0,2017-04-03 02:00:00,14
330.0, None, None,0.0, None,2.8, None,-8.2, None, None, None,99.0,2017-04-03 03:00:00,14
298.0, None, None,0.0, None,2.4, None,-8.4, None, None, None,100.0,2017-04-03 04:00:00,14
178.0, None, None,0.0, None,1.6, None,-8.3, None, None, None,100.0,2017-04-03 05:00:00,14
220.0, None, None,0.0, None,2.2, None,-8.1, None, None, None,100.0,2017-04-03 06:00:00,14
186.0, None, None,0.0, None,3.9, None,-7.0, None, None, None,97.0,2017-04-03 07:00:00,14
190.0, None, None,0.0, None,3.4, None,-6.3, None, None, None,94.0,2017-04-03 08:00:00,14
226.0, None, None,0.0, None,3.0, None,-5.1, None, None, None,92.0,2017-04-03 09:00:00,14
70.0, None, None,0.0, None,4.4, None,-2.9, None, None, None,86.0,2017-04-03 10:00:00,14
224.0, None, None,0.0, None,4.7, None,-3.5, None, None, None,84.0,2017-04-03 11:00:00,14
161.0, None, None,0.0, None,5.7, None,-1.9, None, None, None,83.0,2017-04-03 12:00:00,14
187.0, None, None,0.0, None,5.5, None,-0.7, None, None, None,78.0,2017-04-03 13:00:00,14
5.0, None, None,0.0, None,5.5, None,-1.8, None, None, None,77.0,2017-04-03 14:00:00,14
185.0, None, None,0.0, None,7.6, None,-2.3, None, None, None,79.0,2017-04-03 15:00:00,14
219.0, None, None,0.0, None,9.3, None,-1.5, None, None, None,73.0,2017-04-03 16:00:00,14
193.0, None, None,0.0, None,8.4, None,-4.0, None, None, None,87.0,2017-04-03 17:00:00,14
183.0, None, None,0.0, None,9.4, None,-5.9, None, None, None,93.0,2017-04-03 18:00:00,14
202.0, None, None,0.0, None,10.2, None,-6.8, None, None, None,91.0,2017-04-03 19:00:00,14
195.0, None, None,0.0, None,10.7, None,-7.9, None, None, None,92.0,2017-04-03 20:00:00,14
184.0, None, None,0.0, None,12.1, None,-8.7, None, None, None,95.0,2017-04-03 21:00:00,14
186.0, None, None,0.0, None,13.4, None,-9.0, None, None, None,95.0,2017-04-03 22:00:00,14
179.0, None, None,0.0, None,13.0, None,-9.5, None, None, None,94.0,2017-04-03 23:00:00,14
176.0, None, None,0.0, None,14.4, None,-9.3, None, None, None,92.0,2017-04-04 00:00:00,14
185.0, None, None,0.0, None,13.3, None,-9.1, None, None, None,94.0,2017-04-04 01:00:00,14
201.0, None, None,0.0, None,10.8, None,-9.1, None, None, None,94.0,2017-04-04 02:00:00,14
198.0, None, None,0.0, None,11.9, None,-8.8, None, None, None,93.0,2017-04-04 03:00:00,14
202.0, None, None,0.0, None,11.0, None,-8.9, None, None, None,92.0,2017-04-04 04:00:00,14
206.0, None, None,0.0, None,9.7, None,-9.1, None, None, None,93.0,2017-04-04 05:00:00,14
193.0, None, None,0.0, None,10.8, None,-9.0, None, None, None,93.0,2017-04-04 06:00:00,14
163.0, None, None,0.0, None,9.1, None,-7.2, None, None, None,91.0,2017-04-04 07:00:00,14
159.0, None, None,0.0, None,8.1, None,-5.8, None, None, None,90.0,2017-04-04 08:00:00,14
156.0, None, None,0.0, None,11.1, None,-4.3, None, None, None,86.0,2017-04-04 09:00:00,14
150.0, None, None,0.0, None,13.1, None,-3.0, None, None, None,81.0,2017-04-04 10:00:00,14
150.0, None, None,0.0, None,12.6, None,-1.8, None, None, None,80.0,2017-04-04 11:00:00,14
174.0, None, None,0.0, None,14.2, None,-0.7, None, None, None,78.0,2017-04-04 12:00:00,14
148.0, None, None,0.0, None,20.4, None,0.8, None, None, None,72.0,2017-04-04 13:00:00,14
165.0, None, None,0.0, None,20.9, None,-0.5, None, None, None,74.0,2017-04-04 14:00:00,14
172.0, None, None,0.0, None,18.5, None,1.0, None, None, None,73.0,2017-04-04 15:00:00,14
181.0, None, None,0.0, None,17.5, None,0.0, None, None, None,74.0,2017-04-04 16:00:00,14
170.0, None, None,0.0, None,16.8, None,-2.8, None, None, None,84.0,2017-04-04 17:00:00,14
169.0, None, None,0.0, None,16.3, None,-3.6, None, None, None,87.0,2017-04-04 18:00:00,14
181.0, None, None,0.0, None,19.8, None,-3.9, None, None, None,89.0,2017-04-04 19:00:00,14
183.0, None, None,0.0, None,20.3, None,-3.9, None, None, None,90.0,2017-04-04 20:00:00,14
188.0, None, None,0.0, None,18.4, None,-3.7, None, None, None,88.0,2017-04-04 21:00:00,14
190.0, None, None,0.0, None,17.0, None,-3.7, None, None, None,89.0,2017-04-04 22:00:00,14
195.0, None, None,0.0, None,17.6, None,-3.9, None, None, None,89.0,2017-04-04 23:00:00,14
189.0, None, None,0.0, None,18.4, None,-3.9, None, None, None,92.0,2017-04-05 00:00:00,14
187.0, None, None,0.0, None,22.4, None,-4.2, None, None, None,98.0,2017-04-05 01:00:00,14
188.0, None, None,0.0, None,18.6, None,-4.4, None, None, None,100.0,2017-04-05 02:00:00,14
180.0, None, None,0.0, None,15.6, None,-4.4, None, None, None,100.0,2017-04-05 03:00:00,14
201.0, None, None,0.0, None,6.3, None,-4.3, None, None, None,100.0,2017-04-05 04:00:00,14
