wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,relative_humidity,time,snw_dpth,week_of_year
349.0, None, None,0.0, None,2.2, None,7.5, None, None,99.0,2016-09-30 00:00:00, None,40
29.0, None, None,0.0, None,0.0, None,6.9, None, None,99.0,2016-09-30 01:00:00, None,40
12.0, None, None,0.0, None,1.6, None,6.6, None, None,99.0,2016-09-30 02:00:00, None,40
137.0, None, None,0.0, None,0.0, None,6.1, None, None,99.0,2016-09-30 03:00:00, None,40
347.0, None, None,0.0, None,1.7, None,6.0, None, None,99.0,2016-09-30 04:00:00, None,40
10.0, None, None,0.0, None,1.6, None,5.6, None, None,99.0,2016-09-30 05:00:00, None,40
37.0, None, None,0.0, None,1.7, None,5.3, None, None,99.0,2016-09-30 06:00:00, None,40
37.0, None, None,0.0, None,1.8, None,5.4, None, None,99.0,2016-09-30 07:00:00, None,40
18.0, None, None,0.0, None,2.3, None,5.7, None, None,99.0,2016-09-30 08:00:00, None,40
43.0, None, None,0.0, None,2.3, None,6.3, None, None,100.0,2016-09-30 09:00:00, None,40
51.0, None, None,0.0, None,2.4, None,7.8, None, None,100.0,2016-09-30 10:00:00, None,40
170.0, None, None,0.0, None,2.3, None,10.4, None, None,95.0,2016-09-30 11:00:00, None,40
125.0, None, None,0.0, None,2.2, None,15.0, None, None,72.0,2016-09-30 12:00:00, None,40
202.0, None, None,0.0, None,2.9, None,16.6, None, None,58.0,2016-09-30 13:00:00, None,40
260.0, None, None,0.0, None,3.3, None,15.9, None, None,68.0,2016-09-30 14:00:00, None,40
284.0, None, None,0.0, None,2.9, None,14.2, None, None,70.0,2016-09-30 15:00:00, None,40
301.0, None, None,0.0, None,2.1, None,13.4, None, None,78.0,2016-09-30 16:00:00, None,40
36.0, None, None,0.0, None,0.0, None,12.1, None, None,87.0,2016-09-30 17:00:00, None,40
25.0, None, None,0.0, None,1.7, None,10.6, None, None,93.0,2016-09-30 18:00:00, None,40
