wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
299.0, None, None,0.0, None,1.9, None,-13.8, None, None, None,85.0,2019-02-19 00:00:00,8,,,,,,,,,,,,,
1.0, None, None,0.0, None,4.6, None,-12.3, None, None, None,86.0,2019-02-19 01:00:00,8,,,,,,,,,,,,,
82.0, None, None,0.0, None,2.8, None,-12.1, None, None, None,86.0,2019-02-19 02:00:00,8,,,,,,,,,,,,,
272.0, None, None,0.0, None,1.8, None,-11.9, None, None, None,85.0,2019-02-19 03:00:00,8,,,,,,,,,,,,,
335.0, None, None,0.0, None,1.9, None,-11.7, None, None, None,85.0,2019-02-19 04:00:00,8,,,,,,,,,,,,,
196.0, None, None,0.0, None,0.0, None,-11.5, None, None, None,86.0,2019-02-19 05:00:00,8,,,,,,,,,,,,,
182.0, None, None,0.0, None,1.9, None,-11.4, None, None, None,85.0,2019-02-19 06:00:00,8,,,,,,,,,,,,,
86.0, None, None,0.0, None,0.0, None,-10.8, None, None, None,83.0,2019-02-19 07:00:00,8,,,,,,,,,,,,,
244.0, None, None,0.0, None,2.1, None,-9.2, None, None, None,80.0,2019-02-19 08:00:00,8,,,,,,,,,,,,,
204.0, None, None,0.0, None,3.4, None,-7.4, None, None, None,77.0,2019-02-19 09:00:00,8,,,,,,,,,,,,,
149.0, None, None,0.0, None,4.7, None,-5.8, None, None, None,77.0,2019-02-19 10:00:00,8,,,,,,,,,,,,,
198.0, None, None,0.0, None,3.8, None,-4.8, None, None, None,79.0,2019-02-19 11:00:00,8,,,,,,,,,,,,,
183.0, None, None,0.0, None,4.9, None,-3.4, None, None, None,78.0,2019-02-19 12:00:00,8,,,,,,,,,,,,,
184.0, None, None,0.0, None,4.3, None,-3.7, None, None, None,81.0,2019-02-19 13:00:00,8,,,,,,,,,,,,,
147.0, None, None,0.0, None,2.3, None,-3.7, None, None, None,85.0,2019-02-19 14:00:00,8,,,,,,,,,,,,,
155.0, None, None,0.0, None,3.3, None,-4.7, None, None, None,91.0,2019-02-19 15:00:00,8,,,,,,,,,,,,,
146.0, None, None,0.0, None,5.7, None,-5.8, None, None, None,93.0,2019-02-19 16:00:00,8,,,,,,,,,,,,,
149.0, None, None,0.0, None,4.5, None,-6.3, None, None, None,95.0,2019-02-19 17:00:00,8,,,,,,,,,,,,,
82.0, None, None,0.0, None,2.2, None,-6.5, None, None, None,95.0,2019-02-19 18:00:00,8,,,,,,,,,,,,,
157.0, None, None,0.0, None,2.3, None,-6.9, None, None, None,95.0,2019-02-19 19:00:00,8,,,,,,,,,,,,,
70.0, None, None,0.0, None,1.6, None,-7.2, None, None, None,94.0,2019-02-19 20:00:00,8,,,,,,,,,,,,,
13.0, None, None,0.0, None,0.0, None,-9.6, None, None, None,92.0,2019-02-19 21:00:00,8,,,,,,,,,,,,,
257.0, None, None,0.0, None,2.2, None,-9.2, None, None, None,92.0,2019-02-19 22:00:00,8,,,,,,,,,,,,,
172.0, None, None,0.0, None,1.7, None,-9.2, None, None, None,92.0,2019-02-19 23:00:00,8,,,,,,,,,,,,,
350.0, None, None,0.0, None,2.2, None,-9.4, None, None, None,90.0,2019-02-20 00:00:00,8,,,,,,,,,,,,,
350.0, None, None,0.0, None,0.0, None,-9.8, None, None, None,93.0,2019-02-20 01:00:00,8,,,,,,,,,,,,,
294.0, None, None,0.0, None,3.8, None,-9.4, None, None, None,92.0,2019-02-20 02:00:00,8,,,,,,,,,,,,,
85.0, None, None,0.0, None,0.0, None,-9.7, None, None, None,91.0,2019-02-20 03:00:00,8,,,,,,,,,,,,,
346.0, None, None,0.0, None,2.7, None,-10.5, None, None, None,92.0,2019-02-20 04:00:00,8,,,,,,,,,,,,,
41.0, None, None,0.0, None,1.7, None,-12.1, None, None, None,88.0,2019-02-20 05:00:00,8,,,,,,,,,,,,,
8.0, None, None,0.0, None,3.0, None,-11.0, None, None, None,91.0,2019-02-20 06:00:00,8,,,,,,,,,,,,,
307.0, None, None,0.0, None,2.7, None,-9.5, None, None, None,89.0,2019-02-20 07:00:00,8,,,,,,,,,,,,,
99.0, None, None,0.0, None,2.4, None,-7.5, None, None, None,83.0,2019-02-20 08:00:00,8,,,,,,,,,,,,,
337.0, None, None,0.0, None,3.1, None,-5.0, None, None, None,76.0,2019-02-20 09:00:00,8,,,,,,,,,,,,,
71.0, None, None,0.0, None,3.7, None,-4.9, None, None, None,76.0,2019-02-20 10:00:00,8,,,,,,,,,,,,,
1.0, None, None,0.0, None,6.9, None,-3.3, None, None, None,71.0,2019-02-20 11:00:00,8,,,,,,,,,,,,,
357.0, None, None,0.2, None,6.3, None,-4.0, None, None, None,70.0,2019-02-20 12:00:00,8,,,,,,,,,,,,,
340.0, None, None,0.2, None,9.8, None,-3.3, None, None, None,70.0,2019-02-20 13:00:00,8,,,,,,,,,,,,,
340.0, None, None,0.2, None,9.8, None,-1.8, None, None, None,69.0,2019-02-20 14:00:00,8,,,,,,,,,,,,,
335.0, None, None,0.8, None,8.9, None,-2.9, None, None, None,71.0,2019-02-20 15:00:00,8,,,,,,,,,,,,,
258.0, None, None,0.0, None,4.0, None,-6.1, None, None, None,84.0,2019-02-20 16:00:00,8,,,,,,,,,,,,,
333.0, None, None,0.0, None,4.4, None,-9.5, None, None, None,92.0,2019-02-20 17:00:00,8,,,,,,,,,,,,,
39.0, None, None,0.0, None,2.6, None,-12.0, None, None, None,89.0,2019-02-20 18:00:00,8,,,,,,,,,,,,,
355.0, None, None,0.0, None,3.4, None,-9.7, None, None, None,92.0,2019-02-20 19:00:00,8,,,,,,,,,,,,,
65.0, None, None,0.0, None,2.0, None,-8.7, None, None, None,91.0,2019-02-20 20:00:00,8,,,,,,,,,,,,,
47.0, None, None,0.0, None,2.6, None,-8.6, None, None, None,90.0,2019-02-20 21:00:00,8,,,,,,,,,,,,,
8.0, None, None,0.0, None,3.3, None,-8.3, None, None, None,88.0,2019-02-20 22:00:00,8,,,,,,,,,,,,,
320.0, None, None,0.0, None,1.6, None,-8.5, None, None, None,91.0,2019-02-20 23:00:00,8,,,,,,,,,,,,,
74.0, None, None,0.0, None,2.1, None,-9.2, None, None, None,92.0,2019-02-21 00:00:00,8,,,,,,,,,,,,,
317.0, None, None,0.0, None,1.9, None,-8.5, None, None, None,92.0,2019-02-21 01:00:00,8,,,,,,,,,,,,,
359.0, None, None,0.0, None,4.7, None,-8.0, None, None, None,94.0,2019-02-21 02:00:00,8,,,,,,,,,,,,,
345.0, None, None,0.0, None,4.7, None,-7.5, None, None, None,92.0,2019-02-21 03:00:00,8,,,,,,,,,,,,,
11.0, None, None,0.0, None,3.0, None,-8.2, None, None, None,92.0,2019-02-21 04:00:00,8,,,,,,,,,,,,,
344.0, None, None,0.0, None,4.1, None,-8.3, None, None, None,93.0,2019-02-21 05:00:00,8,,,,,,,,,,,,,
348.0, None, None,0.0, None,4.7, None,-8.2, None, None, None,91.0,2019-02-21 06:00:00,8,,,,,,,,,,,,,
344.0, None, None,0.0, None,6.6, None,-7.8, None, None, None,87.0,2019-02-21 07:00:00,8,,,,,,,,,,,,,
337.0, None, None,0.0, None,6.2, None,-7.2, None, None, None,85.0,2019-02-21 08:00:00,8,,,,,,,,,,,,,
335.0, None, None,0.0, None,6.8, None,-6.4, None, None, None,80.0,2019-02-21 09:00:00,8,,,,,,,,,,,,,
298.0, None, None,0.0, None,6.8, None,-5.9, None, None, None,77.0,2019-02-21 10:00:00,8,,,,,,,,,,,,,
314.0, None, None,0.0, None,7.1, None,-5.7, None, None, None,75.0,2019-02-21 11:00:00,8,,,,,,,,,,,,,
329.0, None, None,0.0, None,6.6, None,-5.3, None, None, None,69.0,2019-02-21 12:00:00,8,,,,,,,,,,,,,
325.0, None, None,0.0, None,7.1, None,-4.9, None, None, None,64.0,2019-02-21 13:00:00,8,,,,,,,,,,,,,
323.0, None, None,0.0, None,5.6, None,-4.6, None, None, None,58.0,2019-02-21 14:00:00,8,,,,,,,,,,,,,
36.0, None, None,0.0, None,3.0, None,-2.4, None, None, None,54.0,2019-02-21 15:00:00,8,,,,,,,,,,,,,
66.0, None, None,0.0, None,3.9, None,-7.8, None, None, None,74.0,2019-02-21 16:00:00,8,,,,,,,,,,,,,
8.0, None, None,0.0, None,2.0, None,-11.4, None, None, None,87.0,2019-02-21 17:00:00,8,,,,,,,,,,,,,
356.0, None, None,0.0, None,2.1, None,-14.0, None, None, None,88.0,2019-02-21 18:00:00,8,,,,,,,,,,,,,
71.0, None, None,0.0, None,4.0, None,-14.0, None, None, None,82.0,2019-02-21 19:00:00,8,,,,,,,,,,,,,
302.0, None, None,0.0, None,1.7, None,-15.0, None, None, None,88.0,2019-02-21 20:00:00,8,,,,,,,,,,,,,
190.0, None, None,0.0, None,1.7, None,-14.8, None, None, None,85.0,2019-02-21 21:00:00,8,,,,,,,,,,,,,
78.0, None, None,0.0, None,4.0, None,-14.3, None, None, None,86.0,2019-02-21 22:00:00,8,,,,,,,,,,,,,
349.0, None, None,0.0, None,1.6, None,-13.9, None, None, None,85.0,2019-02-21 23:00:00,8,,,,,,,,,,,,,
108.0, None, None,0.0, None,3.4, None,-12.5, None, None, None,88.0,2019-02-22 00:00:00,8,,,,,,,,,,,,,
200.0, None, None,0.0, None,2.7, None,-11.9, None, None, None,87.0,2019-02-22 01:00:00,8,,,,,,,,,,,,,
118.0, None, None,0.0, None,3.4, None,-11.6, None, None, None,87.0,2019-02-22 02:00:00,8,,,,,,,,,,,,,
111.0, None, None,0.0, None,3.5, None,-11.5, None, None, None,88.0,2019-02-22 03:00:00,8,,,,,,,,,,,,,
42.0, None, None,0.0, None,2.5, None,-11.4, None, None, None,89.0,2019-02-22 04:00:00,8,,,,,,,,,,,,,
110.0, None, None,0.0, None,2.3, None,-10.9, None, None, None,90.0,2019-02-22 05:00:00,8,,,,,,,,,,,,,
151.0, None, None,0.0, None,2.9, None,-10.6, None, None, None,90.0,2019-02-22 06:00:00,8,,,,,,,,,,,,,
86.0, None, None,0.0, None,2.4, None,-10.1, None, None, None,90.0,2019-02-22 07:00:00,8,,,,,,,,,,,,,
166.0, None, None,0.0, None,4.7, None,-8.6, None, None, None,89.0,2019-02-22 08:00:00,8,,,,,,,,,,,,,
164.0, None, None,0.0, None,6.0, None,-7.4, None, None, None,87.0,2019-02-22 09:00:00,8,,,,,,,,,,,,,
161.0, None, None,0.0, None,6.1, None,-6.3, None, None, None,84.0,2019-02-22 10:00:00,8,,,,,,,,,,,,,
165.0, None, None,0.0, None,9.3, None,-5.3, None, None, None,79.0,2019-02-22 11:00:00,8,,,,,,,,,,,,,
143.0, None, None,0.0, None,8.4, None,-6.1, None, None, None,85.0,2019-02-22 12:00:00,8,,,,,,,,,,,,,
166.0, None, None,0.0, None,7.2, None,-6.2, None, None, None,88.0,2019-02-22 13:00:00,8,,,,,,,,,,,,,
157.0, None, None,0.0, None,8.4, None,-5.2, None, None, None,86.0,2019-02-22 14:00:00,8,,,,,,,,,,,,,
177.0, None, None,0.0, None,5.6, None,-6.3, None, None, None,91.0,2019-02-22 15:00:00,8,,,,,,,,,,,,,
157.0, None, None,0.0, None,7.0, None,-6.8, None, None, None,92.0,2019-02-22 16:00:00,8,,,,,,,,,,,,,
152.0, None, None,0.0, None,4.6, None,-7.3, None, None, None,94.0,2019-02-22 17:00:00,8,,,,,,,,,,,,,
184.0, None, None,0.0, None,7.0, None,-7.6, None, None, None,94.0,2019-02-22 18:00:00,8,,,,,,,,,,,,,
213.0, None, None,0.0, None,6.8, None,-7.7, None, None, None,93.0,2019-02-22 19:00:00,8,,,,,,,,,,,,,
152.0, None, None,0.0, None,2.7, None,-7.8, None, None, None,93.0,2019-02-22 20:00:00,8,,,,,,,,,,,,,
159.0, None, None,0.0, None,2.6, None,-8.0, None, None, None,93.0,2019-02-22 21:00:00,8,,,,,,,,,,,,,
217.0, None, None,0.0, None,1.8, None,-8.2, None, None, None,93.0,2019-02-22 22:00:00,8,,,,,,,,,,,,,
92.0, None, None,0.0, None,2.1, None,-8.5, None, None, None,93.0,2019-02-22 23:00:00,8,,,,,,,,,,,,,
34.0, None, None,0.0, None,1.9, None,-8.4, None, None, None,93.0,2019-02-23 00:00:00,8,,,,,,,,,,,,,
345.0, None, None,0.0, None,1.7, None,-8.7, None, None, None,92.0,2019-02-23 01:00:00,8,,,,,,,,,,,,,
249.0, None, None,0.0, None,0.0, None,-9.0, None, None, None,92.0,2019-02-23 02:00:00,8,,,,,,,,,,,,,
356.0, None, None,0.0, None,2.4, None,-9.3, None, None, None,91.0,2019-02-23 03:00:00,8,,,,,,,,,,,,,
21.0, None, None,0.0, None,0.0, None,-10.4, None, None, None,90.0,2019-02-23 04:00:00,8,,,,,,,,,,,,,
3.0, None, None,0.0, None,1.9, None,-12.1, None, None, None,89.0,2019-02-23 05:00:00,8,,,,,,,,,,,,,
205.0, None, None,0.0, None,2.0, None,-10.8, None, None, None,91.0,2019-02-23 06:00:00,8,,,,,,,,,,,,,
348.0, None, None,0.0, None,2.6, None,-9.5, None, None, None,91.0,2019-02-23 07:00:00,8,,,,,,,,,,,,,
197.0, None, None,0.0, None,3.2, None,-6.6, None, None, None,86.0,2019-02-23 08:00:00,8,,,,,,,,,,,,,
200.0, None, None,0.0, None,3.8, None,-5.2, None, None, None,83.0,2019-02-23 09:00:00,8,,,,,,,,,,,,,
158.0, None, None,0.0, None,2.4, None,-3.9, None, None, None,78.0,2019-02-23 10:00:00,8,,,,,,,,,,,,,
183.0, None, None,0.0, None,2.6, None,-1.6, None, None, None,68.0,2019-02-23 11:00:00,8,,,,,,,,,,,,,
177.0, None, None,0.2, None,1.9, None,-1.9, None, None, None,71.0,2019-02-23 12:00:00,8,,,,,,,,,,,,,
185.0, None, None,0.8, None,0.0, None,-0.5, None, None, None,64.0,2019-02-23 13:00:00,8,,,,,,,,,,,,,
171.0, None, None,0.6, None,0.0, None,-2.3, None, None, None,72.0,2019-02-23 14:00:00,8,,,,,,,,,,,,,
193.0, None, None,0.2, None,3.2, None,-2.8, None, None, None,78.0,2019-02-23 15:00:00,8,,,,,,,,,,,,,
239.0, None, None,0.2, None,1.9, None,-4.3, None, None, None,83.0,2019-02-23 16:00:00,8,,,,,,,,,,,,,
349.0, None, None,0.0, None,1.6, None,-6.5, None, None, None,95.0,2019-02-23 17:00:00,8,,,,,,,,,,,,,
352.0, None, None,0.0, None,2.8, None,-6.6, None, None, None,93.0,2019-02-23 18:00:00,8,,,,,,,,,,,,,
104.0, None, None,0.0, None,1.7, None,-6.6, None, None, None,95.0,2019-02-23 19:00:00,8,,,,,,,,,,,,,
49.0, None, None,0.0, None,1.8, None,-7.3, None, None, None,95.0,2019-02-23 20:00:00,8,,,,,,,,,,,,,
287.0, None, None,0.0, None,2.6, None,-7.5, None, None, None,94.0,2019-02-23 21:00:00,8,,,,,,,,,,,,,
271.0, None, None,0.0, None,1.7, None,-8.4, None, None, None,93.0,2019-02-23 22:00:00,8,,,,,,,,,,,,,
42.0, None, None,0.0, None,0.0, None,-8.7, None, None, None,94.0,2019-02-23 23:00:00,8,,,,,,,,,,,,,
292.0, None, None,0.0, None,2.1, None,-8.8, None, None, None,94.0,2019-02-24 00:00:00,8,,,,,,,,,,,,,
301.0, None, None,0.0, None,1.6, None,-9.0, None, None, None,92.0,2019-02-24 01:00:00,8,,,,,,,,,,,,,
339.0, None, None,0.0, None,2.3, None,-8.7, None, None, None,93.0,2019-02-24 02:00:00,8,,,,,,,,,,,,,
279.0, None, None,0.0, None,0.0, None,-8.6, None, None, None,93.0,2019-02-24 03:00:00,8,,,,,,,,,,,,,
65.0, None, None,0.0, None,0.0, None,-8.7, None, None, None,93.0,2019-02-24 04:00:00,8,,,,,,,,,,,,,
66.0, None, None,0.0, None,2.7, None,-9.1, None, None, None,92.0,2019-02-24 05:00:00,8,,,,,,,,,,,,,
74.0, None, None,0.0, None,2.3, None,-9.3, None, None, None,90.0,2019-02-24 06:00:00,8,,,,,,,,,,,,,
82.0, None, None,0.0, None,3.3, None,-9.0, None, None, None,87.0,2019-02-24 07:00:00,8,,,,,,,,,,,,,
80.0, None, None,0.0, None,2.7, None,-6.5, None, None, None,80.0,2019-02-24 08:00:00,8,,,,,,,,,,,,,
327.0, None, None,0.0, None,5.2, None,-4.3, None, None, None,72.0,2019-02-24 09:00:00,8,,,,,,,,,,,,,
15.0, None, None,0.0, None,7.9, None,-3.6, None, None, None,66.0,2019-02-24 10:00:00,8,,,,,,,,,,,,,
339.0, None, None,0.6, None,8.8, None,-2.6, None, None, None,63.0,2019-02-24 11:00:00,8,,,,,,,,,,,,,
324.0, None, None,2.0, None,2.5, None,-2.0, None, None, None,66.0,2019-02-24 12:00:00,8,,,,,,,,,,,,,
325.0, None, None,1.4, None,3.3, None,-3.0, None, None, None,65.0,2019-02-24 13:00:00,8,,,,,,,,,,,,,
331.0, None, None,0.0, None,13.1, None,-4.2, None, None, None,66.0,2019-02-24 14:00:00,8,,,,,,,,,,,,,
339.0, None, None,0.2, None,13.0, None,-5.7, None, None, None,74.0,2019-02-24 15:00:00,8,,,,,,,,,,,,,
335.0, None, None,0.0, None,9.0, None,-7.3, None, None, None,80.0,2019-02-24 16:00:00,8,,,,,,,,,,,,,
329.0, None, None,0.0, None,6.6, None,-7.8, None, None, None,84.0,2019-02-24 17:00:00,8,,,,,,,,,,,,,
348.0, None, None,0.0, None,6.1, None,-7.9, None, None, None,81.0,2019-02-24 18:00:00,8,,,,,,,,,,,,,
351.0, None, None,0.0, None,5.6, None,-8.1, None, None, None,82.0,2019-02-24 19:00:00,8,,,,,,,,,,,,,
345.0, None, None,0.0, None,5.0, None,-8.4, None, None, None,84.0,2019-02-24 20:00:00,8,,,,,,,,,,,,,
349.0, None, None,0.0, None,4.6, None,-8.6, None, None, None,84.0,2019-02-24 21:00:00,8,,,,,,,,,,,,,
350.0, None, None,0.0, None,5.1, None,-8.8, None, None, None,85.0,2019-02-24 22:00:00,8,,,,,,,,,,,,,
342.0, None, None,0.0, None,5.4, None,-9.0, None, None, None,84.0,2019-02-24 23:00:00,8,,,,,,,,,,,,,
