pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -4.31, None, None,2019-11-12 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.74,46
None, None, -4.384, None, None,2019-11-12 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.2,46
None, None, -4.247, None, None,2019-11-12 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.43,46
None, None, -4.034, None, None,2019-11-12 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.88,46
None, None, -4.107, None, None,2019-11-12 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 32.54,46
None, None, -3.861, None, None,2019-11-12 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 34.08,46
None, None, -4.12, None, None,2019-11-12 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 33.61,46
None, None, -4.032, None, None,2019-11-12 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 33.62,46
None, None, -4.008, None, None,2019-11-12 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 32.41,46
None, None, -3.94, None, None,2019-11-12 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.44,46
None, None, -3.496, None, None,2019-11-12 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.46,46
None, None, -3.04, None, None,2019-11-12 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.25,46
None, None, -2.843, None, None,2019-11-12 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.81,46
None, None, -2.514, None, None,2019-11-12 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.48,46
None, None, -2.32, None, None,2019-11-12 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 34.64,46
None, None, -2.122, None, None,2019-11-12 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.24,46
None, None, -2.33, None, None,2019-11-12 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.0,46
None, None, -2.523, None, None,2019-11-12 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.29,46
None, None, -2.57, None, None,2019-11-12 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 34.91,46
None, None, -2.56, None, None,2019-11-12 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 33.91,46
None, None, -2.43, None, None,2019-11-12 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.31,46
None, None, -2.41, None, None,2019-11-12 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.48,46
None, None, -2.336, None, None,2019-11-12 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.42,46
None, None, -2.314, None, None,2019-11-12 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 34.76,46
None, None, -2.329, None, None,2019-11-13 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.35,46
None, None, -2.259, None, None,2019-11-13 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.44,46
None, None, -2.26, None, None,2019-11-13 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.49,46
None, None, -2.166, None, None,2019-11-13 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 34.53,46
None, None, -2.138, None, None,2019-11-13 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.19,46
None, None, -2.175, None, None,2019-11-13 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.46,46
None, None, -2.049, None, None,2019-11-13 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 34.83,46
None, None, -1.951, None, None,2019-11-13 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.37,46
None, None, -1.934, None, None,2019-11-13 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.98,46
None, None, -1.581, None, None,2019-11-13 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.62,46
None, None, -1.33, None, None,2019-11-13 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.84,46
None, None, -1.0, None, None,2019-11-13 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.99,46
None, None, -0.949, None, None,2019-11-13 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 34.9,46
None, None, -0.639, None, None,2019-11-13 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.76,46
None, None, -0.32, None, None,2019-11-13 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.19,46
None, None, -0.3, None, None,2019-11-13 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.01,46
None, None, -0.531, None, None,2019-11-13 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.07,46
None, None, -0.35, None, None,2019-11-13 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.95,46
None, None, -0.2, None, None,2019-11-13 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.85,46
None, None, -0.055, None, None,2019-11-13 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.59,46
None, None, 0.1, None, None,2019-11-13 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.11,46
None, None, 0.379, None, None,2019-11-13 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.24,46
None, None, 0.326, None, None,2019-11-13 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 37.07,46
None, None, 0.477, None, None,2019-11-14 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.89,46
None, None, 0.76, None, None,2019-11-14 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.79,46
None, None, 1.333, None, None,2019-11-14 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.62,46
None, None, 0.964, None, None,2019-11-14 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.36,46
None, None, 0.814, None, None,2019-11-14 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.02,46
None, None, 1.077, None, None,2019-11-14 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 36.02,46
None, None, 1.142, None, None,2019-11-14 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.84,46
None, None, 1.322, None, None,2019-11-14 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.18,46
None, None, 2.53, None, None,2019-11-14 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 35.05,46
None, None, 1.923, None, None,2019-11-14 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 34.18,46
None, None, 3.028, None, None,2019-11-14 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 33.42,46
None, None, 3.417, None, None,2019-11-14 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 32.88,46
None, None, 3.407, None, None,2019-11-14 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 32.57,46
None, None, 2.88, None, None,2019-11-14 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 32.34,46
None, None, 2.717, None, None,2019-11-14 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 31.75,46
None, None, 2.498, None, None,2019-11-14 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 31.85,46
None, None, 1.813, None, None,2019-11-14 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 31.11,46
None, None, 1.681, None, None,2019-11-14 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.17,46
None, None, 1.517, None, None,2019-11-14 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.89,46
None, None, 1.04, None, None,2019-11-14 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 29.6,46
None, None, 0.595, None, None,2019-11-14 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.47,46
None, None, 0.432, None, None,2019-11-14 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.61,46
None, None, 0.531, None, None,2019-11-14 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.54,46
None, None, 0.702, None, None,2019-11-14 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.15,46
None, None, 0.69, None, None,2019-11-15 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.29,46
None, None, 0.505, None, None,2019-11-15 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.2,46
None, None, 0.39, None, None,2019-11-15 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 28.04,46
None, None, 0.91, None, None,2019-11-15 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.82,46
None, None, 0.581, None, None,2019-11-15 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.71,46
None, None, 0.367, None, None,2019-11-15 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.67,46
None, None, 0.41, None, None,2019-11-15 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.62,46
None, None, 0.39, None, None,2019-11-15 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.58,46
None, None, 0.54, None, None,2019-11-15 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.59,46
None, None, 0.544, None, None,2019-11-15 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.59,46
None, None, 0.906, None, None,2019-11-15 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.49,46
None, None, 1.6, None, None,2019-11-15 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.82,46
None, None, 2.112, None, None,2019-11-15 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.71,46
None, None, 2.451, None, None,2019-11-15 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.38,46
None, None, 2.147, None, None,2019-11-15 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 27.28,46
None, None, 1.979, None, None,2019-11-15 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 26.41,46
None, None, 1.749, None, None,2019-11-15 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.05,46
None, None, 1.541, None, None,2019-11-15 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 26.37,46
None, None, 1.136, None, None,2019-11-15 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 26.08,46
None, None, 1.193, None, None,2019-11-15 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.11,46
None, None, 0.874, None, None,2019-11-15 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 24.41,46
None, None, 0.948, None, None,2019-11-15 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.35,46
None, None, 0.747, None, None,2019-11-15 22:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.24,46
None, None, 1.03, None, None,2019-11-15 23:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.41,46
None, None, 1.099, None, None,2019-11-16 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 25.31,46
None, None, 1.967, None, None,2019-11-16 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 24.6,46
None, None, 2.06, None, None,2019-11-16 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 24.19,46
None, None, 2.809, None, None,2019-11-16 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 24.99,46
None, None, 2.847, None, None,2019-11-16 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 23.98,46
None, None, 2.542, None, None,2019-11-16 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 24.08,46
None, None, 2.975, None, None,2019-11-16 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 24.22,46
None, None, 2.873, None, None,2019-11-16 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 23.78,46
None, None, 2.562, None, None,2019-11-16 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 23.52,46
None, None, 1.542, None, None,2019-11-16 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 23.06,46
None, None, 1.723, None, None,2019-11-16 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 23.23,46
None, None, 2.398, None, None,2019-11-16 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.82,46
None, None, 2.822, None, None,2019-11-16 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 22.24,46
None, None, 3.103, None, None,2019-11-16 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.88,46
None, None, 3.073, None, None,2019-11-16 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.39,46
None, None, 3.019, None, None,2019-11-16 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 21.0,46
None, None, 2.492, None, None,2019-11-16 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.83,46
None, None, 2.014, None, None,2019-11-16 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.61,46
None, None, 1.864, None, None,2019-11-16 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.51,46
None, None, 1.508, None, None,2019-11-16 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.11,46
None, None, 1.748, None, None,2019-11-16 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 20.44,46
None, None, 1.638, None, None,2019-11-16 21:00:00, None, None, None, None, None, None, None, None, None, None, None, 19.63,46
