RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 0.516, 99.1, None, None, None, None, None, None, None, None, 45.27, None, None,-2.202, None, None, None, 36.43, None, None, None, None, None,2019-11-12 00:00:00, None,46
None, None, None, None, 0.546, 116.5, None, None, None, None, None, None, None, None, 45.25, None, None,-2.235, None, None, None, 46.92, None, None, None, None, None,2019-11-12 01:00:00, None,46
None, None, None, None, 0.387, 104.1, None, None, None, None, None, None, None, None, 45.27, None, None,-2.187, None, None, None, 38.04, None, None, None, None, None,2019-11-12 02:00:00, None,46
None, None, None, None, 0.452, 90.0, None, None, None, None, None, None, None, None, 45.41, None, None,-1.465, None, None, None, 56.2, None, None, None, None, None,2019-11-12 03:00:00, None,46
None, None, None, None, 0.35, 94.0, None, None, None, None, None, None, None, None, 45.18, None, None,-2.082, None, None, None, 48.86, None, None, None, None, None,2019-11-12 04:00:00, None,46
None, None, None, None, 0.194, 99.3, None, None, None, None, None, None, None, None, 45.23, None, None,-2.5, None, None, None, 35.72, None, None, None, None, None,2019-11-12 05:00:00, None,46
None, None, None, None, 0.02, 85.2, None, None, None, None, None, None, None, None, 45.2, None, None,-2.43, None, None, None, 66.0, None, None, None, None, None,2019-11-12 06:00:00, None,46
None, None, None, None, 0.388, 90.4, None, None, None, None, None, None, None, None, 44.9, None, None,-2.458, None, None, None, 58.64, None, None, None, None, None,2019-11-12 07:00:00, None,46
None, None, None, None, 0.344, 335.7, None, None, None, None, None, None, None, None, 44.83, None, None,-3.29, None, None, None, 65.94, None, None, None, None, None,2019-11-12 08:00:00, None,46
None, None, None, None, 0.831, 90.0, None, None, None, None, None, None, None, None, 45.94, None, None,-3.29, None, None, None, 40.34, None, None, None, None, None,2019-11-12 09:00:00, None,46
None, None, None, None, 1.722, 95.6, None, None, None, None, None, None, None, None, 47.32, None, None,-2.637, None, None, None, 61.62, None, None, None, None, None,2019-11-12 10:00:00, None,46
None, None, None, None, 1.671, 87.2, None, None, None, None, None, None, None, None, 48.9, None, None,-2.556, None, None, None, 34.67, None, None, None, None, None,2019-11-12 11:00:00, None,46
None, None, None, None, 1.362, 56.43, None, None, None, None, None, None, None, None, None, None, None,-2.194, None, None, None, 47.95, None, None, None, None, None,2019-11-12 12:00:00, None,46
None, None, None, None, 1.029, 32.58, None, None, None, None, None, None, None, None, 41.46, None, None,-2.587, None, None, None, 52.51, None, None, None, None, None,2019-11-12 13:00:00, None,46
