pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, 1.722, 73.4, None, None, None, None, None, None, None, None, -3.0, None, 1.7, 1.4, 0.0, -3.0, None, None, 3.4, 73.0, None,2021-10-22 00:00:00, None, None, None, None,43
None, None, 1.912, 71.8, None, None, None, None, None, None, None, None, -3.0, None, 1.9, 1.4, 0.0, -3.0, None, None, 3.4, 72.0, None,2021-10-22 01:00:00, None, None, None, None,43
None, None, 2.696, 67.38, None, None, None, None, None, None, None, None, -3.0, None, 2.7, 1.4, -0.2, -3.0, None, None, 3.4, 67.0, None,2021-10-22 02:00:00, None, None, None, None,43
None, None, 2.98, 68.64, None, None, None, None, None, None, None, None, -2.0, None, 3.0, 1.4, 0.0, -2.0, None, None, 3.4, 69.0, None,2021-10-22 03:00:00, None, None, None, None,43
None, None, 2.762, 72.6, None, None, None, None, None, None, None, None, -2.0, None, 2.8, 1.4, 0.0, -2.0, None, None, 3.4, 73.0, None,2021-10-22 04:00:00, None, None, None, None,43
None, None, 2.914, 82.6, None, None, None, None, None, None, None, None, 0.0, None, 2.9, 1.4, -0.1, 0.0, None, None, 3.4, 83.0, None,2021-10-22 05:00:00, None, None, None, None,43
None, None, 2.469, 98.4, None, None, None, None, None, None, None, None, 2.0, None, 2.5, 1.4, 0.2, 2.0, None, None, 3.4, 98.0, None,2021-10-22 06:00:00, None, None, None, None,43
None, None, 2.45, 102.7, None, None, None, None, None, None, None, None, 2.0, None, 2.5, 2.4, 0.4, 2.0, None, None, 2.5, 103.0, None,2021-10-22 07:00:00, None, None, None, None,43
None, None, 2.242, None, None, None, None, None, None, None, None, None, 2.0, None, 2.2, 2.2, 0.7, 2.0, None, None, 2.5, 104.0, None,2021-10-22 08:00:00, None, None, None, None,43
None, None, 2.441, None, None, None, None, None, None, None, None, None, 2.0, None, 2.4, 2.2, 1.1, 2.0, None, None, 2.5, 105.0, None,2021-10-22 09:00:00, None, None, None, None,43
None, None, 2.81, None, None, None, None, None, None, None, None, None, 3.0, None, 2.8, 2.2, 0.0, 3.0, None, None, 2.9, 105.0, None,2021-10-22 10:00:00, None, None, None, None,43
None, None, 3.482, None, None, None, None, None, None, None, None, None, 3.0, None, 3.5, 2.2, 0.1, 3.0, None, None, 3.5, 105.0, None,2021-10-22 11:00:00, None, None, None, None,43
None, None, 4.079, None, None, None, None, None, None, None, None, None, 4.0, None, 4.1, 2.2, 0.2, 4.0, None, None, 4.1, 105.0, None,2021-10-22 12:00:00, None, None, None, None,43
None, None, 4.297, None, None, None, None, None, None, None, None, None, 4.0, None, 4.3, 2.2, 0.1, 4.0, None, None, 4.4, 105.0, None,2021-10-22 13:00:00, None, None, None, None,43
None, None, 4.579, None, None, None, None, None, None, None, None, None, 5.0, None, 4.6, 2.2, 0.0, 5.0, None, None, 4.6, 104.0, None,2021-10-22 14:00:00, None, None, None, None,43
None, None, 4.643, None, None, None, None, None, None, None, None, None, 5.0, None, 4.6, 2.2, -0.1, 5.0, None, None, 5.0, 104.0, None,2021-10-22 15:00:00, None, None, None, None,43
None, None, 3.635, None, None, None, None, None, None, None, None, None, 4.0, None, 3.6, 2.2, 0.5, 4.0, None, None, 5.0, 104.0, None,2021-10-22 16:00:00, None, None, None, None,43
None, None, 3.551, None, None, None, None, None, None, None, None, None, 4.0, None, 3.6, 2.2, 0.5, 4.0, None, None, 5.0, 105.0, None,2021-10-22 17:00:00, None, None, None, None,43
None, None, 3.551, None, None, None, None, None, None, None, None, None, 4.0, None, 3.6, 2.2, 0.0, 4.0, None, None, 5.0, 105.0, None,2021-10-22 18:00:00, None, None, None, None,43
None, None, 3.497, None, None, None, None, None, None, None, None, None, 3.0, None, 3.5, 3.4, 0.0, 3.0, None, None, 3.6, 105.0, None,2021-10-22 19:00:00, None, None, None, None,43
None, None, 3.584, None, None, None, None, None, None, None, None, None, 4.0, None, 3.6, 3.4, 0.3, 4.0, None, None, 3.6, 105.0, None,2021-10-22 20:00:00, None, None, None, None,43
None, None, 3.357, None, None, None, None, None, None, None, None, None, 3.0, None, 3.4, 3.4, 0.0, 3.0, None, None, 3.6, 105.0, None,2021-10-22 21:00:00, None, None, None, None,43
None, None, 3.102, None, None, None, None, None, None, None, None, None, 3.0, None, 3.1, 3.1, 0.2, 3.0, None, None, 3.6, 105.0, None,2021-10-22 22:00:00, None, None, None, None,43
