pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, 4.712, 7.6, None, None, None, None, 4.7, 4.6, 0.0, None, None,2021-10-22 00:00:00, None, None,43
None, 4.408, 7.6, None, None, None, None, 4.4, 4.4, 0.0, None, None,2021-10-22 01:00:00, None, None,43
None, 4.437, 7.6, None, None, None, None, 4.4, 4.3, 0.0, None, None,2021-10-22 02:00:00, None, None,43
None, 4.965, 7.6, None, None, None, None, 5.0, 4.3, 0.2, None, None,2021-10-22 03:00:00, None, None,43
None, 5.044, 7.6, None, None, None, None, 5.0, 4.3, 0.5, None, None,2021-10-22 04:00:00, None, None,43
None, 5.157, 7.6, None, None, None, None, 5.2, 4.3, 0.2, None, None,2021-10-22 05:00:00, None, None,43
None, 5.326, 7.6, None, None, None, None, 5.3, 4.3, 0.5, None, None,2021-10-22 06:00:00, None, None,43
None, 5.357, 5.5, None, None, None, None, 5.4, 5.3, 0.4, None, None,2021-10-22 07:00:00, None, None,43
None, 5.632, 5.6, None, None, None, None, 5.6, 5.3, 1.3, None, None,2021-10-22 08:00:00, None, None,43
None, 5.65, 5.7, None, None, None, None, 5.7, 5.3, 0.3, None, None,2021-10-22 09:00:00, None, None,43
None, 6.023, 6.0, None, None, None, None, 6.0, 5.3, 1.3, None, None,2021-10-22 10:00:00, None, None,43
None, 6.508, 6.5, None, None, None, None, 6.5, 5.3, 0.3, None, None,2021-10-22 11:00:00, None, None,43
None, 6.986, 7.0, None, None, None, None, 7.0, 5.3, 0.4, None, None,2021-10-22 12:00:00, None, None,43
None, 7.51, 7.5, None, None, None, None, 7.5, 5.3, 0.4, None, None,2021-10-22 13:00:00, None, None,43
6.2, 7.79, 7.9, None, None, None, None, 7.8, 5.3, 0.1, None, None,2021-10-22 14:00:00, None, None,43
6.2, 7.64, 8.1, None, None, None, None, 7.6, 5.3, 0.0, None, None,2021-10-22 15:00:00, None, None,43
6.6, 7.32, 8.1, None, None, None, None, 7.3, 5.3, 0.4, None, None,2021-10-22 16:00:00, None, None,43
6.6, 7.17, 8.1, None, None, None, None, 7.2, 5.3, 0.1, None, None,2021-10-22 17:00:00, None, None,43
6.8, 7.04, 8.1, None, None, None, None, 7.0, 5.3, 0.2, None, None,2021-10-22 18:00:00, None, None,43
6.8, 6.948, 7.0, None, None, None, None, 6.9, 6.9, 0.0, None, None,2021-10-22 19:00:00, None, None,43
7.0, 6.919, 7.0, None, None, None, None, 6.9, 6.9, 0.2, None, None,2021-10-22 20:00:00, None, None,43
6.8, 6.89, 7.0, None, None, None, None, 6.9, 6.9, 0.1, None, None,2021-10-22 21:00:00, None, None,43
7.0, 6.91, 7.0, None, None, None, None, 6.9, 6.8, 0.2, None, None,2021-10-22 22:00:00, None, None,43
7.5, 6.881, 7.0, None, None, None, None, 6.9, 6.8, 0.7, None, None,2021-10-22 23:00:00, None, None,43
8.0, 7.13, 7.2, None, None, None, None, 7.1, 6.8, 0.5, None, None,2021-10-23 00:00:00, None, None,43
8.4, 7.02, 7.2, None, None, None, None, 7.0, 6.8, 0.4, None, None,2021-10-23 01:00:00, None, None,43
8.6, 7.02, 7.2, None, None, None, None, 7.0, 6.8, 0.2, None, None,2021-10-23 02:00:00, None, None,43
8.4, 6.91, 7.2, None, None, None, None, 6.9, 6.8, 0.1, None, None,2021-10-23 03:00:00, None, None,43
8.2, 6.91, 7.2, None, None, None, None, 6.9, 6.8, 0.3, None, None,2021-10-23 04:00:00, None, None,43
8.0, 6.918, 7.2, None, None, None, None, 6.9, 6.8, 0.0, None, None,2021-10-23 05:00:00, None, None,43
7.5, 6.891, 7.2, None, None, None, None, 6.9, 6.8, 0.0, None, None,2021-10-23 06:00:00, None, None,43
7.1, 6.748, 6.9, None, None, None, None, 6.7, 6.7, 0.0, None, None,2021-10-23 07:00:00, None, None,43
5.8, 6.967, 7.0, None, None, None, None, 7.0, 6.7, 0.0, None, None,2021-10-23 08:00:00, None, None,43
5.5, 7.12, 7.1, None, None, None, None, 7.1, 6.7, 0.0, None, None,2021-10-23 09:00:00, None, None,43
