CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
8.85,61.88,2021-10-22 00:00:00,2.0,43
8.28,64.96,2021-10-22 01:00:00,2.0,43
8.47,64.84,2021-10-22 02:00:00,2.0,43
8.2,68.25,2021-10-22 03:00:00,3.0,43
7.79,71.77,2021-10-22 04:00:00,3.0,43
7.927,72.59,2021-10-22 05:00:00,3.0,43
7.63,75.54,2021-10-22 06:00:00,3.0,43
7.741,75.54,2021-10-22 07:00:00,4.0,43
7.54,76.95,2021-10-22 08:00:00,4.0,43
7.543,77.99,2021-10-22 09:00:00,4.0,43
7.664,77.01,2021-10-22 10:00:00,4.0,43
8.44,71.24,2021-10-22 11:00:00,3.0,43
9.03,67.62,2021-10-22 12:00:00,3.0,43
10.34,61.21,2021-10-22 13:00:00,3.0,43
11.03,57.64,2021-10-22 14:00:00,3.0,43
10.24,60.6,2021-10-22 15:00:00,3.0,43
10.27,61.07,2021-10-22 16:00:00,3.0,43
9.62,62.6,2021-10-22 17:00:00,3.0,43
9.06,65.32,2021-10-22 18:00:00,3.0,43
7.849,70.03,2021-10-22 19:00:00,3.0,43
7.393,70.1,2021-10-22 20:00:00,3.0,43
6.699,74.6,2021-10-22 21:00:00,3.0,43
3.09,88.7,2021-10-22 22:00:00,1.0,43
3.745,86.6,2021-10-22 23:00:00,2.0,43
0.711,94.3,2021-10-23 00:00:00,0.0,43
0.166,94.0,2021-10-23 01:00:00,-1.0,43
-0.377,95.8,2021-10-23 02:00:00,-1.0,43
0.266,96.6,2021-10-23 03:00:00,0.0,43
1.328,94.9,2021-10-23 04:00:00,0.0,43
2.576,89.9,2021-10-23 05:00:00,1.0,43
3.058,83.0,2021-10-23 06:00:00,0.0,43
2.58,85.6,2021-10-23 07:00:00,0.0,43
2.609,85.4,2021-10-23 08:00:00,0.0,43
2.94,82.5,2021-10-23 09:00:00,0.0,43
4.423,72.96,2021-10-23 10:00:00,0.0,43
6.36,59.96,2021-10-23 11:00:00,-1.0,43
6.93,56.6,2021-10-23 12:00:00,-1.0,43
7.45,56.16,2021-10-23 13:00:00,-1.0,43
7.897,54.9,2021-10-23 14:00:00,-1.0,43
8.52,53.79,2021-10-23 15:00:00,0.0,43
9.29,51.54,2021-10-23 16:00:00,0.0,43
8.92,53.81,2021-10-23 17:00:00,0.0,43
7.784,59.08,2021-10-23 18:00:00,0.0,43
6.815,63.62,2021-10-23 19:00:00,1.0,43
4.861,72.04,2021-10-23 20:00:00,0.0,43
5.339,70.88,2021-10-23 21:00:00,0.0,43
4.215,76.01,2021-10-23 22:00:00,0.0,43
0.409,89.4,2021-10-23 23:00:00,-1.0,43
-1.109,93.6,2021-10-24 00:00:00,-2.0,43
-1.91,93.5,2021-10-24 01:00:00,-3.0,43
-2.067,93.4,2021-10-24 02:00:00,-3.0,43
-2.919,94.9,2021-10-24 03:00:00,-3.0,43
-2.305,95.3,2021-10-24 04:00:00,-3.0,43
-2.549,95.0,2021-10-24 05:00:00,-3.0,43
-1.061,97.2,2021-10-24 06:00:00,-2.0,43
1.247,93.2,2021-10-24 07:00:00,0.0,43
0.338,96.8,2021-10-24 08:00:00,0.0,43
3.678,84.3,2021-10-24 09:00:00,1.0,43
3.586,88.0,2021-10-24 10:00:00,2.0,43
6.186,68.92,2021-10-24 11:00:00,1.0,43
6.924,65.35,2021-10-24 12:00:00,1.0,43
7.079,67.38,2021-10-24 13:00:00,1.0,43
6.037,78.02,2021-10-24 14:00:00,2.0,43
5.837,83.1,2021-10-24 15:00:00,3.0,43
5.551,83.7,2021-10-24 16:00:00,3.0,43
5.852,79.91,2021-10-24 17:00:00,3.0,43
5.93,78.12,2021-10-24 18:00:00,3.0,43
5.863,78.07,2021-10-24 19:00:00,2.0,43
4.667,88.4,2021-10-24 20:00:00,3.0,43
3.865,93.2,2021-10-24 21:00:00,3.0,43
3.678,83.8,2021-10-24 22:00:00,1.0,43
2.014,91.8,2021-10-24 23:00:00,1.0,43
1.506,91.4,2021-10-25 00:00:00,0.0,43
0.588,94.6,2021-10-25 01:00:00,0.0,43
0.004,97.5,2021-10-25 02:00:00,0.0,43
0.946,96.9,2021-10-25 03:00:00,0.0,43
1.549,93.8,2021-10-25 04:00:00,1.0,43
1.088,95.6,2021-10-25 05:00:00,0.0,43
1.912,93.1,2021-10-25 06:00:00,1.0,43
2.418,90.7,2021-10-25 07:00:00,1.0,43
2.542,89.9,2021-10-25 08:00:00,1.0,43
2.747,89.3,2021-10-25 09:00:00,1.0,43
3.513,86.3,2021-10-25 10:00:00,2.0,43
5.77,72.17,2021-10-25 11:00:00,1.0,43
5.954,69.55,2021-10-25 12:00:00,1.0,43
7.279,63.01,2021-10-25 13:00:00,1.0,43
7.788,61.12,2021-10-25 14:00:00,1.0,43
7.664,62.6,2021-10-25 15:00:00,1.0,43
7.663,62.26,2021-10-25 16:00:00,1.0,43
7.899,60.98,2021-10-25 17:00:00,1.0,43
7.206,64.06,2021-10-25 18:00:00,1.0,43
6.749,66.45,2021-10-25 19:00:00,1.0,43
6.041,69.81,2021-10-25 20:00:00,1.0,43
5.915,69.93,2021-10-25 21:00:00,1.0,43
5.834,68.67,2021-10-25 22:00:00,1.0,43
5.683,68.98,2021-10-25 23:00:00,1.0,43
5.266,70.07,2021-10-26 00:00:00,0.0,43
4.733,71.24,2021-10-26 01:00:00,0.0,43
4.657,71.88,2021-10-26 02:00:00,0.0,43
4.896,70.31,2021-10-26 03:00:00,0.0,43
4.59,73.18,2021-10-26 04:00:00,0.0,43
4.189,73.31,2021-10-26 05:00:00,0.0,43
3.421,75.43,2021-10-26 06:00:00,-1.0,43
3.397,75.88,2021-10-26 07:00:00,0.0,43
3.468,73.99,2021-10-26 08:00:00,-1.0,43
3.904,69.12,2021-10-26 09:00:00,-1.0,43
3.935,70.23,2021-10-26 10:00:00,-1.0,43
5.027,67.34,2021-10-26 11:00:00,-1.0,43
6.625,58.75,2021-10-26 12:00:00,-1.0,43
7.675,55.16,2021-10-26 13:00:00,-1.0,43
7.901,52.9,2021-10-26 14:00:00,-1.0,43
7.409,55.1,2021-10-26 15:00:00,-1.0,43
7.729,53.22,2021-10-26 16:00:00,-1.0,43
6.792,60.67,2021-10-26 17:00:00,0.0,43
6.196,67.26,2021-10-26 18:00:00,0.0,43
5.488,73.45,2021-10-26 19:00:00,1.0,43
5.191,73.66,2021-10-26 20:00:00,1.0,43
4.644,76.29,2021-10-26 21:00:00,1.0,43
4.245,76.6,2021-10-26 22:00:00,1.0,43
4.168,79.75,2021-10-26 23:00:00,1.0,43
2.942,83.1,2021-10-27 00:00:00,1.0,43
3.076,71.82,2021-10-27 01:00:00,-1.0,43
3.527,63.7,2021-10-27 02:00:00,-3.0,43
4.236,56.51,2021-10-27 03:00:00,-4.0,43
2.13,65.57,2021-10-27 04:00:00,-4.0,43
4.317,54.06,2021-10-27 05:00:00,-4.0,43
4.15,53.73,2021-10-27 06:00:00,-4.0,43
4.371,53.28,2021-10-27 07:00:00,-4.0,43
3.7,55.39,2021-10-27 08:00:00,-4.0,43
4.597,55.5,2021-10-27 09:00:00,-3.0,43
6.84,47.4,2021-10-27 10:00:00,-4.0,43
7.728,43.37,2021-10-27 11:00:00,-4.0,43
7.498,46.39,2021-10-27 12:00:00,-3.0,43
7.537,46.45,2021-10-27 13:00:00,-3.0,43
7.532,47.59,2021-10-27 14:00:00,-3.0,43
7.842,45.74,2021-10-27 15:00:00,-3.0,43
7.624,48.77,2021-10-27 16:00:00,-2.0,43
6.442,54.22,2021-10-27 17:00:00,-2.0,43
5.371,59.16,2021-10-27 18:00:00,-2.0,43
1.125,76.37,2021-10-27 20:00:00,-3.0,43
-0.016,79.66,2021-10-27 21:00:00,-3.0,43
-0.905,84.5,2021-10-27 22:00:00,-3.0,43
-1.153,86.5,2021-10-27 23:00:00,-3.0,43
-0.689,86.0,2021-10-28 00:00:00,-3.0,43
1.469,81.1,2021-10-28 01:00:00,-1.0,43
1.597,82.3,2021-10-28 02:00:00,-1.0,43
1.781,81.8,2021-10-28 03:00:00,-1.0,43
2.106,87.1,2021-10-28 04:00:00,0.0,43
1.32,93.7,2021-10-28 05:00:00,0.0,43
0.7,96.5,2021-10-28 06:00:00,0.0,43
0.42,97.6,2021-10-28 07:00:00,0.0,43
0.382,98.2,2021-10-28 08:00:00,0.0,43
0.314,98.4,2021-10-28 09:00:00,0.0,43
0.394,98.6,2021-10-28 10:00:00,0.0,43
0.755,98.7,2021-10-28 11:00:00,1.0,43
0.868,98.7,2021-10-28 12:00:00,0.0,43
1.128,98.8,2021-10-28 13:00:00,1.0,43
0.998,98.8,2021-10-28 14:00:00,1.0,43
0.862,98.7,2021-10-28 15:00:00,1.0,43
0.879,98.7,2021-10-28 16:00:00,1.0,43
0.664,98.6,2021-10-28 17:00:00,1.0,43
0.669,98.8,2021-10-28 18:00:00,1.0,43
0.577,98.9,2021-10-28 19:00:00,0.0,43
0.449,98.9,2021-10-28 20:00:00,0.0,43
0.112,98.8,2021-10-28 21:00:00,0.0,43
0.158,98.9,2021-10-28 22:00:00,0.0,43
-0.233,98.8,2021-10-28 23:00:00,-1.0,43
