air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
6.1,6.3, 246.0,16.6,-6999.0, 11.5,2020-06-24 00:00:00, 3.7,-6999.0,26
6.8,5.6, 241.0,16.6,-6999.0, 10.2,2020-06-24 01:00:00, 4.2,-6999.0,26
7.6,5.6, 235.0,16.6,-6999.0, 15.5,2020-06-24 02:00:00, 4.7,-6999.0,26
6.7,5.6, 226.0,16.6,-6999.0, 12.3,2020-06-24 03:00:00, 4.1,-6999.0,26
6.7,5.6, 228.0,16.6,-6999.0, 15.6,2020-06-24 04:00:00, 4.5,-6999.0,26
6.5,5.6, 221.0,16.6,-6999.0, 18.4,2020-06-24 05:00:00, 4.1,-6999.0,26
6.7,5.6, 236.0,16.6,-6999.0, 15.7,2020-06-24 06:00:00, 5.4,-6999.0,26
6.7,6.5, 242.0,7.0,-6999.0, 17.9,2020-06-24 07:00:00, 8.7,-6999.0,26
7.2,6.5, 236.0,7.2,-6999.0, 13.1,2020-06-24 08:00:00, 4.3,-6999.0,26
7.9,6.5, 236.0,8.2,-6999.0, 13.0,2020-06-24 09:00:00, 3.2,-6999.0,26
9.1,6.5, 244.0,9.0,-6999.0, 12.9,2020-06-24 10:00:00, 4.7,-6999.0,26
11.2,6.5, 238.0,11.3,-6999.0, 21.2,2020-06-24 11:00:00, 6.7,-6999.0,26
13.3,6.5, 233.0,13.4,-6999.0, 24.5,2020-06-24 12:00:00, 8.0,-6999.0,26
14.0,6.5, 237.0,14.9,-6999.0, 19.7,2020-06-24 13:00:00, 7.2,-6999.0,26
15.5,6.5, 244.0,15.5,-6999.0, 24.6,2020-06-24 14:00:00, 9.2,-6999.0,26
17.1,6.5, 237.0,17.0,-6999.0, 23.9,2020-06-24 15:00:00, 7.7,-6999.0,26
15.5,6.5, 220.0,18.0,-6999.0, 14.5,2020-06-24 16:00:00, 3.9,-6999.0,26
16.0,6.5, 220.0,18.0,-6999.0, 18.6,2020-06-24 17:00:00, 4.4,-6999.0,26
15.4,6.5, 237.0,18.0,-6999.0, 22.7,2020-06-24 18:00:00, 7.5,-6999.0,26
15.7,15.0, 235.0,16.3,-6999.0, 28.7,2020-06-24 19:00:00, 9.1,-6999.0,26
15.2,14.6, 237.0,16.3,-6999.0, 32.5,2020-06-24 20:00:00, 9.3,-6999.0,26
12.8,12.8, 239.0,16.3,-6999.0, 21.5,2020-06-24 21:00:00, 7.9,-6999.0,26
10.7,10.6, 239.0,16.3,-6999.0, 16.9,2020-06-24 22:00:00, 5.8,-6999.0,26
8.4,8.3, 236.0,16.3,-6999.0, 17.8,2020-06-24 23:00:00, 3.9,-6999.0,26
8.6,6.5, 245.0,16.3,-6999.0, 15.1,2020-06-25 00:00:00, 4.8,-6999.0,26
6.4,5.7, 250.0,16.3,-6999.0, 13.9,2020-06-25 01:00:00, 5.0,-6999.0,26
5.2,4.6, 267.0,16.3,-6999.0, 10.7,2020-06-25 02:00:00, 5.1,-6999.0,26
4.1,4.2, 255.0,16.3,-6999.0, 16.0,2020-06-25 03:00:00, 6.7,-6999.0,26
3.2,2.3, 252.0,16.3,-6999.0, 8.9,2020-06-25 04:00:00, 3.9,-6999.0,26
3.0,2.3, 252.0,16.3,-6999.0, 12.6,2020-06-25 05:00:00, 5.7,-6999.0,26
3.3,2.3, 248.0,16.3,-6999.0, 9.1,2020-06-25 06:00:00, 3.3,-6999.0,26
6.2,3.0, 234.0,6.1,-6999.0, 6.8,2020-06-25 07:00:00, 2.4,-6999.0,26
7.5,3.0, 244.0,7.6,-6999.0, 18.1,2020-06-25 08:00:00, 5.0,-6999.0,26
8.2,3.0, 242.0,8.1,-6999.0, 17.2,2020-06-25 09:00:00, 5.5,-6999.0,26
9.0,3.0, 235.0,9.3,-6999.0, 18.0,2020-06-25 10:00:00, 6.4,-6999.0,26
9.4,3.0, 239.0,9.6,-6999.0, 21.0,2020-06-25 11:00:00, 6.7,-6999.0,26
10.8,3.0, 226.0,10.8,-6999.0, 18.8,2020-06-25 12:00:00, 4.5,-6999.0,26
11.0,3.0, None,11.8,-6999.0, None,2020-06-25 13:00:00, None,-6999.0,26
12.6,3.0, 235.0,12.7,-6999.0, 20.0,2020-06-25 14:00:00, 5.5,-6999.0,26
12.3,3.0, 230.0,13.1,-6999.0, 16.1,2020-06-25 15:00:00, 3.3,-6999.0,26
12.9,3.0, 240.0,13.1,-6999.0, 17.9,2020-06-25 16:00:00, 5.1,-6999.0,26
11.5,3.0, 237.0,13.5,-6999.0, 25.1,2020-06-25 17:00:00, 6.1,-6999.0,26
11.7,3.0, 244.0,13.5,-6999.0, 19.6,2020-06-25 18:00:00, 5.8,-6999.0,26
12.1,11.2, 245.0,12.7,-6999.0, 14.0,2020-06-25 19:00:00, 4.6,-6999.0,26
11.6,11.2, 251.0,12.7,-6999.0, 13.4,2020-06-25 20:00:00, 5.9,-6999.0,26
10.9,10.9, 233.0,12.7,-6999.0, 11.6,2020-06-25 21:00:00, 4.6,-6999.0,26
9.7,9.7, 241.0,12.7,-6999.0, 14.2,2020-06-25 22:00:00, 4.2,-6999.0,26
9.2,9.2, 249.0,12.7,-6999.0, 10.7,2020-06-25 23:00:00, 2.9,-6999.0,26
7.4,7.5, 246.0,12.7,-6999.0, 15.6,2020-06-26 00:00:00, 6.6,-6999.0,26
7.4,7.4, 247.0,12.7,-6999.0, 15.5,2020-06-26 01:00:00, 7.5,-6999.0,26
7.2,6.8, 238.0,12.7,-6999.0, 14.9,2020-06-26 02:00:00, 4.7,-6999.0,26
6.7,6.6, 245.0,12.7,-6999.0, 13.2,2020-06-26 03:00:00, 3.4,-6999.0,26
6.5,6.5, 248.0,12.7,-6999.0, 11.6,2020-06-26 04:00:00, 4.4,-6999.0,26
6.5,6.4, 247.0,12.7,-6999.0, 14.9,2020-06-26 05:00:00, 7.6,-6999.0,26
6.2,6.0, 252.0,12.7,-6999.0, 14.4,2020-06-26 06:00:00, 6.6,-6999.0,26
6.5,6.2, 248.0,6.5,-6999.0, 12.9,2020-06-26 07:00:00, 6.9,-6999.0,26
7.0,6.2, 243.0,7.2,-6999.0, 17.9,2020-06-26 08:00:00, 5.3,-6999.0,26
8.0,6.2, 230.0,8.2,-6999.0, 11.9,2020-06-26 09:00:00, 3.2,-6999.0,26
8.3,6.2, 235.0,8.7,-6999.0, 13.9,2020-06-26 10:00:00, 3.7,-6999.0,26
10.1,6.2, 240.0,10.1,-6999.0, 13.6,2020-06-26 11:00:00, 4.6,-6999.0,26
10.7,6.2, 225.0,11.0,-6999.0, 12.8,2020-06-26 12:00:00, 3.2,-6999.0,26
12.0,6.2, 233.0,13.4,-6999.0, 17.8,2020-06-26 13:00:00, 5.2,-6999.0,26
12.4,6.2, 232.0,13.4,-6999.0, 21.2,2020-06-26 14:00:00, 5.3,-6999.0,26
12.5,6.2, 235.0,13.8,-6999.0, 17.0,2020-06-26 15:00:00, 4.7,-6999.0,26
