pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 8.9, None, None,2020-06-24 00:00:00, 15.8, None, -6999.0, 8.9, 8.9, 0.2, None, -6999.0, None, None, None, None,26
None, None, 6.947, None, None,2020-06-24 01:00:00, 15.8, None, -6999.0, 6.9, 7.0, 0.2, None, -6999.0, None, None, None, None,26
None, None, 5.616, None, None,2020-06-24 02:00:00, 15.8, None, -6999.0, 5.6, 5.6, 0.1, None, -6999.0, None, None, None, None,26
None, None, 4.781, None, None,2020-06-24 03:00:00, 15.8, None, -6999.0, 4.8, 4.8, None, None, -6999.0, None, None, None, None,26
None, None, 4.187, None, None,2020-06-24 04:00:00, 15.8, None, -6999.0, 4.2, 4.2, 0.0, None, -6999.0, None, None, None, None,26
None, None, 4.003, None, None,2020-06-24 05:00:00, 15.8, None, -6999.0, 4.0, 4.0, 0.0, None, -6999.0, None, None, None, None,26
None, None, 4.472, None, None,2020-06-24 06:00:00, 15.8, None, -6999.0, 4.5, 4.0, 0.0, None, -6999.0, None, None, None, None,26
None, None, 6.204, None, None,2020-06-24 07:00:00, 6.2, None, -6999.0, 6.2, 4.5, -0.1, None, -6999.0, None, None, None, None,26
None, None, 8.28, None, None,2020-06-24 08:00:00, 8.2, None, -6999.0, 8.3, 4.5, -0.3, None, -6999.0, None, None, None, None,26
None, None, 9.91, None, None,2020-06-24 09:00:00, 10.0, None, -6999.0, 9.9, 4.5, -0.2, None, -6999.0, None, None, None, None,26
None, None, 12.06, None, None,2020-06-24 10:00:00, 12.1, None, -6999.0, 12.1, 4.5, -0.2, None, -6999.0, None, None, None, None,26
None, None, 12.78, None, None,2020-06-24 11:00:00, 12.8, None, -6999.0, 12.8, 4.5, -0.1, None, -6999.0, None, None, None, None,26
None, None, 14.06, None, None,2020-06-24 12:00:00, 14.1, None, -6999.0, 14.1, 4.5, -0.1, None, -6999.0, None, None, None, None,26
None, None, 15.36, None, None,2020-06-24 13:00:00, 15.2, None, -6999.0, 15.4, 4.5, -0.1, None, -6999.0, None, None, None, None,26
None, None, 15.38, None, None,2020-06-24 14:00:00, 17.0, None, -6999.0, 15.4, 4.5, 0.0, None, -6999.0, None, None, None, None,26
None, None, 15.75, None, None,2020-06-24 15:00:00, 17.0, None, -6999.0, 15.8, 4.5, 0.0, None, -6999.0, None, None, None, None,26
None, None, 16.28, None, None,2020-06-24 16:00:00, 17.0, None, -6999.0, 16.3, 4.5, 0.0, None, -6999.0, None, None, None, None,26
None, None, 16.39, None, None,2020-06-24 17:00:00, 17.0, None, -6999.0, 16.4, 4.5, 0.2, None, -6999.0, None, None, None, None,26
None, None, 16.15, None, None,2020-06-24 18:00:00, 17.0, None, -6999.0, 16.2, 4.5, 0.0, None, -6999.0, None, None, None, None,26
None, None, 14.79, None, None,2020-06-24 19:00:00, 16.2, None, -6999.0, 14.8, 14.7, 0.1, None, -6999.0, None, None, None, None,26
None, None, 13.87, None, None,2020-06-24 20:00:00, 16.2, None, -6999.0, 13.9, 13.9, 0.1, None, -6999.0, None, None, None, None,26
None, None, 13.27, None, None,2020-06-24 21:00:00, 16.2, None, -6999.0, 13.3, 13.1, 0.1, None, -6999.0, None, None, None, None,26
None, None, 11.36, None, None,2020-06-24 22:00:00, 16.2, None, -6999.0, 11.4, 11.4, 0.1, None, -6999.0, None, None, None, None,26
None, None, 10.61, None, None,2020-06-24 23:00:00, 16.2, None, -6999.0, 10.6, 10.7, 0.1, None, -6999.0, None, None, None, None,26
None, None, 8.88, None, None,2020-06-25 00:00:00, 16.2, None, -6999.0, 8.9, 8.9, 0.1, None, -6999.0, None, None, None, None,26
