station_observations
AirTemp, ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP
None, 0.0, 2013-01-01 00:00:00, -5.2, -0.8
None, 0.0, 2013-01-02 00:00:00, -5.2, -1.2
None, 1.2, 2013-01-03 00:00:00, -5.8, -0.7
None, 2.6, 2013-01-04 00:00:00, -0.9, -0.1
None, 20.6, 2013-01-05 00:00:00, -0.8, 1.0
None, 15.3, 2013-01-06 00:00:00, -0.5, 0.5
None, 0.0, 2013-01-07 00:00:00, -1.0, 0.8
None, 29.6, 2013-01-08 00:00:00, -1.2, -0.6
None, 7.6, 2013-01-09 00:00:00, -0.6, -0.1
None, 0.8, 2013-01-10 00:00:00, -4.6, -0.4
None, 0.0, 2013-01-11 00:00:00, -6.8, -2.7
None, 0.0, 2013-01-12 00:00:00, -8.4, -3.0
None, 0.0, 2013-01-13 00:00:00, -9.1, -3.0
None, 0.6, 2013-01-14 00:00:00, -7.5, -0.8
None, 0.0, 2013-01-15 00:00:00, -3.0, -0.4
None, 0.0, 2013-01-16 00:00:00, -4.3, 0.8
None, 0.0, 2013-01-17 00:00:00, -6.3, -0.7
None, 0.3, 2013-01-18 00:00:00, -5.6, -0.9
None, 0.0, 2013-01-19 00:00:00, -5.5, -0.6
None, 0.0, 2013-01-20 00:00:00, -4.8, -0.7
None, 0.0, 2013-01-21 00:00:00, -7.1, -0.9
None, 0.3, 2013-01-22 00:00:00, -5.6, -0.5
None, 15.6, 2013-01-23 00:00:00, -1.0, -0.1
None, 9.0, 2013-01-24 00:00:00, -0.8, 1.0
None, 2.9, 2013-01-25 00:00:00, -1.3, 2.7
None, 4.3, 2013-01-26 00:00:00, -0.6, 3.6
None, 5.0, 2013-01-27 00:00:00, -0.1, 3.1
None, 6.2, 2013-01-28 00:00:00, -1.2, 0.3
None, 2.9, 2013-01-29 00:00:00, -1.1, 2.6
None, 0.7, 2013-01-30 00:00:00, 0.2, 4.4
None, 7.8, 2013-01-31 00:00:00, 0.3, 3.6
None, 0.0, 2013-02-01 00:00:00, -1.6, 4.8
None, 0.0, 2013-02-02 00:00:00, -2.7, 2.6
None, 4.1, 2013-02-03 00:00:00, -1.2, 3.2
None, 11.0, 2013-02-04 00:00:00, 0.7, 3.4
None, 26.6, 2013-02-05 00:00:00, 1.1, 2.9
None, 13.3, 2013-02-06 00:00:00, 0.7, 3.8
None, 10.2, 2013-02-07 00:00:00, -0.9, 5.3
None, 0.0, 2013-02-08 00:00:00, -3.1, 1.7
None, 0.0, 2013-02-09 00:00:00, -0.3, 4.5
