wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
4.3,-0.8, 230.0,92.0,2021-12-03 00:00:00,49
10.1,-1.0, 265.0,98.0,2021-12-03 01:00:00,49
9.7,-0.6, 291.0,98.0,2021-12-03 02:00:00,49
6.5,-2.4, 299.0,97.0,2021-12-03 03:00:00,49
5.8,-1.2, 300.0,98.0,2021-12-03 04:00:00,49
5.4,-2.8, 323.0,98.0,2021-12-03 05:00:00,49
9.0,-1.2, 275.0,98.0,2021-12-03 06:00:00,49
7.9,-1.9, 295.0,97.0,2021-12-03 07:00:00,49
9.0,-0.6, 284.0,97.0,2021-12-03 08:00:00,49
7.6,-0.6, 292.0,95.0,2021-12-03 09:00:00,49
7.6,2.5, 312.0,85.0,2021-12-03 10:00:00,49
5.0,3.0, 303.0,83.0,2021-12-03 11:00:00,49
6.5,3.7, 295.0,74.0,2021-12-03 12:00:00,49
5.4,4.5, 290.0,69.0,2021-12-03 13:00:00,49
2.2,2.7, 350.0,78.0,2021-12-03 14:00:00,49
2.9,-0.1, 108.0,96.0,2021-12-03 15:00:00,49
2.2,-1.2, 271.0,98.0,2021-12-03 16:00:00,49
6.5,-1.0, 309.0,99.0,2021-12-03 17:00:00,49
4.3,-1.0, 307.0,99.0,2021-12-03 18:00:00,49
4.3,-1.2, 306.0,99.0,2021-12-03 19:00:00,49
5.4,-1.4, 303.0,99.0,2021-12-03 20:00:00,49
2.5,-1.4, 310.0,100.0,2021-12-03 21:00:00,49
2.9,-1.0, 312.0,100.0,2021-12-03 22:00:00,49
2.2,-0.9, 275.0,100.0,2021-12-03 23:00:00,49
5.4,-1.0, 313.0,100.0,2021-12-04 00:00:00,49
2.5,-0.7, 291.0,100.0,2021-12-04 01:00:00,49
3.6,-0.9, 312.0,100.0,2021-12-04 02:00:00,49
1.4,-0.7, 282.0,100.0,2021-12-04 03:00:00,49
1.8,-0.4, 217.0,100.0,2021-12-04 04:00:00,49
1.1,-0.3, 334.0,100.0,2021-12-04 05:00:00,49
3.6,-0.4, 293.0,100.0,2021-12-04 06:00:00,49
4.3,-0.9, 231.0,99.0,2021-12-04 07:00:00,49
4.3,-0.9, 299.0,99.0,2021-12-04 08:00:00,49
3.2,0.0, 313.0,100.0,2021-12-04 09:00:00,49
6.1,3.0, 349.0,87.0,2021-12-04 10:00:00,49
4.3,4.3, 300.0,72.0,2021-12-04 11:00:00,49
6.5,5.0, 305.0,62.0,2021-12-04 12:00:00,49
7.9,5.5, 59.0,67.0,2021-12-04 13:00:00,49
8.6,5.3, 1.0,67.0,2021-12-04 14:00:00,49
4.3,2.9, 325.0,82.0,2021-12-04 15:00:00,49
9.4,2.3, 267.0,93.0,2021-12-04 16:00:00,49
24.1,3.1, 299.0,67.0,2021-12-04 17:00:00,49
23.8,2.9, 300.0,63.0,2021-12-04 18:00:00,49
7.6,1.5, 305.0,70.0,2021-12-04 19:00:00,49
10.8,0.5, 280.0,87.0,2021-12-04 20:00:00,49
19.1,1.2, 284.0,67.0,2021-12-04 21:00:00,49
15.5,0.8, 293.0,63.0,2021-12-04 22:00:00,49
10.1,0.0, 301.0,64.0,2021-12-04 23:00:00,49
8.6,-0.6, 308.0,71.0,2021-12-05 00:00:00,49
10.8,-0.3, 288.0,68.0,2021-12-05 01:00:00,49
6.5,-2.0, 283.0,77.0,2021-12-05 02:00:00,49
8.6,-1.4, 305.0,78.0,2021-12-05 03:00:00,49
6.1,-1.4, 304.0,76.0,2021-12-05 04:00:00,49
2.9,-2.6, 319.0,78.0,2021-12-05 05:00:00,49
4.3,-3.1, 276.0,93.0,2021-12-05 06:00:00,49
5.8,-3.6, 330.0,90.0,2021-12-05 07:00:00,49
5.4,-2.5, 313.0,90.0,2021-12-05 08:00:00,49
2.5,-0.3, 336.0,81.0,2021-12-05 09:00:00,49
3.2,1.5, 274.0,70.0,2021-12-05 10:00:00,49
2.2,1.9, 204.0,68.0,2021-12-05 11:00:00,49
1.8,2.1, 126.0,68.0,2021-12-05 12:00:00,49
6.8,2.1, 108.0,67.0,2021-12-05 13:00:00,49
4.3,2.1, 73.0,69.0,2021-12-05 14:00:00,49
2.2,1.1, 35.0,81.0,2021-12-05 15:00:00,49
3.2,0.1, 258.0,93.0,2021-12-05 16:00:00,49
4.0,-0.4, 307.0,94.0,2021-12-05 17:00:00,49
6.8,-0.3, 240.0,95.0,2021-12-05 18:00:00,49
2.9,0.4, 216.0,83.0,2021-12-05 19:00:00,49
7.9,-0.5, 142.0,95.0,2021-12-05 20:00:00,49
9.7,-0.6, 127.0,98.0,2021-12-05 21:00:00,49
10.4,-0.5, 122.0,99.0,2021-12-05 22:00:00,49
12.2,-0.4, 124.0,98.0,2021-12-05 23:00:00,49
15.8,-0.4, 136.0,98.0,2021-12-06 00:00:00,49
11.2,-0.4, 135.0,98.0,2021-12-06 01:00:00,49
12.6,-0.4, 141.0,98.0,2021-12-06 02:00:00,49
9.0,-0.3, 124.0,99.0,2021-12-06 03:00:00,49
14.4,-0.3, 105.0,99.0,2021-12-06 04:00:00,49
8.6,-0.3, 113.0,99.0,2021-12-06 05:00:00,49
10.1,-0.2, 135.0,99.0,2021-12-06 06:00:00,49
10.1,0.0, 109.0,99.0,2021-12-06 07:00:00,49
8.6,0.0, 125.0,100.0,2021-12-06 08:00:00,49
10.8,0.2, 126.0,100.0,2021-12-06 09:00:00,49
6.1,0.1, 123.0,100.0,2021-12-06 10:00:00,49
5.0,0.2, 107.0,100.0,2021-12-06 11:00:00,49
6.5,0.4, 118.0,100.0,2021-12-06 12:00:00,49
7.9,0.6, 111.0,100.0,2021-12-06 13:00:00,49
4.3,0.5, 126.0,99.0,2021-12-06 14:00:00,49
0.4,0.3, 234.0,100.0,2021-12-06 15:00:00,49
5.4,0.3, 305.0,100.0,2021-12-06 16:00:00,49
3.2,0.2, 316.0,100.0,2021-12-06 17:00:00,49
0.7,0.4, 158.0,100.0,2021-12-06 18:00:00,49
5.0,0.4, 297.0,100.0,2021-12-06 19:00:00,49
5.0,0.3, 286.0,100.0,2021-12-06 20:00:00,49
3.6,0.2, 306.0,100.0,2021-12-06 21:00:00,49
4.0,0.2, 304.0,100.0,2021-12-06 22:00:00,49
3.6,0.3, 307.0,100.0,2021-12-06 23:00:00,49
2.9,0.2, 310.0,100.0,2021-12-07 00:00:00,49
5.4,0.2, 318.0,100.0,2021-12-07 01:00:00,49
2.2,0.2, 303.0,100.0,2021-12-07 02:00:00,49
1.8,0.1, 294.0,100.0,2021-12-07 03:00:00,49
5.4,0.1, 307.0,100.0,2021-12-07 04:00:00,49
3.6,0.2, 311.0,100.0,2021-12-07 05:00:00,49
2.2,0.2, 308.0,100.0,2021-12-07 06:00:00,49
5.0,0.2, 323.0,100.0,2021-12-07 07:00:00,49
3.2,0.3, 319.0,100.0,2021-12-07 08:00:00,49
5.0,0.4, 320.0,100.0,2021-12-07 09:00:00,49
5.4,0.8, 306.0,100.0,2021-12-07 10:00:00,49
1.4,1.4, 335.0,100.0,2021-12-07 11:00:00,49
4.3,1.7, 126.0,100.0,2021-12-07 12:00:00,49
8.6,2.1, 110.0,100.0,2021-12-07 13:00:00,49
7.6,2.5, 102.0,100.0,2021-12-07 14:00:00,49
7.9,2.5, 101.0,100.0,2021-12-07 15:00:00,49
1.8,2.1, 48.0,100.0,2021-12-07 16:00:00,49
2.5,1.5, 346.0,100.0,2021-12-07 17:00:00,49
5.8,2.2, 274.0,100.0,2021-12-07 18:00:00,49
5.0,1.1, 304.0,100.0,2021-12-07 19:00:00,49
10.1,1.7, 291.0,100.0,2021-12-07 20:00:00,49
6.8,1.9, 291.0,100.0,2021-12-07 21:00:00,49
4.3,1.1, 340.0,100.0,2021-12-07 22:00:00,49
6.5,0.9, 312.0,100.0,2021-12-07 23:00:00,49
16.6,2.3, 311.0,100.0,2021-12-08 00:00:00,49
23.0,2.5, 301.0,100.0,2021-12-08 01:00:00,49
13.3,2.4, 300.0,95.0,2021-12-08 02:00:00,49
9.7,1.1, 277.0,93.0,2021-12-08 03:00:00,49
5.0,-0.8, 278.0,97.0,2021-12-08 04:00:00,49
8.6,0.1, 264.0,98.0,2021-12-08 05:00:00,49
11.9,0.3, 280.0,97.0,2021-12-08 06:00:00,49
7.6,-0.9, 302.0,96.0,2021-12-08 07:00:00,49
7.9,-2.0, 310.0,97.0,2021-12-08 08:00:00,49
9.0,0.6, 298.0,92.0,2021-12-08 09:00:00,49
3.2,2.7, 237.0,87.0,2021-12-08 10:00:00,49
6.1,3.8, 141.0,79.0,2021-12-08 11:00:00,49
4.0,3.8, 136.0,78.0,2021-12-08 12:00:00,49
3.2,2.6, 147.0,93.0,2021-12-08 13:00:00,49
1.8,1.7, 156.0,93.0,2021-12-08 14:00:00,49
5.0,0.3, 208.0,97.0,2021-12-08 15:00:00,49
3.6,-0.7, 292.0,99.0,2021-12-08 16:00:00,49
0.7,-1.0, 316.0,99.0,2021-12-08 17:00:00,49
2.5,-1.2, 259.0,100.0,2021-12-08 18:00:00,49
3.2,-1.6, 290.0,100.0,2021-12-08 19:00:00,49
5.0,-0.8, 289.0,100.0,2021-12-08 20:00:00,49
4.7,-1.6, 315.0,100.0,2021-12-08 21:00:00,49
5.4,-1.7, 303.0,100.0,2021-12-08 22:00:00,49
8.3,-1.6, 304.0,100.0,2021-12-08 23:00:00,49
3.2,-1.2, 284.0,100.0,2021-12-09 00:00:00,49
10.1,-1.2, 316.0,100.0,2021-12-09 01:00:00,49
5.8,-0.7, 298.0,100.0,2021-12-09 02:00:00,49
9.4,0.0, 230.0,100.0,2021-12-09 03:00:00,49
4.3,-0.6, 305.0,100.0,2021-12-09 04:00:00,49
4.0,-0.9, 301.0,100.0,2021-12-09 05:00:00,49
6.5,-0.2, 277.0,100.0,2021-12-09 06:00:00,49
7.2,0.0, 302.0,100.0,2021-12-09 07:00:00,49
3.2,-1.0, 315.0,100.0,2021-12-09 08:00:00,49
9.4,0.2, 299.0,100.0,2021-12-09 09:00:00,49
10.4,2.4, 287.0,93.0,2021-12-09 10:00:00,49
13.0,3.3, 329.0,79.0,2021-12-09 11:00:00,49
7.9,3.8, 53.0,81.0,2021-12-09 12:00:00,49
4.3,3.2, 139.0,87.0,2021-12-09 13:00:00,49
1.4,1.7, 20.0,97.0,2021-12-09 14:00:00,49
2.5,0.7, 238.0,98.0,2021-12-09 15:00:00,49
2.9,0.0, 277.0,99.0,2021-12-09 16:00:00,49
3.2,-1.1, 279.0,100.0,2021-12-09 17:00:00,49
7.6,-2.0, 315.0,100.0,2021-12-09 18:00:00,49
3.2,-1.5, 293.0,100.0,2021-12-09 19:00:00,49
4.0,-1.1, 286.0,100.0,2021-12-09 20:00:00,49
3.6,-0.9, 318.0,100.0,2021-12-09 21:00:00,49
6.5,-0.6, 243.0,100.0,2021-12-09 22:00:00,49
3.2,-1.2, 294.0,100.0,2021-12-09 23:00:00,49
