pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,week_of_year
0.0, 24.29, 49.36, None, None, None, None, None, None, None, 13.0, 24.3, 24.3, 0.0, None, 31.8, None, 49.0, None,2021-07-02 00:00:00, None,27
1.7, 18.77, 87.7, None, None, None, None, None, None, None, 17.0, 18.8, 18.8, 1.7, None, 31.8, None, 88.0, None,2021-07-02 01:00:00, None,27
15.1, 17.75, 92.0, None, None, None, None, None, None, None, 16.0, 17.8, 17.7, 13.4, None, 31.8, None, 92.0, None,2021-07-02 02:00:00, None,27
15.1, 17.94, 93.1, None, None, None, None, None, None, None, 17.0, 17.9, 17.6, 0.0, None, 31.8, None, 93.0, None,2021-07-02 03:00:00, None,27
15.4, 17.99, 93.3, None, None, None, None, None, None, None, 17.0, 18.0, 17.6, 0.3, None, 31.8, None, 93.0, None,2021-07-02 04:00:00, None,27
15.4, 17.71, 93.5, None, None, None, None, None, None, None, 17.0, 17.7, 17.6, 0.1, None, 31.8, None, 94.0, None,2021-07-02 05:00:00, None,27
15.4, 17.58, 93.8, None, None, None, None, None, None, None, 17.0, 17.6, 17.5, 0.0, None, 31.8, None, 94.0, None,2021-07-02 06:00:00, None,27
15.4, 17.5, 93.9, None, None, None, None, None, None, None, 17.0, 17.5, 17.5, 0.0, None, 17.6, None, 94.0, None,2021-07-02 07:00:00, None,27
15.4, 18.03, 94.1, None, None, None, None, None, None, None, 17.0, 18.0, 17.4, 0.1, None, 18.0, None, 94.0, None,2021-07-02 08:00:00, None,27
15.4, 19.02, 93.9, None, None, None, None, None, None, None, 18.0, 19.0, 17.4, 0.0, None, 19.2, None, 94.0, None,2021-07-02 09:00:00, None,27
15.4, 21.3, 76.84, None, None, None, None, None, None, None, 17.0, 21.3, 17.4, 0.0, None, 21.3, None, 77.0, None,2021-07-02 10:00:00, None,27
15.4, 23.99, 56.67, None, None, None, None, None, None, None, 15.0, 24.0, 17.4, 0.0, None, 24.1, None, 57.0, None,2021-07-02 11:00:00, None,27
15.4, 26.54, 44.24, None, None, None, None, None, None, None, 13.0, 26.5, 17.4, 0.0, None, 26.6, None, 44.0, None,2021-07-02 12:00:00, None,27
15.4, 28.75, 34.63, None, None, None, None, None, None, None, 11.0, 28.8, 17.4, 0.0, None, 29.0, None, 35.0, None,2021-07-02 13:00:00, None,27
15.4, 30.76, 34.06, None, None, None, None, None, None, None, 13.0, 30.8, 17.4, 0.0, None, 31.0, None, 34.0, None,2021-07-02 14:00:00, None,27
15.4, 32.07, 25.22, None, None, None, None, None, None, None, 9.0, 32.1, 17.4, 0.0, None, 32.2, None, 25.0, None,2021-07-02 15:00:00, None,27
15.4, 33.27, 23.32, None, None, None, None, None, None, None, 10.0, 33.3, 17.4, 0.0, None, 33.3, None, 23.0, None,2021-07-02 16:00:00, None,27
15.4, 33.07, 27.56, None, None, None, None, None, None, None, 15.0, 33.1, 17.4, 0.0, None, 33.8, None, 28.0, None,2021-07-02 17:00:00, None,27
15.4, 30.15, 41.19, None, None, None, None, None, None, None, 17.0, 30.2, 17.4, 0.0, None, 33.8, None, 41.0, None,2021-07-02 18:00:00, None,27
15.4, 26.7, 57.72, None, None, None, None, None, None, None, 18.0, 26.7, 26.7, 0.0, None, 30.6, None, 58.0, None,2021-07-02 19:00:00, None,27
15.4, 26.41, 58.63, None, None, None, None, None, None, None, 18.0, 26.4, 25.3, 0.0, None, 30.6, None, 59.0, None,2021-07-02 20:00:00, None,27
15.4, 23.79, 68.8, None, None, None, None, None, None, None, 18.0, 23.8, 23.8, 0.0, None, 30.6, None, 69.0, None,2021-07-02 21:00:00, None,27
15.4, 22.11, 75.87, None, None, None, None, None, None, None, 18.0, 22.1, 22.1, 0.0, None, 30.6, None, 76.0, None,2021-07-02 22:00:00, None,27
15.4, 21.25, 73.69, None, None, None, None, None, None, None, 16.0, 21.3, 21.1, 0.0, None, 30.6, None, 74.0, None,2021-07-02 23:00:00, None,27
