station_observations
time, ONE_DAY_PRECIPITATION, MAX_TEMP, MIN_TEMP
2015-01-01 00:00:00, 0.0, -0.1, -4.7
2015-01-02 00:00:00, 5.0, 0.4, -2.1
2015-01-03 00:00:00, 8.0, 0.1, -3.6
2015-01-04 00:00:00, 51.1, 0.2, 0.1
2015-01-05 00:00:00, 12.9, 0.3, 0.1
2015-01-06 00:00:00, 0.0, 0.4, 0.1
2015-01-07 00:00:00, 5.0, 0.8, -0.6
2015-01-08 00:00:00, 0.0, 0.8, -1.9
2015-01-09 00:00:00, 0.0, 0.7, -0.6
2015-01-10 00:00:00, 0.0, 1.2, -0.3
2015-01-11 00:00:00, 0.0, 1.2, -0.2
2015-01-12 00:00:00, 0.0, 1.4, 0.4
2015-01-13 00:00:00, 0.0, 1.9, 0.8
2015-01-14 00:00:00, 0.0, 2.5, 0.7
2015-01-15 00:00:00, 23.1, 4.0, 1.0
2015-01-16 00:00:00, 3.9, 2.9, -0.2
2015-01-17 00:00:00, 17.1, 3.4, 1.3
2015-01-18 00:00:00, 22.9, 3.9, 0.7
2015-01-19 00:00:00, 0.0, 3.5, -0.5
2015-01-20 00:00:00, 1.0, 2.6, -0.3
2015-01-21 00:00:00, 6.0, 3.2, 1.8
2015-01-22 00:00:00, 10.0, 5.0, 2.4
2015-01-23 00:00:00, 17.0, 5.1, 3.4
2015-01-24 00:00:00, 5.0, 6.3, 4.0
2015-01-25 00:00:00, 2.0, 7.7, 5.3
2015-01-26 00:00:00, 0.0, 7.5, 5.0
2015-01-27 00:00:00, 0.0, 7.0, 2.6
2015-01-28 00:00:00, 0.0, 5.6, -0.5
2015-01-29 00:00:00, 0.0, 7.4, 1.1
2015-01-30 00:00:00, 0.0, 6.5, -0.4
2015-01-31 00:00:00, 5.0, 5.1, -0.3
2015-02-01 00:00:00, 4.0, 6.1, 3.6
2015-02-02 00:00:00, 6.0, 6.5, 4.7
2015-02-03 00:00:00, 1.0, 6.8, 4.3
2015-02-04 00:00:00, 12.0, 5.8, 4.6
2015-02-05 00:00:00, 41.0, 9.0, 5.1
2015-02-06 00:00:00, 26.0, 11.6, 6.4
2015-02-07 00:00:00, 12.0, 9.7, 5.8
2015-02-08 00:00:00, 13.0, 8.1, 5.5
2015-02-09 00:00:00, 7.0, 8.7, 6.3
2015-02-10 00:00:00, 1.0, 9.5, 5.6
2015-02-11 00:00:00, 1.0, 7.5, 5.4
2015-02-12 00:00:00, 18.0, 8.0, 6.6
2015-02-13 00:00:00, 21.0, 8.5, 5.9
2015-02-14 00:00:00, 0.0, 10.0, 1.9
2015-02-15 00:00:00, 0.0, 8.4, 0.3
2015-02-16 00:00:00, 0.0, 7.3, -0.9
2015-02-17 00:00:00, 0.0, 8.0, -1.5
2015-02-18 00:00:00, 0.0, 7.1, 0.3
2015-02-19 00:00:00, 3.0, 7.2, 1.3
2015-02-20 00:00:00, 0.0, 6.9, -0.6
2015-02-21 00:00:00, 0.0, 7.8, -1.7
2015-02-22 00:00:00, 0.0, 6.9, -2.5
2015-02-23 00:00:00, 0.0, 7.9, -1.8
2015-02-24 00:00:00, 0.0, 10.0, -1.1
2015-02-25 00:00:00, 3.0, 5.9, -0.1
2015-02-26 00:00:00, 13.0, 5.8, 4.3
2015-02-27 00:00:00, 1.0, 8.9, -1.0
2015-02-28 00:00:00, 0.0, 6.7, -2.8
2015-03-01 00:00:00, 1.0, 3.9, -1.5
2015-03-02 00:00:00, 1.0, 8.8, -1.2
