pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None,5.33, 102.8, None, None, None, None,48.55, None,3.326,296.9, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-15 00:00:00, None, None, None,29
None, None,4.565, None, None, None, None, None,76.6, None,0.317,104.7, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-15 01:00:00, None, None, None,29
None, None,5.147, None, None, None, None, None,25.13, None,5.461,274.9, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-15 02:00:00, None, None, None,29
None, None,4.774, None, None, None, None, None,28.3, None,5.451,284.1, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-15 03:00:00, None, None, None,29
None, None,4.308, None, None, None, None, None,28.83, None,4.453,286.5, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-07-15 04:00:00, None, None, None,29
None, None,4.346, None, None, None, None, None,21.08, None,6.087,288.4, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-07-15 05:00:00, None, None, None,29
None, None,4.651, None, None, None, None, None,25.94, None,4.699,289.5, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-15 06:00:00, None, None, None,29
None, None,5.111, None, None, None, None, None,22.6, None,5.587,282.8, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-15 07:00:00, None, None, None,29
None, None,5.361, None, None, None, None, None,28.93, None,4.907,289.0, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-15 08:00:00, None, None, None,29
None, None,5.256, None, None, None, None, None,25.87, None,6.124,293.5, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-07-15 09:00:00, None, None, None,29
None, None,6.158, None, None, None, None, None,43.18, None,3.223,300.3, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-07-15 10:00:00, None, None, None,29
None, None,6.215, None, None, None, None, None,30.03, None,4.683,296.7, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-07-15 11:00:00, None, None, None,29
None, None,7.06, 102.8, None, None, None, None,27.32, None,6.51,290.6, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-07-15 12:00:00, None, None, None,29
None, None,6.588, 102.7, None, None, None, None,16.03, None,9.44,279.2, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-07-15 13:00:00, None, None, None,29
None, None,7.34, 102.9, None, None, None, None,67.96, None,1.389,305.2, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-07-15 14:00:00, None, None, None,29
None, None,7.24, 102.9, None, None, None, None,30.86, None,5.95,294.4, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-07-15 15:00:00, None, None, None,29
None, None,6.995, None, None, None, None, None,30.14, None,6.19,287.1, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-07-15 16:00:00, None, None, None,29
None, None,7.04, None, None, None, None, None,26.41, None,5.782,295.8, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-07-15 17:00:00, None, None, None,29
