RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
39.1, None, None, None,1.815,206.9, None, None, -1.0, None, None, None, None, None, None, None, None,12.41, None, None, None, None,15.13, None, None, None, None,2016-07-15 00:00:00, None,29
39.54, None, None, None,1.759,220.1, None, None, -1.0, None, None, None, None, None, None, None, None,12.0, None, None, None, None,31.26, None, None, None, None,2016-07-15 01:00:00, None,29
41.98, None, None, None,0.812,262.7, None, None, -2.0, None, None, None, None, None, None, None, None,10.7, None, None, None, None,52.8, None, None, None, None,2016-07-15 02:00:00, None,29
43.49, None, None, None,0.733,214.6, None, None, -1.0, None, None, None, None, None, None, None, None,10.44, None, None, None, None,49.72, None, None, None, None,2016-07-15 03:00:00, None,29
44.45, None, None, None,0.167,320.0, None, None, -1.0, None, None, None, None, None, None, None, None,10.12, None, None, None, None,45.12, None, None, None, None,2016-07-15 04:00:00, None,29
44.95, None, None, None,0.688,313.2, None, None, -1.0, None, None, None, None, None, None, None, None,10.05, None, None, None, None,14.79, None, None, None, None,2016-07-15 05:00:00, None,29
46.14, None, None, None,0.69,322.7, None, None, 0.0, None, None, None, None, None, None, None, None,10.75, None, None, None, None,26.13, None, None, None, None,2016-07-15 06:00:00, None,29
45.44, None, None, None,0.135,22.24, None, None, 0.0, None, None, None, None, None, None, None, None,11.2, None, None, None, None,51.03, None, None, None, None,2016-07-15 07:00:00, None,29
43.3, None, None, None,0.351,102.9, None, None, -1.0, None, None, None, None, None, None, None, None,11.41, None, None, None, None,52.63, None, None, None, None,2016-07-15 08:00:00, None,29
41.98, None, None, None,0.688,36.8, None, None, 0.0, None, None, None, None, None, None, None, None,12.26, None, None, None, None,39.73, None, None, None, None,2016-07-15 09:00:00, None,29
40.37, None, None, None,0.849,75.8, None, None, 0.0, None, None, None, None, None, None, None, None,13.61, None, None, None, None,42.5, None, None, None, None,2016-07-15 10:00:00, None,29
38.11, None, None, None,0.963,47.9, None, None, 1.0, None, None, None, None, None, None, None, None,15.16, None, None, None, None,44.8, None, None, None, None,2016-07-15 11:00:00, None,29
35.31, None, None, None,1.984,47.77, None, None, 2.0, None, None, None, None, None, None, None, None,17.88, None, None, None, None,45.99, None, None, None, None,2016-07-15 12:00:00, None,29
32.86, None, None, None,2.959,105.8, None, None, 4.0, None, None, None, None, None, None, None, None,21.16, None, None, None, None,31.6, None, None, None, None,2016-07-15 13:00:00, None,29
30.38, None, None, None,2.556,110.8, None, None, 4.0, None, None, None, None, None, None, None, None,22.75, None, None, None, None,36.93, None, None, None, None,2016-07-15 14:00:00, None,29
29.01, None, None, None,1.79,123.0, None, None, 3.0, None, None, None, None, None, None, None, None,22.02, None, None, None, None,47.2, None, None, None, None,2016-07-15 15:00:00, None,29
31.26, None, None, None,0.334,113.1, None, None, 2.0, None, None, None, None, None, None, None, None,19.84, None, None, None, None,68.14, None, None, None, None,2016-07-15 16:00:00, None,29
29.8, None, None, None,1.854,120.9, None, None, 4.0, None, None, None, None, None, None, None, None,21.98, None, None, None, None,39.0, None, None, None, None,2016-07-15 17:00:00, None,29
27.94, None, None, None,0.34,43.13, None, None, 4.0, None, None, None, None, None, None, None, None,23.03, None, None, None, None,75.3, None, None, None, None,2016-07-15 18:00:00, None,29
28.3, None, None, None,1.316,26.07, None, None, 3.0, None, None, None, None, None, None, None, None,21.84, None, None, None, None,56.59, None, None, None, None,2016-07-15 19:00:00, None,29
32.52, None, None, None,0.472,25.53, None, None, 1.0, None, None, None, None, None, None, None, None,17.33, None, None, None, None,68.56, None, None, None, None,2016-07-15 21:00:00, None,29
35.45, None, None, None,2.817,213.7, None, None, 0.0, None, None, None, None, None, None, None, None,15.22, None, None, None, None,32.68, None, None, None, None,2016-07-15 22:00:00, None,29
