RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
77.9, None, None, None,0.789,353.0, None, None, 13.0,985.0, None, None, None, None, None, None, None, None,16.73, None, None, None, None,25.8, None, None, None, None, None,2016-07-15 00:00:00, None,29
83.1, None, None, None,0.878,332.6, None, None, 13.0,985.0, None, None, None, None, None, None, None, None,15.83, None, None, None, None,26.02, None, None, None, None, None,2016-07-15 01:00:00, None,29
84.5, None, None, None,1.67,340.1, None, None, 14.0,987.0, None, None, None, None, None, None, None, None,16.22, None, None, None, None,32.08, None, None, None, None, None,2016-07-15 02:00:00, None,29
98.6, None, None, None,0.054,291.1, None, None, 15.0,987.0, None, None, None, None, None, None, None, None,14.77, None, None, None, None,77.0, None, None, None, None, None,2016-07-15 03:00:00, None,29
99.6, None, None, None,0.247,31.77, None, None, 14.0,987.0, None, None, None, None, None, None, None, None,14.34, None, None, None, None,24.63, None, None, None, None, None,2016-07-15 04:00:00, None,29
99.7, None, None, None,0.172,41.54, None, None, 14.0,987.0, None, None, None, None, None, None, None, None,13.78, None, None, None, None,5.674, None, None, None, None, None,2016-07-15 05:00:00, None,29
99.9, None, None, None,0.242,37.16, None, None, 14.0,987.0, None, None, None, None, None, None, None, None,13.6, None, None, None, None,6.849, None, None, None, None, None,2016-07-15 06:00:00, None,29
100.0, None, None, None,1.0,25.27, None, None, 14.0,987.0, None, None, None, None, None, None, None, None,14.1, None, None, None, None,8.61, None, None, None, None, None,2016-07-15 07:00:00, None,29
100.0, None, None, None,0.023,14.73, None, None, 15.0,987.0, None, None, None, None, None, None, None, None,14.56, None, None, None, None,67.09, None, None, None, None, None,2016-07-15 08:00:00, None,29
99.9, None, None, None,0.226,212.1, None, None, 15.0,987.0, None, None, None, None, None, None, None, None,14.71, None, None, None, None,43.26, None, None, None, None, None,2016-07-15 09:00:00, None,29
