pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
0.0, 5.187, 65.89, 11.5, 66.0, -1.0, 5.2, 5.1, -1.0, 0.0, 0.0,2022-04-02 00:00:00, None, 949.0,14
0.0, 4.942, 67.68, 11.5, 68.0, 0.0, 4.9, 4.8, 0.0, 0.0, 0.0,2022-04-02 01:00:00, None, 948.0,14
0.0, 3.794, 70.17, 11.5, 70.0, -1.0, 3.8, 3.7, -1.0, 0.0, 0.0,2022-04-02 02:00:00, None, 948.0,14
0.0, 4.284, 71.16, 11.5, 71.0, -1.0, 4.3, 3.7, -1.0, 0.0, 0.0,2022-04-02 03:00:00, None, 949.0,14
0.0, 4.277, 71.89, 11.5, 72.0, 0.0, 4.3, 3.7, 0.0, 0.0, 0.0,2022-04-02 04:00:00, None, 948.0,14
0.0, 4.217, 73.95, 11.5, 74.0, 0.0, 4.2, 3.7, 0.0, 0.0, 0.0,2022-04-02 05:00:00, None, 949.0,14
0.0, 3.415, 77.0, 11.5, 77.0, 0.0, 3.4, 3.1, 0.0, 0.0, 0.0,2022-04-02 06:00:00, None, 949.0,14
0.0, 2.019, 80.6, 3.4, 81.0, -1.0, 2.0, 2.0, -1.0, 0.0, 0.0,2022-04-02 07:00:00, None, 950.0,14
0.0, 2.278, 82.6, 3.4, 83.0, 0.0, 2.3, 1.7, 0.0, 0.0, 0.0,2022-04-02 08:00:00, None, 951.0,14
0.0, 4.34, 69.21, 4.5, 69.0, -1.0, 4.3, 1.7, -1.0, 0.0, 0.0,2022-04-02 09:00:00, None, 951.0,14
0.0, 7.598, 44.3, 7.7, 44.0, -4.0, 7.6, 1.7, -4.0, 0.0, 0.0,2022-04-02 10:00:00, None, 951.0,14
0.0, 8.43, 33.83, 8.5, 34.0, -7.0, 8.4, 1.7, -7.0, 0.0, 0.0,2022-04-02 11:00:00, None, 952.0,14
0.0, 9.64, 30.24, 9.5, 30.0, -7.0, 9.6, 1.7, -7.0, 0.0, 0.0,2022-04-02 12:00:00, None, 952.0,14
0.0, 9.16, 30.95, 9.8, 31.0, -7.0, 9.2, 1.7, -7.0, 0.0, 0.0,2022-04-02 13:00:00, None, 953.0,14
0.0, 8.93, 31.89, 9.8, 32.0, -7.0, 8.9, 1.7, -7.0, 0.0, 0.0,2022-04-02 14:00:00, None, 953.0,14
0.0, 10.07, 31.11, 10.1, 31.0, -6.0, 10.1, 1.7, -6.0, 0.0, 0.0,2022-04-02 15:00:00, None, 953.0,14
0.0, 9.89, 30.45, 10.4, 30.0, -7.0, 9.9, 1.7, -7.0, 0.0, 0.0,2022-04-02 16:00:00, None, 953.0,14
0.0, 9.52, 32.2, 10.4, 32.0, -6.0, 9.5, 1.7, -6.0, 0.0, 0.0,2022-04-02 17:00:00, None, 953.0,14
0.0, 8.74, 36.06, 10.4, 36.0, -5.0, 8.7, 1.7, -5.0, 0.0, 0.0,2022-04-02 18:00:00, None, 954.0,14
0.0, 6.792, 48.62, 8.8, 49.0, -3.0, 6.8, 6.6, -3.0, 0.0, 0.0,2022-04-02 19:00:00, None, 954.0,14
0.0, 5.712, 54.71, 8.8, 55.0, -3.0, 5.7, 5.6, -3.0, 0.0, 0.0,2022-04-02 20:00:00, None, 954.0,14
0.0, 4.484, 61.17, 8.8, 61.0, -2.0, 4.5, 4.3, -2.0, 0.0, 0.0,2022-04-02 21:00:00, None, 954.0,14
0.0, 3.775, 61.91, 8.8, 62.0, -3.0, 3.8, 3.6, -3.0, 0.0, 0.0,2022-04-02 22:00:00, None, 955.0,14
0.0, 2.759, 63.39, 8.8, 63.0, -3.0, 2.8, 2.8, -3.0, 0.0, 0.0,2022-04-02 23:00:00, None, 954.0,14
0.0, 2.31, 69.27, 8.8, 69.0, -3.0, 2.3, 2.3, -3.0, 0.0, 0.0,2022-04-03 00:00:00, None, 953.0,14
0.0, 2.511, 70.94, 8.8, 71.0, -2.0, 2.5, 2.1, -2.0, 0.0, 0.0,2022-04-03 01:00:00, None, 952.0,14
0.0, 2.519, 71.9, 8.8, 72.0, -2.0, 2.5, 2.1, -2.0, 0.0, 0.0,2022-04-03 02:00:00, None, 952.0,14
0.0, 2.448, 73.9, 8.8, 74.0, -1.0, 2.4, 2.1, -1.0, 0.0, 0.0,2022-04-03 03:00:00, None, 951.0,14
0.0, 2.65, 72.91, 8.8, 73.0, -2.0, 2.7, 2.1, -2.0, 0.0, 0.0,2022-04-03 04:00:00, None, 951.0,14
0.0, 2.642, 71.07, 8.8, 71.0, -2.0, 2.6, 2.1, -2.0, 0.0, 0.0,2022-04-03 05:00:00, None, 950.0,14
0.0, 2.186, 75.15, 8.8, 75.0, -2.0, 2.2, 2.1, -2.0, 0.0, 0.0,2022-04-03 06:00:00, None, 949.0,14
0.0, 1.388, 78.6, 2.2, 79.0, -2.0, 1.4, 1.4, -2.0, 0.0, 0.0,2022-04-03 07:00:00, None, 949.0,14
0.0, 1.927, 78.25, 2.2, 78.0, -1.0, 1.9, 1.2, -1.0, 0.0, 0.0,2022-04-03 08:00:00, None, 948.0,14
0.0, 4.173, 62.57, 4.1, 63.0, -2.0, 4.2, 1.2, -2.0, 0.0, 0.0,2022-04-03 09:00:00, None, 947.0,14
0.0, 5.92, 46.4, 6.2, 46.0, -5.0, 5.9, 1.2, -5.0, 0.0, 0.0,2022-04-03 10:00:00, None, 947.0,14
0.0, 8.1, 40.13, 8.4, 40.0, -4.0, 8.1, 1.2, -4.0, 0.0, 0.0,2022-04-03 11:00:00, None, 946.0,14
0.0, 8.86, 38.83, 9.1, 39.0, -4.0, 8.9, 1.2, -4.0, 0.0, 0.0,2022-04-03 12:00:00, None, 944.0,14
0.0, 10.01, 39.23, 10.0, 39.0, -3.0, 10.0, 1.2, -3.0, 0.0, 0.0,2022-04-03 13:00:00, None, 944.0,14
