AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
7.6, 0.0,0.0, 3.9,2020-10-28 00:00:00, 102.0, 100.0,44
7.7, None,0.0, 5.0,2020-10-28 00:15:00, 114.0, 100.0,44
7.7, None,0.0, 6.3,2020-10-28 00:30:00, 113.0, 100.0,44
7.6, None,0.0, 5.4,2020-10-28 00:45:00, 111.0, 100.0,44
7.8, 0.0,0.0, 8.3,2020-10-28 01:00:00, 209.0, 100.0,44
7.8, None,0.0, 6.7,2020-10-28 01:15:00, 130.0, 100.0,44
7.8, None,0.0, 6.7,2020-10-28 01:30:00, 173.0, 100.0,44
7.8, None,0.0, 6.7,2020-10-28 01:45:00, 57.0, 100.0,44
7.9, 0.0,0.0, 5.4,2020-10-28 02:00:00, 46.0, 100.0,44
8.0, None,0.0, 5.3,2020-10-28 02:15:00, 54.0, 100.0,44
7.9, None,0.0, 6.1,2020-10-28 02:30:00, 129.0, 100.0,44
8.0, None,0.0, 6.3,2020-10-28 02:45:00, 108.0, 100.0,44
8.0, 0.0,0.0, 7.0,2020-10-28 03:00:00, 201.0, 100.0,44
8.0, None,0.0, 7.1,2020-10-28 03:15:00, 186.0, 100.0,44
8.0, None,0.0, 6.7,2020-10-28 03:30:00, 141.0, 100.0,44
8.0, None,0.0, 6.8,2020-10-28 03:45:00, 192.0, 100.0,44
8.0, 0.0,0.0, 8.0,2020-10-28 04:00:00, 189.0, 100.0,44
8.0, None,0.0, 9.0,2020-10-28 04:15:00, 195.0, 100.0,44
7.9, None,0.0, 6.2,2020-10-28 04:30:00, 75.0, 100.0,44
7.9, None,0.0, 5.5,2020-10-28 04:45:00, 89.0, 100.0,44
7.9, 0.0,0.0, 6.8,2020-10-28 05:00:00, 218.0, 100.0,44
7.9, None,0.0, 5.5,2020-10-28 05:15:00, 91.0, 100.0,44
7.9, None,0.0, 4.8,2020-10-28 05:30:00, 112.0, 100.0,44
7.9, None,0.0, 6.2,2020-10-28 05:45:00, 233.0, 100.0,44
7.9, 0.0,0.0, 5.5,2020-10-28 06:00:00, 109.0, 100.0,44
7.9, None,0.0, 4.7,2020-10-28 06:15:00, 115.0, 100.0,44
7.9, None,0.0, 4.7,2020-10-28 06:30:00, 97.0, 100.0,44
7.9, None,0.0, 4.3,2020-10-28 06:45:00, 69.0, 100.0,44
7.9, 0.0,0.0, 4.8,2020-10-28 07:00:00, 120.0, 100.0,44
7.8, None,0.0, 4.5,2020-10-28 07:15:00, 117.0, 100.0,44
7.8, None,0.0, 3.9,2020-10-28 07:30:00, 24.0, 100.0,44
7.8, None,0.0, 3.6,2020-10-28 07:45:00, 91.0, 100.0,44
7.9, 0.0,0.0, 3.5,2020-10-28 08:00:00, 67.0, 100.0,44
8.0, None,0.0, 3.5,2020-10-28 08:15:00, 82.0, 100.0,44
8.0, None,0.0, 5.1,2020-10-28 08:30:00, 138.0, 100.0,44
8.1, None,0.0, 6.0,2020-10-28 08:45:00, 156.0, 100.0,44
8.2, 0.0,0.0, 3.6,2020-10-28 09:00:00, 94.0, 100.0,44
8.3, None,0.0, 3.8,2020-10-28 09:15:00, 53.0, 100.0,44
8.2, None,0.254, 4.6,2020-10-28 09:30:00, 70.0, 100.0,44
8.4, None,0.0, 4.4,2020-10-28 09:45:00, 79.0, 100.0,44
8.4, 0.0,0.0, 5.7,2020-10-28 10:00:00, 97.0, 100.0,44
