pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,week_of_year
0.8, 1.077, 94.6, 1.2, 95.0, 0.0, 1.1, 0.8, 0.0, 0.0, 0.0,2021-11-26 00:00:00, None,48
0.8, 1.119, 94.7, 1.2, 95.0, 0.0, 1.1, 0.8, 0.0, 0.0, 0.0,2021-11-26 01:00:00, None,48
0.8, 1.332, 93.8, 1.5, 94.0, 1.0, 1.3, 0.8, 1.0, 0.0, 0.0,2021-11-26 02:00:00, None,48
0.3, 1.129, 95.0, 1.5, 95.0, 0.0, 1.1, 0.8, 0.0, 0.0, 0.0,2021-11-26 03:00:00, None,48
0.3, 0.87, 95.7, 1.5, 96.0, 0.0, 0.9, 0.7, 0.0, 0.0, 0.0,2021-11-26 04:00:00, None,48
0.3, 1.151, 95.5, 1.5, 96.0, 1.0, 1.2, 0.7, 1.0, 0.0, 0.0,2021-11-26 05:00:00, None,48
0.3, 1.478, 94.4, 1.6, 94.0, 1.0, 1.5, 0.7, 1.0, 0.0, 0.0,2021-11-26 06:00:00, None,48
0.3, 1.683, 92.5, 1.8, 93.0, 0.0, 1.7, 1.4, 0.0, 0.0, 0.0,2021-11-26 07:00:00, None,48
0.3, 2.029, 90.1, 2.2, 90.0, 1.0, 2.0, 1.4, 1.0, 0.0, 0.0,2021-11-26 08:00:00, None,48
0.0, 2.279, 88.7, 2.4, 89.0, 1.0, 2.3, 1.4, 1.0, 0.0, 0.0,2021-11-26 09:00:00, None,48
0.0, 2.553, 88.1, 2.5, 88.0, 1.0, 2.6, 1.4, 1.0, 0.0, 0.0,2021-11-26 10:00:00, None,48
0.0, 3.093, 85.1, 3.1, 85.0, 1.0, 3.1, 1.4, 1.0, 0.0, 0.0,2021-11-26 11:00:00, None,48
0.0, 3.302, 84.3, 3.4, 84.0, 1.0, 3.3, 1.4, 1.0, 0.0, 0.0,2021-11-26 12:00:00, None,48
0.0, 3.172, 86.0, 3.4, 86.0, 1.0, 3.2, 1.4, 1.0, 0.0, 0.0,2021-11-26 13:00:00, None,48
0.0, 3.463, 85.3, 3.6, 85.0, 1.0, 3.5, 1.4, 1.0, 0.0, 0.0,2021-11-26 14:00:00, None,48
0.0, 3.14, 86.4, 3.6, 86.0, 1.0, 3.1, 1.4, 1.0, 0.0, 0.0,2021-11-26 15:00:00, None,48
0.0, 1.483, 91.8, 3.6, 92.0, 0.0, 1.5, 1.4, 0.0, 0.0, 0.0,2021-11-26 16:00:00, None,48
0.0, 1.365, 94.4, 3.6, 94.0, 0.0, 1.4, 0.6, 0.0, 0.0, 0.0,2021-11-26 17:00:00, None,48
0.0, 0.234, 95.0, 3.6, 95.0, -1.0, 0.2, 0.3, -1.0, 0.0, 0.0,2021-11-26 18:00:00, None,48
0.0, -0.167, 96.0, 0.3, 96.0, -1.0, -0.2, -0.2, -1.0, 0.0, 0.0,2021-11-26 19:00:00, None,48
0.0, 0.044, 96.8, 0.3, 97.0, 0.0, 0.0, -0.2, 0.0, 0.0, 0.0,2021-11-26 20:00:00, None,48
0.0, 0.193, 96.9, 0.3, 97.0, 0.0, 0.2, -0.2, 0.0, 0.0, 0.0,2021-11-26 21:00:00, None,48
0.0, 0.415, 96.7, 0.6, 97.0, 0.0, 0.4, -0.2, 0.0, 0.0, 0.0,2021-11-26 22:00:00, None,48
0.0, -0.182, 96.7, 0.6, 97.0, 0.0, -0.2, -0.2, 0.0, 0.0, 0.0,2021-11-26 23:00:00, None,48
0.0, -0.058, 96.8, 0.6, 97.0, -1.0, -0.1, -0.2, -1.0, 0.0, 0.0,2021-11-27 00:00:00, None,48
0.0, 0.183, 96.9, 0.6, 97.0, 0.0, 0.2, -0.2, 0.0, 0.0, 0.0,2021-11-27 01:00:00, None,48
0.0, 0.319, 96.6, 0.6, 97.0, 0.0, 0.3, -0.2, 0.0, 0.0, 0.0,2021-11-27 02:00:00, None,48
0.0, -0.139, 96.7, 0.6, 97.0, 0.0, -0.1, -0.2, 0.0, 0.0, 0.0,2021-11-27 03:00:00, None,48
0.0, -0.1, 96.7, 0.6, 97.0, -1.0, -0.1, -0.2, -1.0, 0.0, 0.0,2021-11-27 04:00:00, None,48
0.0, -0.404, 96.5, 0.6, 97.0, -1.0, -0.4, -0.4, -1.0, 0.0, 0.0,2021-11-27 05:00:00, None,48
0.0, -0.839, 96.7, 0.6, 97.0, -1.0, -0.8, -0.9, -1.0, 0.0, 0.0,2021-11-27 06:00:00, None,48
0.0, -0.705, 96.9, -0.6, 97.0, -1.0, -0.7, -1.1, -1.0, 0.0, 0.0,2021-11-27 07:00:00, None,48
0.0, -0.19, 96.8, -0.2, 97.0, -1.0, -0.2, -1.1, -1.0, 0.0, 0.0,2021-11-27 08:00:00, None,48
0.0, 0.413, 96.2, 0.4, 96.0, 0.0, 0.4, -1.1, 0.0, 0.0, 0.0,2021-11-27 09:00:00, None,48
0.0, 1.093, 95.4, 1.1, 95.0, 1.0, 1.1, -1.1, 1.0, 0.0, 0.0,2021-11-27 10:00:00, None,48
0.0, 2.058, 93.5, 2.0, 94.0, 1.0, 2.1, -1.1, 1.0, 0.0, 0.0,2021-11-27 11:00:00, None,48
0.0, 4.408, 79.59, 4.4, 80.0, 1.0, 4.4, -1.1, 1.0, 0.0, 0.0,2021-11-27 12:00:00, None,48
0.0, 4.465, 81.9, 4.9, 82.0, 2.0, 4.5, -1.1, 2.0, 0.0, 0.0,2021-11-27 13:00:00, None,48
0.0, 3.404, 87.9, 4.9, 88.0, 2.0, 3.4, -1.1, 2.0, 0.0, 0.0,2021-11-27 14:00:00, None,48
0.0, 3.222, 89.9, 4.9, 90.0, 2.0, 3.2, -1.1, 2.0, 0.1, 0.0,2021-11-27 15:00:00, None,48
0.2, 2.573, 94.0, 4.9, 94.0, 2.0, 2.6, -1.1, 2.0, 0.2, 0.0,2021-11-27 16:00:00, None,48
