pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
9.9, None, -2.217, 93.5, None, None, None, None, None, 0.0, None, None, -3.0, None, -2.2, -2.7, 0.2, -3.0, None, None, -0.9, 94.0, None,2021-11-26 00:00:00, 97.0, None, 97.4, 423.0,48
10.4, None, -2.454, 98.1, None, None, None, None, None, 1.0, None, None, -3.0, None, -2.5, -2.7, 0.7, -3.0, None, None, -0.9, 98.0, None,2021-11-26 01:00:00, 98.0, None, 97.9, 423.0,48
10.6, None, -2.654, 99.6, None, None, None, None, None, 0.0, None, None, -3.0, None, -2.7, -2.7, 0.5, -3.0, None, None, -0.9, 100.0, None,2021-11-26 02:00:00, 98.0, None, 97.9, 422.0,48
10.5, None, -2.597, 100.6, None, None, None, None, None, 1.0, None, None, -3.0, None, -2.6, -2.7, 0.3, -3.0, None, None, -0.9, 101.0, None,2021-11-26 03:00:00, 99.0, None, 98.5, 422.0,48
10.0, None, -2.626, 100.6, None, None, None, None, None, 1.0, None, None, -3.0, None, -2.6, -2.7, 0.0, -3.0, None, None, -0.9, 101.0, None,2021-11-26 04:00:00, 99.0, None, 99.4, 422.0,48
10.0, None, -2.436, 83.2, None, None, None, None, None, 0.0, None, None, -5.0, None, -2.4, -2.7, 0.5, -5.0, None, None, -0.9, 83.0, None,2021-11-26 05:00:00, 99.0, None, 99.4, 421.0,48
10.0, None, -2.56, 74.4, None, None, None, None, None, 0.0, None, None, -6.0, None, -2.6, -2.7, 0.0, -6.0, None, None, -0.9, 74.0, None,2021-11-26 06:00:00, 99.0, None, 99.1, 421.0,48
9.2, None, -2.788, 82.6, None, None, None, None, None, 0.0, None, None, -5.0, None, -2.8, -2.8, 0.0, -5.0, None, None, -2.5, 83.0, None,2021-11-26 07:00:00, 99.0, None, 98.8, 420.0,48
8.7, None, -3.083, 92.2, None, None, None, None, None, 0.0, None, None, -4.0, None, -3.1, -3.1, 0.2, -4.0, None, None, -2.5, 92.0, None,2021-11-26 08:00:00, 99.0, None, 98.7, 420.0,48
8.3, None, -2.807, 92.2, None, None, None, None, None, 0.0, None, None, -4.0, None, -2.8, -3.1, 0.3, -4.0, None, None, -2.5, 92.0, None,2021-11-26 09:00:00, 99.0, None, 98.6, 420.0,48
7.3, None, -2.778, 73.1, None, None, None, None, None, 0.0, None, None, -6.0, None, -2.8, -3.1, 0.1, -6.0, None, None, -2.5, 73.0, None,2021-11-26 10:00:00, 99.0, None, 98.8, 422.0,48
6.1, None, -2.845, 73.5, None, None, None, None, None, 0.0, None, None, -6.0, None, -2.8, -3.1, 0.0, -6.0, None, None, -2.5, 74.0, None,2021-11-26 11:00:00, 99.0, None, 98.5, 424.0,48
5.6, None, -3.558, 73.3, None, None, None, None, None, 0.0, None, None, -7.0, None, -3.6, -3.6, 0.2, -7.0, None, None, -2.5, 73.0, None,2021-11-26 12:00:00, 99.0, None, 98.5, 425.0,48
4.7, None, -3.663, 73.2, None, None, None, None, None, 0.0, None, None, -7.0, None, -3.7, -3.7, 0.0, -7.0, None, None, -2.5, 73.0, None,2021-11-26 13:00:00, 99.0, None, 98.5, 424.0,48
4.3, None, -3.463, 73.9, None, None, None, None, None, 0.0, None, None, -7.0, None, -3.5, -3.7, 0.0, -7.0, None, None, -2.5, 74.0, None,2021-11-26 14:00:00, 98.0, None, 98.1, 424.0,48
3.9, None, -3.74, 67.31, None, None, None, None, None, 0.0, None, None, -8.0, None, -3.7, -3.7, 0.0, -8.0, None, None, -2.5, 67.0, None,2021-11-26 15:00:00, 98.0, None, 98.1, 424.0,48
3.6, None, -4.209, 63.9, None, None, None, None, None, 0.0, None, None, -9.0, None, -4.2, -4.2, 0.0, -9.0, None, None, -2.5, 64.0, None,2021-11-26 16:00:00, 98.0, None, 98.1, 423.0,48
3.6, None, -4.776, 65.87, None, None, None, None, None, 0.0, None, None, -10.0, None, -4.8, -4.8, 0.0, -10.0, None, None, -2.5, 66.0, None,2021-11-26 17:00:00, 98.0, None, 98.1, 421.0,48
3.3, None, -5.509, 73.7, None, None, None, None, None, 0.0, None, None, -9.0, None, -5.5, -5.5, 0.1, -9.0, None, None, -2.5, 74.0, None,2021-11-26 18:00:00, 98.0, None, 97.7, 419.0,48
3.5, None, -5.845, 78.1, None, None, None, None, None, 0.0, None, None, -9.0, None, -5.8, -5.8, 0.2, -9.0, None, None, -5.5, 78.0, None,2021-11-26 19:00:00, 98.0, None, 97.5, 416.0,48
3.5, None, -6.663, 77.5, None, None, None, None, None, 0.0, None, None, -10.0, None, -6.7, -6.7, 0.0, -10.0, None, None, -5.5, 78.0, None,2021-11-26 20:00:00, 98.0, None, 97.6, 414.0,48
3.7, None, -6.967, 80.4, None, None, None, None, None, 0.0, None, None, -9.0, None, -7.0, -7.0, 0.2, -9.0, None, None, -5.5, 80.0, None,2021-11-26 21:00:00, 98.0, None, 97.6, 412.0,48
None, None, -6.771, 91.0, None, None, None, None, None, 0.0, None, None, -8.0, None, -6.8, -7.0, -0.2, -8.0, None, None, -5.5, 91.0, None,2021-11-26 22:00:00, 97.0, None, 97.3, 411.0,48
None, None, -7.29, 83.5, None, None, None, None, None, 0.0, None, None, -9.0, None, -7.3, -7.3, 0.0, -9.0, None, None, -5.5, 84.0, None,2021-11-26 23:00:00, 98.0, None, 97.5, 409.0,48
None, None, -6.664, 92.7, None, None, None, None, None, 0.0, None, None, -8.0, None, -6.7, -7.3, 0.0, -8.0, None, None, -5.5, 93.0, None,2021-11-27 00:00:00, 97.0, None, 97.3, 408.0,48
None, None, -6.851, 92.8, None, None, None, None, None, 0.0, None, None, -8.0, None, -6.9, -7.3, 0.0, -8.0, None, None, -5.5, 93.0, None,2021-11-27 01:00:00, 97.0, None, 97.3, 407.0,48
None, None, -6.91, 94.7, None, None, None, None, None, 0.0, None, None, -8.0, None, -6.9, -7.3, 0.0, -8.0, None, None, -5.5, 95.0, None,2021-11-27 02:00:00, 97.0, None, 96.8, 406.0,48
None, None, -7.02, 92.9, None, None, None, None, None, 0.0, None, None, -8.0, None, -7.0, -7.3, 0.0, -8.0, None, None, -5.5, 93.0, None,2021-11-27 03:00:00, 97.0, None, 96.6, 406.0,48
None, None, -5.827, 80.9, None, None, None, None, None, 1.0, None, None, -8.0, None, -5.8, -7.3, 0.0, -8.0, None, None, -5.5, 81.0, None,2021-11-27 04:00:00, 98.0, None, 97.7, 405.0,48
None, None, -4.333, 51.58, None, None, None, None, None, 0.0, None, None, -12.0, None, -4.3, -7.3, 0.0, -12.0, None, None, -4.3, 52.0, None,2021-11-27 05:00:00, 97.0, None, 97.2, 405.0,48
None, None, -3.616, 46.38, None, None, None, None, None, 0.0, None, None, -12.0, None, -3.6, -7.3, -0.2, -12.0, None, None, -3.6, 46.0, None,2021-11-27 06:00:00, 97.0, None, 97.1, 406.0,48
None, None, -3.453, 50.89, None, None, None, None, None, -1.0, None, None, -11.0, None, -3.5, -3.7, 0.0, -11.0, None, None, -3.5, 51.0, None,2021-11-27 07:00:00, 96.0, None, 96.3, 407.0,48
None, None, -3.758, 80.1, None, None, None, None, None, 0.0, None, None, -6.0, None, -3.8, -3.8, 0.0, -6.0, None, None, -3.5, 80.0, None,2021-11-27 08:00:00, 96.0, None, 96.1, 408.0,48
None, None, -2.995, 94.6, None, None, None, None, None, 1.0, None, None, -4.0, None, -3.0, -3.9, 0.4, -4.0, None, None, -3.0, 95.0, None,2021-11-27 09:00:00, 97.0, None, 97.1, 410.0,48
None, None, -1.713, 87.1, None, None, None, None, None, -1.0, None, None, -3.0, None, -1.7, -3.9, 0.5, -3.0, None, None, -1.7, 87.0, None,2021-11-27 10:00:00, 96.0, None, 95.9, 412.0,48
None, None, -1.05, 88.8, None, None, None, None, None, 2.0, None, None, -2.0, None, -1.1, -3.9, 0.8, -2.0, None, None, -1.0, 89.0, None,2021-11-27 11:00:00, 97.0, None, 97.4, 416.0,48
None, None, -0.589, 88.7, None, None, None, None, None, 0.0, None, None, -2.0, None, -0.6, -3.9, 0.7, -2.0, None, None, -0.6, 89.0, None,2021-11-27 12:00:00, 97.0, None, 97.3, 419.0,48
None, None, -0.039, 83.4, None, None, None, None, None, 1.0, None, None, -2.0, None, 0.0, -3.9, 0.5, -2.0, None, None, 0.1, 83.0, None,2021-11-27 13:00:00, 98.0, None, 98.2, 423.0,48
None, None, 0.113, 91.7, None, None, None, None, None, -1.0, None, None, -1.0, None, 0.1, -3.9, 0.7, -1.0, None, None, 0.1, 92.0, None,2021-11-27 14:00:00, 97.0, None, 96.8, 426.0,48
None, None, 0.208, 90.8, None, None, None, None, None, 3.0, None, None, -1.0, None, 0.2, -3.9, 1.1, -1.0, None, None, 0.4, 91.0, None,2021-11-27 15:00:00, 100.0, None, 100.0, 428.0,48
None, None, 0.133, 94.5, None, None, None, None, None, 0.0, None, None, -1.0, None, 0.1, -3.9, 1.2, -1.0, None, None, 0.4, 95.0, None,2021-11-27 16:00:00, 100.0, None, 100.1, 429.0,48
None, None, 0.133, 98.2, None, None, None, None, None, 3.0, None, None, 0.0, None, 0.1, -3.9, 1.1, 0.0, None, None, 0.4, 98.0, None,2021-11-27 17:00:00, 103.0, None, 102.7, 429.0,48
None, None, 0.038, 99.6, None, None, None, None, None, 0.0, None, None, 0.0, None, 0.0, -3.9, 1.5, None, None, None, 0.4, 100.0, None,2021-11-27 18:00:00, 103.0, None, 103.0, 429.0,48
None, None, -0.019, 100.5, None, None, None, None, None, 0.0, None, None, 0.0, None, 0.0, 0.0, 1.7, 0.0, None, None, 0.1, 101.0, None,2021-11-27 19:00:00, 103.0, None, 103.2, 429.0,48
None, None, -0.047, 101.0, None, None, None, None, None, 1.0, None, None, 0.0, None, 0.0, -0.1, 2.1, 0.0, None, None, 0.1, 101.0, None,2021-11-27 20:00:00, 104.0, None, 103.8, 429.0,48
None, None, -0.056, 101.3, None, None, None, None, None, 0.0, None, None, 0.0, None, -0.1, -0.1, 1.6, 0.0, None, None, 0.1, 101.0, None,2021-11-27 21:00:00, 104.0, None, 104.1, 429.0,48
None, None, -0.018, 101.4, None, None, None, None, None, 0.0, None, None, 0.0, None, 0.0, -0.1, 1.2, 0.0, None, None, 0.1, 101.0, None,2021-11-27 22:00:00, 104.0, None, 103.8, 429.0,48
None, None, 0.369, 101.2, None, None, None, None, None, 0.0, None, None, 0.0, None, 0.4, -0.1, 2.5, 0.0, None, None, 0.5, 101.0, None,2021-11-27 23:00:00, 104.0, None, 103.5, 429.0,48
None, None, 0.18, 101.1, None, None, None, None, None, 0.0, None, None, 0.0, None, 0.2, -0.1, 3.2, 0.0, None, None, 0.5, 101.0, None,2021-11-28 00:00:00, 103.0, None, 103.2, 430.0,48
None, None, -0.047, 101.2, None, None, None, None, None, 0.0, None, None, 0.0, None, 0.0, -0.1, 2.7, 0.0, None, None, 0.5, 101.0, None,2021-11-28 01:00:00, 103.0, None, 103.3, 430.0,48
None, None, -0.236, 101.4, None, None, None, None, None, 3.0, None, None, 0.0, None, -0.2, -0.2, 2.4, 0.0, None, None, 0.5, 101.0, None,2021-11-28 02:00:00, 107.0, None, 106.6, 430.0,48
None, None, -0.264, 101.5, None, None, None, None, None, 2.0, None, None, 0.0, None, -0.3, -0.3, 2.2, 0.0, None, None, 0.5, 102.0, None,2021-11-28 03:00:00, 108.0, None, 108.2, 430.0,48
None, None, -0.435, 101.5, None, None, None, None, None, 2.0, None, None, 0.0, None, -0.4, -0.5, 1.9, 0.0, None, None, 0.5, 102.0, None,2021-11-28 04:00:00, 110.0, None, 110.4, 430.0,48
None, None, 0.114, 101.4, None, None, None, None, None, 0.0, None, None, 0.0, None, 0.1, -0.5, 1.0, 0.0, None, None, 0.5, 101.0, None,2021-11-28 05:00:00, 111.0, None, 110.6, 430.0,48
31.8, None, -0.056, 101.2, None, None, None, None, None, -1.0, None, None, 0.0, None, -0.1, -0.5, 0.8, 0.0, None, None, 0.5, 101.0, None,2021-11-28 06:00:00, 110.0, None, 109.9, 430.0,48
32.7, None, 0.02, 101.2, None, None, None, None, None, 0.0, None, None, 0.0, None, 0.0, -0.1, 0.9, 0.0, None, None, 0.1, 101.0, None,2021-11-28 07:00:00, 110.0, None, 110.4, 430.0,48
33.2, None, 0.105, 100.9, None, None, None, None, None, 0.0, None, None, 0.0, None, 0.1, -0.1, 0.5, 0.0, None, None, 0.2, 101.0, None,2021-11-28 08:00:00, 110.0, None, 110.0, 430.0,48
33.5, None, 0.436, 100.3, None, None, None, None, None, 0.0, None, None, 0.0, None, 0.4, -0.1, 0.7, 0.0, None, None, 0.4, 100.0, None,2021-11-28 09:00:00, 110.0, None, 110.2, 430.0,48
33.7, None, 0.284, 99.0, None, None, None, None, None, -1.0, None, None, 0.0, None, 0.3, -0.1, 0.7, 0.0, None, None, 0.5, 99.0, None,2021-11-28 10:00:00, 109.0, None, 109.4, 431.0,48
36.2, None, 0.606, 96.9, None, None, None, None, None, 0.0, None, None, 0.0, None, 0.6, -0.1, 3.3, 0.0, None, None, 0.6, 97.0, None,2021-11-28 11:00:00, 109.0, None, 109.4, 432.0,48
37.7, None, 0.332, 98.1, None, None, None, None, None, -2.0, None, None, 0.0, None, 0.3, -0.1, 2.2, 0.0, None, None, 0.6, 98.0, None,2021-11-28 12:00:00, 108.0, None, 107.6, 433.0,48
38.8, None, 0.361, 97.1, None, None, None, None, None, 0.0, None, None, 0.0, None, 0.4, -0.1, 1.6, 0.0, None, None, 0.6, 97.0, None,2021-11-28 13:00:00, 108.0, None, 108.0, 434.0,48
39.3, None, 0.115, 98.8, None, None, None, None, None, 2.0, None, None, 0.0, None, 0.1, -0.1, 1.2, 0.0, None, None, 0.6, 99.0, None,2021-11-28 14:00:00, 110.0, None, 109.5, 435.0,48
