wind_speed,temperature,wind_direction,relative_humidity,time,precipitation,week_of_year
5.3, 5.1,104.0,94.0,2017-04-30 00:00:00,1.0,18
3.2, 5.0,83.0,98.0,2017-04-30 01:00:00,1.5,18
3.4, 5.1,80.0,97.0,2017-04-30 02:00:00,0.5,18
1.8, 4.9,329.0,97.0,2017-04-30 03:00:00,0.0,18
2.7, 4.6,90.0,99.0,2017-04-30 04:00:00,0.3,18
2.7, 4.5,102.0,98.0,2017-04-30 05:00:00,0.3,18
0.0, 4.9,277.0,99.0,2017-04-30 06:00:00,0.5,18
2.8, 5.5,162.0,98.0,2017-04-30 07:00:00,0.3,18
6.7, 5.5,118.0,91.0,2017-04-30 08:00:00,2.8,18
4.0, 6.9,128.0,90.0,2017-04-30 09:00:00,0.8,18
0.3, 8.7,291.0,93.0,2017-04-30 10:00:00,0.0,18
0.6, 9.5,160.0,70.0,2017-04-30 11:00:00,0.0,18
7.6, 9.7,143.0,66.0,2017-04-30 12:00:00,0.0,18
5.7, 11.2,175.0,60.0,2017-04-30 13:00:00,0.0,18
11.2, 10.2,160.0,59.0,2017-04-30 14:00:00,0.0,18
7.7, 12.4,183.0,51.0,2017-04-30 15:00:00,0.0,18
6.6, 9.9,109.0,65.0,2017-04-30 16:00:00,0.0,18
5.5, 10.4,177.0,58.0,2017-04-30 17:00:00,0.0,18
3.1, 9.1,193.0,73.0,2017-04-30 18:00:00,0.0,18
2.2, 7.0,80.0,88.0,2017-04-30 19:00:00,0.3,18
1.5, 5.6,72.0,93.0,2017-04-30 20:00:00,0.0,18
3.5, 5.1,126.0,94.0,2017-04-30 21:00:00,0.0,18
2.7, 4.7,64.0,94.0,2017-04-30 22:00:00,0.0,18
2.4, 4.3,82.0,96.0,2017-04-30 23:00:00,0.0,18
1.6, 3.4,42.0,97.0,2017-05-01 00:00:00,0.0,18
1.6, 3.2,30.0,98.0,2017-05-01 01:00:00,0.0,18
1.2, 3.4,33.0,98.0,2017-05-01 02:00:00,0.0,18
0.0, 3.6,275.0,98.0,2017-05-01 03:00:00,0.0,18
0.0, 3.6,93.0,98.0,2017-05-01 04:00:00,0.0,18
0.7, 3.8,238.0,97.0,2017-05-01 05:00:00,0.0,18
2.5, 4.2,295.0,97.0,2017-05-01 06:00:00,0.0,18
1.3, 4.7,217.0,97.0,2017-05-01 07:00:00,0.0,18
2.7, 5.7,302.0,93.0,2017-05-01 08:00:00,0.0,18
0.5, 8.8,3.0,79.0,2017-05-01 09:00:00,0.0,18
6.5, 11.9,153.0,57.0,2017-05-01 10:00:00,0.0,18
6.3, 12.5,165.0,52.0,2017-05-01 11:00:00,0.0,18
4.8, 12.4,166.0,50.0,2017-05-01 12:00:00,0.0,18
5.2, 13.1,275.0,52.0,2017-05-01 13:00:00,0.0,18
0.8, 11.4,201.0,63.0,2017-05-01 14:00:00,0.0,18
4.4, 10.7,270.0,61.0,2017-05-01 15:00:00,0.0,18
4.9, 9.3,148.0,77.0,2017-05-01 16:00:00,0.0,18
4.2, 7.8,123.0,85.0,2017-05-01 17:00:00,0.3,18
3.5, 8.0,164.0,85.0,2017-05-01 18:00:00,0.0,18
3.4, 7.0,77.0,93.0,2017-05-01 19:00:00,0.0,18
4.2, 6.1,85.0,96.0,2017-05-01 20:00:00,0.5,18
4.7, 5.8,76.0,95.0,2017-05-01 21:00:00,1.0,18
1.3, 5.6,44.0,98.0,2017-05-01 22:00:00,0.3,18
1.1, 5.0,49.0,98.0,2017-05-01 23:00:00,0.0,18
0.3, 4.8,40.0,99.0,2017-05-02 00:00:00,0.0,18
2.9, 3.8,84.0,98.0,2017-05-02 01:00:00,0.0,18
3.1, 3.7,67.0,99.0,2017-05-02 02:00:00,0.0,18
0.1, 3.5,10.0,99.0,2017-05-02 03:00:00,0.0,18
1.0, 3.6,317.0,99.0,2017-05-02 04:00:00,0.0,18
0.0, 3.3,32.0,99.0,2017-05-02 05:00:00,0.0,18
0.8, 4.2,337.0,99.0,2017-05-02 06:00:00,0.0,18
1.0, 5.3,124.0,96.0,2017-05-02 07:00:00,0.0,18
2.4, 6.5,343.0,88.0,2017-05-02 08:00:00,0.0,18
1.3, 11.1,233.0,78.0,2017-05-02 09:00:00,0.0,18
5.9, 12.7,178.0,55.0,2017-05-02 10:00:00,0.0,18
6.9, 12.3,186.0,57.0,2017-05-02 11:00:00,0.0,18
4.6, 12.2,115.0,49.0,2017-05-02 12:00:00,0.0,18
2.5, 14.2,205.0,39.0,2017-05-02 13:00:00,0.0,18
4.9, 14.5,175.0,37.0,2017-05-02 14:00:00,0.0,18
2.8, 14.8,259.0,37.0,2017-05-02 15:00:00,0.0,18
4.8, 16.7,257.0,36.0,2017-05-02 16:00:00,0.0,18
2.3, 14.9,330.0,36.0,2017-05-02 17:00:00,0.0,18
0.0, 12.4,146.0,65.0,2017-05-02 18:00:00,0.0,18
0.0, 9.6,82.0,73.0,2017-05-02 19:00:00,0.0,18
0.0, 7.8,79.0,72.0,2017-05-02 20:00:00,0.0,18
0.0, 6.8,67.0,77.0,2017-05-02 21:00:00,0.0,18
0.0, 6.0,67.0,79.0,2017-05-02 22:00:00,0.0,18
0.2, 5.7,66.0,80.0,2017-05-02 23:00:00,0.0,18
0.0, 6.0,88.0,80.0,2017-05-03 00:00:00,0.0,18
0.1, 5.6,82.0,78.0,2017-05-03 01:00:00,0.0,18
2.8, 5.5,63.0,82.0,2017-05-03 02:00:00,0.0,18
0.4, 5.7,74.0,80.0,2017-05-03 03:00:00,0.0,18
1.4, 5.7,128.0,87.0,2017-05-03 04:00:00,0.0,18
0.7, 5.3,103.0,93.0,2017-05-03 05:00:00,0.0,18
2.0, 5.2,70.0,95.0,2017-05-03 06:00:00,0.5,18
0.1, 5.4,288.0,97.0,2017-05-03 07:00:00,0.8,18
1.7, 6.0,275.0,97.0,2017-05-03 08:00:00,0.8,18
2.3, 6.6,184.0,96.0,2017-05-03 09:00:00,0.8,18
1.1, 7.0,225.0,97.0,2017-05-03 10:00:00,0.0,18
0.4, 7.5,243.0,96.0,2017-05-03 11:00:00,0.3,18
0.6, 7.5,166.0,96.0,2017-05-03 12:00:00,0.0,18
0.2, 8.4,319.0,96.0,2017-05-03 13:00:00,0.0,18
0.7, 8.9,265.0,93.0,2017-05-03 14:00:00,0.3,18
3.7, 8.8,62.0,90.0,2017-05-03 15:00:00,0.3,18
2.8, 8.7,129.0,92.0,2017-05-03 16:00:00,0.5,18
4.1, 8.4,169.0,94.0,2017-05-03 17:00:00,0.3,18
2.7, 8.2,73.0,97.0,2017-05-03 18:00:00,0.3,18
3.3, 7.7,74.0,98.0,2017-05-03 19:00:00,0.0,18
1.9, 7.3,108.0,99.0,2017-05-03 20:00:00,0.3,18
3.7, 7.1,88.0,98.0,2017-05-03 21:00:00,0.5,18
1.7, 6.9,113.0,99.0,2017-05-03 22:00:00,1.3,18
1.8, 7.0,109.0,99.0,2017-05-03 23:00:00,1.8,18
0.0, 7.0,80.0,99.0,2017-05-04 00:00:00,2.3,18
4.1, 6.7,132.0,99.0,2017-05-04 01:00:00,1.3,18
3.1, 6.7,106.0,99.0,2017-05-04 02:00:00,0.0,18
2.0, 6.9,73.0,99.0,2017-05-04 03:00:00,0.0,18
2.3, 6.9,93.0,99.0,2017-05-04 04:00:00,0.0,18
3.3, 6.7,84.0,99.0,2017-05-04 05:00:00,0.0,18
1.4, 7.1,111.0,98.0,2017-05-04 06:00:00,0.0,18
0.0, 7.8,68.0,98.0,2017-05-04 07:00:00,0.0,18
1.2, 9.3,138.0,88.0,2017-05-04 08:00:00,0.0,18
1.3, 11.3,138.0,86.0,2017-05-04 09:00:00,0.0,18
1.4, 13.1,167.0,73.0,2017-05-04 10:00:00,0.0,18
0.6, 15.3,157.0,70.0,2017-05-04 11:00:00,0.0,18
1.8, 16.2,161.0,62.0,2017-05-04 12:00:00,0.0,18
3.9, 18.9,273.0,59.0,2017-05-04 13:00:00,0.0,18
4.2, 20.6,290.0,51.0,2017-05-04 14:00:00,0.0,18
4.1, 21.5,198.0,48.0,2017-05-04 15:00:00,0.0,18
4.8, 22.7,236.0,44.0,2017-05-04 16:00:00,0.0,18
1.1, 20.5,217.0,51.0,2017-05-04 17:00:00,0.0,18
1.0, 17.8,140.0,73.0,2017-05-04 18:00:00,0.0,18
0.0, 13.7,196.0,82.0,2017-05-04 19:00:00,0.0,18
0.0, 11.0,358.0,91.0,2017-05-04 20:00:00,0.0,18
1.0, 10.3,350.0,91.0,2017-05-04 21:00:00,0.0,18
0.9, 9.5,84.0,90.0,2017-05-04 22:00:00,0.0,18
1.7, 9.3,52.0,93.0,2017-05-04 23:00:00,0.0,18
5.0, 9.1,316.0,96.0,2017-05-05 00:00:00,0.3,18
1.6, 9.0,56.0,98.0,2017-05-05 01:00:00,2.0,18
2.0, 8.9,330.0,99.0,2017-05-05 02:00:00,0.3,18
0.8, 9.1,143.0,99.0,2017-05-05 03:00:00,0.0,18
2.9, 8.1,298.0,99.0,2017-05-05 04:00:00,0.0,18
1.9, 8.0,335.0,99.0,2017-05-05 05:00:00,0.0,18
2.4, 8.3,248.0,99.0,2017-05-05 06:00:00,0.5,18
