air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,3.572, None, None, None, None, 0.684,2019-10-22 00:00:00, None, None, None,43
None,3.198, None, None, None, None, 3.321,2019-10-22 01:00:00, None, None, None,43
None,2.628, None, None, None, None, 3.508,2019-10-22 02:00:00, None, None, None,43
None,2.665, None, None, None, None, 2.582,2019-10-22 03:00:00, None, None, None,43
None,2.385, None, None, None, None, 1.878,2019-10-22 04:00:00, None, None, None,43
None,1.983, None, None, None, None, 0.132,2019-10-22 05:00:00, None, None, None,43
None,1.871, None, None, None, None, None,2019-10-22 06:00:00, None, None, None,43
None,1.48, None, None, None, None, None,2019-10-22 07:00:00, None, None, None,43
None,0.605, None, None, None, None, 3.705,2019-10-22 08:00:00, None, None, None,43
None,0.493, None, None, None, None, 3.769,2019-10-22 09:00:00, None, None, None,43
None,0.92, None, None, None, None, 1.502,2019-10-22 10:00:00, None, None, None,43
None,1.069, None, None, None, None, None,2019-10-22 11:00:00, None, None, None,43
None,1.377, None, None, None, None, None,2019-10-22 12:00:00, None, None, None,43
None,1.713, None, None, None, None, None,2019-10-22 13:00:00, None, None, None,43
None,1.574, None, None, None, None, None,2019-10-22 14:00:00, None, None, None,43
None,1.649, None, None, None, None, 2.664,2019-10-22 15:00:00, None, None, None,43
None,1.723, None, None, None, None, 3.163,2019-10-22 16:00:00, None, None, None,43
None,2.096, None, None, None, None, 2.822,2019-10-22 17:00:00, None, None, None,43
None,1.276, None, None, None, None, 2.742,2019-10-22 18:00:00, None, None, None,43
None,1.145, None, None, None, None, 2.379,2019-10-22 19:00:00, None, None, None,43
None,0.986, None, None, None, None, 1.97,2019-10-22 20:00:00, None, None, None,43
None,0.791, None, None, None, None, 1.669,2019-10-22 21:00:00, None, None, None,43
None,1.024, None, None, None, None, 1.628,2019-10-22 22:00:00, None, None, None,43
None,1.117, None, None, None, None, 1.572,2019-10-22 23:00:00, None, None, None,43
None,1.191, None, None, None, None, 1.289,2019-10-23 00:00:00, None, None, None,43
None,0.995, None, None, None, None, 1.822,2019-10-23 01:00:00, None, None, None,43
None,0.754, None, None, None, None, 1.808,2019-10-23 02:00:00, None, None, None,43
None,0.855, None, None, None, None, 1.997,2019-10-23 03:00:00, None, None, None,43
None,0.993, None, None, None, None, 1.508,2019-10-23 04:00:00, None, None, None,43
