wind_speed,time,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,week_of_year
0.0,2021-10-15 00:00:00, None, 140.0, None, 0.0, None, None, None, 0.0,42
1.7,2021-10-15 01:00:00, None, 147.0, None, 0.0, None, None, None, 0.0,42
1.6,2021-10-15 02:00:00, None, 142.0, None, 0.0, None, None, None, 0.0,42
1.6,2021-10-15 03:00:00, None, 142.0, None, 0.0, None, None, None, 0.0,42
1.9,2021-10-15 04:00:00, None, 139.0, None, 0.0, None, None, None, 0.0,42
2.2,2021-10-15 05:00:00, None, 140.0, None, 0.0, None, None, None, 0.0,42
2.0,2021-10-15 06:00:00, None, 142.0, None, 0.0, None, None, None, 0.0,42
2.0,2021-10-15 07:00:00, None, 147.0, None, 0.0, None, None, None, 0.0,42
2.2,2021-10-15 08:00:00, None, 138.0, None, 0.0, None, None, None, 0.0,42
2.0,2021-10-15 09:00:00, None, 146.0, None, 0.0, None, None, None, 0.0,42
1.9,2021-10-15 10:00:00, None, 154.0, None, 0.0, None, None, None, 0.0,42
2.0,2021-10-15 11:00:00, None, 150.0, None, 0.0, None, None, None, 0.0,42
1.9,2021-10-15 12:00:00, None, 137.0, None, 0.0, None, None, None, 0.0,42
1.8,2021-10-15 13:00:00, None, 138.0, None, 0.0, None, None, None, 0.0,42
2.0,2021-10-15 14:00:00, None, 137.0, None, 0.0, None, None, None, 0.0,42
1.9,2021-10-15 15:00:00, 138.0, 135.0, 0.0, 0.0, 0.0, 0.0, 1.8, 0.0,42
0.0,2021-10-15 16:00:00, 137.0, 138.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0,42
0.0,2021-10-15 17:00:00, 135.0, 130.0, 0.0, 0.0, 0.0, 0.0, 1.9, 0.0,42
3.3,2021-10-15 18:00:00, 138.0, 135.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,42
3.0,2021-10-15 19:00:00, 130.0, 140.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,42
3.3,2021-10-15 20:00:00, None, 137.0, None, 0.0, None, None, None, 0.0,42
4.6,2021-10-15 21:00:00, 140.0, 140.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0,42
4.4,2021-10-15 22:00:00, 137.0, 144.0, 0.0, 0.0, 0.0, 0.0, 3.3, 0.0,42
3.2,2021-10-15 23:00:00, 140.0, 145.0, 0.0, 0.0, 0.0, 0.0, 4.6, 0.0,42
3.3,2021-10-16 00:00:00, 144.0, 149.0, 0.0, 0.0, 0.0, 0.0, 4.4, 0.0,42
2.9,2021-10-16 01:00:00, 145.0, 143.0, 0.0, 0.0, 0.0, 0.0, 3.2, 0.0,42
2.9,2021-10-16 02:00:00, 149.0, 143.0, 0.0, 0.0, 0.0, 0.0, 3.3, 0.0,42
2.5,2021-10-16 03:00:00, 143.0, 152.0, 0.0, 0.0, 0.0, 0.0, 2.9, 0.0,42
2.7,2021-10-16 04:00:00, 143.0, 155.0, 0.0, 0.0, 0.0, 0.0, 2.9, 0.0,42
2.3,2021-10-16 05:00:00, 152.0, 169.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0,42
1.8,2021-10-16 06:00:00, 155.0, 177.0, 0.0, 0.0, 0.0, 0.0, 2.7, 0.0,42
0.0,2021-10-16 07:00:00, 169.0, 177.0, 0.0, 0.0, 0.0, 0.0, 2.3, 0.0,42
0.0,2021-10-16 08:00:00, 177.0, 163.0, 0.0, 0.0, 0.0, 0.0, 1.8, 0.0,42
0.0,2021-10-16 09:00:00, 177.0, 167.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,42
0.0,2021-10-16 10:00:00, 163.0, 150.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,42
2.0,2021-10-16 11:00:00, None, 142.0, None, 0.0, None, None, None, 0.0,42
1.8,2021-10-16 12:00:00, 150.0, 140.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,42
55.9,2021-10-16 13:00:00, 142.0, 140.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0,42
71.0,2021-10-16 14:00:00, 140.0, 138.0, 0.0, 0.0, 0.0, 0.0, 1.8, 0.0,42
67.3,2021-10-16 15:00:00, 140.0, 137.0, 0.0, 0.0, 0.0, 0.0, 55.9, 0.0,42
72.4,2021-10-16 16:00:00, 138.0, 139.0, 0.0, 0.0, 0.0, 0.0, 71.0, 0.0,42
73.4,2021-10-16 17:00:00, 137.0, 140.0, 0.0, 0.0, 0.0, 0.0, 67.3, 0.0,42
71.8,2021-10-16 18:00:00, 139.0, 140.0, 0.0, 0.0, 0.0, 0.0, 72.4, 0.0,42
69.2,2021-10-16 19:00:00, 140.0, 139.0, 0.0, 0.0, 0.0, 0.0, 73.4, 0.0,42
68.3,2021-10-16 20:00:00, 140.0, 141.0, 0.0, 0.0, 0.0, 0.0, 71.8, 0.0,42
71.8,2021-10-16 21:00:00, None, 138.0, None, 0.0, None, None, None, 0.0,42
66.4,2021-10-16 22:00:00, 141.0, 139.0, 0.0, 0.0, None, 0.0, 68.3, 0.0,42
61.0,2021-10-16 23:00:00, 138.0, 140.0, 0.0, 0.0, None, 0.0, 71.8, 0.0,42
64.4,2021-10-17 00:00:00, 139.0, 139.0, 0.0, 0.0, None, 0.0, 66.4, 0.0,42
60.3,2021-10-17 01:00:00, 140.0, 138.0, 0.0, 0.0, None, 0.0, 61.0, 0.0,42
58.9,2021-10-17 02:00:00, 139.0, 138.0, 0.0, 0.0, None, 0.0, 64.4, 0.0,42
60.0,2021-10-17 03:00:00, 138.0, 145.0, 0.0, 0.0, None, 0.0, 60.3, 0.0,42
57.4,2021-10-17 04:00:00, 138.0, 142.0, 0.0, 0.0, None, 0.0, 58.9, 0.0,42
58.8,2021-10-17 05:00:00, 145.0, 142.0, 0.0, 0.0, None, 0.0, 60.0, 0.0,42
43.2,2021-10-17 06:00:00, 142.0, 149.0, 0.0, 0.0, None, 0.0, 57.4, 0.0,42
53.3,2021-10-17 07:00:00, None, 138.0, None, 0.0, None, None, None, 0.0,42
54.1,2021-10-17 08:00:00, None, 150.0, None, 0.0, None, None, None, 0.0,42
43.9,2021-10-17 09:00:00, 138.0, 146.0, 0.0, 0.0, None, 0.0, 53.3, 0.0,42
44.6,2021-10-17 10:00:00, None, 134.0, None, 0.0, None, None, None, 0.0,42
37.2,2021-10-17 11:00:00, 146.0, 152.0, 0.0, 0.0, None, 0.0, 43.9, 0.0,42
55.6,2021-10-17 12:00:00, 134.0, 137.0, 0.0, 0.0, None, 0.0, 44.6, 0.0,42
41.3,2021-10-17 13:00:00, 152.0, 138.0, 0.0, 0.0, None, 0.0, 37.2, 0.0,42
45.8,2021-10-17 14:00:00, 137.0, 149.0, 0.0, 0.0, None, 0.0, 55.6, 0.0,42
36.0,2021-10-17 15:00:00, 138.0, 147.0, 0.0, 0.0, 0.0, 0.0, 41.3, 0.0,42
20.9,2021-10-17 16:00:00, 149.0, 149.0, 0.0, 0.0, 0.0, 0.0, 45.8, 0.0,42
27.2,2021-10-17 17:00:00, 147.0, 143.0, 0.0, 0.0, 0.0, 0.0, 36.0, 0.0,42
28.8,2021-10-17 18:00:00, 149.0, 152.0, 0.0, 0.0, 0.0, 0.0, 20.9, 0.0,42
24.1,2021-10-17 19:00:00, 143.0, 164.0, 0.0, 0.0, 0.0, 0.0, 27.2, 0.0,42
15.1,2021-10-17 20:00:00, 152.0, 175.0, 0.0, 0.0, 0.0, 0.0, 28.8, 0.0,42
19.8,2021-10-17 21:00:00, 164.0, 172.0, 0.0, 0.0, 0.0, 0.0, 24.1, 0.0,42
15.1,2021-10-17 22:00:00, 175.0, 165.0, 0.0, 0.0, 0.0, 0.0, 15.1, 0.0,42
16.8,2021-10-17 23:00:00, 172.0, 169.0, 0.0, 0.0, 0.0, 0.0, 19.8, 0.0,42
15.1,2021-10-18 00:00:00, 165.0, 169.0, 0.0, 0.0, 0.0, 0.0, 15.1, 0.0,42
11.1,2021-10-18 01:00:00, 169.0, 172.0, 0.0, 0.0, 0.0, 0.0, 16.8, 0.0,42
12.1,2021-10-18 02:00:00, 169.0, 168.0, 0.0, 0.0, 0.0, 0.0, 15.1, 0.0,42
12.2,2021-10-18 03:00:00, 172.0, 170.0, 0.0, 0.0, 0.0, 0.0, 11.1, 0.0,42
0.0,2021-10-18 04:00:00, 168.0, 153.0, 0.0, 0.0, 0.0, 0.0, 12.1, 0.0,42
0.0,2021-10-18 05:00:00, 170.0, 148.0, 0.0, 0.0, 0.0, 0.0, 12.2, 0.0,42
0.0,2021-10-18 06:00:00, 153.0, 147.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,42
13.0,2021-10-18 07:00:00, 148.0, 144.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,42
14.1,2021-10-18 08:00:00, 147.0, 142.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,42
18.7,2021-10-18 09:00:00, 144.0, 151.0, 0.0, 0.0, 0.0, 0.0, 13.0, 0.0,42
25.5,2021-10-18 10:00:00, 142.0, 130.0, 0.0, 0.0, 0.0, 0.0, 14.1, 0.0,42
20.0,2021-10-18 11:00:00, 151.0, 136.0, 0.0, 0.0, 0.0, 0.0, 18.7, 0.0,42
24.3,2021-10-18 12:00:00, 130.0, 146.0, 0.0, 0.0, 0.0, 0.0, 25.5, 0.0,42
20.5,2021-10-18 13:00:00, 136.0, 146.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0,42
17.4,2021-10-18 14:00:00, 146.0, 153.0, 0.0, 0.0, 0.0, 0.0, 24.3, 0.0,42
17.6,2021-10-18 15:00:00, 146.0, 156.0, 0.0, 0.0, 0.0, 0.0, 20.5, 0.0,42
14.7,2021-10-18 16:00:00, 153.0, 154.0, 0.0, 0.0, 0.0, 0.0, 17.4, 0.0,42
19.9,2021-10-18 17:00:00, 156.0, 130.0, 0.0, 0.0, 0.0, 0.0, 17.6, 0.0,42
17.2,2021-10-18 18:00:00, 154.0, 126.0, 0.0, 0.0, 0.0, 0.0, 14.7, 0.0,42
19.6,2021-10-18 19:00:00, 130.0, 133.0, 0.0, 0.0, 0.0, 0.0, 19.9, 0.0,42
23.3,2021-10-18 20:00:00, 126.0, 133.0, 0.0, 0.0, 0.0, 0.0, 17.2, 0.0,42
26.1,2021-10-18 21:00:00, 133.0, 126.0, 0.0, 0.0, 0.0, 0.0, 19.6, 0.0,42
None,2021-10-18 22:00:00, 133.0, None, 0.0, None, 0.0, 0.0, 23.3, None,42
None,2021-10-18 23:00:00, 126.0, None, 0.0, None, 0.0, 0.0, 26.1, None,42
36.4,2021-10-19 17:00:00, None, 111.0, None, 0.0, None, None, None, 0.0,42
