pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 11.39, 75.68, 23.2, 76.0, 7.0, 11.4, 11.4, None, -1.0, 7.0, 927.0, None,2021-07-30 00:00:00, None, None, 927.0,31
None, 10.26, 77.43, 23.2, 77.0, 6.0, 10.3, 10.3, 1021.7, 1.0, 6.0, 927.0, None,2021-07-30 01:00:00, None, None, 927.0,31
None, 9.12, 80.0, 23.2, 80.0, 6.0, 9.1, 9.1, 1021.7, 0.0, 6.0, 927.0, None,2021-07-30 02:00:00, None, None, 927.0,31
None, 8.17, 82.1, 23.2, 82.0, 5.0, 8.2, 8.2, 1021.7, 0.0, 5.0, 927.0, None,2021-07-30 03:00:00, None, None, 927.0,31
None, 7.106, 84.8, 23.2, 85.0, 5.0, 7.1, 7.1, 1021.7, -0.3, 5.0, 927.0, None,2021-07-30 04:00:00, None, None, 927.0,31
None, 6.191, 86.0, 23.2, 86.0, 4.0, 6.2, 6.2, 1021.8, -0.4, 4.0, 927.0, None,2021-07-30 05:00:00, None, None, 927.0,31
None, 5.572, 87.7, 23.2, 88.0, 4.0, 5.6, 5.6, 1021.8, 0.4, 4.0, 927.0, None,2021-07-30 06:00:00, None, None, 927.0,31
None, 5.857, 87.7, 5.8, 88.0, 4.0, 5.9, 5.5, 1021.9, 0.3, 4.0, 927.0, None,2021-07-30 07:00:00, None, None, 927.0,31
None, 10.01, 72.64, 10.0, 73.0, 5.0, 10.0, 5.5, 1022.6, -0.9, 5.0, 928.0, None,2021-07-30 08:00:00, None, None, 928.0,31
None, 12.2, 63.93, 12.3, 64.0, 6.0, 12.2, 5.5, 1023.7, 1.0, 6.0, 929.0, None,2021-07-30 09:00:00, None, None, 929.0,31
None, 14.46, 56.28, 14.6, 56.0, 6.0, 14.5, 5.5, 1025.0, 0.0, 6.0, 930.0, None,2021-07-30 10:00:00, None, None, 930.0,31
None, 18.08, 47.53, 18.0, 48.0, 7.0, 18.1, 5.5, 1024.9, 0.0, 7.0, 930.0, None,2021-07-30 11:00:00, None, None, 930.0,31
None, 20.87, 40.22, 20.9, 40.0, 7.0, 20.9, 5.5, 1023.7, 0.0, 7.0, 929.0, None,2021-07-30 12:00:00, None, None, 929.0,31
None, 23.87, 33.46, 23.8, 33.0, 7.0, 23.9, 5.5, 1023.5, 0.1, 7.0, 929.0, None,2021-07-30 13:00:00, None, None, 929.0,31
None, 24.93, 30.95, 25.6, 31.0, 7.0, 24.9, 5.5, 1023.5, -0.1, 7.0, 929.0, None,2021-07-30 14:00:00, None, None, 929.0,31
None, 26.72, 30.7, 27.4, 31.0, 9.0, 26.7, 5.5, 1022.3, 0.0, 9.0, 928.0, None,2021-07-30 15:00:00, None, None, 928.0,31
None, 25.99, 32.72, 27.4, 33.0, 7.0, 26.0, 5.5, 1022.5, 0.0, 7.0, 928.0, None,2021-07-30 16:00:00, None, None, 928.0,31
None, 26.92, 29.89, 27.4, 30.0, 9.0, 26.9, 5.5, 1021.4, 0.0, 9.0, 927.0, None,2021-07-30 17:00:00, None, None, 927.0,31
None, 28.16, 27.2, 28.1, 27.0, 7.0, 28.2, 5.5, 1021.3, 0.0, 7.0, 927.0, None,2021-07-30 18:00:00, None, None, 927.0,31
None, 27.18, 28.36, 28.3, 28.0, 7.0, 27.2, 27.2, 1021.4, 0.0, 7.0, 927.0, None,2021-07-30 19:00:00, None, None, 927.0,31
None, 24.85, 33.12, 28.3, 33.0, 8.0, 24.9, 24.0, 1021.2, 0.0, 8.0, 927.0, None,2021-07-30 20:00:00, None, None, 927.0,31
None, 22.03, 50.9, 28.3, 51.0, 12.0, 22.0, 22.2, 1020.2, 0.0, 12.0, 926.0, None,2021-07-30 21:00:00, None, None, 926.0,31
None, 18.86, 65.16, 28.3, 65.0, 12.0, 18.9, 18.9, 1020.3, 0.0, 12.0, 926.0, None,2021-07-30 22:00:00, None, None, 926.0,31
None, 16.59, 70.21, 28.3, 70.0, 11.0, 16.6, 16.6, 1020.1, 0.0, 11.0, 926.0, None,2021-07-30 23:00:00, None, None, 926.0,31
None, 14.87, 75.95, 28.3, 76.0, 11.0, 14.9, 14.9, 1020.0, -0.6, 11.0, 926.0, None,2021-07-31 00:00:00, None, None, 926.0,31
None, 13.37, 80.1, 28.3, 80.0, 10.0, 13.4, 13.4, 1019.9, -0.4, 10.0, 926.0, None,2021-07-31 01:00:00, None, None, 926.0,31
None, 12.68, 79.35, 28.3, 79.0, 9.0, 12.7, 12.5, 1019.9, 0.0, 9.0, 926.0, None,2021-07-31 02:00:00, None, None, 926.0,31
None, 11.22, 82.6, 28.3, 83.0, 8.0, 11.2, 11.2, 1019.9, 1.0, 8.0, 926.0, None,2021-07-31 03:00:00, None, None, 926.0,31
None, 9.91, 85.5, 28.3, 86.0, 8.0, 9.9, 9.9, 1020.0, 0.0, 8.0, 926.0, None,2021-07-31 04:00:00, None, None, 926.0,31
None, 9.01, 87.1, 28.3, 87.0, 7.0, 9.0, 9.0, 1020.0, 0.0, 7.0, 926.0, None,2021-07-31 05:00:00, None, None, 926.0,31
None, 8.32, 88.3, 28.3, 88.0, 7.0, 8.3, 8.3, 1020.0, -1.0, 7.0, 926.0, None,2021-07-31 06:00:00, None, None, 926.0,31
