pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, 20.91, 36.9, None, None, 53.59, 3.417, 281.3, None, None, None, None, None, 6.0, 900.0, None,2021-07-30 00:00:00, None,31
None, 19.15, 41.66, None, None, 51.87, 1.737, 311.4, None, None, None, None, None, 6.0, 901.0, None,2021-07-30 01:00:00, None,31
None, 18.55, 43.88, None, None, 27.74, 4.014, 230.8, None, None, None, None, None, 6.0, 901.0, None,2021-07-30 02:00:00, None,31
None, 17.4, 46.94, None, None, 37.65, 3.183, 247.7, None, None, None, None, None, 6.0, 901.0, None,2021-07-30 03:00:00, None,31
None, 16.55, 48.49, None, None, 47.51, 1.857, 316.6, None, None, None, None, None, 6.0, 900.0, None,2021-07-30 04:00:00, None,31
None, 15.72, 51.67, None, None, 28.63, 1.603, 250.2, None, None, None, None, None, 6.0, 900.0, None,2021-07-30 05:00:00, None,31
None, 15.37, 51.41, None, None, 38.79, 2.017, 322.1, None, None, None, None, None, 6.0, 901.0, None,2021-07-30 06:00:00, None,31
None, 15.38, 53.02, None, None, 37.23, 1.712, 332.6, None, None, None, None, None, 6.0, 901.0, None,2021-07-30 07:00:00, None,31
None, 16.63, 54.85, None, None, 70.12, 0.346, 265.0, None, None, None, None, None, 8.0, 901.0, None,2021-07-30 08:00:00, None,31
None, 18.34, 48.17, None, None, 42.01, 0.919, 120.5, None, None, None, None, None, 7.0, 902.0, None,2021-07-30 09:00:00, None,31
None, 20.47, 42.16, None, None, 27.65, 2.548, 103.1, None, None, None, None, None, 7.0, 901.0, None,2021-07-30 10:00:00, None,31
None, 21.69, 38.36, None, None, 31.3, 3.819, 109.3, None, None, None, None, None, 7.0, 901.0, None,2021-07-30 11:00:00, None,31
None, 25.81, 30.09, None, None, 34.62, 3.699, 102.6, None, None, None, None, None, 6.0, 901.0, None,2021-07-30 12:00:00, None,31
None, 28.31, 21.48, None, None, 38.61, 5.986, 108.0, None, None, None, None, None, 5.0, 901.0, None,2021-07-30 13:00:00, None,31
None, 30.15, 17.07, None, None, 31.45, 11.07, 170.5, None, None, None, None, None, 2.0, 900.0, None,2021-07-30 14:00:00, None,31
None, 31.51, 15.67, None, None, 28.97, 13.75, 166.8, None, None, None, None, None, 3.0, 900.0, None,2021-07-30 15:00:00, None,31
None, 31.29, 16.09, None, None, 22.98, 12.53, 174.7, None, None, None, None, None, 2.0, 899.0, None,2021-07-30 16:00:00, None,31
None, 31.37, 15.91, None, None, 24.64, 9.11, 172.9, None, None, None, None, None, 2.0, 899.0, None,2021-07-30 17:00:00, None,31
None, 31.37, 15.35, None, None, 25.09, 6.416, 185.6, None, None, None, None, None, 2.0, 899.0, None,2021-07-30 18:00:00, None,31
None, 30.5, 15.85, None, None, 17.46, 4.034, 267.8, None, None, None, None, None, 2.0, 899.0, None,2021-07-30 19:00:00, None,31
None, 26.77, 19.33, None, None, 16.59, 3.392, 274.1, None, None, None, None, None, 1.0, 899.0, None,2021-07-30 20:00:00, None,31
None, 27.19, 19.81, None, None, 38.32, 1.384, 238.5, None, None, None, None, None, 2.0, 899.0, None,2021-07-30 21:00:00, None,31
None, 24.54, 23.87, None, None, 62.93, 1.334, 321.3, None, None, None, None, None, 3.0, 900.0, None,2021-07-30 22:00:00, None,31
None, 22.84, 25.73, None, None, 23.77, 0.983, 337.6, None, None, None, None, None, 2.0, 900.0, None,2021-07-30 23:00:00, None,31
