pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,week_of_year
None, 14.31, 69.56, 30.4, 70.0, 9.0, 14.3, 14.2, 9.0, 0.0, 0.0,2021-07-30 00:00:00, None,31
None, 14.0, 66.52, 30.4, 67.0, 8.0, 14.0, 14.2, 8.0, 0.0, 0.0,2021-07-30 01:00:00, None,31
None, 13.03, 73.52, 30.4, 74.0, 9.0, 13.0, 12.3, 9.0, 0.0, 0.0,2021-07-30 02:00:00, None,31
None, 12.42, 76.36, 30.4, 76.0, 8.0, 12.4, 11.5, 8.0, 0.0, 0.0,2021-07-30 03:00:00, None,31
None, 11.3, 77.54, 30.4, 78.0, 7.0, 11.3, 9.5, 7.0, 0.0, 0.0,2021-07-30 04:00:00, None,31
None, 9.1, 86.7, 30.4, 87.0, 7.0, 9.1, 9.1, 7.0, 0.0, 0.0,2021-07-30 05:00:00, None,31
None, 9.92, 84.1, 30.4, 84.0, 7.0, 9.9, 9.1, 7.0, 0.0, 0.0,2021-07-30 06:00:00, None,31
None, 13.68, 71.04, 13.6, 71.0, 9.0, 13.7, 9.8, 9.0, 0.0, 0.0,2021-07-30 07:00:00, None,31
None, 16.71, 60.83, 16.7, 61.0, 9.0, 16.7, 9.8, 9.0, 0.0, 0.0,2021-07-30 08:00:00, None,31
None, 20.16, 48.77, 20.1, 49.0, 9.0, 20.2, 9.8, 9.0, 0.0, 0.0,2021-07-30 09:00:00, None,31
None, 22.6, 42.28, 22.7, 42.0, 9.0, 22.6, 9.8, 9.0, 0.0, 0.0,2021-07-30 10:00:00, None,31
None, 25.37, 36.72, 25.7, 37.0, 10.0, 25.4, 9.8, 10.0, 0.0, 0.0,2021-07-30 11:00:00, None,31
None, 27.85, 33.44, 28.2, 33.0, 11.0, 27.9, 9.8, 11.0, 0.0, 0.0,2021-07-30 12:00:00, None,31
None, 30.1, 23.76, 30.2, 24.0, 7.0, 30.1, 9.8, 7.0, 0.0, 0.0,2021-07-30 13:00:00, None,31
0.0, 30.5, 24.91, 31.2, 25.0, 8.0, 30.5, 9.8, 8.0, 0.0, 0.0,2021-07-30 14:00:00, None,31
0.0, 30.83, 22.81, 31.6, 23.0, 7.0, 30.8, 9.8, 7.0, 0.0, 0.0,2021-07-30 15:00:00, None,31
0.0, 30.78, 23.45, 32.1, 23.0, 8.0, 30.8, 9.8, 8.0, 0.0, 0.0,2021-07-30 16:00:00, None,31
0.0, 31.33, 23.28, 32.1, 23.0, 8.0, 31.3, 9.8, 8.0, 0.0, 0.0,2021-07-30 17:00:00, None,31
0.0, 30.7, 25.92, 32.1, 26.0, 9.0, 30.7, 9.8, 9.0, 0.0, 0.0,2021-07-30 18:00:00, None,31
0.0, 29.31, 30.65, 30.8, 31.0, 10.0, 29.3, 29.2, 10.0, 0.0, 0.0,2021-07-30 19:00:00, None,31
0.0, 27.4, 35.95, 30.8, 36.0, 11.0, 27.4, 27.1, 11.0, 0.0, 0.0,2021-07-30 20:00:00, None,31
0.0, 21.49, 52.31, 30.8, 52.0, 11.0, 21.5, 21.0, 11.0, 0.0, 0.0,2021-07-30 21:00:00, None,31
0.0, 19.64, 57.69, 30.8, 58.0, 11.0, 19.6, 19.1, 11.0, 0.0, 0.0,2021-07-30 22:00:00, None,31
0.0, 17.18, 66.42, 30.8, 66.0, 11.0, 17.2, 16.6, 11.0, 0.0, 0.0,2021-07-30 23:00:00, None,31
0.0, 16.46, 65.36, 30.8, 65.0, 10.0, 16.5, 16.2, 10.0, 0.0, 0.0,2021-07-31 00:00:00, None,31
0.0, 15.1, 72.84, 30.8, 73.0, 10.0, 15.1, 14.9, 10.0, 0.0, 0.0,2021-07-31 01:00:00, None,31
0.0, 14.14, 75.26, 30.8, 75.0, 10.0, 14.1, 13.3, 10.0, 0.0, 0.0,2021-07-31 02:00:00, None,31
