TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
11.9, 0.277, 85.7, 89.5,2017-09-24 00:00:00, 10.9,39
10.9, 0.092, 89.5, 90.0,2017-09-24 01:00:00, 10.81,39
10.8, 0.216998, 90.0, 89.3,2017-09-24 02:00:00, 11.32,39
11.3, 0.337, 89.3, 88.3,2017-09-24 03:00:00, 11.78,39
11.8, 0.282, 88.3, 88.0,2017-09-24 04:00:00, 11.95,39
12.0, 0.252999, 88.0, 89.4,2017-09-24 05:00:00, 11.8,39
11.8, 0.143998, 89.4, 89.1,2017-09-24 06:00:00, 12.12,39
12.1, 0.293, 89.1, 88.1,2017-09-24 07:00:00, 12.31,39
12.3, 0.324999, 88.1, 83.4,2017-09-24 08:00:00, 13.46,39
13.5, 0.479, 83.4, 75.63,2017-09-24 09:00:00, 15.36,39
15.4, 0.578, 75.6, 60.83,2017-09-24 10:00:00, 18.83,39
18.8, 1.288, 60.8, 54.65,2017-09-24 11:00:00, 19.46,39
19.5, 1.636, 54.7, 47.27,2017-09-24 12:00:00, 20.58,39
20.6, 1.935, 47.3, 44.04,2017-09-24 13:00:00, 21.2,39
21.2, 2.167, 44.0, 43.58,2017-09-24 14:00:00, 22.41,39
22.4, 1.717, 43.6, 48.59,2017-09-24 15:00:00, 21.44,39
21.4, 1.485, 48.6, 50.06,2017-09-24 16:00:00, 21.26,39
21.3, 1.027, 50.1, 56.29,2017-09-24 17:00:00, 18.65,39
18.7, 0.721, 56.3, 58.28,2017-09-24 18:00:00, 17.34,39
17.3, 0.707, 58.3, 60.81,2017-09-24 19:00:00, 16.51,39
16.5, 0.451999, 60.8, 66.21,2017-09-24 20:00:00, 15.83,39
15.8, 0.289, 66.2, 72.78,2017-09-24 21:00:00, 14.93,39
14.9, 0.423999, 72.8, 77.7,2017-09-24 22:00:00, 14.3,39
14.3, 0.347999, 77.7, 80.8,2017-09-24 23:00:00, 14.0,39
14.0, 0.347, 80.8, 84.1,2017-09-25 00:00:00, 13.72,39
13.7, 0.159998, 84.1, 86.6,2017-09-25 01:00:00, 13.47,39
13.5, 0.165998, 86.6, 88.1,2017-09-25 02:00:00, 13.38,39
13.4, 0.324999, 88.1, 90.8,2017-09-25 03:00:00, 13.21,39
13.2, 0.324, 90.8, 94.4,2017-09-25 04:00:00, 13.1,39
13.1, 0.426999, 94.4, 96.0,2017-09-25 05:00:00, 12.82,39
12.8, 0.238, 96.0, 96.8,2017-09-25 06:00:00, 12.89,39
12.9, 0.824, 96.8, 97.1,2017-09-25 07:00:00, 13.16,39
13.2, 0.99, 97.1, 96.4,2017-09-25 08:00:00, 13.49,39
13.5, 1.159, 96.4, 94.5,2017-09-25 09:00:00, 14.31,39
14.3, 1.256, 94.5, 92.6,2017-09-25 10:00:00, 15.13,39
15.1, 1.38, 92.6, 86.0,2017-09-25 11:00:00, 16.38,39
16.4, 1.685, 86.0, 80.6,2017-09-25 12:00:00, 17.28,39
17.3, 1.581, 80.6, 79.86,2017-09-25 13:00:00, 17.7,39
17.7, 1.56, 79.9, 80.6,2017-09-25 14:00:00, 17.38,39
17.4, 1.686, 80.6, 79.81,2017-09-25 15:00:00, 17.02,39
17.0, 1.304, 79.8, 79.88,2017-09-25 16:00:00, 16.52,39
16.5, 0.822, 79.9, 79.2,2017-09-25 17:00:00, 16.42,39
16.4, 0.266, 79.2, 79.82,2017-09-25 18:00:00, 16.54,39
16.5, 0.222, 79.8, 81.5,2017-09-25 19:00:00, 16.02,39
16.0, 0.324, 81.5, 88.0,2017-09-25 20:00:00, 15.61,39
15.6, 0.365, 88.0, 92.0,2017-09-25 21:00:00, 15.09,39
15.1, 0.27, 92.0, 93.1,2017-09-25 22:00:00, 14.92,39
14.9, 0.152998, 93.1, 93.7,2017-09-25 23:00:00, 14.64,39
14.6, 0.293998, 93.7, 95.9,2017-09-26 00:00:00, 13.43,39
13.4, 0.256998, 95.9, 96.7,2017-09-26 01:00:00, 13.32,39
13.3, 0.211998, 96.7, 95.8,2017-09-26 02:00:00, 13.8,39
13.8, 0.148, 95.8, 95.6,2017-09-26 03:00:00, 13.84,39
13.8, 0.160999, 95.6, 96.0,2017-09-26 04:00:00, 13.77,39
13.8, 0.331, 96.0, 95.6,2017-09-26 05:00:00, 13.9,39
13.9, 0.264999, 95.6, 94.7,2017-09-26 06:00:00, 14.13,39
14.1, 0.186, 94.7, 94.6,2017-09-26 07:00:00, 14.29,39
14.3, 0.472, 94.6, 88.8,2017-09-26 08:00:00, 15.57,39
15.6, 0.583, 88.8, 78.61,2017-09-26 09:00:00, 17.56,39
