AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year
3.6, 0.0, 504.0,2021-06-18 00:00:00, 3.1, 18.9,25
3.5, None, 504.0,2021-06-18 00:15:00, None, None,25
3.7, None, 504.0,2021-06-18 00:30:00, None, None,25
3.6, None, 503.0,2021-06-18 00:45:00, None, None,25
3.5, None, 503.0,2021-06-18 01:00:00, None, None,25
4.2, None, 503.0,2021-06-18 01:15:00, None, None,25
3.8, None, 503.0,2021-06-18 01:30:00, None, None,25
3.3, None, 503.0,2021-06-18 01:45:00, None, None,25
3.1, None, 503.0,2021-06-18 02:00:00, None, None,25
3.4, None, 503.0,2021-06-18 02:15:00, None, None,25
4.1, None, 503.0,2021-06-18 02:30:00, None, None,25
3.6, None, 503.0,2021-06-18 02:45:00, None, None,25
4.1, None, 503.0,2021-06-18 03:00:00, None, None,25
3.4, None, 503.0,2021-06-18 03:15:00, None, None,25
3.1, None, 503.0,2021-06-18 03:30:00, None, None,25
3.3, None, 503.0,2021-06-18 03:45:00, None, None,25
3.7, None, 503.0,2021-06-18 04:00:00, None, None,25
3.3, None, 503.0,2021-06-18 04:15:00, None, None,25
3.8, None, 503.0,2021-06-18 04:30:00, None, None,25
4.8, None, 503.0,2021-06-18 04:45:00, None, None,25
4.8, None, 503.0,2021-06-18 05:00:00, None, None,25
5.7, None, 503.0,2021-06-18 05:15:00, None, None,25
5.7, None, 503.0,2021-06-18 05:30:00, None, None,25
6.7, None, 503.0,2021-06-18 05:45:00, None, None,25
8.6, None, 503.0,2021-06-18 06:00:00, None, None,25
9.8, None, 503.0,2021-06-18 06:15:00, None, None,25
10.3, None, 503.0,2021-06-18 06:30:00, None, None,25
12.0, None, 503.0,2021-06-18 06:45:00, None, None,25
13.5, None, 503.0,2021-06-18 07:00:00, None, None,25
13.5, None, 503.0,2021-06-18 07:15:00, None, None,25
15.0, None, 502.0,2021-06-18 07:30:00, None, None,25
15.8, None, 501.0,2021-06-18 07:45:00, None, None,25
14.6, None, 501.0,2021-06-18 08:00:00, None, None,25
14.8, None, 501.0,2021-06-18 08:15:00, None, None,25
15.1, None, 501.0,2021-06-18 08:30:00, None, None,25
14.6, None, 501.0,2021-06-18 08:45:00, None, None,25
14.7, None, 500.0,2021-06-18 09:00:00, None, None,25
15.5, None, 500.0,2021-06-18 09:15:00, None, None,25
16.6, None, 500.0,2021-06-18 09:30:00, None, None,25
15.1, None, 500.0,2021-06-18 09:45:00, None, None,25
14.5, None, 499.0,2021-06-18 10:00:00, None, None,25
15.6, None, 499.0,2021-06-18 10:15:00, None, None,25
16.7, None, 498.0,2021-06-18 10:30:00, None, None,25
16.8, None, 498.0,2021-06-18 10:45:00, None, None,25
16.7, None, 497.0,2021-06-18 11:00:00, None, None,25
17.3, None, 497.0,2021-06-18 11:15:00, None, None,25
17.5, None, 496.0,2021-06-18 11:30:00, None, None,25
18.0, None, 495.0,2021-06-18 11:45:00, None, None,25
17.7, None, 495.0,2021-06-18 12:00:00, None, None,25
16.2, None, 494.0,2021-06-18 12:15:00, None, None,25
17.3, None, 492.0,2021-06-18 12:30:00, None, None,25
16.7, None, 491.0,2021-06-18 12:45:00, None, None,25
18.1, None, 489.0,2021-06-18 13:00:00, None, None,25
16.8, None, 488.0,2021-06-18 13:15:00, None, None,25
18.9, None, 487.0,2021-06-18 13:30:00, None, None,25
17.9, None, 485.0,2021-06-18 13:45:00, None, None,25
