ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
3.2,3.2,0.0,0.0,2020-12-16,0.0,4.0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,2020-12-17,0.0,6.0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,4.0,0.0,2020-12-18,0.0,7.0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,4.0,0.0,2020-12-19,0.0,11.0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2,1.2,6.0,0.0,2020-12-20,0.0,11.0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6,2.6,0.0,12.0,2020-12-21,0.0,7.0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 00:00:00,,,51,226.0, 86.0, 12.5,0.0, -0.1,11.5, 2.0,1.9, 224.0, 0.0, 1.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 01:00:00,,,51,217.0, 87.0, 11.5,0.2, 0.0,12.3, 1.9,2.2, 226.0, 0.0, 1.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 02:00:00,,,51,218.0, 85.0, 12.3,0.0, -0.1,11.3, 2.2,2.0, 217.0, 0.2, 1.2,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 03:00:00,,,51,199.0, 86.0, 11.3,0.0, -0.1,16.0, 2.0,2.1, 218.0, 0.0, 1.2,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 04:00:00,,,51,206.0, 85.0, 16.0,0.0, -0.2,14.8, 2.1,1.9, 199.0, 0.0, 1.2,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 05:00:00,,,51,213.0, 86.0, 14.8,0.0, -0.2,12.1, 1.9,1.7, 206.0, 0.0, 1.2,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 06:00:00,,,51,216.0, 87.0, 12.1,0.0, -0.2,13.4, 1.7,1.9, 213.0, 0.0, 1.2,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 07:00:00,,,51,227.0, 85.0, 13.4,0.0, -0.4,11.3, 1.9,1.9, 216.0, 0.0, 1.2,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 08:00:00,,,51,220.0, 85.0, 11.3,0.0, -0.4,8.4, 1.9,2.0, 227.0, 0.0, 1.2,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 09:00:00,,,51,204.0, 86.0, 8.4,0.0, -0.1,9.7, 2.0,2.3, 220.0, 0.0, 1.2,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 10:00:00,,,51,211.0, 84.0, 9.7,0.0, -0.1,12.5, 2.3,2.3, 204.0, 0.0, 1.2,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 11:00:00,,,51,210.0, 82.0, 12.5,0.0, -0.5,7.4, 2.3,2.0, 211.0, 0.0, 1.2,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 12:00:00,,,51,219.0, 85.0, 7.4,0.0, -0.3,5.0, 2.0,2.1, 210.0, 0.0, 1.2,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 13:00:00,,,51,231.0, 86.0, 5.0,0.0, 0.0,3.1, 2.1,2.4, 219.0, 0.0, 0.8,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 14:00:00,,,51,35.0, 84.0, 3.1,0.0, 0.0,3.1, 2.4,1.8, 231.0, 0.0, 0.6,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 15:00:00,,,51,217.0, 89.0, 3.1,0.0, 0.2,3.1, 1.8,1.1, 35.0, 0.0, 0.6,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 16:00:00,,,51,308.0, None, None,0.0, None,2.1, None,0.8, None, None, None,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 17:00:00,,,51,226.0, 92.0, 2.1,0.0, -0.3,3.2, 0.8,0.3, 308.0, 0.0, 0.4,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 18:00:00,,,51,275.0, 98.0, 3.2,0.0, 0.0,3.0, 0.3,0.1, 226.0, 0.0, 0.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 19:00:00,,,51,331.0, 100.0, 3.0,0.0, 0.1,5.1, 0.1,0.1, 275.0, 0.0, 0.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 20:00:00,,,51,310.0, 100.0, 5.1,0.0, 0.1,5.1, 0.1,0.4, 331.0, 0.0, 0.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 21:00:00,,,51,234.0, 100.0, 5.1,0.0, 0.4,2.5, 0.4,0.1, 310.0, 0.0, 0.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 22:00:00,,,51,155.0, 100.0, 2.5,0.0, 0.1,2.0, 0.1,0.1, 234.0, 0.0, 0.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-16 23:00:00,,,51,308.0, 100.0, 2.0,0.0, 0.1,3.9, 0.1,0.1, 155.0, 0.0, 0.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 00:00:00,,,51,296.0, 100.0, 3.9,0.0, 0.1,2.7, 0.1,0.1, 308.0, 0.0, 0.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 01:00:00,,,51,60.0, 100.0, 2.7,0.0, 0.1,2.9, 0.1,0.1, 296.0, 0.0, 0.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 02:00:00,,,51,325.0, 100.0, 2.9,0.0, 0.1,4.3, 0.1,0.2, 60.0, 0.0, 0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 03:00:00,,,51,239.0, 100.0, 4.3,0.4, 0.2,4.4, 0.2,0.4, 325.0, 0.0, 0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 04:00:00,,,51,303.0, 100.0, 4.4,0.0, 0.4,4.9, 0.4,0.3, 239.0, 0.4, 0.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 05:00:00,,,51,253.0, 100.0, 4.9,0.0, 0.3,4.9, 0.3,0.6, 303.0, 0.0, 0.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 06:00:00,,,51,215.0, 100.0, 4.9,0.0, 0.6,10.6, 0.6,1.5, 253.0, 0.0, 0.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 07:00:00,,,51,213.0, 100.0, 10.6,0.0, 1.5,13.0, 1.5,2.5, 215.0, 0.0, 0.4,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 08:00:00,,,51,215.0, 92.0, 13.0,1.8, 1.3,13.9, 2.5,2.8, 213.0, 0.0, 0.4,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 09:00:00,,,51,218.0, 89.0, 13.9,2.0, 1.2,13.4, 2.8,3.2, 215.0, 1.8, 2.2,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 10:00:00,,,51,231.0, 86.0, 13.4,1.4, 1.1,10.8, 3.2,3.5, 218.0, 2.0, 4.2,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 11:00:00,,,51,213.0, 86.0, 10.8,0.4, 1.4,10.9, 3.5,4.1, 231.0, 1.4, 5.6,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 12:00:00,,,51,217.0, 84.0, 10.9,0.0, 1.6,10.0, 4.1,4.2, 213.0, 0.4, 6.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 13:00:00,,,51,208.0, 82.0, 10.0,0.0, 1.4,8.6, 4.2,6.0, 217.0, 0.0, 6.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 14:00:00,,,51,226.0, 76.0, 8.6,0.0, 2.1,6.9, 6.0,3.5, 208.0, 0.0, 6.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 15:00:00,,,51,279.0, 89.0, 6.9,0.0, 1.9,5.2, 3.5,1.7, 226.0, 0.0, 6.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 16:00:00,,,51,258.0, 98.0, 5.2,0.0, 1.4,6.3, 1.7,2.1, 279.0, 0.0, 6.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 17:00:00,,,51,240.0, 98.0, 6.3,0.0, 1.8,6.4, 2.1,2.3, 258.0, 0.0, 6.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 18:00:00,,,51,281.0, 95.0, 6.4,0.0, 1.6,4.8, 2.3,2.3, 240.0, 0.0, 6.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 19:00:00,,,51,283.0, 96.0, 4.8,0.0, 1.7,3.6, 2.3,1.5, 281.0, 0.0, 6.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 20:00:00,,,51,272.0, 98.0, 3.6,0.0, 1.2,4.1, 1.5,1.8, 283.0, 0.0, 6.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 21:00:00,,,51,253.0, 98.0, 4.1,0.0, 1.5,5.9, 1.8,2.0, 272.0, 0.0, 6.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 22:00:00,,,51,251.0, 96.0, 5.9,0.0, 1.4,4.2, 2.0,1.7, 253.0, 0.0, 6.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-17 23:00:00,,,51,264.0, 98.0, 4.2,0.0, 1.4,6.1, 1.7,1.9, 251.0, 0.0, 6.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 00:00:00,,,51,237.0, 94.0, 6.1,0.0, 1.0,5.8, 1.9,1.9, 264.0, 0.0, 6.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 01:00:00,,,51,257.0, 95.0, 5.8,0.0, 1.2,3.8, 1.9,2.3, 237.0, 0.0, 6.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 02:00:00,,,51,210.0, 91.0, 3.8,0.0, 1.0,11.0, 2.3,3.2, 257.0, 0.0, 6.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 03:00:00,,,51,225.0, 86.0, 11.0,0.0, 1.1,9.1, 3.2,3.2, 210.0, 0.0, 6.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 04:00:00,,,51,216.0, 81.0, 9.1,0.0, 0.3,9.0, 3.2,2.9, 225.0, 0.0, 5.6,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 05:00:00,,,51,213.0, 85.0, 9.0,0.0, 0.6,10.5, 2.9,3.1, 216.0, 0.0, 5.6,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 06:00:00,,,51,238.0, 82.0, 10.5,0.0, 0.3,10.1, 3.1,3.0, 213.0, 0.0, 5.6,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 07:00:00,,,51,211.0, 83.0, 10.1,0.0, 0.4,10.0, 3.0,2.9, 238.0, 0.0, 5.6,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 08:00:00,,,51,214.0, 86.0, 10.0,0.0, 0.8,13.4, 2.9,3.2, 211.0, 0.0, 5.6,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 09:00:00,,,51,207.0, 83.0, 13.4,0.0, 0.6,11.4, 3.2,3.5, 214.0, 0.0, 3.8,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 10:00:00,,,51,214.0, 80.0, 11.4,0.0, 0.4,7.7, 3.5,3.6, 207.0, 0.0, 1.8,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 11:00:00,,,51,214.0, 79.0, 7.7,0.0, 0.3,11.3, 3.6,3.4, 214.0, 0.0, 0.4,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 12:00:00,,,51,207.0, 80.0, 11.3,0.0, 0.3,5.8, 3.4,2.9, 214.0, 0.0, 0.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 13:00:00,,,51,163.0, 87.0, 5.8,0.0, 1.0,4.3, 2.9,3.8, 207.0, 0.0, 0.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 14:00:00,,,51,359.0, 85.0, 4.3,0.0, 1.5,5.8, 3.8,3.3, 163.0, 0.0, 0.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 15:00:00,,,51,106.0, 86.0, 5.8,0.0, 1.2,5.5, 3.3,3.1, 359.0, 0.0, 0.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 16:00:00,,,51,335.0, 83.0, 5.5,0.0, 0.5,2.6, 3.1,3.2, 106.0, 0.0, 0.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 17:00:00,,,51,315.0, 85.0, 2.6,0.0, 0.9,3.3, 3.2,3.0, 335.0, 0.0, 0.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 18:00:00,,,51,292.0, 84.0, 3.3,0.0, 0.6,3.5, 3.0,3.1, 315.0, 0.0, 0.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 19:00:00,,,51,231.0, 83.0, 3.5,0.0, 0.5,4.9, 3.1,3.8, 292.0, 0.0, 0.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 20:00:00,,,51,190.0, 79.0, 4.9,0.0, 0.5,11.2, 3.8,4.2, 231.0, 0.0, 0.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 21:00:00,,,51,189.0, 76.0, 11.2,0.0, 0.4,15.8, 4.2,4.9, 190.0, 0.0, 0.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 22:00:00,,,51,221.0, 77.0, 15.8,0.0, 1.2,15.5, 4.9,5.5, 189.0, 0.0, 0.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-18 23:00:00,,,51,222.0, 70.0, 15.5,0.0, 0.5,12.2, 5.5,5.4, 221.0, 0.0, 0.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 00:00:00,,,51,208.0, 70.0, 12.2,0.0, 0.4,13.0, 5.4,4.8, 222.0, 0.0, 0.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 01:00:00,,,51,202.0, 77.0, 13.0,0.0, 1.1,16.9, 4.8,5.0, 208.0, 0.0, 0.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 02:00:00,,,51,229.0, 78.0, 16.9,0.0, 1.5,10.9, 5.0,4.6, 202.0, 0.0, 0.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 03:00:00,,,51,256.0, 85.0, 10.9,0.2, 2.3,6.8, 4.6,3.8, 229.0, 0.0, 0.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 04:00:00,,,51,293.0, 89.0, 6.8,3.2, 2.2,5.7, 3.8,2.9, 256.0, 0.2, 0.2,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 05:00:00,,,51,324.0, 99.0, 5.7,0.2, 2.8,5.2, 2.9,2.8, 293.0, 3.2, 3.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 06:00:00,,,51,291.0, 100.0, 5.2,0.2, 2.8,3.8, 2.8,2.0, 324.0, 0.2, 3.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 07:00:00,,,51,287.0, 100.0, 3.8,0.0, 2.0,5.7, 2.0,1.8, 291.0, 0.2, 3.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 08:00:00,,,51,283.0, 100.0, 5.7,0.0, 1.8,6.9, 1.8,2.0, 287.0, 0.0, 3.8,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 09:00:00,,,51,267.0, 99.0, 6.9,0.0, 1.9,4.0, 2.0,4.7, 283.0, 0.0, 3.8,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 10:00:00,,,51,217.0, 87.0, 4.0,0.0, 2.7,4.7, 4.7,6.6, 267.0, 0.0, 3.8,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 11:00:00,,,51,219.0, 78.0, 4.7,0.0, 3.0,9.6, 6.6,6.1, 217.0, 0.0, 3.8,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 12:00:00,,,51,193.0, 65.0, 9.6,0.0, 0.0,12.0, 6.1,6.6, 219.0, 0.0, 3.8,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 13:00:00,,,51,210.0, 62.0, 12.0,0.0, -0.2,7.4, 6.6,5.7, 193.0, 0.0, 3.8,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 14:00:00,,,51,266.0, 63.0, 7.4,0.0, -0.8,4.0, 5.7,3.9, 210.0, 0.0, 3.8,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 15:00:00,,,51,232.0, 77.0, 4.0,0.0, 0.2,5.9, 3.9,3.8, 266.0, 0.0, 3.8,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 16:00:00,,,51,256.0, 81.0, 5.9,0.0, 0.8,3.9, 3.8,3.7, 232.0, 0.0, 3.8,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 17:00:00,,,51,228.0, 81.0, 3.9,0.0, 0.7,4.1, 3.7,3.4, 256.0, 0.0, 3.8,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 18:00:00,,,51,230.0, 77.0, 4.1,0.0, -0.2,4.7, 3.4,3.5, 228.0, 0.0, 3.8,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 19:00:00,,,51,207.0, 82.0, 4.7,0.0, 0.7,7.3, 3.5,3.7, 230.0, 0.0, 3.8,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 20:00:00,,,51,339.0, 70.0, 7.3,0.0, -1.3,3.3, 3.7,3.8, 207.0, 0.0, 3.8,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 21:00:00,,,51,146.0, 69.0, 3.3,0.0, -1.4,3.8, 3.8,3.6, 339.0, 0.0, 3.8,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 22:00:00,,,51,5.0, 87.0, 3.8,0.2, 1.6,3.3, 3.6,3.4, 146.0, 0.0, 3.8,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-19 23:00:00,,,51,207.0, 88.0, 3.3,0.0, 1.6,4.1, 3.4,3.7, 5.0, 0.2, 4.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-20 00:00:00,,,51,167.0, 87.0, 4.1,0.0, 1.7,4.9, 3.7,2.9, 207.0, 0.0, 4.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020-12-20 01:00:00,,,51,329.0, 91.0, 4.9,0.0, 1.6,6.9, 2.9,4.8, 167.0, 0.0, 4.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
