pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 10.1, 92.6, None, None, None, 0.377, None, 4.371, 91.7, 9.0, 10.1, 10.0, 0.0, 9.0, 13.7, 93.0, None,2022-07-09 00:00:00, None, None,28
None, None, 9.57, 93.1, None, None, None, 0.323, None, 2.033, 93.0, 9.0, 9.6, 9.6, 0.1, 9.0, 13.7, 93.0, None,2022-07-09 01:00:00, None, None,28
None, None, 9.0, 95.0, None, None, None, 1.05, None, 3.252, 95.3, 8.0, 9.0, 9.0, 0.0, 8.0, 13.7, 95.0, None,2022-07-09 02:00:00, None, None,28
None, None, 8.81, 95.7, None, None, None, 0.909, None, 2.294, 99.3, 8.0, 8.8, 8.7, 0.0, 8.0, 13.7, 96.0, None,2022-07-09 03:00:00, None, None,28
None, None, 8.78, 96.2, None, None, None, 0.352, None, 2.002, 100.9, 8.0, 8.8, 8.6, 0.0, 8.0, 13.7, 96.0, None,2022-07-09 04:00:00, None, None,28
None, None, 7.962, 97.6, None, None, None, 0.951, None, 0.801, 102.7, 8.0, 8.0, 7.9, 0.1, 8.0, 13.7, 98.0, None,2022-07-09 05:00:00, None, None,28
None, None, 8.23, 98.8, None, None, None, 0.361, None, 1.188, 104.9, 8.0, 8.2, 7.8, 0.1, 8.0, 13.7, 99.0, None,2022-07-09 06:00:00, None, None,28
None, None, 9.72, 94.0, None, None, None, 3.913, None, 4.536, 99.3, 9.0, 9.7, 8.2, -0.1, 9.0, 9.8, 94.0, None,2022-07-09 07:00:00, None, None,28
None, None, 9.63, 94.3, None, None, None, 6.377, None, 4.351, 72.01, 9.0, 9.6, 8.2, 0.0, 9.0, 9.9, 94.0, None,2022-07-09 08:00:00, None, None,28
None, None, 13.41, 75.18, None, None, None, 1.492, None, 8.37, 74.55, 9.0, 13.4, 8.2, -0.1, 9.0, 13.3, 75.0, None,2022-07-09 09:00:00, None, None,28
None, None, 13.91, 70.06, None, None, None, 2.47, None, 16.27, 65.28, 9.0, 13.9, 8.2, 0.0, 9.0, 15.3, 70.0, None,2022-07-09 10:00:00, None, None,28
None, None, 14.31, 60.83, None, None, None, 1.281, None, 14.08, 66.47, 7.0, 14.3, 8.2, -0.1, 7.0, 15.3, 61.0, None,2022-07-09 11:00:00, None, None,28
None, None, 15.32, 59.02, None, None, None, 0.782, None, 15.47, 66.02, 7.0, 15.3, 8.2, -0.1, 7.0, 15.9, 59.0, None,2022-07-09 12:00:00, None, None,28
None, None, 15.34, 58.98, None, None, None, 0.451, None, 12.99, 63.52, 8.0, 15.3, 8.2, -0.1, 8.0, 15.9, 59.0, None,2022-07-09 13:00:00, None, None,28
None, None, 14.13, 63.56, None, None, None, 0.483, None, 15.34, 64.81, 7.0, 14.1, 8.2, -0.2, 7.0, 15.9, 64.0, None,2022-07-09 14:00:00, None, None,28
None, None, 15.68, 59.2, None, None, None, 0.926, None, 16.32, 66.8, 8.0, 15.7, 8.2, -0.1, 8.0, 16.2, 59.0, None,2022-07-09 15:00:00, None, None,28
None, None, 16.99, 53.7, None, None, None, 3.293, None, 14.98, 61.73, 7.0, 17.0, 8.2, -0.1, 7.0, 17.9, 54.0, None,2022-07-09 16:00:00, None, None,28
None, None, 16.47, 53.49, None, None, None, 0.686, None, 14.91, 58.11, 7.0, 16.5, 8.2, -0.1, 7.0, 17.9, 53.0, None,2022-07-09 17:00:00, None, None,28
None, None, 15.06, 59.4, None, None, None, 0.79, None, 14.7, 58.91, 7.0, 15.1, 8.2, -0.2, 7.0, 17.9, 59.0, None,2022-07-09 18:00:00, None, None,28
None, None, 13.81, 63.02, None, None, None, 1.27, None, 9.64, 63.16, 7.0, 13.8, 13.7, -0.1, 7.0, 15.2, 63.0, None,2022-07-09 19:00:00, None, None,28
None, None, 12.98, 66.63, None, None, None, 3.598, None, 6.783, 72.81, 7.0, 13.0, 12.9, 0.0, 7.0, 15.2, 67.0, None,2022-07-09 20:00:00, None, None,28
None, None, 11.98, 69.52, None, None, None, 3.408, None, 6.57, 85.5, 6.0, 12.0, 11.9, 0.1, 6.0, 15.2, 70.0, None,2022-07-09 21:00:00, None, None,28
None, None, 11.15, 70.06, None, None, None, 2.534, None, 9.09, 95.2, None, None, None, None, 6.0, None, None, None,2022-07-09 22:00:00, None, None,28
None, None, 10.77, 76.84, None, None, None, 0.866, None, 7.002, 101.1, 7.0, 10.8, 10.5, 0.0, 7.0, 15.2, 77.0, None,2022-07-09 23:00:00, None, None,28
None, None, 10.35, 79.51, None, None, None, 0.869, None, 8.06, 103.3, 7.0, 10.4, 10.3, 0.0, 7.0, 15.2, 80.0, None,2022-07-10 00:00:00, None, None,28
None, None, 10.16, 80.6, None, None, None, 0.344, None, 6.48, 105.4, 7.0, 10.2, 10.1, 0.1, 7.0, 15.2, 81.0, None,2022-07-10 01:00:00, None, None,28
None, None, 9.95, 83.2, None, None, None, 0.195, None, 4.373, 106.4, 7.0, 10.0, 9.9, 0.0, 7.0, 15.2, 83.0, None,2022-07-10 02:00:00, None, None,28
None, None, 9.77, 85.5, None, None, None, 0.481, None, 7.728, 107.6, 8.0, 9.8, 9.8, 0.0, 8.0, 15.2, 86.0, None,2022-07-10 03:00:00, None, None,28
None, None, 9.55, 89.5, None, None, None, 0.851, None, 10.1, 110.0, 8.0, 9.6, 9.4, 0.0, 8.0, 15.2, 90.0, None,2022-07-10 04:00:00, None, None,28
None, None, 9.38, 89.9, None, None, None, 0.205, None, 6.97, 111.4, 8.0, 9.4, 9.2, 0.1, 8.0, 15.2, 90.0, None,2022-07-10 05:00:00, None, None,28
None, None, 9.26, 91.3, None, None, None, 0.202, None, 5.964, 111.3, 8.0, 9.3, 9.2, 0.0, 8.0, 15.2, 91.0, None,2022-07-10 06:00:00, None, None,28
None, None, 9.61, 89.7, None, None, None, 0.538, None, 8.08, 111.0, 8.0, 9.6, 9.2, 0.0, 8.0, 9.6, 90.0, None,2022-07-10 07:00:00, None, None,28
None, None, 9.78, 90.4, None, None, None, 0.963, None, 7.12, 107.7, 8.0, 9.8, 9.2, 0.0, 8.0, 9.7, 90.0, None,2022-07-10 08:00:00, None, None,28
None, None, 10.03, 89.0, None, None, None, 1.944, None, 6.387, 102.0, 8.0, 10.0, 9.2, 0.0, 8.0, 10.1, 89.0, None,2022-07-10 09:00:00, None, None,28
None, None, 11.4, 76.42, None, None, None, 5.48, None, 8.98, 83.9, 7.0, 11.4, 9.2, -0.2, 7.0, 12.2, 76.0, None,2022-07-10 11:00:00, None, None,28
None, None, 11.11, 79.97, None, None, None, 2.949, None, 8.95, 84.6, 8.0, 11.1, 9.2, 0.0, 8.0, 12.2, 80.0, None,2022-07-10 12:00:00, None, None,28
None, None, 14.13, 66.82, None, None, None, 6.439, None, 12.16, 76.58, 8.0, 14.1, 9.2, -0.1, 8.0, 14.7, 67.0, None,2022-07-10 13:00:00, None, None,28
None, None, 13.29, 67.72, None, None, None, 2.071, None, 15.76, 61.8, 7.0, 13.3, 9.2, -0.1, 7.0, 15.6, 68.0, None,2022-07-10 14:00:00, None, None,28
None, None, 13.99, 65.23, None, None, None, 4.363, None, 9.76, 69.97, 8.0, 14.0, 9.2, -0.3, 8.0, 15.6, 65.0, None,2022-07-10 15:00:00, None, None,28
None, None, 13.08, 68.95, None, None, None, 0.901, None, 6.878, 74.92, 8.0, 13.1, 9.2, 0.0, 8.0, 15.6, 69.0, None,2022-07-10 16:00:00, None, None,28
None, None, 14.04, 64.56, None, None, None, 1.846, None, 12.12, 74.69, 7.0, 14.0, 9.2, 0.0, 7.0, 15.6, 65.0, None,2022-07-10 17:00:00, None, None,28
None, None, 13.85, 67.35, None, None, None, 0.715, None, 11.76, 73.87, 8.0, 13.9, 9.2, 0.0, 8.0, 15.6, 67.0, None,2022-07-10 18:00:00, None, None,28
None, None, 12.58, 74.7, None, None, None, 2.91, None, 16.07, 78.26, 8.0, 12.6, 12.7, -0.1, 8.0, 13.8, 75.0, None,2022-07-10 19:00:00, None, None,28
None, None, 12.06, 76.16, None, None, None, 2.054, None, 12.47, 88.6, 8.0, 12.1, 12.0, 0.0, 8.0, 13.8, 76.0, None,2022-07-10 20:00:00, None, None,28
None, None, 11.26, 82.1, None, None, None, 1.101, None, 7.467, 93.0, 8.0, 11.3, 11.2, 0.1, 8.0, 13.8, 82.0, None,2022-07-10 21:00:00, None, None,28
None, None, 10.58, 85.7, None, None, None, 1.395, None, 7.088, 97.0, 8.0, 10.6, 10.6, 0.0, 8.0, 13.8, 86.0, None,2022-07-10 22:00:00, None, None,28
None, None, 9.46, 88.6, None, None, None, 2.024, None, 8.64, 102.6, 8.0, 9.5, 9.3, 0.1, 8.0, 13.8, 89.0, None,2022-07-10 23:00:00, None, None,28
None, None, 8.74, 91.0, None, None, None, 1.358, None, 4.374, 108.8, 7.0, 8.7, 8.7, 0.1, 7.0, 13.8, 91.0, None,2022-07-11 00:00:00, None, None,28
None, None, 7.916, 92.9, None, None, None, 2.965, None, 3.427, 115.2, 7.0, 7.9, 7.9, 0.0, 7.0, 13.8, 93.0, None,2022-07-11 01:00:00, None, None,28
None, None, 7.009, 96.9, None, None, None, 3.146, None, 6.685, 126.6, 6.0, 7.0, 6.9, 0.1, 6.0, 13.8, 97.0, None,2022-07-11 02:00:00, None, None,28
None, None, 6.963, 98.0, None, None, None, 1.066, None, 8.51, 133.6, 7.0, 7.0, 6.8, 0.0, 7.0, 13.8, 98.0, None,2022-07-11 03:00:00, None, None,28
None, None, 6.328, 97.6, None, None, None, 1.631, None, 5.467, 139.2, 6.0, 6.3, 6.4, 0.0, 6.0, 13.8, 98.0, None,2022-07-11 04:00:00, None, None,28
None, None, 5.944, 98.5, None, None, None, 1.953, None, 6.962, 145.0, 6.0, 5.9, 5.8, 0.0, 6.0, 13.8, 99.0, None,2022-07-11 05:00:00, None, None,28
None, None, 6.025, 99.2, None, None, None, 1.1, None, 5.715, 150.8, 6.0, 6.0, 5.7, 0.1, 6.0, 13.8, 99.0, None,2022-07-11 06:00:00, None, None,28
None, None, 6.547, 99.9, None, None, None, 1.654, None, 4.357, 149.8, 6.0, 6.5, 6.0, 0.0, 6.0, 6.5, 100.0, None,2022-07-11 07:00:00, None, None,28
None, None, 9.66, 89.9, None, None, None, 26.64, None, 3.248, 100.3, 8.0, 9.7, 6.0, 0.0, 8.0, 9.8, 90.0, None,2022-07-11 08:00:00, None, None,28
None, None, 12.41, 81.3, None, None, None, 3.284, None, 5.721, 58.11, 9.0, 12.4, 6.0, 0.1, 9.0, 12.3, 81.0, None,2022-07-11 09:00:00, None, None,28
None, None, 16.02, 67.72, None, None, None, 1.004, None, 10.22, 51.08, 10.0, 16.0, 6.0, -0.1, 10.0, 16.3, 68.0, None,2022-07-11 10:00:00, None, None,28
None, None, 18.74, 47.63, None, None, None, 1.351, None, 10.29, 47.27, 7.0, 18.7, 6.0, -0.2, 7.0, 19.6, 48.0, None,2022-07-11 11:00:00, None, None,28
None, None, 21.68, 37.89, None, None, None, 2.334, None, 9.74, 40.67, 8.0, 21.7, 6.0, -0.2, 8.0, 22.0, 38.0, None,2022-07-11 12:00:00, None, None,28
None, None, 22.35, 34.95, None, None, None, 1.507, None, 6.82, 33.96, 5.0, 22.4, 6.0, -0.3, 5.0, 22.8, 35.0, None,2022-07-11 13:00:00, None, None,28
None, None, 23.94, 31.67, None, None, None, 1.33, None, 11.73, 29.47, 6.0, 23.9, 6.0, -0.3, 6.0, 24.0, 32.0, None,2022-07-11 14:00:00, None, None,28
None, None, 24.06, 29.12, None, None, None, 0.721, None, 11.5, 26.48, 7.0, 24.1, 6.0, -0.3, 7.0, 24.4, 29.0, None,2022-07-11 15:00:00, None, None,28
None, None, 23.85, 27.24, None, None, None, 0.131, None, 11.57, 25.68, 4.0, 23.9, 6.0, -0.5, 4.0, 24.4, 27.0, None,2022-07-11 16:00:00, None, None,28
None, None, 24.7, 30.57, None, None, None, 0.531, None, 9.39, 25.37, 6.0, 24.7, 6.0, -0.2, 6.0, 25.2, 31.0, None,2022-07-11 17:00:00, None, None,28
None, None, 22.96, 33.98, None, None, None, 0.535, None, 12.09, 23.26, 8.0, 23.0, 6.0, -0.3, 8.0, 25.2, 34.0, None,2022-07-11 18:00:00, None, None,28
None, None, 21.56, 39.06, None, None, None, 0.451, None, 10.83, 23.16, 7.0, 21.6, 21.5, 0.0, 7.0, 23.1, 39.0, None,2022-07-11 19:00:00, None, None,28
None, None, 18.96, 45.49, None, None, None, 1.2, None, 7.417, 25.81, None, None, None, None, 7.0, None, None, None,2022-07-11 20:00:00, None, None,28
None, None, 16.52, 55.37, None, None, None, 5.44, None, 4.114, 35.97, 7.0, 16.5, 16.4, -0.1, 7.0, 23.1, 55.0, None,2022-07-11 21:00:00, None, None,28
None, None, 14.05, 62.83, None, None, None, 7.829, None, 2.325, 62.01, 8.0, 14.1, 14.0, 0.0, 8.0, 23.1, 63.0, None,2022-07-11 22:00:00, None, None,28
None, None, 12.38, 64.5, None, None, None, 5.301, None, 3.567, 84.7, 6.0, 12.4, 12.4, 0.0, 6.0, 23.1, 65.0, None,2022-07-11 23:00:00, None, None,28
None, None, 11.65, 67.51, None, None, None, 3.167, None, 2.283, 98.6, 6.0, 11.7, 11.5, 0.1, 6.0, 23.1, 68.0, None,2022-07-12 00:00:00, None, None,28
None, None, 10.66, 70.5, None, None, None, 2.632, None, 3.232, 108.7, 6.0, 10.7, 10.7, 0.0, 6.0, 23.1, 71.0, None,2022-07-12 01:00:00, None, None,28
None, None, 10.33, 72.61, None, None, None, 2.55, None, 3.897, 117.4, 6.0, 10.3, 9.8, 0.0, 6.0, 23.1, 73.0, None,2022-07-12 02:00:00, None, None,28
None, None, 9.74, 74.51, None, None, None, 2.56, None, 5.324, 126.5, 5.0, 9.7, 9.4, 0.0, 5.0, 23.1, 75.0, None,2022-07-12 03:00:00, None, None,28
None, None, 9.07, 78.74, None, None, None, 2.341, None, 5.102, 135.0, 6.0, 9.1, 9.1, 0.0, 6.0, 23.1, 79.0, None,2022-07-12 04:00:00, None, None,28
None, None, 8.79, 77.13, None, None, None, 0.654, None, 4.063, 139.4, 5.0, 8.8, 8.7, 0.1, 5.0, 23.1, 77.0, None,2022-07-12 05:00:00, None, None,28
None, None, 8.92, 75.79, None, None, None, 0.904, None, 4.612, 142.6, 5.0, 8.9, 8.6, 0.0, 5.0, 23.1, 76.0, None,2022-07-12 06:00:00, None, None,28
None, None, 10.01, 72.74, None, None, None, 0.487, None, 6.172, 143.3, 5.0, 10.0, 8.8, 0.0, 5.0, 10.0, 73.0, None,2022-07-12 07:00:00, None, None,28
