CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
6.883, 74.0, None, None, None, 0.326, 2.913, 344.7, 3.0, None, 6.9, 5.6, 0.0, 3.0, None, 9.0, None, None, 74.0, None,2022-07-09 00:00:00, None, None, None, None,28
5.334, 92.8, None, None, None, 1.649, 5.897, 341.5, 4.0, None, 5.3, 5.2, 0.0, 4.0, None, 9.0, None, None, 93.0, None,2022-07-09 01:00:00, None, None, None, None,28
4.755, 91.1, None, None, None, 1.416, 11.27, 341.6, 3.0, None, 4.8, 3.9, 0.0, 3.0, None, 9.0, None, None, 91.0, None,2022-07-09 02:00:00, None, None, None, None,28
5.095, 83.7, None, None, None, 3.872, 5.488, 336.0, 3.0, None, 5.1, 3.9, 0.0, 3.0, None, 9.0, None, None, 84.0, None,2022-07-09 03:00:00, None, None, None, None,28
4.755, 88.8, None, None, None, 2.947, 5.299, 326.4, 3.0, None, 4.8, 3.9, 0.0, 3.0, None, 9.0, None, None, 89.0, None,2022-07-09 04:00:00, None, None, None, None,28
4.658, 90.4, None, None, None, 5.676, 4.984, 319.6, 3.0, None, 4.7, 3.9, 0.0, 3.0, None, 9.0, None, None, 90.0, None,2022-07-09 05:00:00, None, None, None, None,28
4.707, 89.2, None, None, None, 2.607, 4.417, 294.5, 3.0, None, 4.7, 3.9, 0.0, 3.0, None, 9.0, None, None, 89.0, None,2022-07-09 06:00:00, None, None, None, None,28
4.755, 88.4, None, None, None, 1.639, 3.94, 291.1, 3.0, None, 4.8, 4.6, 0.0, 3.0, None, 5.0, None, None, 88.0, None,2022-07-09 07:00:00, None, None, None, None,28
5.582, 84.8, None, None, None, 0.933, 3.787, 293.0, 3.0, None, 5.6, 4.6, 0.0, 3.0, None, 5.9, None, None, 85.0, None,2022-07-09 08:00:00, None, None, None, None,28
5.959, 84.1, None, None, None, 0.44, 2.472, 292.9, 3.0, None, 6.0, 4.6, 0.0, 3.0, None, 6.7, None, None, 84.0, None,2022-07-09 09:00:00, None, None, None, None,28
7.55, 74.0, None, None, None, 0.151, 1.983, 293.2, 3.0, None, 7.6, 4.6, 0.0, 3.0, None, 7.6, None, None, 74.0, None,2022-07-09 10:00:00, None, None, None, None,28
None, None, None, None, None, None, None, None, 4.0, None, 7.2, 4.6, 0.0, None, None, 8.2, None, None, 79.0, None,2022-07-09 11:00:00, None, None, None, None,28
8.31, 69.69, None, None, None, 1.188, 3.534, 294.9, 3.0, None, 8.3, 4.6, 0.0, 3.0, None, 8.6, None, None, 70.0, None,2022-07-09 12:00:00, None, None, None, None,28
8.3, 67.64, None, None, None, 9.83, 4.726, 320.7, 3.0, None, 8.3, 4.6, None, 3.0, None, 9.0, None, None, 68.0, None,2022-07-09 14:00:00, None, None, None, None,28
9.76, 68.05, None, None, None, 43.21, 5.085, 8.0, 4.0, None, 9.8, 4.6, 0.0, 4.0, None, 10.2, None, None, 68.0, None,2022-07-09 15:00:00, None, None, None, None,28
None, None, None, None, None, None, None, None, 1.0, None, 5.4, 4.7, None, None, None, 9.3, None, None, 75.0, None,2022-07-10 02:00:00, None, None, None, None,28
4.901, 81.1, None, None, None, 0.741, 5.19, 316.3, 2.0, None, 4.9, 4.7, 0.0, 2.0, None, 9.3, None, None, 81.0, None,2022-07-10 03:00:00, None, None, None, None,28
4.561, 87.8, None, None, None, 3.917, 6.498, 311.9, 3.0, None, 4.6, 4.3, 0.0, 3.0, None, 9.3, None, None, 88.0, None,2022-07-10 04:00:00, None, None, None, None,28
4.22, 90.7, None, None, None, 8.21, 6.875, 318.5, 3.0, None, 4.2, 4.2, 0.0, 3.0, None, 9.3, None, None, 91.0, None,2022-07-10 05:00:00, None, None, None, None,28
4.22, 93.9, None, None, None, 34.93, 8.07, 291.9, 3.0, None, 4.2, 3.8, None, 3.0, None, 4.5, None, None, 94.0, None,2022-07-10 08:00:00, None, None, None, None,28
4.835, 93.6, None, None, None, 0.925, 7.3, 327.2, 4.0, None, 4.8, 3.8, None, 4.0, None, 5.5, None, None, 94.0, None,2022-07-10 10:00:00, None, None, None, None,28
5.617, 87.6, None, None, None, 0.757, 8.14, 339.7, 4.0, None, 5.6, 3.7, None, 4.0, None, 5.6, None, None, 88.0, None,2022-07-10 12:00:00, None, None, None, None,28
None, None, None, None, None, None, None, None, 4.0, None, 4.3, 3.7, 0.0, None, None, 5.8, None, None, 98.0, None,2022-07-10 13:00:00, None, None, None, None,28
4.998, 96.3, None, None, None, 4.184, 9.49, 329.9, 4.0, None, 5.0, 3.7, 0.0, 4.0, None, 5.8, None, None, 96.0, None,2022-07-10 14:00:00, None, None, None, None,28
6.443, 86.3, None, None, None, 5.129, 12.01, 330.3, 4.0, None, 6.4, 3.7, 0.0, 4.0, None, 6.8, None, None, 86.0, None,2022-07-10 15:00:00, None, None, None, None,28
6.916, 75.1, None, None, None, 3.82, 11.55, 333.7, 3.0, None, 6.9, 3.7, 0.0, 3.0, None, 7.5, None, None, 75.0, None,2022-07-10 16:00:00, None, None, None, None,28
7.74, 68.0, None, None, None, 6.155, 15.24, 336.4, 2.0, None, 7.7, 3.7, 0.0, 2.0, None, 8.1, None, None, 68.0, None,2022-07-10 17:00:00, None, None, None, None,28
7.26, 73.5, None, None, None, 5.284, 11.86, 344.7, 3.0, None, 7.3, 3.7, 0.0, 3.0, None, 8.1, None, None, 74.0, None,2022-07-10 18:00:00, None, None, None, None,28
None, None, None, None, None, None, None, None, 3.0, None, 7.1, 7.1, 0.0, None, None, 7.5, None, None, 75.0, None,2022-07-10 19:00:00, None, None, None, None,28
6.677, 78.8, None, None, None, 7.42, 9.6, 325.9, 3.0, None, 6.7, 6.0, 0.0, 3.0, None, 7.5, None, None, 79.0, None,2022-07-10 20:00:00, None, None, None, None,28
6.832, 79.4, None, None, None, 12.28, 9.11, 348.1, 4.0, None, 6.8, 6.0, 0.0, 4.0, None, 7.5, None, None, 79.0, None,2022-07-10 21:00:00, None, None, None, None,28
6.835, 79.4, None, None, None, 7.68, 9.06, 0.953, 4.0, None, 6.8, 6.0, 0.0, 4.0, None, 7.5, None, None, 79.0, None,2022-07-10 22:00:00, None, None, None, None,28
None, None, None, None, None, None, None, None, 4.0, None, 6.8, 6.0, 0.0, None, None, 7.5, None, None, 81.0, None,2022-07-10 23:00:00, None, None, None, None,28
6.893, 80.4, None, None, None, 3.65, 10.53, 355.5, 4.0, None, 6.9, 6.0, 0.0, 4.0, None, 7.5, None, None, 80.0, None,2022-07-11 00:00:00, None, None, None, None,28
