RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 0.824, 18.32, None, 1.6, None, None, None, None, None, 139.0, None, 139.3, None, None, 2.162, None, 5.1, None, None, 57.21, None, 2.2, None, 0.0, 0.0,2022-01-22 00:00:00, 450.0,4
None, None, None, None, 1.128, 66.25, None, 1.4, None, None, None, None, None, 139.0, None, 139.0, None, None, 1.722, None, 5.1, None, None, 49.0, None, 1.7, None, 0.1, 0.0,2022-01-22 01:00:00, 450.0,4
None, None, None, None, 1.287, 95.8, None, 1.0, None, None, None, None, None, 138.0, None, 138.4, None, None, 1.388, None, 5.1, None, None, 56.64, None, 1.4, None, 0.0, -1.0,2022-01-22 02:00:00, 450.0,4
None, None, None, None, 0.419, 86.2, None, 1.0, None, None, None, None, None, 138.0, None, 137.8, None, None, 1.168, None, 5.1, None, None, 57.95, None, 1.2, None, 0.6, -1.0,2022-01-22 03:00:00, 450.0,4
None, None, None, None, 0.836, 79.8, None, 0.9, None, None, None, None, None, 137.0, None, 137.4, None, None, 0.977, None, 5.1, None, None, 42.73, None, 1.0, None, 0.6, 0.0,2022-01-22 04:00:00, 450.0,4
None, None, None, None, 0.165, 104.4, None, 0.9, None, None, None, None, None, 137.0, None, 137.1, None, None, 0.958, None, 5.1, None, None, 65.67, None, 1.0, None, 0.6, 0.0,2022-01-22 05:00:00, 450.0,4
None, None, None, None, 0.824, 108.5, None, 0.9, None, None, None, None, None, 135.0, None, 135.2, None, None, 1.187, None, 5.1, None, None, 45.45, None, 1.2, None, 0.4, -2.0,2022-01-22 06:00:00, 450.0,4
None, None, None, None, 0.874, 94.7, None, 0.8, None, None, None, None, None, 137.0, None, 136.9, None, None, 1.044, None, 1.2, None, None, 62.84, None, 1.0, None, 0.3, 2.0,2022-01-22 07:00:00, 450.0,4
None, None, None, None, 0.946, 79.2, None, 0.8, None, None, None, None, None, 137.0, None, 137.2, None, None, 0.949, None, 1.2, None, None, 52.21, None, 0.9, None, 0.4, 0.0,2022-01-22 08:00:00, 450.0,4
None, None, None, None, 0.769, 68.43, None, 0.8, None, None, None, None, None, 137.0, None, 137.1, None, None, 1.006, None, 1.5, None, None, 68.81, None, 1.0, None, 0.1, 0.0,2022-01-22 09:00:00, 450.0,4
None, None, None, None, 1.125, 96.5, None, 0.8, None, None, None, None, None, 137.0, None, 136.9, None, None, 1.111, None, 1.5, None, None, 47.07, None, 1.1, None, 0.1, 0.0,2022-01-22 10:00:00, 450.0,4
None, None, None, None, 0.721, 38.92, None, 0.8, None, None, None, None, None, 136.0, None, 135.9, None, None, 1.159, None, 1.5, None, None, 56.35, None, 1.2, None, 0.6, -1.0,2022-01-22 11:00:00, 450.0,4
None, None, None, None, 1.429, 109.5, None, 0.8, None, None, None, None, None, 135.0, None, 135.1, None, None, 1.34, None, 1.5, None, None, 34.53, None, 1.3, None, 0.6, -1.0,2022-01-22 12:00:00, 450.0,4
None, None, None, None, 0.994, 85.4, None, 0.8, None, None, None, None, None, 136.0, None, 135.8, None, None, 1.512, None, 1.6, None, None, 50.83, None, 1.5, None, 0.8, 1.0,2022-01-22 13:00:00, 450.0,4
