CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
-11.25,89.9,2022-01-22 00:00:00,-12.0,4
-12.67,89.0,2022-01-22 01:00:00,-14.0,4
-13.25,87.6,2022-01-22 02:00:00,-15.0,4
-14.0,86.7,2022-01-22 03:00:00,-15.0,4
-15.11,85.0,2022-01-22 04:00:00,-17.0,4
-15.4,84.7,2022-01-22 05:00:00,-17.0,4
-15.36,84.1,2022-01-22 06:00:00,-17.0,4
-15.73,84.5,2022-01-22 07:00:00,-18.0,4
-15.85,83.8,2022-01-22 08:00:00,-17.0,4
-12.44,84.9,2022-01-22 09:00:00,-15.0,4
-6.796,90.7,2022-01-22 10:00:00,-8.0,4
-4.607,88.3,2022-01-22 11:00:00,-6.0,4
-3.171,85.9,2022-01-22 12:00:00,-5.0,4
-2.385,83.6,2022-01-22 13:00:00,-4.0,4
-2.629,84.0,2022-01-22 14:00:00,-4.0,4
-2.619,85.4,2022-01-22 15:00:00,-5.0,4
-3.096,87.7,2022-01-22 16:00:00,-5.0,4
-3.489,90.7,2022-01-22 17:00:00,-5.0,4
-4.489,93.9,2022-01-22 18:00:00,-5.0,4
-4.932,95.4,2022-01-22 19:00:00,-6.0,4
-4.921,95.0,2022-01-22 20:00:00,-6.0,4
-5.224,94.9,2022-01-22 21:00:00,-6.0,4
-5.074,95.2,2022-01-22 22:00:00,-6.0,4
-5.275,95.5,2022-01-22 23:00:00,-6.0,4
-5.257,94.8,2022-01-23 00:00:00,-6.0,4
-5.198,94.8,2022-01-23 01:00:00,-5.0,4
-5.436,94.6,2022-01-23 02:00:00,-6.0,4
-5.509,94.3,2022-01-23 03:00:00,-6.0,4
-5.799,94.1,2022-01-23 04:00:00,-7.0,4
-5.953,94.0,2022-01-23 05:00:00,-6.0,4
-5.896,93.9,2022-01-23 06:00:00,-6.0,4
-5.603,94.1,2022-01-23 07:00:00,-6.0,4
-5.727,94.1,2022-01-23 08:00:00,-7.0,4
-5.368,94.3,2022-01-23 09:00:00,-6.0,4
-4.311,95.0,2022-01-23 10:00:00,-5.0,4
-3.374,95.8,2022-01-23 11:00:00,-4.0,4
-1.318,97.2,2022-01-23 12:00:00,-2.0,4
