CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
None, 27.11, None, None, None, 17.29, None, 243.4, 17.99, None, None, None, None, None,2018-07-17 17:00:00,29
None, 28.55, None, None, None, 23.52, None, 245.3, 12.15, None, None, None, None, None,2018-07-17 18:00:00,29
None, 28.96, None, None, None, 30.98, None, 182.5, 8.2, None, None, None, None, None,2018-07-17 19:00:00,29
None, 34.4, None, None, None, 20.68, None, 201.1, 9.15, None, None, None, None, None,2018-07-17 20:00:00,29
None, 35.62, None, None, None, 8.1, None, 221.5, 10.05, None, None, None, None, None,2018-07-17 21:00:00,29
None, 39.96, None, None, None, 24.58, None, 205.9, 19.29, None, None, None, None, None,2018-07-17 23:00:00,29
None, 45.88, None, None, None, 12.55, None, 244.6, 17.46, None, None, None, None, None,2018-07-18 00:00:00,29
None, 51.47, None, None, None, 39.35, None, 204.2, 4.36, None, None, None, None, None,2018-07-18 01:00:00,29
None, 48.71, None, None, None, 39.03, None, 260.4, 7.181, None, None, None, None, None,2018-07-18 02:00:00,29
None, 50.95, None, None, None, 10.36, None, 260.7, 6.926, None, None, None, None, None,2018-07-18 03:00:00,29
None, 51.05, None, None, None, 14.08, None, 223.2, 6.232, None, None, None, None, None,2018-07-18 04:00:00,29
None, 47.57, None, None, None, 6.671, None, 207.5, 7.726, None, None, None, None, None,2018-07-18 05:00:00,29
None, 50.24, None, None, None, 22.33, None, 184.9, 8.51, None, None, None, None, None,2018-07-18 06:00:00,29
None, 47.84, None, None, None, 29.01, None, 149.2, 5.699, None, None, None, None, None,2018-07-18 07:00:00,29
None, 53.07, None, None, None, 24.97, None, 132.7, 4.387, None, None, None, None, None,2018-07-18 08:00:00,29
None, 56.2, None, None, None, 42.61, None, 151.9, 2.855, None, None, None, None, None,2018-07-18 09:00:00,29
None, 51.16, None, None, None, 47.28, None, 157.0, 3.281, None, None, None, None, None,2018-07-18 10:00:00,29
None, 54.78, None, None, None, 51.22, None, 234.8, 4.878, None, None, None, None, None,2018-07-18 11:00:00,29
None, 50.64, None, None, None, 25.91, None, 247.4, 8.41, None, None, None, None, None,2018-07-18 12:00:00,29
None, 49.04, None, None, None, 31.24, None, 233.1, 10.74, None, None, None, None, None,2018-07-18 13:00:00,29
None, 42.45, None, None, None, 23.07, None, 253.6, 18.82, None, None, None, None, None,2018-07-18 14:00:00,29
None, 35.41, None, None, None, 13.53, None, 241.7, 26.63, None, None, None, None, None,2018-07-18 16:00:00,29
None, 37.97, None, None, None, 16.84, None, 248.9, 21.38, None, None, None, None, None,2018-07-18 17:00:00,29
None, 37.22, None, None, None, 17.08, None, 250.9, 22.31, None, None, None, None, None,2018-07-18 18:00:00,29
None, 37.99, None, None, None, 15.74, None, 252.4, 23.95, None, None, None, None, None,2018-07-18 19:00:00,29
None, 41.48, None, None, None, 9.66, None, 250.8, 25.05, None, None, None, None, None,2018-07-18 20:00:00,29
None, 43.66, None, None, None, 9.88, None, 249.5, 19.69, None, None, None, None, None,2018-07-18 21:00:00,29
None, 44.19, None, None, None, 6.489, None, 247.3, 16.44, None, None, None, None, None,2018-07-18 22:00:00,29
None, 45.52, None, None, None, 8.71, None, 251.1, 13.99, None, None, None, None, None,2018-07-18 23:00:00,29
None, 49.5, None, None, None, 10.63, None, 265.7, 11.43, None, None, None, None, None,2018-07-19 00:00:00,29
None, 51.86, None, None, None, 28.07, None, 257.8, 6.279, None, None, None, None, None,2018-07-19 01:00:00,29
None, 50.67, None, None, None, 30.78, None, 124.0, 2.383, None, None, None, None, None,2018-07-19 02:00:00,29
None, 53.84, None, None, None, 24.95, None, 137.2, 3.47, None, None, None, None, None,2018-07-19 03:00:00,29
None, 54.03, None, None, None, 8.56, None, 115.5, 8.33, None, None, None, None, None,2018-07-19 04:00:00,29
None, 53.13, None, None, None, 14.46, None, 140.9, 8.66, None, None, None, None, None,2018-07-19 05:00:00,29
None, 53.37, None, None, None, 7.821, None, 128.5, 9.65, None, None, None, None, None,2018-07-19 06:00:00,29
None, 61.48, None, None, None, 6.3, None, 113.4, 13.22, None, None, None, None, None,2018-07-19 07:00:00,29
None, 55.21, None, None, None, 8.41, None, 112.5, 11.69, None, None, None, None, None,2018-07-19 09:00:00,29
None, 54.52, None, None, None, 18.42, None, 123.0, 10.84, None, None, None, None, None,2018-07-19 10:00:00,29
None, 51.34, None, None, None, 19.47, None, 127.1, 10.96, None, None, None, None, None,2018-07-19 11:00:00,29
None, 46.63, None, None, None, 24.64, None, 132.1, 12.82, None, None, None, None, None,2018-07-19 12:00:00,29
None, 51.72, None, None, None, 30.32, None, 162.0, 11.64, None, None, None, None, None,2018-07-19 13:00:00,29
