RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
15.61, None, None, None,4.707,92.2, None, None,-10.0, None, None, None, None, None, None, None, None,16.12, None, None, None, None,19.68, None, None, None, None,2018-07-16 00:00:00, None,29
15.84, None, None, None,6.311,91.7, None, None,-10.0, None, None, None, None, None, None, None, None,15.79, None, None, None, None,18.34, None, None, None, None,2018-07-16 01:00:00, None,29
15.78, None, None, None,8.4,100.0, None, None,-10.0, None, None, None, None, None, None, None, None,15.79, None, None, None, None,22.25, None, None, None, None,2018-07-16 02:00:00, None,29
15.72, None, None, None,6.912,102.9, None, None,-10.0, None, None, None, None, None, None, None, None,15.77, None, None, None, None,24.33, None, None, None, None,2018-07-16 03:00:00, None,29
15.87, None, None, None,5.034,108.4, None, None,-10.0, None, None, None, None, None, None, None, None,15.25, None, None, None, None,23.87, None, None, None, None,2018-07-16 04:00:00, None,29
16.04, None, None, None,3.698,100.8, None, None,-11.0, None, None, None, None, None, None, None, None,14.71, None, None, None, None,19.46, None, None, None, None,2018-07-16 05:00:00, None,29
16.0, None, None, None,3.68,81.8, None, None,-11.0, None, None, None, None, None, None, None, None,14.83, None, None, None, None,32.21, None, None, None, None,2018-07-16 06:00:00, None,29
15.41, None, None, None,2.474,111.8, None, None,-9.0, None, None, None, None, None, None, None, None,17.02, None, None, None, None,18.65, None, None, None, None,2018-07-16 07:00:00, None,29
14.92, None, None, None,0.711,153.0, None, None,-9.0, None, None, None, None, None, None, None, None,18.65, None, None, None, None,19.35, None, None, None, None,2018-07-16 08:00:00, None,29
14.65, None, None, None,0.673,137.5, None, None,-8.0, None, None, None, None, None, None, None, None,19.54, None, None, None, None,24.53, None, None, None, None,2018-07-16 09:00:00, None,29
14.11, None, None, None,4.169,179.1, None, None,-7.0, None, None, None, None, None, None, None, None,20.91, None, None, None, None,27.48, None, None, None, None,2018-07-16 10:00:00, None,29
13.8, None, None, None,2.886,209.5, None, None,-7.0, None, None, None, None, None, None, None, None,21.75, None, None, None, None,24.31, None, None, None, None,2018-07-16 11:00:00, None,29
13.39, None, None, None,2.054,219.5, None, None,-6.0, None, None, None, None, None, None, None, None,23.53, None, None, None, None,23.18, None, None, None, None,2018-07-16 12:00:00, None,29
13.09, None, None, None,2.339,243.5, None, None,-5.0, None, None, None, None, None, None, None, None,24.96, None, None, None, None,22.43, None, None, None, None,2018-07-16 13:00:00, None,29
12.91, None, None, None,5.509,251.7, None, None,-5.0, None, None, None, None, None, None, None, None,25.35, None, None, None, None,25.55, None, None, None, None,2018-07-16 14:00:00, None,29
12.67, None, None, None,8.14,258.4, None, None,-5.0, None, None, None, None, None, None, None, None,25.92, None, None, None, None,24.63, None, None, None, None,2018-07-16 15:00:00, None,29
12.93, None, None, None,6.133,262.0, None, None,-5.0, None, None, None, None, None, None, None, None,25.29, None, None, None, None,27.39, None, None, None, None,2018-07-16 16:00:00, None,29
12.71, None, None, None,2.872,262.2, None, None,-5.0, None, None, None, None, None, None, None, None,26.01, None, None, None, None,20.62, None, None, None, None,2018-07-16 17:00:00, None,29
12.98, None, None, None,3.221,251.4, None, None,-5.0, None, None, None, None, None, None, None, None,25.12, None, None, None, None,23.81, None, None, None, None,2018-07-16 18:00:00, None,29
13.27, None, None, None,2.699,246.5, None, None,-6.0, None, None, None, None, None, None, None, None,24.34, None, None, None, None,19.02, None, None, None, None,2018-07-16 19:00:00, None,29
14.38, None, None, None,0.229,239.6, None, None,-8.0, None, None, None, None, None, None, None, None,20.22, None, None, None, None,12.84, None, None, None, None,2018-07-16 20:00:00, None,29
15.07, None, None, None,0.0,298.7, None, None,-9.0, None, None, None, None, None, None, None, None,18.15, None, None, None, None,47.65, None, None, None, None,2018-07-16 21:00:00, None,29
15.18, None, None, None,0.001,338.1, None, None,-9.0, None, None, None, None, None, None, None, None,17.57, None, None, None, None,7.32, None, None, None, None,2018-07-16 22:00:00, None,29
15.36, None, None, None,0.0,344.8, None, None,-9.0, None, None, None, None, None, None, None, None,17.39, None, None, None, None,21.29, None, None, None, None,2018-07-16 23:00:00, None,29
15.41, None, None, None,0.0,320.0, None, None,-9.0, None, None, None, None, None, None, None, None,17.02, None, None, None, None,29.73, None, None, None, None,2018-07-17 00:00:00, None,29
15.32, None, None, None,0.0,147.4, None, None,-9.0, None, None, None, None, None, None, None, None,17.29, None, None, None, None,52.84, None, None, None, None,2018-07-17 01:00:00, None,29
15.54, None, None, None,0.0,127.7, None, None,-10.0, None, None, None, None, None, None, None, None,16.57, None, None, None, None,25.93, None, None, None, None,2018-07-17 02:00:00, None,29
15.68, None, None, None,0.0,341.0, None, None,-10.0, None, None, None, None, None, None, None, None,16.1, None, None, None, None,57.64, None, None, None, None,2018-07-17 03:00:00, None,29
15.74, None, None, None,0.0,345.3, None, None,-10.0, None, None, None, None, None, None, None, None,15.69, None, None, None, None,37.26, None, None, None, None,2018-07-17 04:00:00, None,29
15.95, None, None, None,0.0,120.7, None, None,-10.0, None, None, None, None, None, None, None, None,15.2, None, None, None, None,53.7, None, None, None, None,2018-07-17 05:00:00, None,29
16.12, None, None, None,0.0,205.1, None, None,-11.0, None, None, None, None, None, None, None, None,14.63, None, None, None, None,53.11, None, None, None, None,2018-07-17 06:00:00, None,29
14.92, None, None, None,0.325,327.3, None, None,-9.0, None, None, None, None, None, None, None, None,18.65, None, None, None, None,13.46, None, None, None, None,2018-07-17 07:00:00, None,29
14.33, None, None, None,0.237,329.4, None, None,-7.0, None, None, None, None, None, None, None, None,20.83, None, None, None, None,15.99, None, None, None, None,2018-07-17 08:00:00, None,29
13.97, None, None, None,1.805,231.7, None, None,-7.0, None, None, None, None, None, None, None, None,21.82, None, None, None, None,42.75, None, None, None, None,2018-07-17 09:00:00, None,29
13.77, None, None, None,3.121,245.2, None, None,-7.0, None, None, None, None, None, None, None, None,22.47, None, None, None, None,23.64, None, None, None, None,2018-07-17 10:00:00, None,29
13.4, None, None, None,3.164,275.1, None, None,-6.0, None, None, None, None, None, None, None, None,23.48, None, None, None, None,32.07, None, None, None, None,2018-07-17 11:00:00, None,29
13.24, None, None, None,5.144,272.1, None, None,-6.0, None, None, None, None, None, None, None, None,24.02, None, None, None, None,23.43, None, None, None, None,2018-07-17 12:00:00, None,29
13.0, None, None, None,2.215,267.4, None, None,-5.0, None, None, None, None, None, None, None, None,25.05, None, None, None, None,21.09, None, None, None, None,2018-07-17 13:00:00, None,29
12.6, None, None, None,0.443,256.1, None, None,-5.0, None, None, None, None, None, None, None, None,26.36, None, None, None, None,19.52, None, None, None, None,2018-07-17 14:00:00, None,29
12.31, None, None, None,0.771,233.5, None, None,-4.0, None, None, None, None, None, None, None, None,27.55, None, None, None, None,31.36, None, None, None, None,2018-07-17 15:00:00, None,29
12.45, None, None, None,1.564,230.8, None, None,-4.0, None, None, None, None, None, None, None, None,27.09, None, None, None, None,21.07, None, None, None, None,2018-07-17 16:00:00, None,29
12.5, None, None, None,3.995,236.0, None, None,-4.0, None, None, None, None, None, None, None, None,26.93, None, None, None, None,30.02, None, None, None, None,2018-07-17 17:00:00, None,29
12.78, None, None, None,5.578,254.7, None, None,-5.0, None, None, None, None, None, None, None, None,25.78, None, None, None, None,25.17, None, None, None, None,2018-07-17 18:00:00, None,29
12.98, None, None, None,1.231,256.3, None, None,-5.0, None, None, None, None, None, None, None, None,25.1, None, None, None, None,19.62, None, None, None, None,2018-07-17 19:00:00, None,29
