pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 6.468, 89.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 00:00:00, None, None, None,37
None, None, 6.283, 90.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 01:00:00, None, None, None,37
None, None, 5.604, 90.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 02:00:00, None, None, None,37
None, None, 4.886, 90.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 03:00:00, None, None, None,37
None, None, 5.166, 90.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 04:00:00, None, None, None,37
None, None, 5.367, 90.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 05:00:00, None, None, None,37
None, None, 5.652, 87.6, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 06:00:00, None, None, None,37
None, None, 4.969, 89.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 07:00:00, None, None, None,37
None, None, 4.875, 88.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 08:00:00, None, None, None,37
None, None, 7.218, 80.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 09:00:00, None, None, None,37
None, None, 8.38, 76.89, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 10:00:00, None, None, None,37
None, None, 10.03, 73.38, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 11:00:00, None, None, None,37
None, None, 10.48, 68.02, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 12:00:00, None, None, None,37
None, None, 11.03, 70.77, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 13:00:00, None, None, None,37
None, None, 10.15, 76.13, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 14:00:00, None, None, None,37
None, None, 10.68, 77.22, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 15:00:00, None, None, None,37
None, None, 10.89, 80.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 16:00:00, None, None, None,37
None, None, 11.91, 76.17, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 17:00:00, None, None, None,37
None, None, 10.94, 84.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 18:00:00, None, None, None,37
None, None, 11.14, 81.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 19:00:00, None, None, None,37
None, None, 11.54, 76.74, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 20:00:00, None, None, None,37
None, None, 11.63, 75.84, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 21:00:00, None, None, None,37
None, None, 12.25, 73.05, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 22:00:00, None, None, None,37
None, None, 12.39, 71.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-09-10 23:00:00, None, None, None,37
