RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,5.885,303.2, None, None, None, None, None, None, None, None, None, None, None,10.16, None, None, None, None,35.84, None, None, None, None,2019-06-18 00:00:00, None,25
None, None, None, None,4.29,296.8, None, None, None, None, None, None, None, None, None, None, None,9.74, None, None, None, None,38.46, None, None, None, None,2019-06-18 01:00:00, None,25
None, None, None, None,3.76,298.8, None, None, None, None, None, None, None, None, None, None, None,9.3, None, None, None, None,36.68, None, None, None, None,2019-06-18 02:00:00, None,25
None, None, None, None,3.432,279.3, None, None, None, None, None, None, None, None, None, None, None,8.74, None, None, None, None,47.23, None, None, None, None,2019-06-18 03:00:00, None,25
None, None, None, None,2.887,289.3, None, None, None, None, None, None, None, None, None, None, None,8.05, None, None, None, None,42.89, None, None, None, None,2019-06-18 04:00:00, None,25
None, None, None, None,4.146,293.0, None, None, None, None, None, None, None, None, None, None, None,8.1, None, None, None, None,37.11, None, None, None, None,2019-06-18 05:00:00, None,25
None, None, None, None,3.766,299.1, None, None, None, None, None, None, None, None, None, None, None,8.08, None, None, None, None,43.93, None, None, None, None,2019-06-18 06:00:00, None,25
None, None, None, None,4.213,298.2, None, None, None, None, None, None, None, None, None, None, None,7.61, None, None, None, None,39.06, None, None, None, None,2019-06-18 07:00:00, None,25
None, None, None, None,4.679,292.4, None, None, None, None, None, None, None, None, None, None, None,7.79, None, None, None, None,35.16, None, None, None, None,2019-06-18 08:00:00, None,25
None, None, None, None,4.393,327.6, None, None, None, None, None, None, None, None, None, None, None,8.13, None, None, None, None,36.06, None, None, None, None,2019-06-18 09:00:00, None,25
