CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
17.34,48.51, None, None,21.79, 5.414,58.49, None, None, None, None, None, None,6.0, 937.0, None, None,2019-06-18 00:00:00, None,25
17.7,49.41, None, None,58.49, 2.669,123.0, None, None, None, None, None, None,7.0, 940.0, None, None,2019-06-18 01:00:00, None,25
16.01,59.89, None, None,66.69, 0.81,134.2, None, None, None, None, None, None,8.0, 942.0, None, None,2019-06-18 02:00:00, None,25
15.47,65.32, None, None,55.15, 0.838,91.4, None, None, None, None, None, None,9.0, 943.0, None, None,2019-06-18 03:00:00, None,25
15.01,67.98, None, None,49.46, 1.807,126.9, None, None, None, None, None, None,9.0, 945.0, None, None,2019-06-18 04:00:00, None,25
13.09,81.4, None, None,62.23, 1.86,121.6, None, None, None, None, None, None,10.0, 945.0, None, None,2019-06-18 05:00:00, None,25
12.56,86.7, None, None,62.97, 1.406,80.0, None, None, None, None, None, None,10.0, 946.0, None, None,2019-06-18 06:00:00, None,25
12.81,86.6, None, None,36.84, 0.813,75.65, None, None, None, None, None, None,11.0, 947.0, None, None,2019-06-18 07:00:00, None,25
14.45,73.15, None, None,60.72, 0.0,18.33, None, None, None, None, None, None,10.0, 946.0, None, None,2019-06-18 08:00:00, None,25
16.05,69.41, None, None,53.02, 2.753,212.9, None, None, None, None, None, None,10.0, 945.0, None, None,2019-06-18 09:00:00, None,25
15.92,73.67, None, None,36.49, 2.927,226.3, None, None, None, None, None, None,11.0, 943.0, None, None,2019-06-18 10:00:00, None,25
19.13,51.16, None, None,48.22, 3.703,228.3, None, None, None, None, None, None,8.0, 943.0, None, None,2019-06-18 11:00:00, None,25
17.94,52.32, None, None,37.36, 3.778,217.1, None, None, None, None, None, None,8.0, 942.0, None, None,2019-06-18 12:00:00, None,25
21.94,28.37, None, None,51.59, 3.191,233.7, None, None, None, None, None, None,2.0, 941.0, None, None,2019-06-18 13:00:00, None,25
22.35,22.28, None, None,63.22, 6.759,196.5, None, None, None, None, None, None,0.0, 939.0, None, None,2019-06-18 14:00:00, None,25
20.38,28.18, None, None,34.91, 10.21,206.3, None, None, None, None, None, None,2.0, 939.0, None, None,2019-06-18 15:00:00, None,25
19.0,40.21, None, None,32.73, 11.8,208.4, None, None, None, None, None, None,6.0, 939.0, None, None,2019-06-18 16:00:00, None,25
16.79,52.58, None, None,70.83, 3.988,109.1, None, None, None, None, None, None,8.0, 939.0, None, None,2019-06-18 17:00:00, None,25
20.29,33.03, None, None,70.62, 6.156,102.9, None, None, None, None, None, None,4.0, 940.0, None, None,2019-06-18 18:00:00, None,25
20.58,30.51, None, None,56.45, 2.619,206.8, None, None, None, None, None, None,3.0, 937.0, None, None,2019-06-18 19:00:00, None,25
20.64,29.99, None, None,57.23, 2.915,168.0, None, None, None, None, None, None,3.0, 937.0, None, None,2019-06-18 20:00:00, None,25
15.66,47.34, None, None,26.71, 4.495,55.86, None, None, None, None, None, None,4.0, 939.0, None, None,2019-06-18 22:00:00, None,25
