CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None,9.43,85.0, None, None, None, None, 28.1, None, 4.045, 229.6, None, None, None, None, None, None, None, None, None,2019-06-18 00:00:00, None, None,25
None,9.15,87.7, None, None, None, None, 24.93, None, 3.352, 228.3, None, None, None, None, None, None, None, None, None,2019-06-18 01:00:00, None, None,25
None,8.82,89.4, None, None, None, None, 19.94, None, 4.814, 225.2, None, None, None, None, None, None, None, None, None,2019-06-18 02:00:00, None, None,25
None,8.48,90.6, None, None, None, None, 21.07, None, 4.719, 228.7, None, None, None, None, None, None, None, None, None,2019-06-18 03:00:00, None, None,25
None,8.09,91.8, None, None, None, None, 18.77, None, 4.977, 230.8, None, None, None, None, None, None, None, None, None,2019-06-18 04:00:00, None, None,25
None,7.848,91.7, None, None, None, None, 20.48, None, 4.738, 226.9, None, None, None, None, None, None, None, None, None,2019-06-18 05:00:00, None, None,25
None,7.47,91.4, None, None, None, None, 21.28, None, 5.336, 227.8, None, None, None, None, None, None, None, None, None,2019-06-18 06:00:00, None, None,25
None,7.567,89.4, None, None, None, None, 21.85, None, 4.877, 228.6, None, None, None, None, None, None, None, None, None,2019-06-18 07:00:00, None, None,25
None,7.703,89.0, None, None, None, None, 24.48, None, 3.904, 230.0, None, None, None, None, None, None, None, None, None,2019-06-18 08:00:00, None, None,25
None,8.01,86.5, None, None, None, None, 23.61, None, 3.876, 230.4, None, None, None, None, None, None, None, None, None,2019-06-18 09:00:00, None, None,25
None,8.2,85.5, None, None, None, None, 13.35, None, 4.283, 228.0, None, None, None, None, None, None, None, None, None,2019-06-18 10:00:00, None, None,25
None,7.796,85.4, None, None, None, None, 14.12, None, 5.013, 224.6, None, None, None, None, None, None, None, None, None,2019-06-18 11:00:00, None, None,25
None,7.43,86.1, None, None, None, None, 15.02, None, 5.329, 223.2, None, None, None, None, None, None, None, None, None,2019-06-18 12:00:00, None, None,25
None,7.809,79.52, None, None, None, None, 14.38, None, 5.209, 224.3, None, None, None, None, None, None, None, None, None,2019-06-18 13:00:00, None, None,25
None,7.805,78.6, None, None, None, None, 15.87, None, 6.217, 223.5, None, None, None, None, None, None, None, None, None,2019-06-18 14:00:00, None, None,25
None,9.99,72.33, None, None, None, None, 14.26, None, 5.166, 228.4, None, None, None, None, None, None, None, None, None,2019-06-18 15:00:00, None, None,25
None,8.41,76.04, None, None, None, None, 16.25, None, 4.74, 227.3, None, None, None, None, None, None, None, None, None,2019-06-18 16:00:00, None, None,25
None,7.306,81.1, None, None, None, None, 14.22, None, 5.798, 224.2, None, None, None, None, None, None, None, None, None,2019-06-18 17:00:00, None, None,25
None,6.954,80.2, None, None, None, None, 15.38, None, 5.913, 221.9, None, None, None, None, None, None, None, None, None,2019-06-18 18:00:00, None, None,25
None,7.119,78.04, None, None, None, None, 15.77, None, 5.352, 222.3, None, None, None, None, None, None, None, None, None,2019-06-18 19:00:00, None, None,25
None,6.844,75.85, None, None, None, None, 24.54, None, 5.866, 222.0, None, None, None, None, None, None, None, None, None,2019-06-18 20:00:00, None, None,25
None,5.606,81.2, None, None, None, None, 19.27, None, 6.302, 225.9, None, None, None, None, None, None, None, None, None,2019-06-18 22:00:00, None, None,25
None,5.158,84.4, None, None, None, None, 22.21, None, 5.361, 227.1, None, None, None, None, None, None, None, None, None,2019-06-18 23:00:00, None, None,25
None,4.467,86.8, None, None, None, None, 22.05, None, 4.44, 227.4, None, None, None, None, None, None, None, None, None,2019-06-19 00:00:00, None, None,25
None,4.407,88.4, None, None, None, None, 23.59, None, 4.097, 226.9, None, None, None, None, None, None, None, None, None,2019-06-19 01:00:00, None, None,25
None,4.384,89.8, None, None, None, None, 14.64, None, 5.286, 225.9, None, None, None, None, None, None, None, None, None,2019-06-19 02:00:00, None, None,25
None,4.043,89.4, None, None, None, None, 18.72, None, 5.285, 227.7, None, None, None, None, None, None, None, None, None,2019-06-19 03:00:00, None, None,25
None,3.39,91.0, None, None, None, None, 15.28, None, 4.598, 227.2, None, None, None, None, None, None, None, None, None,2019-06-19 04:00:00, None, None,25
None,3.352,88.7, None, None, None, None, 18.96, None, 4.944, 228.2, None, None, None, None, None, None, None, None, None,2019-06-19 05:00:00, None, None,25
None,3.158,88.3, None, None, None, None, 15.86, None, 5.053, 227.5, None, None, None, None, None, None, None, None, None,2019-06-19 06:00:00, None, None,25
None,3.331,87.1, None, None, None, None, 22.57, None, 4.209, 229.1, None, None, None, None, None, None, None, None, None,2019-06-19 07:00:00, None, None,25
None,2.611,95.6, None, None, None, None, 27.19, None, 2.843, 237.0, None, None, None, None, None, None, None, None, None,2019-06-19 08:00:00, None, None,25
None,2.691,95.7, None, None, None, None, 32.98, None, 2.197, 235.1, None, None, None, None, None, None, None, None, None,2019-06-19 09:00:00, None, None,25
None,1.507,96.5, None, None, None, None, 20.82, None, 2.209, 229.1, None, None, None, None, None, None, None, None, None,2019-06-19 10:00:00, None, None,25
None,0.807,96.6, None, None, None, None, 17.99, None, 3.144, 225.4, None, None, None, None, None, None, None, None, None,2019-06-19 11:00:00, None, None,25
None,0.649,97.0, None, None, None, None, 19.1, None, 5.718, 217.0, None, None, None, None, None, None, None, None, None,2019-06-19 12:00:00, None, None,25
None,0.858,96.9, None, None, None, None, 19.91, None, 4.708, 222.2, None, None, None, None, None, None, None, None, None,2019-06-19 13:00:00, None, None,25
None,1.772,96.5, None, None, None, None, 23.14, None, 3.322, 227.2, None, None, None, None, None, None, None, None, None,2019-06-19 14:00:00, None, None,25
None,2.384,96.2, None, None, None, None, 21.62, None, 3.951, 226.5, None, None, None, None, None, None, None, None, None,2019-06-19 15:00:00, None, None,25
None,1.651,96.0, None, None, None, None, 20.3, None, 4.445, 227.3, None, None, None, None, None, None, None, None, None,2019-06-19 16:00:00, None, None,25
None,1.292,96.8, None, None, None, None, 17.3, None, 5.376, 223.0, None, None, None, None, None, None, None, None, None,2019-06-19 17:00:00, None, None,25
None,1.51,96.9, None, None, None, None, 21.28, None, 4.801, 224.3, None, None, None, None, None, None, None, None, None,2019-06-19 18:00:00, None, None,25
None,1.507,97.0, None, None, None, None, 19.26, None, 4.131, 226.4, None, None, None, None, None, None, None, None, None,2019-06-19 19:00:00, None, None,25
None,0.945,97.2, None, None, None, None, 23.34, None, 4.587, 225.2, None, None, None, None, None, None, None, None, None,2019-06-19 20:00:00, None, None,25
None,0.621,97.3, None, None, None, None, 22.14, None, 3.891, 229.1, None, None, None, None, None, None, None, None, None,2019-06-19 21:00:00, None, None,25
None,0.742,97.4, None, None, None, None, 22.72, None, 3.528, 226.6, None, None, None, None, None, None, None, None, None,2019-06-19 22:00:00, None, None,25
None,0.768,97.5, None, None, None, None, 18.41, None, 3.856, 226.3, None, None, None, None, None, None, None, None, None,2019-06-19 23:00:00, None, None,25
None,0.307,97.6, None, None, None, None, 20.64, None, 2.647, 227.8, None, None, None, None, None, None, None, None, None,2019-06-20 00:00:00, None, None,25
None,-0.05,97.7, None, None, None, None, 33.71, None, 0.607, 233.7, None, None, None, None, None, None, None, None, None,2019-06-20 01:00:00, None, None,25
None,-0.038,97.8, None, None, None, None, 34.29, None, 0.267, 250.8, None, None, None, None, None, None, None, None, None,2019-06-20 02:00:00, None, None,25
None,-0.036,97.8, None, None, None, None, 41.07, None, 0.0, 284.8, None, None, None, None, None, None, None, None, None,2019-06-20 03:00:00, None, None,25
None,-0.077,97.8, None, None, None, None, 44.08, None, 0.524, 242.3, None, None, None, None, None, None, None, None, None,2019-06-20 04:00:00, None, None,25
