CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
4.639, None, None, None,16.38,9.47,216.5, None, None, None, None, None, None, None, None, None, None, None,2019-06-18 00:00:00, None, None, None, None,25
4.514, None, None, None,23.8,6.343,197.6, None, None, None, None, None, None, None, None, None, None, None,2019-06-18 01:00:00, None, None, None, None,25
4.029, None, None, None,16.07,12.4,224.2, None, None, None, None, None, None, None, None, None, None, None,2019-06-18 02:00:00, None, None, None, None,25
3.753, None, None, None,12.13,10.65,235.9, None, None, None, None, None, None, None, None, None, None, None,2019-06-18 03:00:00, None, None, None, None,25
3.249, None, None, None,15.72,13.28,238.9, None, None, None, None, None, None, None, None, None, None, None,2019-06-18 04:00:00, None, None, None, None,25
2.993, None, None, None,12.3,28.34,232.9, None, None, None, None, None, None, None, None, None, None, None,2019-06-18 05:00:00, None, None, None, None,25
2.557, None, None, None,12.98,32.42,224.4, None, None, None, None, None, None, None, None, None, None, None,2019-06-18 06:00:00, None, None, None, None,25
2.225, None, None, None,12.83,33.26,229.2, None, None, None, None, None, None, None, None, None, None, None,2019-06-18 07:00:00, None, None, None, None,25
1.968, None, None, None,12.62,35.15,232.5, None, None, None, None, None, None, None, None, None, None, None,2019-06-18 08:00:00, None, None, None, None,25
2.871, None, None, None,12.16,32.55,232.5, None, None, None, None, None, None, None, None, None, None, None,2019-06-18 09:00:00, None, None, None, None,25
2.43, None, None, None,29.99,12.74,221.3, None, None, None, None, None, None, None, None, None, None, None,2019-06-18 10:00:00, None, None, None, None,25
