wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
None, 10.8, None, -0.09, 0.0, 101.5, 7.4, None, None, 80.0,2018-02-05 00:00:00, None, None,6
90.0, 10.1, None, -0.07, 1.0, 101.4, 7.1, None, None, 82.0,2018-02-05 01:00:00, None, None,6
22.5, 8.9, None, -0.01, 4.0, 101.5, 6.9, None, None, 87.0,2018-02-05 02:00:00, None, None,6
45.0, 8.5, None, 0.03, 2.0, 101.5, 6.5, None, None, 87.0,2018-02-05 03:00:00, None, None,6
67.5, 8.4, None, 0.09, 1.0, 101.5, 6.7, None, None, 89.0,2018-02-05 04:00:00, None, None,6
315.0, 9.4, None, 0.13, 6.0, 101.6, 5.6, None, None, 77.0,2018-02-05 05:00:00, None, None,6
270.0, 8.0, None, 0.12, 4.0, 101.6, 5.2, None, None, 82.0,2018-02-05 06:00:00, None, None,6
270.0, 8.4, None, 0.14, 4.0, 101.7, 5.4, None, 10.8, 81.0,2018-02-05 07:00:00, 7.3, None,6
315.0, 7.6, None, 0.1, 4.0, 101.7, 5.1, None, None, 84.0,2018-02-05 08:00:00, None, None,6
247.5, 7.4, None, 0.15, 4.0, 101.8, 4.9, None, None, 84.0,2018-02-05 09:00:00, None, None,6
202.5, 7.0, None, 0.11, 2.0, 101.8, 4.7, None, None, 85.0,2018-02-05 10:00:00, None, None,6
45.0, 6.9, None, 0.1, 2.0, 101.8, 4.8, None, None, 87.0,2018-02-05 11:00:00, None, None,6
45.0, 6.0, None, 0.06, 2.0, 101.8, 4.1, None, None, 88.0,2018-02-05 12:00:00, None, None,6
None, 6.1, None, 0.07, 0.0, 101.9, 4.4, None, None, 89.0,2018-02-05 13:00:00, None, None,6
22.5, 6.3, None, 0.03, 1.0, 101.9, 4.6, None, None, 89.0,2018-02-05 14:00:00, None, None,6
None, 6.1, None, 0.03, 0.0, 101.9, 4.5, None, None, 89.0,2018-02-05 15:00:00, None, None,6
None, 5.8, None, 0.0, 0.0, 101.9, 4.2, None, None, 90.0,2018-02-05 16:00:00, None, None,6
None, 6.2, None, 0.05, 0.0, 101.9, 4.6, None, None, 90.0,2018-02-05 17:00:00, None, None,6
112.5, 6.9, None, 0.06, 3.0, 101.9, 5.0, None, None, 88.0,2018-02-05 18:00:00, None, None,6
157.5, 6.7, None, 0.11, 1.0, 102.0, 5.0, None, None, 89.0,2018-02-05 19:00:00, None, None,6
None, 6.9, None, 0.07, 0.0, 102.0, 5.3, None, None, 89.0,2018-02-05 20:00:00, None, None,6
247.5, 7.1, None, 0.05, 1.0, 102.0, 5.5, None, None, 90.0,2018-02-05 21:00:00, None, None,6
202.5, 7.2, None, -0.05, 1.0, 101.9, 5.6, None, None, 90.0,2018-02-05 22:00:00, None, None,6
225.0, 6.9, None, -0.01, 1.0, 102.0, 5.4, None, None, 90.0,2018-02-05 23:00:00, None, None,6
225.0, 6.8, None, 0.01, 1.0, 102.0, 5.4, None, None, 90.0,2018-02-06 00:00:00, None, None,6
202.5, 6.7, None, 0.03, 1.0, 102.0, 5.2, None, None, 90.0,2018-02-06 01:00:00, None, None,6
None, 6.4, None, 0.04, 0.0, 102.0, 4.9, None, None, 90.0,2018-02-06 02:00:00, None, None,6
