RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,0.888,57.3, None, None, None, 971.0, None, None, None, None, None, 162.6, None, None, 1.054, None, None, None, None,52.16, None, None, None, None, None,2016-02-26 00:00:00, None,9
None, None, None, None,0.031,100.9, None, None, None, 969.0, None, None, None, None, None, 162.3, None, None, 0.198, None, None, None, None,78.8, None, None, None, None, None,2016-02-26 01:00:00, None,9
None, None, None, None,0.299,65.62, None, None, None, 969.0, None, None, None, None, None, 161.9, None, None, 0.32, None, None, None, None,50.56, None, None, None, None, None,2016-02-26 02:00:00, None,9
None, None, None, None,2.403,103.5, None, None, None, 968.0, None, None, None, None, None, 161.8, None, None, 0.32, None, None, None, None,23.23, None, None, None, None, None,2016-02-26 03:00:00, None,9
None, None, None, None,1.375,81.5, None, None, None, 968.0, None, None, None, None, None, 161.6, None, None, 0.34, None, None, None, None,40.48, None, None, None, None, None,2016-02-26 04:00:00, None,9
None, None, None, None,0.395,62.32, None, None, None, 968.0, None, None, None, None, None, 161.8, None, None, 0.292, None, None, None, None,58.59, None, None, None, None, None,2016-02-26 05:00:00, None,9
None, None, None, None,0.439,93.8, None, None, None, 967.0, None, None, None, None, None, 161.6, None, None, 0.039, None, None, None, None,40.16, None, None, None, None, None,2016-02-26 06:00:00, None,9
None, None, None, None,0.209,11.73, None, None, None, 967.0, None, None, None, None, None, 161.8, None, None, 0.085, None, None, None, None,55.83, None, None, None, None, None,2016-02-26 07:00:00, None,9
None, None, None, None,0.216,48.79, None, None, None, 967.0, None, None, None, None, None, 161.6, None, None, 0.245, None, None, None, None,49.05, None, None, None, None, None,2016-02-26 08:00:00, None,9
None, None, None, None,0.362,42.33, None, None, None, 967.0, None, None, None, None, None, 161.2, None, None, 0.64, None, None, None, None,57.48, None, None, None, None, None,2016-02-26 09:00:00, None,9
None, None, None, None,0.457,25.04, None, None, None, 968.0, None, None, None, None, None, 160.7, None, None, 1.883, None, None, None, None,50.22, None, None, None, None, None,2016-02-26 10:00:00, None,9
None, None, None, None,0.597,93.5, None, None, None, 968.0, None, None, None, None, None, 161.2, None, None, 2.093, None, None, None, None,45.72, None, None, None, None, None,2016-02-26 11:00:00, None,9
None, None, None, None,0.47,51.93, None, None, None, 968.0, None, None, None, None, None, 161.1, None, None, 3.756, None, None, None, None,51.07, None, None, None, None, None,2016-02-26 12:00:00, None,9
None, None, None, None,0.599,77.7, None, None, None, 969.0, None, None, None, None, None, 160.9, None, None, 4.11, None, None, None, None,45.64, None, None, None, None, None,2016-02-26 13:00:00, None,9
None, None, None, None,0.152,31.83, None, None, None, 968.0, None, None, None, None, None, 160.6, None, None, 3.932, None, None, None, None,69.18, None, None, None, None, None,2016-02-26 14:00:00, None,9
None, None, None, None,0.485,92.2, None, None, None, 968.0, None, None, None, None, None, 160.6, None, None, 3.874, None, None, None, None,40.11, None, None, None, None, None,2016-02-26 15:00:00, None,9
None, None, None, None,0.468,70.5, None, None, None, 968.0, None, None, None, None, None, 160.3, None, None, 3.325, None, None, None, None,48.35, None, None, None, None, None,2016-02-26 16:00:00, None,9
None, None, None, None,0.491,23.59, None, None, None, 968.0, None, None, None, None, None, 160.4, None, None, 2.756, None, None, None, None,52.36, None, None, None, None, None,2016-02-26 17:00:00, None,9
None, None, None, None,0.29,40.3, None, None, None, 968.0, None, None, None, None, None, 160.2, None, None, 1.962, None, None, None, None,48.8, None, None, None, None, None,2016-02-26 18:00:00, None,9
None, None, None, None,0.439,62.46, None, None, None, 968.0, None, None, None, None, None, 160.2, None, None, 1.791, None, None, None, None,30.73, None, None, None, None, None,2016-02-26 19:00:00, None,9
None, None, None, None,0.215,51.14, None, None, None, 968.0, None, None, None, None, None, 159.9, None, None, 1.169, None, None, None, None,56.08, None, None, None, None, None,2016-02-26 20:00:00, None,9
None, None, None, None,0.068,59.91, None, None, None, 969.0, None, None, None, None, None, 160.0, None, None, 1.328, None, None, None, None,74.2, None, None, None, None, None,2016-02-26 21:00:00, None,9
None, None, None, None,0.455,74.3, None, None, None, 969.0, None, None, None, None, None, 159.8, None, None, 1.507, None, None, None, None,46.41, None, None, None, None, None,2016-02-26 22:00:00, None,9
None, None, None, None,0.228,95.2, None, None, None, 969.0, None, None, None, None, None, 159.8, None, None, 0.227, None, None, None, None,54.08, None, None, None, None, None,2016-02-26 23:00:00, None,9
